reference_actor_Q_std,rollout/episode_steps,total/epochs,rollout/return_history,reference_Q_std,rollout/return,train/param_noise_distance,success rate,reference_actor_Q_mean,reference_Q_mean,rollout/actions_std,total/steps,rollout/Q_mean,train/loss_critic,total/steps_per_second,total/duration,rollout/goal_tolerance,reference_action_std,rollout/error,total/episodes,rollout/episodes,errors,reference_action_mean,train/loss_actor,rollout/actions_mean
2.791894,6.485199530933514,1,-5.89,2.7686152,-5.4864965708397,0.0,1.0,-1.3549408,-2.1448536,0.75900686,364998,-2.7453198,0.021575289,22.41569629087113,16283.143528699875,0.00965,0.8673354,0.00664,56282,56282,0.006072765235157482,0.025091112,0.9159319,-0.004168921
2.781958,6.4864510412051395,1,-6.5,2.7599714,-5.4877447939743025,0.0,1.0,-1.3465543,-2.1369324,0.7589898,365998,-2.7453122,0.023873968,22.41724625366353,16326.626199245453,0.00963,0.8703604,0.09067,56425,56425,0.00577187792819612,0.026636496,0.93048424,-0.0041134506
2.7888222,6.48617026917163,1,-5.33,2.7682407,-5.48746045492303,0.0,1.0,-1.3312469,-2.1178894,0.7589545,366998,-2.7455363,0.023807373,22.417714382835005,16370.892845392227,0.00961,0.8661155,0.05589,56581,56581,0.006193510377124277,0.022051508,0.91079855,-0.0041265264
2.7816167,6.485020970641102,1,-4.63,2.762446,-5.48630740492722,0.0,1.0,-1.3389187,-2.130476,0.7589295,367998,-2.7453065,0.022697754,22.418433122440543,16414.974141597748,0.00959,0.8689544,0.07229,56746,56746,0.00589071001029636,0.020977205,0.9064676,-0.0040866113
2.789439,6.486052275403843,1,-6.11,2.7668905,-5.4873354309117435,0.0,1.0,-1.3340935,-2.1131482,0.75889146,368998,-2.7453616,0.023991672,22.418177755583578,16459.767784118652,0.00957,0.87056106,0.02087,56891,56891,0.0059834701755882465,0.023902634,0.9408357,-0.0042618085
2.7883072,6.487664603461275,1,-5.73,2.7631285,-5.488944609072259,0.0,1.0,-1.34199,-2.1404343,0.7588686,369998,-2.746337,0.023132,22.418646630803153,16504.02926158905,0.00955,0.86536676,0.03208,57031,57031,0.005845253417902845,0.018200358,0.93543935,-0.004269204
2.783156,6.489539602574867,1,-5.86,2.7635791,-5.490816540722082,0.0,1.0,-1.3475618,-2.1468604,0.7588635,370998,-2.7470899,0.022357447,22.41807580654121,16549.056359767914,0.00953,0.87401915,0.04719,57168,57168,0.005828529507627523,0.013105889,0.9301286,-0.0041899215
2.789383,6.490473531772341,1,-5.75,2.766189,-5.491747217084831,0.0,1.0,-1.3288267,-2.127419,0.758868,371998,-2.7473516,0.021622801,22.418247927091635,16593.535820007324,0.00951,0.86752695,0.02178,57314,57314,0.005962716394080273,0.03303952,0.9167529,-0.00421219
2.762266,6.490229855057334,1,-5.46,2.73736,-5.49150006090028,0.0,1.0,-1.3486514,-2.136657,0.75884503,372998,-2.7473793,0.024259698,22.41807915877001,16638.267594575882,0.0095,0.8692337,0.00517,57471,57471,0.005639394739617509,0.019046098,0.9258624,-0.0043082563
2.7860565,6.490801804928844,1,-5.7,2.7615232,-5.4920687261367584,0.0,1.0,-1.357001,-2.150154,0.7588241,373998,-2.7480068,0.02277031,22.4157166108934,16684.632773160934,0.00948,0.8635628,0.00892,57620,57620,0.0054160870310826625,0.030952483,0.9465876,-0.004249097
2.7903113,6.4921830364099105,1,-5.9,2.7656896,-5.4934469087068685,0.0,1.0,-1.3524413,-2.1440852,0.75880885,374998,-2.748563,0.023383787,22.416033527092956,16729.0078125,0.00946,0.8698286,0.17574,57759,57759,0.005516626128506692,0.03339312,0.91829973,-0.004319025
2.7708094,6.494938676800829,1,-5.96,2.747654,-5.496199689065469,0.0,1.0,-1.3394821,-2.1240807,0.75880736,375998,-2.7504213,0.022713114,22.414935704087252,16774.440264463425,0.00944,0.86701053,0.06415,57890,57890,0.005954656270969821,0.022021672,0.977814,-0.0043104384
2.787495,6.496312379376896,1,-5.9,2.7629795,-5.497570306038048,0.0,1.0,-1.3443319,-2.1385539,0.7588201,376998,-2.751604,0.022508865,22.413923388771824,16819.81300020218,0.00942,0.87447613,0.06425,58032,58032,0.005579358795957181,0.02942712,0.9575325,-0.0041802432
2.7824893,6.4950341936149005,1,-5.34,2.7557523,-5.496288532251968,0.0,1.0,-1.345209,-2.1399314,0.75878465,377998,-2.750485,0.022447158,22.414729843097504,16863.821364164352,0.0094,0.86918944,0.02291,58198,58198,0.00577671274002711,0.021502763,0.92727065,-0.004077885
2.7740362,6.495141304906682,1,-6.37,2.749977,-5.496392397470394,0.0,1.0,-1.3318958,-2.1253715,0.7587798,378998,-2.7512844,0.022746818,22.414886360733295,16908.316816806793,0.00938,0.8681703,0.03677,58349,58349,0.005987753843896716,0.026045257,0.95134276,-0.0039852127
2.7820594,6.497486492032008,1,-6.14,2.7555897,-5.498734696669175,0.0,1.0,-1.3555462,-2.1432831,0.7587757,379998,-2.7520957,0.023004377,22.415129751448646,16952.745944976807,0.00936,0.86913544,0.07964,58484,58484,0.00519124113318881,0.016560912,0.9820274,-0.0039116447
2.7632625,6.4962488064384125,1,-5.1,2.7367835,-5.4974935206656665,0.0,1.0,-1.3386698,-2.1343138,0.7587297,380998,-2.7507849,0.02134553,22.413862641119525,16998.319571256638,0.00934,0.8715336,0.01864,58648,58648,0.005386986060978961,0.022431592,0.9379398,-0.0039515537
2.7705193,6.494907761625436,1,-5.23,2.7504857,-5.496148941596531,0.0,1.0,-1.3349895,-2.1258192,0.75869995,381998,-2.7502372,0.022066118,22.41288211225673,17043.680419445038,0.00933,0.86774683,0.04343,58815,58815,0.005543427787240712,0.036309946,0.96316904,-0.0038990763
2.7797542,6.496480366381138,1,-6.67,2.758851,-5.497718598931388,0.0,1.0,-1.3304132,-2.120743,0.75868535,382998,-2.7505453,0.021751843,22.41402725440101,17087.424569129944,0.00931,0.8660069,0.00545,58955,58955,0.005840528255080564,0.029600376,1.0110776,-0.0039135865
2.7773132,6.4962950431399085,1,-5.42,2.7523098,-5.497530028759939,0.0,1.0,-1.3371899,-2.1179075,0.75865513,383998,-2.7506237,0.022756383,22.415463016774403,17130.942140817642,0.00929,0.868325,0.02637,59110,59110,0.00568919903329862,0.031921133,0.97853684,-0.004001299
2.7609427,6.497932454556195,1,-6.04,2.7376394,-5.499164542861483,0.0,1.0,-1.3350292,-2.1198168,0.7586219,384998,-2.7512858,0.02204786,22.415615052356255,17175.437707185745,0.00927,0.8680026,0.0219,59249,59249,0.005608015457117294,0.03145362,0.9378979,-0.0040135058
2.7461257,6.498181818181818,1,-5.7,2.7227614,-5.499410774410775,0.0,1.0,-1.3529418,-2.1361284,0.75859576,385998,-2.751063,0.022418976,22.414780066165715,17220.69093966484,0.00925,0.8678778,0.05711,59400,59400,0.005788915263853515,0.029890055,0.9723497,-0.0040576267
2.7469327,6.49903437620703,1,-6.07,2.7287724,-5.50026029858767,0.0,1.0,-1.345535,-2.1298807,0.7585756,386998,-2.7516656,0.022825684,22.41313494611646,17266.571630001068,0.00923,0.8691225,0.04175,59547,59547,0.005438866183618677,0.041885693,0.9614308,-0.003915776
2.7526608,6.4994053302511015,1,-5.95,2.7264154,-5.5006281722699635,0.0,1.0,-1.3523139,-2.1355639,0.75857115,387998,-2.7522526,0.022765227,22.412581349599975,17311.61591553688,0.00922,0.8670232,0.02941,59697,59697,0.005342431223547657,0.04244638,0.99160635,-0.00396939
2.7588127,6.501044539149327,1,-6.03,2.7365124,-5.502264560875742,0.0,1.0,-1.3641899,-2.1508682,0.75853753,388998,-2.751918,0.021744888,22.411952048238366,17356.721055030823,0.0092,0.866721,0.05142,59835,59835,0.005258828697418037,0.053226274,0.984572,-0.003917246
2.7719057,6.502801307276729,1,-6.66,2.7516267,-5.504018541986261,0.0,1.0,-1.3515513,-2.1227553,0.7585209,389998,-2.752556,0.022050958,22.414061778531128,17399.702198266983,0.00918,0.86841315,0.06082,59972,59972,0.005540437090405582,0.037424516,1.0143288,-0.003971598
2.7725117,6.502644358701437,1,-5.05,2.744682,-5.503858435337945,0.0,1.0,-1.3701953,-2.162292,0.75853086,390998,-2.7528903,0.021053605,22.414775978787745,17443.761221170425,0.00916,0.8706219,0.0413,60128,60128,0.005479380448627485,0.03398514,0.9899507,-0.0040100613
2.7625804,6.503940535249125,1,-6.2,2.7439704,-5.505151731346751,0.0,1.0,-1.3524237,-2.1396012,0.7585119,391998,-2.7527153,0.02239572,22.415639552531367,17487.700901031494,0.00914,0.8695436,0.04675,60271,60271,0.005413267702315693,0.046818804,1.0326662,-0.0040280125
2.7580733,6.506630904485173,1,-6.78,2.7311108,-5.5078395337671155,0.0,1.0,-1.3913637,-2.1805716,0.7584993,392998,-2.75388,0.021495273,22.417002544084845,17531.246616363525,0.00912,0.87220466,0.10164,60399,60399,0.005688920943698934,0.031550705,1.0482697,-0.004075278
2.7614946,6.504746652578051,1,-4.68,2.7360744,-5.505951889580478,0.0,1.0,-1.3778777,-2.1762552,0.75848,393998,-2.7534301,0.022043195,22.41721976348071,17575.685306072235,0.00911,0.86841935,0.14506,60569,60569,0.00527150946332309,0.04248042,1.036245,-0.003986311
2.754085,6.505912969002207,1,-6.58,2.7313623,-5.507115327601541,0.0,1.0,-1.3579227,-2.1466014,0.75848895,394998,-2.75385,0.01985749,22.417491120006574,17620.080582857132,0.00909,0.86649126,0.00711,60714,60714,0.0055741835620224355,0.03464592,1.0576323,-0.0039481926
2.7344234,6.505972037393004,1,-5.44,2.7147822,-5.507171373650746,0.0,1.0,-1.3727314,-2.1551423,0.75848347,395998,-2.7537892,0.022003217,22.416946953370985,17665.11741423607,0.00907,0.8690099,0.17234,60867,60867,0.0054641160491826326,0.042343646,1.0090665,-0.0039325464
2.762869,6.5078685944723125,1,-6.44,2.7421098,-5.50906527654831,0.0,1.0,-1.371005,-2.1536584,0.7585007,396998,-2.7556405,0.020595107,22.418064044428412,17708.84404706955,0.00905,0.8688645,0.04481,61002,61002,0.005537133170996792,0.03578472,1.0193394,-0.003830188
2.7553911,6.5067765298281754,1,-5.14,2.7249947,-5.507969983814802,0.0,1.0,-1.3856361,-2.171165,0.7584928,397998,-2.755147,0.021747097,22.41795032809271,17753.54098725319,0.00903,0.8685259,0.00561,61167,61167,0.005201746726270265,0.01603423,1.0637808,-0.0039053622
2.7481136,6.506131167857026,1,-4.58,2.7245407,-5.507321527573949,0.0,1.0,-1.3869447,-2.1752448,0.7584931,398998,-2.7552338,0.021064965,22.420158239822747,17796.39535689354,0.00901,0.8683608,0.06741,61326,61326,0.005482791814159596,0.036678642,1.0060091,-0.003846036
2.7535093,6.506294934773415,1,-5.43,2.7317493,-5.50748235141026,0.0,1.0,-1.3894702,-2.1689491,0.7585035,399998,-2.7564545,0.021017563,22.402078318462227,17855.39691066742,0.009,0.8662878,0.14528,61478,61478,0.005471384777600987,0.043114405,1.0619161,-0.0039059941
2.7529993,6.505702743482,1,-4.83,2.7237983,-5.506887097035872,0.0,1.0,-1.3680284,-2.1487167,0.75849485,400998,-2.75647,0.021945432,22.388241552881194,17911.09851360321,0.00898,0.8700865,0.06738,61637,61637,0.005272232859880831,0.030401194,1.0527849,-0.0037765428
2.7496667,6.507349132349132,1,-5.95,2.7259023,-5.508530821030821,0.0,1.0,-1.3954582,-2.1745172,0.7584871,401998,-2.7572439,0.021268673,22.39011290017427,17954.264089345932,0.00896,0.8664475,0.10442,61776,61776,0.0051566400378432594,0.050440002,1.1090353,-0.003846583
2.7610674,6.509416895493458,1,-6.87,2.73288,-5.510596026490067,0.0,1.0,-1.3747989,-2.1638744,0.7584886,402998,-2.7591429,0.021814866,22.39008880793481,17998.9460272789,0.00894,0.8726458,0.09594,61910,61910,0.005111623360772497,0.025323415,1.0395272,-0.00399726
2.7405972,6.511814958091554,1,-6.74,2.717511,-5.5129916183107674,0.0,1.0,-1.3935256,-2.167048,0.75846994,403998,-2.7597063,0.020950979,22.392261827692888,18041.857634067535,0.00893,0.86751896,0.02746,62040,62040,0.005180388578548935,0.023869922,1.0772305,-0.0038807974
2.7441924,6.513848232380094,1,-6.41,2.7215095,-5.515022356612088,0.0,1.0,-1.3887137,-2.1649985,0.7584771,404998,-2.761201,0.020091958,22.392808492054755,18086.07438158989,0.00891,0.86834544,0.04078,62174,62174,0.005500495471233253,0.03637108,1.0545983,-0.0039301133
2.7423742,6.512648582749162,1,-4.79,2.7210608,-5.513819599287765,0.0,1.0,-1.3820384,-2.1639981,0.758465,405998,-2.7608805,0.02093656,22.39409159558018,18129.692748069763,0.00889,0.8673659,0.05361,62339,62339,0.005025398905648504,0.024852037,1.0854893,-0.0038451422
2.7433243,6.51399715095155,1,-5.81,2.727619,-5.515165580933783,0.0,1.0,-1.3898187,-2.175454,0.75846046,406998,-2.761961,0.021786869,22.393629861649686,18174.722120285034,0.00887,0.8730698,0.02783,62477,62477,0.005535391316044989,0.0321047,1.0463037,-0.0037998275
2.733471,6.515650451946724,1,-6.24,2.7088494,-5.516816250918266,0.0,1.0,-1.39569,-2.1866803,0.7584655,407998,-2.762894,0.021289013,22.393691730361073,18219.327340602875,0.00885,0.86741275,0.14543,62618,62618,0.005006970991784876,0.02599144,1.0668443,-0.0038107468
2.7545896,6.517465022149983,1,-6.46,2.729328,-5.518628294610702,0.0,1.0,-1.4004877,-2.1960826,0.7584562,408998,-2.7632682,0.02067458,22.395380745233375,18262.605340480804,0.00884,0.8694074,0.01229,62754,62754,0.005006923734007614,0.021378791,1.079763,-0.003840783
2.7426553,6.516585869824366,1,-5.96,2.7181911,-5.517746165461337,0.0,1.0,-1.4062428,-2.1808553,0.75843215,409998,-2.7628546,0.020387681,22.396486918480534,18306.353201389313,0.00882,0.8676291,0.04755,62915,62915,0.00460499389317983,0.020645782,1.1378287,-0.0036517351
2.74446,6.519359802039878,1,-6.79,2.721912,-5.520517741858732,0.0,1.0,-1.4308547,-2.211622,0.7584398,410998,-2.7642074,0.021164931,22.398484958914853,18349.36607336998,0.0088,0.8678518,0.00259,63043,63043,0.004819220039007452,0.04414211,1.0933715,-0.0036631157
2.7485728,6.520186753185091,1,-5.63,2.7241957,-5.521342090686081,0.0,1.0,-1.4223294,-2.206726,0.75840145,411998,-2.764129,0.020863157,22.399669606606068,18393.039149045944,0.00878,0.8665499,0.09796,63185,63185,0.005098863774852135,0.013254444,1.1299884,-0.0036461423
2.7511687,6.518980948021404,1,-5.01,2.7227721,-5.520133221789023,0.0,1.0,-1.4405308,-2.232364,0.7583963,412998,-2.7638998,0.020772375,22.39947303367184,18437.84446978569,0.00877,0.86763513,0.19742,63353,63353,0.005066885640883463,0.0062876395,1.0787281,-0.00370189
2.727526,6.520807081653226,1,-6.72,2.7072487,-5.521956905241935,0.0,1.0,-1.4095137,-2.1861656,0.75836855,413998,-2.7642968,0.01960488,22.399890904468652,18482.143585681915,0.00875,0.8688665,0.07591,63488,63488,0.004937966640262921,0.038914215,1.1069973,-0.0036574267
2.7508001,6.522412221418917,1,-6.18,2.7213311,-5.523559551126898,0.0,1.0,-1.4194707,-2.211287,0.75834966,414998,-2.7649696,0.020022675,22.399024312194463,18527.503440141678,0.00873,0.86551327,0.08297,63626,63626,0.0051505479606688545,0.040240526,1.1153573,-0.0036945702
2.7500384,6.523648224814954,1,-6.04,2.7269356,-5.524792999623636,0.0,1.0,-1.3956242,-2.1832047,0.7583447,415998,-2.7656531,0.020139344,22.398931396345564,18572.225283384323,0.00871,0.8680248,0.00552,63768,63768,0.005179183664814258,0.035582785,1.0744063,-0.0037879369
2.733725,6.52374098468374,1,-5.68,2.7143297,-5.524883055116632,0.0,1.0,-1.4399271,-2.2226765,0.7583382,416998,-2.7661583,0.021348052,22.399061465072034,18616.762164354324,0.0087,0.8667263,0.04292,63919,63919,0.005224247144157749,0.024717709,1.1297765,-0.0038266405
2.7360537,6.524811513666235,1,-6.15,2.7109995,-5.525951016967673,0.0,1.0,-1.4622943,-2.2506132,0.75832665,417998,-2.766005,0.021732159,22.400229027254607,18660.43420767784,0.00868,0.86981934,0.03655,64063,64063,0.005126602734240988,0.011272137,1.1384801,-0.003907719
2.7245896,6.5233142874935774,1,-5.01,2.7040184,-5.52445081035637,0.0,1.0,-1.4081526,-2.1848807,0.75832206,418998,-2.765835,0.020465946,22.400090554537222,18705.192239284515,0.00866,0.86804265,0.13169,64231,64231,0.0049109490667323015,0.03208342,1.1707631,-0.003939804
2.7315428,6.525418725334825,1,-6.5,2.7053611,-5.526552934961623,0.0,1.0,-1.438484,-2.2254248,0.75832194,419998,-2.7672691,0.019302959,22.40058772956344,18749.418768405914,0.00864,0.86821395,0.05535,64362,64362,0.005512057521865427,0.0478159,1.1188713,-0.0039926698
2.7365284,6.525645993830701,1,-5.91,2.708011,-5.526777548711112,0.0,1.0,-1.408876,-2.1957564,0.75830346,420998,-2.7676065,0.02051145,22.40132157699384,18793.44477748871,0.00863,0.8668793,0.03311,64513,64513,0.005124822339011854,-0.00060230494,1.1318643,-0.0039626597
2.7340932,6.526485098748821,1,-6.25,2.706153,-5.527614098578698,0.0,1.0,-1.4335368,-2.2138321,0.75830513,421998,-2.7680461,0.020921249,22.403203960350748,18836.50216937065,0.00861,0.86715984,0.08024,64659,64659,0.004943813865162216,0.038027506,1.1049371,-0.004149915
2.7432783,6.527080825849459,1,-5.66,2.7154617,-5.528207264759436,0.0,1.0,-1.4263886,-2.2029452,0.75831795,422998,-2.768446,0.019486472,22.40491622937006,18879.69567346573,0.00859,0.8710723,0.0166,64806,64806,0.004890823812179644,0.01549535,1.1343228,-0.004177346
2.7409616,6.528995996304281,1,-6.55,2.7111855,-5.530120110871573,0.0,1.0,-1.4414213,-2.2397273,0.7583183,423998,-2.7693186,0.019265607,22.406388253811027,18923.085469961166,0.00858,0.86899555,0.04434,64940,64940,0.0051631729144241065,0.01390325,1.1550637,-0.004256752
2.7351522,6.530262288532752,1,-6.29,2.7051175,-5.531383967671056,0.0,1.0,-1.4380499,-2.2207453,0.7583292,424998,-2.7699676,0.019135341,22.408228946030594,18966.157522916794,0.00856,0.87098944,0.0941,65081,65081,0.00481076391872457,0.01177002,1.1211072,-0.004331013
2.7482386,6.531176696052127,1,-5.85,2.7158997,-5.532295898811805,0.0,1.0,-1.4466023,-2.231398,0.75831413,425998,-2.7700772,0.018783703,22.40919358933756,19009.965633153915,0.00854,0.87192667,0.01748,65225,65225,0.004868471438158853,0.02672866,1.145232,-0.004433516
2.7466047,6.53255614711462,1,-5.99,2.7203875,-5.533672969830488,0.0,1.0,-1.4505998,-2.2338984,0.7582929,426998,-2.7711923,0.019180482,22.40979708328939,19054.077036619186,0.00852,0.87167984,0.04904,65364,65364,0.004960525115021023,0.015506457,1.1593986,-0.0043937964
2.747667,6.532487751270662,1,-5.21,2.7182755,-5.53360196590198,0.0,1.0,-1.4447718,-2.2390819,0.7582811,427998,-2.7715073,0.019778244,22.4102880488818,19098.28196167946,0.00851,0.86974025,0.09229,65517,65517,0.005071212754904324,0.03134349,1.1547916,-0.0044847513
2.7443888,6.5318066932610614,1,-5.1,2.7162473,-5.53291817655836,0.0,1.0,-1.4402827,-2.2342124,0.7582694,428998,-2.7712884,0.019140098,22.41139182986942,19141.961519241333,0.00849,0.86677474,0.055,65678,65678,0.005056144851278953,0.023204505,1.1408652,-0.0044754576
2.743292,6.533908735887189,1,-6.85,2.71325,-5.5350180066556245,0.0,1.0,-1.4439411,-2.230246,0.75826937,429998,-2.772893,0.019100362,22.41286092779772,19185.32405948639,0.00847,0.86703235,0.15663,65809,65809,0.004915460714019001,0.027952388,1.1837566,-0.0044474867
2.7577784,6.537641259006446,1,-7.66,2.7296479,-5.538748577929465,0.0,1.0,-1.4522212,-2.2534738,0.75826937,430998,-2.7751427,0.018949987,22.414345474831002,19228.667662143707,0.00846,0.86646837,0.03641,65925,65925,0.004983289951686421,0.017460197,1.1763074,-0.0043938956
2.7457542,6.539349994701866,1,-6.47,2.717713,-5.540455033983743,0.0,1.0,-1.4588534,-2.2424555,0.75827855,431998,-2.7761965,0.019278094,22.414522249916416,19273.129945993423,0.00844,0.8675343,0.07707,66061,66061,0.004789385216171247,0.012674302,1.211925,-0.004460566
2.742104,6.539896388708484,1,-5.58,2.7189653,-5.54099895784561,0.0,1.0,-1.4557312,-2.2427516,0.75827175,432998,-2.776378,0.018157408,22.4133286513409,19318.772625684738,0.00842,0.86560243,0.00292,66209,66209,0.004773554311948233,0.011757448,1.1984017,-0.0045319367
2.7383404,6.539788737700224,1,-5.6,2.7140265,-5.540888748248271,0.0,1.0,-1.4807129,-2.2701683,0.75825846,433998,-2.776424,0.020130135,22.414463989356516,19362.408139944077,0.00841,0.86714035,0.00779,66363,66363,0.004796784118710104,0.01830704,1.1661668,-0.004541286
2.7466807,6.539878222957228,1,-5.14,2.7220073,-5.54097571976246,0.0,1.0,-1.474774,-2.2502775,0.758253,434998,-2.776496,0.01961599,22.415114361312774,19406.45909667015,0.00839,0.8658677,0.00331,66515,66515,0.0049963964993253954,0.027964443,1.1832387,-0.0044364915
2.742022,6.541733559393239,1,-6.42,2.7129571,-5.542828849645156,0.0,1.0,-1.4600645,-2.2481408,0.7582445,435998,-2.7775438,0.018707495,22.414826319642604,19451.32180738449,0.00837,0.86393994,0.00223,66649,66649,0.004569244405735706,0.014056523,1.2004726,-0.004503611
2.7442684,6.5426098934004076,1,-5.46,2.715414,-5.543702838663313,0.0,1.0,-1.492147,-2.269303,0.75823236,436998,-2.7776911,0.019344714,22.414283834711572,19496.406988620758,0.00836,0.8665577,0.02397,66792,66792,0.004821222313622788,0.020960942,1.2189422,-0.0045162756
2.7382948,6.543631881676253,1,-5.97,2.7097645,-5.5447224919698215,0.0,1.0,-1.471863,-2.2542305,0.75822693,437998,-2.7775152,0.01790387,22.414993709031872,19540.402539730072,0.00834,0.86679125,0.02675,66935,66935,0.004792253196433537,0.03317061,1.1869769,-0.0044779554
2.768341,6.543472104219767,1,-4.95,2.7403662,-5.544560211062916,0.0,1.0,-1.4811757,-2.2734985,0.75821894,438998,-2.7777247,0.019287638,22.41463617861943,19585.32793045044,0.00832,0.8690246,0.05799,67089,67089,0.004708246145498029,0.030198747,1.182174,-0.004309856
2.7415476,6.545184083302343,1,-6.64,2.7184048,-5.546269988843436,0.0,1.0,-1.4913261,-2.2785392,0.7582191,439998,-2.7786403,0.017993424,22.415957114060845,19628.784876823425,0.00831,0.8712627,0.0054,67225,67225,0.004654275216848446,0.025440266,1.237001,-0.00432279
2.735779,6.5479517142051105,1,-7.41,2.7129924,-5.5490356204249505,0.0,1.0,-1.4668374,-2.2526166,0.75820684,440998,-2.7795687,0.018974114,22.41672469531152,19672.72230863571,0.00829,0.86930716,0.02694,67349,67349,0.00476254769924627,0.035656553,1.2125555,-0.004299415
2.7434142,6.5477008769850675,1,-5.4,2.7183065,-5.548782294382555,0.0,1.0,-1.4865665,-2.272897,0.7582181,441998,-2.7794762,0.018768355,22.41725143360985,19716.86856031418,0.00827,0.86641514,0.02181,67504,67504,0.004753613378530837,0.029210364,1.1918671,-0.0043852786
2.7461467,6.548202566073434,1,-5.85,2.7187307,-5.549281617690534,0.0,1.0,-1.4886622,-2.2778747,0.75819534,442998,-2.7792861,0.020119917,22.418118675363157,19760.71259212494,0.00826,0.8653827,0.02375,67652,67652,0.004714215697610463,0.04229587,1.2392774,-0.004464026
2.7354023,6.548659252485324,1,-5.52,2.706388,-5.549735980412401,0.0,1.0,-1.4901385,-2.2923713,0.75817215,443998,-2.7791176,0.018383961,22.4195661596045,19804.040668725967,0.00824,0.8662309,0.0165,67798,67798,0.004652207935009746,0.019585967,1.235102,-0.0044687856
2.7562385,6.548949196444339,1,-5.32,2.7230701,-5.550023547418614,0.0,1.0,-1.4770049,-2.2779438,0.75817573,444998,-2.7798707,0.01844874,22.42017038177867,19848.10964512825,0.00822,0.86506635,0.03979,67948,67948,0.004666618907019575,0.018918673,1.2412777,-0.0044876216
2.7460296,6.551005420014395,1,-6.75,2.7215438,-5.552077672184604,0.0,1.0,-1.5024055,-2.2961369,0.75818145,445998,-2.78057,0.018385803,22.421526103733086,19891.50952243805,0.00821,0.8640935,0.15622,68081,68081,0.004617726375157549,0.021601548,1.2263575,-0.0045322077
2.7472265,6.549731852416259,1,-4.97,2.7223444,-5.5508015121765375,0.0,1.0,-1.5029145,-2.3027434,0.7581615,446998,-2.780133,0.019270396,22.421334211261122,19936.28014230728,0.00819,0.86044747,0.09231,68246,68246,0.0045971225484649995,0.030291796,1.2004058,-0.00454885
2.7555785,6.55133886134632,1,-6.36,2.728527,-5.5524064405738605,0.0,1.0,-1.5147898,-2.307826,0.7581664,447998,-2.781457,0.017835721,22.422012448055433,19980.27612543106,0.00817,0.8646587,0.01699,68379,68379,0.004573914704724662,0.028139055,1.2221044,-0.004667821
2.7624164,6.552406526371093,1,-5.4,2.733973,-5.553471877645136,0.0,1.0,-1.507504,-2.3022623,0.75817364,448998,-2.7823298,0.019468224,22.423354829054187,20023.67635989189,0.00816,0.8675406,0.06903,68522,68522,0.004745035002532268,0.03341037,1.2354515,-0.0046882257
2.7582603,6.553689760132823,1,-6.28,2.72906,-5.554752923699809,0.0,1.0,-1.5003949,-2.2828488,0.7581459,449998,-2.782024,0.018206283,22.424935674469126,20066.85800719261,0.00814,0.8632739,0.0401,68663,68663,0.00452655748716749,0.05180986,1.2099093,-0.0047210776
2.7621546,6.555394052152679,1,-6.09,2.7328348,-5.556455129509579,0.0,1.0,-1.5374706,-2.3340049,0.7581476,450998,-2.7824888,0.018475255,22.42626512481766,20110.25899720192,0.00813,0.864824,0.08414,68798,68798,0.005044903434710815,0.04746015,1.2432153,-0.004671536
2.7543437,6.556134141742334,1,-6.24,2.7235224,-5.55719300281396,0.0,1.0,-1.5246105,-2.3014474,0.7581374,451998,-2.7829497,0.019004779,22.42608844747987,20155.008353710175,0.00811,0.8606537,0.12953,68942,68942,0.004372353461709206,0.03771165,1.228983,-0.004794347
2.768125,6.559763090824838,1,-7.54,2.7369978,-5.560820203892493,0.0,1.0,-1.511345,-2.304678,0.7581353,452998,-2.785211,0.017585343,22.424479470899204,20201.04861688614,0.00809,0.86217874,0.11514,69056,69056,0.00451967515497328,0.037104543,1.243877,-0.0047839214
2.7573357,6.559193226803826,1,-5.19,2.7221801,-5.560247926720027,0.0,1.0,-1.5145597,-2.3071573,0.7581339,453998,-2.784988,0.018279226,22.425344830137877,20244.861492156982,0.00808,0.8645828,0.03493,69214,69214,0.004427260095395184,0.0017845184,1.2638847,-0.0047483686
2.7630606,6.56002825876959,1,-6.33,2.7345848,-5.561080753759426,0.0,1.0,-1.5489383,-2.3491187,0.7581283,454998,-2.785803,0.017493755,22.425920706990887,20288.932880163193,0.00806,0.8668922,0.16012,69359,69359,0.0045995406853935935,0.024546275,1.2088597,-0.0047908765
2.7626276,6.5619576635823345,1,-6.82,2.7307649,-5.563008159329986,0.0,1.0,-1.514548,-2.308241,0.7581259,455998,-2.7871256,0.018775444,22.427167154112208,20332.39404988289,0.00804,0.8660422,0.01108,69491,69491,0.004429999478792936,0.029716065,1.2289544,-0.004742449
2.7790956,6.56198038568126,1,-5.88,2.7521043,-5.563028588659305,0.0,1.0,-1.5313102,-2.325458,0.7581223,456998,-2.7869184,0.018349474,22.42773615305916,20376.465858221054,0.00803,0.8658229,0.02787,69643,69643,0.004490002775088231,0.027717868,1.2410586,-0.004832453
2.7582295,6.561228582889233,1,-5.64,2.7328267,-5.562274368231047,0.0,1.0,-1.5361705,-2.3414545,0.75813013,457998,-2.7863283,0.01809308,22.42783058680732,20420.9675219059,0.00801,0.8661588,0.00076,69804,69804,0.004387238536953449,0.012932052,1.2454743,-0.0048778635
