train/loss_critic,errors,rollout/actions_std,rollout/episode_steps,rollout/return_history,reference_Q_std,total/epochs,train/loss_actor,rollout/return,reference_actor_Q_mean,success rate,rollout/goal_tolerance,total/steps_per_second,rollout/Q_mean,rollout/actions_mean,total/duration,reference_action_std,rollout/episodes,total/episodes,total/steps,reference_Q_mean,rollout/error,reference_actor_Q_std,reference_action_mean,train/param_noise_distance
0.031634197,0.0049580374265770335,0.77410007,8.603378955481949,-8.2,3.0658858,1,1.4888588,-7.605108014082453,-1.5190752,1.0,0.00877,23.34213221878769,-3.3391066,0.006074784,17693.242250919342,0.8670869,48003,48003,412998,-2.129692,0.04134,2.9775739,0.079246104,0.0
0.030569239,0.0054582397045421635,0.77406263,8.604302192663411,-7.97,3.0868394,1,1.494905,-7.606027226436662,-1.596051,1.0,0.00875,23.343444263981667,-3.339776,0.0060663745,17735.086361646652,0.8622892,48115,48115,413998,-2.2106588,0.09495,2.9966412,0.07765406,0.0
0.031492073,0.0052185114789665985,0.77402467,8.606839911234626,-8.58,3.0682058,1,1.4607526,-7.608561295808532,-1.5570636,1.0,0.00873,23.343333926682195,-3.3410344,0.0061007114,17778.008972644806,0.86253387,48217,48217,414998,-2.1829007,0.16385,2.9865417,0.07674562,0.0
0.02961648,0.005276600951105762,0.7740033,8.60507208903047,-6.44,3.065211,1,1.4725975,-7.60678898703018,-1.5780885,1.0,0.00871,23.34339539688628,-3.3413677,0.0059691467,17820.800827264786,0.8600657,48343,48343,415998,-2.1956081,0.05567,2.9692512,0.064587325,0.0
0.03083257,0.005362416574580663,0.7739749,8.606373317922893,-7.95,3.0507853,1,1.5116873,-7.6080863535045,-1.5876696,1.0,0.0087,23.342953222590793,-3.3425813,0.0059372103,17863.977879047394,0.8629017,48452,48452,416998,-2.206016,0.0797,2.96833,0.08276679,0.0
0.030991979,0.005233791106626327,0.7739616,8.60653543631347,-7.53,3.0397673,1,1.4986238,-7.608244450850389,-1.5660179,1.0,0.00868,23.342628572819763,-3.343711,0.006048707,17907.066408395767,0.8623599,48566,48566,417998,-2.185093,0.06301,2.9508495,0.08545055,0.0
0.03242947,0.005303927294536789,0.77393204,8.606951377334072,-7.83,3.0757117,1,1.4630806,-7.608656354635278,-1.5969536,1.0,0.00866,23.343786775343357,-3.3436506,0.006068361,17949.01590013504,0.87023294,48681,48681,418998,-2.222291,0.10164,2.9905179,0.0662524,0.0
0.030691506,0.005389370558381321,0.7739202,8.609183150558573,-8.71,3.0552862,1,1.5007595,-7.610884493184381,-1.5876856,1.0,0.00864,23.34390279134747,-3.3448958,0.0060625845,17991.764434337616,0.8599387,48785,48785,419998,-2.216517,0.01052,2.9647505,0.088183254,0.0
0.030543575,0.005110120672321661,0.7738897,8.610442999140998,-7.93,3.0284834,1,1.548172,-7.612140548942611,-1.5844145,1.0,0.00863,23.343627472350153,-3.3457017,0.005973885,18034.81487607956,0.8677354,48894,48894,420998,-2.204412,0.19391,2.9507494,0.08687523,0.0
0.030434031,0.005233770771545583,0.77387655,8.610344827586207,-7.3,3.068766,1,1.5278049,-7.612038359518466,-1.6069264,1.0,0.00861,23.3444346610597,-3.346375,0.0059034824,18077.028042316437,0.8617667,49010,49010,421998,-2.2245097,0.20249,2.979057,0.08343164,0.0
0.030083366,0.005252575133726819,0.77382326,8.609370865644909,-7.02,3.034225,1,1.5074475,-7.611060226740754,-1.605683,1.0,0.00859,23.344887158208444,-3.3465517,0.0059047756,18119.51358485222,0.8635447,49131,49131,422998,-2.2227695,0.10624,2.9510016,0.06544901,0.0
0.030245475,0.004878747390790557,0.77381724,8.609190034315418,-7.49,3.0377288,1,1.5261117,-7.610875347722796,-1.6192366,1.0,0.00858,23.34535463648427,-3.3463438,0.005807523,18161.985825538635,0.8629844,49249,49249,423998,-2.2292867,0.05216,2.9442837,0.09779126,0.0
0.031514224,0.005172421686578927,0.7738033,8.612974484729344,-9.47,3.021188,1,1.4832622,-7.614656587560545,-1.601765,1.0,0.00856,23.34666569514692,-3.3470728,0.0057065627,18203.798587322235,0.86833733,49343,49343,424998,-2.2333221,0.06753,2.9388733,0.05062124,0.0
0.029908726,0.005042986239303672,0.7737639,8.613502638655802,-7.87,3.0204175,1,1.5055709,-7.615180864185049,-1.6470542,1.0,0.00854,23.346359977514638,-3.3479376,0.00564506,18246.870193481445,0.86714566,49457,49457,425998,-2.2515407,0.09507,2.929333,0.04868552,0.0
0.03169609,0.005098718564770901,0.7737363,8.611766604142716,-6.82,2.9877594,1,1.5167159,-7.613440632500353,-1.571298,1.0,0.00852,23.346696683259367,-3.347766,0.0056501953,18289.43964934349,0.8655602,49581,49581,426998,-2.186864,0.05635,2.9114861,0.07347522,0.0
0.031435248,0.00506534274267843,0.7736766,8.6114967505684,-7.65,3.007025,1,1.4821187,-7.613166737087785,-1.6382024,1.0,0.00851,23.335070773821993,-3.3473601,0.005708284,18341.405695676804,0.86762893,49701,49701,427998,-2.2594469,0.00604,2.921948,0.06243494,0.0
0.0313188,0.005139318960161025,0.77364993,8.613239368750753,-8.57,3.013549,1,1.5163537,-7.614905834638397,-1.6470537,1.0,0.00849,23.335351143542542,-3.3480093,0.0056597623,18384.038764238358,0.8652891,49806,49806,428998,-2.2708423,0.1483,2.9231505,0.06150597,0.0
0.03217467,0.005263070002305875,0.773625,8.613782051282051,-7.53,2.9905317,1,1.5140104,-7.615444711538461,-1.6581076,1.0,0.00847,23.334939826578175,-3.3490074,0.0055744075,18427.217005729675,0.86684954,49920,49920,429998,-2.280056,0.00275,2.9004543,0.06593051,0.0
0.029999672,0.0049691940111176785,0.7735878,8.614102410360955,-7.25,2.988908,1,1.5198282,-7.615761282328017,-1.6094877,1.0,0.00846,23.335249186691644,-3.3494768,0.0056046075,18469.826336622238,0.86346406,50034,50034,430998,-2.224192,0.08335,2.9027348,0.055594992,0.0
0.028905757,0.005076131096593178,0.7735577,8.614182021217196,-7.9,2.9799402,1,1.5782328,-7.6158371221185295,-1.6224508,1.0,0.00844,23.336251590556163,-3.3496058,0.005681944,18511.884752511978,0.8678024,50148,50148,431998,-2.2513356,0.01405,2.9059794,0.046968017,0.0
0.030995863,0.005091096458003221,0.7735318,8.616018306636155,-8.47,2.9753544,1,1.4904224,-7.617669883593672,-1.6514058,1.0,0.00842,23.337630280208028,-3.3500943,0.005565609,18553.640399694443,0.8685906,50255,50255,432998,-2.2845244,0.07154,2.9014058,0.056404516,0.0
0.029868493,0.00526445504283574,0.77349615,8.616403271918678,-7.39,3.008251,1,1.4998964,-7.618051143583227,-1.6853342,1.0,0.00841,23.338715458365527,-3.3509727,0.00574037,18595.624972343445,0.87121665,50368,50368,433998,-2.2961924,0.14763,2.9217436,0.06863486,0.0
0.029030921,0.004959854571000753,0.77344626,8.61573808156232,-6.78,2.9929693,1,1.520006,-7.617382004000872,-1.635528,1.0,0.00839,23.338905760211667,-3.3508894,0.0058194194,18638.320256710052,0.8658058,50489,50489,434998,-2.2634778,0.00492,2.917706,0.08185253,0.0
0.030886369,0.00502322973442001,0.77344626,8.616882090201194,-7.88,3.0165212,1,1.5290236,-7.618522471243923,-1.6802094,1.0,0.00837,23.338836189737474,-3.351557,0.0057872166,18681.222853422165,0.86496687,50598,50598,435998,-2.3126826,0.10717,2.942498,0.07561675,0.0
0.029596936,0.004977220115678794,0.77340984,8.616930236226683,-7.5,2.981877,1,1.5332048,-7.6185668651654375,-1.629431,1.0,0.00836,23.339715040255115,-3.3512294,0.0057308776,18723.3648416996,0.8642357,50714,50714,436998,-2.2734094,0.01799,2.9127214,0.088936485,0.0
0.030216753,0.0051490858344974124,0.7734098,8.620669973232562,-9.56,2.9796197,1,1.5255355,-7.622303574240277,-1.6282341,1.0,0.00834,23.340825109844978,-3.353266,0.0055447575,18765.317761421204,0.86762094,50808,50808,437998,-2.2594056,0.18868,2.9211402,0.06376099,0.0
0.030105434,0.004967723999488466,0.7733572,8.619048553982683,-7.22,2.9852786,1,1.5380609,-7.620678145799383,-1.6669643,1.0,0.00832,23.342284887765494,-3.35253,0.0056214654,18806.984925031662,0.86692864,50933,50933,438998,-2.287243,0.01149,2.911526,0.06998214,0.0
0.030652925,0.005323214314359594,0.77330166,8.62084370162823,-8.69,3.0042303,1,1.5259327,-7.622469972764857,-1.6854048,1.0,0.00831,23.342981599083064,-3.3532126,0.0055334633,18849.263027191162,0.86946493,51037,51037,439998,-2.3156455,0.04344,2.9303746,0.056731995,0.0
0.029320791,0.005363302435227971,0.7732787,8.62105839344711,-7.5,2.970096,1,1.5503961,-7.62268097667781,-1.6850755,1.0,0.00829,23.34342918189244,-3.3534374,0.0054844623,18891.740222215652,0.8674474,51153,51153,440998,-2.3201017,0.01571,2.9148996,0.07116114,0.0
0.031144168,0.004710453529458559,0.77323866,8.620670151349664,-7.53,2.9902573,1,1.5717102,-7.622288968637853,-1.706949,1.0,0.00827,23.345353231910213,-3.3537297,0.0055495077,18933.018301725388,0.8660448,51272,51272,441998,-2.3428087,0.01159,2.9320333,0.045184802,0.0
0.029406006,0.004994511104190567,0.7732243,8.619675831338899,-7.37,2.9795456,1,1.548018,-7.621290837273559,-1.7112801,1.0,0.00826,23.344903519666182,-3.353764,0.005470985,18976.21892619133,0.8703581,51393,51393,442998,-2.3310742,0.05622,2.91055,0.07023596,0.0
0.029792076,0.00443995125751326,0.7731613,8.617876552795032,-6.12,2.979654,1,1.5580506,-7.6194875776397515,-1.6868788,1.0,0.00824,23.346466730985334,-3.353166,0.0053926464,19017.781367778778,0.8669144,51520,51520,443998,-2.315569,0.1447,2.9182627,0.046402898,0.0
0.029663699,0.0051589218908805615,0.77315164,8.621684459341639,-10.0,2.9831975,1,1.5024425,-7.62329258132641,-1.7068715,1.0,0.00822,23.34689796642061,-3.3547385,0.0052113323,19060.262337207794,0.86947274,51613,51613,444998,-2.3283448,0.05442,2.9168622,0.054421026,0.0
0.030781236,0.005280649212931767,0.77312964,8.623970298178444,-8.71,2.9758613,1,1.5019717,-7.625575279421433,-1.675832,1.0,0.00821,23.349040347185213,-3.3566957,0.0051261135,19101.341784000397,0.86043626,51714,51714,445998,-2.298829,0.08128,2.9109075,0.095428884,0.0
0.030206868,0.004881706863238158,0.773105,8.62364471196512,-7.44,2.982226,1,1.507916,-7.625245977543697,-1.6617534,1.0,0.00819,23.348846884337256,-3.3565726,0.005054166,19144.32872056961,0.8656706,51834,51834,446998,-2.2829852,0.02499,2.9236999,0.06084605,0.0
0.030931339,0.005134419635119849,0.7730861,8.622144383071268,-6.51,2.990255,1,1.4932016,-7.623741796416406,-1.689928,1.0,0.00817,23.3485973157256,-3.3570783,0.004970938,19187.36247587204,0.86382294,51959,51959,447998,-2.307265,0.01935,2.9287474,0.06388688,0.0
0.02883333,0.005050817641375149,0.773032,8.624166874747901,-8.56,2.9773283,1,1.4787698,-7.625761097132321,-1.6536175,1.0,0.00816,23.350044740827638,-3.3573306,0.004976022,19228.999557971954,0.8621522,52063,52063,448998,-2.2826595,0.00404,2.9252923,0.05767113,0.0
0.029424146,0.00495954680265566,0.7729975,8.624947291754514,-8.01,2.991541,1,1.5353253,-7.626538122436463,-1.6896002,1.0,0.00814,23.350837420933022,-3.357896,0.004930992,19271.171816587448,0.86148685,52174,52174,449998,-2.3086348,0.05933,2.9411192,0.056824546,0.0
0.029548064,0.004584337723799845,0.77294195,8.625977851309221,-7.97,2.9664154,1,1.5483851,-7.627565365415144,-1.6832975,1.0,0.00813,23.351193782489933,-3.3574288,0.0050963103,19313.70208311081,0.8669945,52283,52283,450998,-2.3183527,0.09556,2.9111383,0.077479266,0.0
0.03079961,0.004932201453901749,0.77292144,8.628075667627465,-8.71,2.9698956,1,1.5645337,-7.629660030160154,-1.6970668,1.0,0.00811,23.350499991281293,-3.3589208,0.005027694,19357.101568222046,0.8686116,52387,52387,451998,-2.323656,0.10236,2.9140909,0.04695778,0.0
0.031042796,0.004921034661405191,0.7728831,8.628304761904761,-7.44,2.993686,1,1.5462542,-7.629885714285714,-1.6819706,1.0,0.00809,23.35060022395556,-3.359544,0.0051118582,19399.84392929077,0.86323446,52500,52500,452998,-2.3142388,0.1556,2.9421003,0.064461716,0.0
0.030819112,0.0046339386414211295,0.7728621,8.630244273358047,-8.45,2.9735813,1,1.5190631,-7.631822070145423,-1.6854331,1.0,0.00808,23.352106836018752,-3.3603637,0.005019178,19441.414994716644,0.8615399,52605,52605,453998,-2.3094592,0.16899,2.9212048,0.06298783,0.0
0.029237818,0.004945945713579329,0.77284086,8.63118656928768,-8.15,2.9757705,1,1.509192,-7.632761073698188,-1.6561787,1.0,0.00806,23.35317986286305,-3.361475,0.0050313175,19483.34242582321,0.8638744,52715,52715,454998,-2.2851124,0.07886,2.9192767,0.041351993,0.0
0.0309602,0.005098182457670528,0.7728296,8.632759697847447,-8.48,2.997337,1,1.5371797,-7.634331042577763,-1.6789415,1.0,0.00804,23.35364870783559,-3.3631315,0.0049364883,19525.77114200592,0.86736524,52821,52821,455998,-2.3078947,0.05607,2.9452274,0.057175983,0.0
0.028779577,0.004652897210380057,0.7728039,8.633303105871684,-7.5,2.9779446,1,1.5734988,-7.6348711554447215,-1.6913816,1.0,0.00803,23.35476882620128,-3.3635375,0.0049196896,19567.652473926544,0.86482424,52932,52932,456998,-2.349174,0.03669,2.9274395,0.051008236,0.0
0.028572204,0.004986117488761005,0.7727495,8.630705159612559,-6.48,2.9919155,1,1.5118369,-7.632269249613689,-1.67728,1.0,0.00801,23.35608706496113,-3.3634837,0.0050356635,19609.36344885826,0.86161166,53066,53066,457998,-2.3137646,0.19669,2.9384315,0.059705466,0.0
0.029631646,0.004570127129337173,0.7727259,8.634636367056698,-9.66,2.986364,1,1.5113226,-7.636197750103465,-1.712893,1.0,0.008,23.357199847400736,-3.365491,0.0050198766,19651.24257183075,0.86004484,53158,53158,458998,-2.3454843,0.00505,2.935805,0.053803056,0.0
0.030394696,0.0046329163837774264,0.7727033,8.635865279915894,-8.34,3.0019562,1,1.5460591,-7.637423497165171,-1.6889739,1.0,0.00798,23.356791263080567,-3.3666618,0.0049919654,19694.40043449402,0.86253005,53266,53266,459998,-2.320292,0.02734,2.9552476,0.061902374,0.0
0.03060099,0.004661768161822012,0.77266645,8.63524651580998,-7.56,3.0152473,1,1.537038,-7.636801288775663,-1.7024286,1.0,0.00796,23.35503064863483,-3.3669848,0.0049287053,19738.702420711517,0.8622404,53384,53384,460998,-2.3303177,0.19961,2.9557629,0.058131207,0.0
0.028528478,0.004721835760913148,0.7726404,8.636910882204482,-8.41,2.9889712,1,1.5452694,-7.638462545101045,-1.6711212,1.0,0.00795,23.354900206035747,-3.3676465,0.004833328,19781.630232810974,0.86236507,53491,53491,461998,-2.29837,0.18389,2.9454837,0.076346315,0.0
0.030969338,0.004669208733159763,0.7725899,8.637501632371322,-8.1,3.0115423,1,1.546607,-7.639050053168666,-1.7096202,1.0,0.00793,23.35603178354341,-3.367338,0.004815881,19823.487323999405,0.8626009,53603,53603,462998,-2.352088,0.13194,2.958176,0.04438983,0.0
0.029727671,0.004741323456784502,0.7725614,8.63871976763671,-8.1,2.9910703,1,1.573386,-7.640265132473142,-1.6781394,1.0,0.00792,23.356147295983764,-3.3680305,0.0047827056,19866.204563617706,0.8641231,53709,53709,463998,-2.3123884,0.05586,2.951763,0.053117182,0.0
0.028665923,0.00456604463383598,0.772502,8.640213311531458,-8.35,2.9986215,1,1.594001,-7.64175554647144,-1.6685228,1.0,0.0079,23.356342372969902,-3.3689318,0.0048956936,19908.853559970856,0.861355,53818,53818,464998,-2.3174393,0.09349,2.9574568,0.051584367,0.0
0.029123895,0.004698628831492093,0.7724675,8.639690750319817,-7.39,2.991614,1,1.5552946,-7.641229582661253,-1.6165794,1.0,0.00789,23.356717957724054,-3.3689587,0.0049478086,19951.34765267372,0.8606131,53937,53937,465998,-2.2774386,0.02237,2.9548798,0.06759594,0.0
0.030101283,0.004559617926701246,0.7724498,8.641568438777965,-8.76,3.0148234,1,1.5399579,-7.6431043096907905,-1.6934663,1.0,0.00787,23.356929201916284,-3.3697066,0.0048890715,19993.981056451797,0.85651934,54041,54041,466998,-2.3513923,0.14503,2.9854758,0.06515627,0.0
0.029244686,0.004841186744581278,0.77240175,8.64396667959587,-8.94,2.9989092,1,1.5764917,-7.645499713710497,-1.6528752,1.0,0.00785,23.357781376833632,-3.3704495,0.0049485145,20036.063890218735,0.86377996,54141,54141,467998,-2.311967,0.09757,2.9537518,0.06504558,0.0
0.02636633,0.004497081208811001,0.77235377,8.644272417288729,-7.73,3.0152664,1,1.5174696,-7.645802230209197,-1.6770849,1.0,0.00784,23.359118365527205,-3.3705933,0.0050625866,20077.726935625076,0.86040133,54255,54255,468998,-2.331483,0.15318,2.9764802,0.079307266,0.0
0.029522322,0.004831175315135784,0.77232164,8.646833719689443,-9.14,3.0205333,1,1.5829713,-7.64836074621923,-1.6720257,1.0,0.00782,23.359608159431463,-3.3714375,0.0051743966,20120.11489200592,0.86263573,54354,54354,469998,-2.3123522,0.1415,2.9750476,0.032438915,0.0
0.02981965,0.0048100796149822675,0.7722857,8.646692735584072,-7.33,3.0246954,1,1.5154407,-7.6482164821648215,-1.6679848,1.0,0.00781,23.36046064622499,-3.3715663,0.00527292,20162.188029289246,0.8653619,54471,54471,470998,-2.3365562,0.01833,2.9948301,0.052045327,0.0
0.031988326,0.004541890661645056,0.7722308,8.647094386633446,-8.25,3.025093,1,1.5481883,-7.648614978748351,-1.6598508,1.0,0.00779,23.360537016792517,-3.372296,0.005296496,20204.929349899292,0.85906386,54584,54584,471998,-2.307706,0.03778,2.9856014,0.05031647,0.0
0.02936682,0.004415205167087612,0.77220476,8.649988112872844,-9.42,3.040232,1,1.5564089,-7.651506007571186,-1.6609704,1.0,0.00778,23.36078380147877,-3.3736775,0.005218953,20247.522686719894,0.8644509,54681,54681,472998,-2.3226624,0.22175,2.9882672,0.0345429,0.0
0.029377284,0.004970696578988537,0.77216077,8.652081850209006,-8.73,3.0066562,1,1.539225,-7.653596918752168,-1.626984,1.0,0.00776,23.362276282309143,-3.3739545,0.0051743654,20289.033237695694,0.8603057,54783,54783,473998,-2.2937474,0.00905,2.9716017,0.057545006,0.0
0.030837053,0.004643905266117839,0.7721218,8.655090104043294,-9.34,3.0422435,1,1.5196826,-7.656602467156211,-1.6579031,1.0,0.00775,23.36302083567277,-3.3744872,0.0051147663,20331.189332962036,0.86501694,54881,54881,474998,-2.3142357,0.00489,3.0081496,0.039633315,0.0
0.03277746,0.004557302633006954,0.77206475,8.655259569051731,-7.29,3.044254,1,1.5628273,-7.656768797163378,-1.6585069,1.0,0.00773,23.364902321781557,-3.3742037,0.005178856,20372.351377487183,0.86172235,54995,54995,475998,-2.3204844,0.14679,3.008146,0.035287183,0.0
0.02883297,0.00426207097235839,0.77204245,8.656999219586563,-8.57,3.0374131,1,1.5398439,-7.6585055990126865,-1.6543261,1.0,0.00771,23.364882370940496,-3.3752594,0.0050647496,20415.168046951294,0.86645645,55099,55099,476998,-2.3081322,0.07071,2.9973168,0.03866418,0.0
0.028785389,0.0044782563919817915,0.772022,8.657459564217275,-7.86,3.050214,1,1.5470554,-7.658962887830324,-1.6484388,1.0,0.0077,23.363817571407324,-3.3761084,0.0051239585,20458.899687051773,0.8652564,55211,55211,477998,-2.3208222,0.01533,3.010137,0.038990676,0.0
0.029218381,0.004382976152694157,0.77200156,8.660344609376413,-9.37,3.0376365,1,1.5467938,-7.661845269305176,-1.6421115,1.0,0.00768,23.3638862602168,-3.377754,0.005142525,20501.640637397766,0.86654603,55309,55309,478998,-2.3039455,0.10683,3.0026212,0.04197778,0.0
0.029770916,0.0045711650869737774,0.77196854,8.659768704782868,-7.54,3.053692,1,1.5521348,-7.661266169917188,-1.6326592,1.0,0.00767,23.364177452298982,-3.3773913,0.005272401,20544.185686826706,0.8581972,55427,55427,479998,-2.2996101,0.08113,3.0234358,0.06478261,0.0
0.032466825,0.004548169476840988,0.7719271,8.66304054175747,-9.36,3.0517423,1,1.5729136,-7.664535417754804,-1.6158129,1.0,0.00765,23.3643989170266,-3.3779943,0.0053239404,20586.791113615036,0.86078036,55523,55523,480998,-2.277068,0.16293,3.012187,0.058449674,0.0
0.030446723,0.004631660939084506,0.7718973,8.66288035370873,-7.76,3.0641751,1,1.5870049,-7.664372113086144,-1.6429706,1.0,0.00764,23.36389252059779,-3.3777473,0.00523062,20630.038405418396,0.86656576,55639,55639,481998,-2.3048644,0.00799,3.0202758,0.026078641,0.0
0.030646024,0.00468698703123107,0.77186096,8.663461883408072,-7.47,3.0540686,1,1.5639426,-7.66495067264574,-1.6109655,1.0,0.00762,23.36463311370585,-3.3779263,0.005210651,20672.184221744537,0.86549145,55750,55750,482998,-2.279709,0.03064,3.0292814,0.076939985,0.0
0.029373955,0.0044592299327903435,0.7718145,8.661572325918502,-6.98,3.059639,1,1.5492359,-7.663057678197534,-1.625946,1.0,0.00761,23.365067848340228,-3.3769364,0.005217202,20714.59852552414,0.86492765,55879,55879,483998,-2.2908902,0.00549,3.0227652,0.07427801,0.0
0.028403558,0.00427443926932609,0.7717803,8.662463385011074,-7.96,3.0706074,1,1.5050917,-7.66394584553833,-1.6682234,1.0,0.00759,23.3649490094422,-3.3775237,0.005256153,20757.503036022186,0.8677012,55988,55988,484998,-2.334694,0.13322,3.0407336,0.038390156,0.0
0.03188259,0.004598209257679386,0.7717473,8.662252245829174,-7.07,3.0592654,1,1.5439643,-7.6637316412377015,-1.6183524,1.0,0.00758,23.365279004175708,-3.3775184,0.005213449,20800.008419036865,0.8666984,56104,56104,485998,-2.2934437,0.06208,3.034897,0.057348594,0.0
0.029581843,0.004320577356399594,0.77171725,8.663097038157076,-7.97,3.0507085,1,1.5433109,-7.664573512407721,-1.6227212,1.0,0.00756,23.365387527183902,-3.3778632,0.005332204,20842.710159778595,0.8621075,56215,56215,486998,-2.2930288,0.00832,3.0242403,0.06294242,0.0
0.033177786,0.004502746777475983,0.7717018,8.662749414187319,-7.74,3.0705822,1,1.5328419,-7.664222821841937,-1.633828,1.0,0.00755,23.36588650301082,-3.3778155,0.005271946,20885.062500715256,0.8633946,56332,56332,487998,-2.2964237,0.13752,3.0315938,0.0796127,0.0
0.029738177,0.004474455045912234,0.7716635,8.663436326270286,-8.19,3.0664995,1,1.5787208,-7.664906810289845,-1.6375427,1.0,0.00753,23.367072061547944,-3.3785162,0.0052373977,20926.79813337326,0.8655772,56444,56444,488998,-2.3094692,0.02046,3.0486948,0.05449261,0.0
0.030250527,0.004600803061728233,0.7716236,8.66491591065839,-8.47,3.1011758,1,1.5374547,-7.6663837162006825,-1.6509342,1.0,0.00752,23.367779187698787,-3.3790045,0.0052382504,20968.958841323853,0.86393553,56547,56547,489998,-2.3084579,0.01272,3.0610273,0.048213556,0.0
0.029799484,0.004425480828521528,0.7715855,8.664449071786546,-7.11,3.078469,1,1.5288339,-7.665913743206042,-1.6271887,1.0,0.0075,23.368629496045894,-3.3790028,0.0053450386,21010.988260269165,0.8694952,56668,56668,490998,-2.295772,0.04934,3.0420258,0.027996654,0.0
0.032079976,0.004655111028088748,0.77156955,8.665868179096066,-8.48,3.0949254,1,1.5392307,-7.667330115898122,-1.6300294,1.0,0.00749,23.36838657198765,-3.379115,0.0052562472,21053.999534130096,0.8636552,56774,56774,491998,-2.2998798,0.10057,3.0619237,0.0731443,0.0
0.029504484,0.004399430123256791,0.7715502,8.665694046509993,-7.74,3.0793786,1,1.5697222,-7.667152976745004,-1.6345359,1.0,0.00747,23.368896849579656,-3.3797274,0.0052170837,21096.33172559738,0.8629733,56891,56891,492998,-2.2979202,0.00579,3.043468,0.062444914,0.0
0.03176694,0.004420170010967046,0.7715249,8.666502921103879,-7.84,3.078417,1,1.53805,-7.667959087001527,-1.6417894,1.0,0.00746,23.368113401215975,-3.3798945,0.00515545,21139.832365512848,0.8637281,56999,56999,493998,-2.288086,0.04808,3.0385416,0.070938505,0.0
0.031127898,0.0043481508928033645,0.7714996,8.667191959517432,-7.62,3.0622394,1,1.566609,-7.668645269737879,-1.6346396,1.0,0.00744,23.368210186377663,-3.3800843,0.005101846,21182.53798866272,0.86465526,57111,57111,494998,-2.296229,0.17519,3.0395193,0.0471465,0.0
0.033088364,0.004353370115714306,0.77146137,8.668851370246085,-8.47,3.0979218,1,1.5269564,-7.670302013422819,-1.6314312,1.0,0.00743,23.368747205124816,-3.37965,0.0050116284,21224.843405008316,0.8653442,57216,57216,495998,-2.3081074,0.01312,3.0693688,0.054151464,0.0
0.028964197,0.004404498603013721,0.77142054,8.669527597515875,-8.46,3.0683348,1,1.5630372,-7.670975507640779,-1.6060829,1.0,0.00741,23.36839266767145,-3.3803418,0.004969284,21267.95826601982,0.8625345,57324,57324,496998,-2.273302,0.00987,3.0318933,0.04624172,0.0
0.02915501,0.0046587828906252534,0.7713822,8.669225680662906,-7.58,3.0998585,1,1.5577292,-7.6706705661165655,-1.6335834,1.0,0.0074,23.36886701449325,-3.3799262,0.0049929135,21310.318540096283,0.86347085,57444,57444,497998,-2.3036509,0.01377,3.0705943,0.07749566,0.0
0.029797412,0.004315590743689434,0.77135855,8.671996385060568,-9.29,3.0984716,1,1.5775758,-7.6734388849302215,-1.6301904,1.0,0.00738,23.369445333425556,-3.3808029,0.005009433,21352.58209514618,0.8615701,57539,57539,498998,-2.3146791,0.03879,3.0751286,0.07422652,0.0
0.02986529,0.004315903206031231,0.7713329,8.672876446202148,-7.82,3.0714583,1,1.5551987,-7.674316143692217,-1.5976744,1.0,0.00737,23.3691351613719,-3.3812842,0.00493382,21395.656987190247,0.8575944,57651,57651,499998,-2.2644446,0.00371,3.0431101,0.08609474,0.0
0.030330759,0.004163500927657426,0.77128524,8.674302236997022,-8.68,3.1021826,1,1.5677638,-7.675739317127225,-1.6387589,1.0,0.00735,23.36840808154985,-3.3819146,0.0049418164,21439.115503787994,0.86211723,57756,57756,500998,-2.3013809,0.01416,3.0695164,0.057032485,0.0
0.029093612,0.004488988568797416,0.7712593,8.674379222754057,-7.66,3.096321,1,1.5696478,-7.675813447149695,-1.63562,1.0,0.00734,23.368039331998293,-3.3820531,0.0049332087,21482.247306585312,0.8621158,57871,57871,501998,-2.309678,0.02162,3.0677261,0.076562755,0.0
0.031338185,0.004566080013161738,0.77121675,8.675071573936739,-8.1,3.0815961,1,1.5331889,-7.676503052671519,-1.5922108,1.0,0.00732,23.368449528243016,-3.3822703,0.004900527,21524.66296029091,0.86631316,57982,57982,502998,-2.2579987,0.13201,3.04953,0.032556873,0.0
0.029797342,0.0041669030761911,0.77117306,8.67371699996558,-7.07,3.0942097,1,1.5125101,-7.675145423880494,-1.597728,1.0,0.00731,23.368634542311234,-3.382046,0.00490546,21567.284947156906,0.866742,58106,58106,503998,-2.285832,0.11378,3.083044,0.054175705,0.0
0.0310122,0.004125104024773724,0.7711224,8.674986686822532,-8.28,3.0741496,1,1.5321544,-7.676412485183722,-1.6129615,1.0,0.00729,23.36912411574038,-3.3825028,0.0048181056,21609.624626874924,0.8603368,58213,58213,504998,-2.2719257,0.07667,3.0457141,0.085787684,0.0
0.031029506,0.0041835479388539825,0.7710826,8.676383339906376,-8.27,3.099621,1,1.5497632,-7.677806546751487,-1.6275172,1.0,0.00728,23.369977964330026,-3.3822062,0.0048537534,21651.62503671646,0.8662156,58319,58319,505998,-2.2914283,0.17998,3.0770311,0.043588758,0.0
0.029733706,0.003978446196791257,0.7710479,8.677295132470734,-8.09,3.1131413,1,1.546598,-7.678715684260971,-1.6478372,1.0,0.00727,23.370762056582464,-3.3827116,0.0048551774,21693.687128067017,0.86021936,58428,58428,506998,-2.3026605,0.01543,3.0853827,0.076792754,0.0
