episode,step,beta_0,beta_1,beta_2,alpha_1,alpha_2,alpha_3,ag_x,ag_y,ag_z,dg_x,dg_y,dg_z,error
0.0,0.0,-437.8200004749745,-129.68969663098457,-50.7499985396862,-38.318398578751726,-49.65083927509355,-35.737483534815475,-0.01670075875626076,-0.07552436738344984,0.0480532650942776,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.05748639788102036
0.0,1.0,-447.820000949949,-139.68969710595908,-50.7499985396862,-75.06370213881198,-19.796688592256658,14.26250647291267,-0.03721130691962849,-0.0542488089715947,0.04149644968571893,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.0522171293926593
0.0,2.0,-457.82000142492353,-147.68999853968623,-50.7499985396862,-25.063703593347366,-69.78992951931119,-35.73749207255194,-0.025374360689966992,-0.045965595647172314,0.0495742328579893,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.03712029681294869
0.0,3.0,-467.82000189989805,-157.4168653865904,-60.47686538659036,5.950810852110072,-119.7899280647758,-59.58314668686977,-0.031713021410084495,-0.03570848595642703,0.03992209935977979,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.03840103736983891
0.0,4.0,-477.67476029105484,-150.4485073206574,-53.50850732065737,44.45114432600978,-167.66642079728342,-82.61154995708854,-0.031713021410084495,-0.03570848595642703,0.03992209935977979,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.03840103736983891
0.0,5.0,-487.0828214508295,-147.68999853968623,-50.7499985396862,46.04725708220421,-125.80773453490723,-132.05419652854363,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,6.0,-483.7004953470826,-147.68999853968623,-50.7499985396862,43.65465889142167,-131.9342989609664,-127.84206155607909,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,7.0,-480.8789302070439,-147.68999853968623,-50.7499985396862,42.75675795426356,-150.96894121309063,-139.15769144932622,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,8.0,-478.8504293129593,-147.68999853968623,-50.7499985396862,43.13027538676217,-199.4516004278322,-174.55782767216652,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,9.0,-477.3821236041188,-140.7883289908618,-50.7499985396862,9.210721404739642,-249.44614335969726,-222.36737174420335,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,10.0,-474.436829931736,-134.31587924115362,-50.7499985396862,3.0545609152331368,-291.062652458446,-258.465258748311,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,11.0,-471.6902502287924,-131.18010798335078,-50.7499985396862,0.04919230306290121,-291.51860600535844,-277.1233185205466,-0.016202677507081056,-0.023681694194256253,0.04228142382240552,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.020333485526669047
0.0,12.0,-469.6347165328264,-128.23450231790545,-50.7499985396862,-1.374167893548981,-295.6559973639619,-284.9121076650977,-0.0242324707206997,-0.021160356408015613,0.047702657696183634,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.026744916799695904
0.0,13.0,-473.3133493165299,-131.8729607561231,-50.7499985396862,9.98374087066053,-276.815590750794,-276.2665267844555,-0.0242324707206997,-0.021160356408015613,0.047702657696183634,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.026744916799695904
0.0,14.0,-476.14456295844167,-135.6814461001754,-50.7499985396862,12.595502756435854,-285.82403823769783,-271.44502367858354,-0.0242324707206997,-0.021160356408015613,0.047702657696183634,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.026744916799695904
0.0,15.0,-478.5460748418048,-139.00434800289574,-50.7499985396862,12.624052947166508,-279.15926771164635,-269.8842699579486,-0.0242324707206997,-0.021160356408015613,0.047702657696183634,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.026744916799695904
0.0,16.0,-480.57092902593314,-140.85026776283982,-50.7499985396862,12.91277358111941,-277.86422969406607,-266.9667845360553,-0.0242324707206997,-0.021160356408015613,0.047702657696183634,0.0023993863538380846,-0.021344441761303026,0.050152326238405855,0.026744916799695904
