train/loss_actor,total/steps,success rate,total/steps_per_second,train/loss_critic,rollout/actions_std,errors,rollout/error,reference_action_mean,rollout/return,total/duration,rollout/actions_mean,reference_Q_mean,total/epochs,rollout/return_history,rollout/Q_mean,total/episodes,rollout/goal_tolerance,rollout/episodes,reference_Q_std,train/param_noise_distance,rollout/episode_steps,reference_actor_Q_mean,reference_action_std,reference_actor_Q_std
0.58283883,998,0.6428571428571429,33.511181220402776,0.14442228,0.66061527,0.05796923361820856,0.06388,-0.01985089,-63.142857142857146,29.781104803085327,-0.18857111,-0.6303242,1,-63.142857142857146,-0.53406256,14,0.01996,14,0.32755587,0.0,63.785714285714285,-0.5440127,0.81834847,0.3294452
0.6519606,1998,0.52,31.674340306719177,0.10080586,0.7597672,0.05265486606740814,0.14354,0.650454,-78.44,63.07945108413696,0.0027907765,-0.77821124,1,-78.44,-0.57720447,25,0.01992,25,0.42118463,0.0,78.96,-0.66776764,0.7494118,0.39195976
0.98891014,2998,0.47058823529411764,30.576752546917533,0.059531298,0.7881587,0.05942301137788926,0.12787,0.6197619,-84.29411764705883,98.0483455657959,0.15244162,-0.88353264,1,-84.29411764705883,-0.78840005,34,0.01988,34,0.5442941,0.0,84.76470588235294,-0.80610836,0.7703284,0.5436202
1.2300785,3998,0.45652173913043476,30.142170016383478,0.051295593,0.79317635,0.06724390932227907,0.04947,0.59862566,-85.43478260869566,132.63809466362,0.22360994,-1.0057112,1,-85.43478260869566,-0.9674766,46,0.01984,46,0.6860776,0.0,85.8913043478261,-0.8848439,0.7787161,0.7314728
1.4516164,4998,0.42592592592592593,29.886421648426513,0.049166802,0.7904758,0.06694192086917224,0.07,0.4209306,-89.44444444444444,167.23313546180725,0.25132942,-1.0897655,1,-89.44444444444444,-1.1268511,54,0.0198,54,0.8311305,0.0,89.87037037037037,-0.88934374,0.8103293,0.85284775
1.565126,5998,0.4492753623188406,29.705362444574337,0.048437923,0.7858671,0.06196027231191971,0.01199,0.21133113,-86.5072463768116,201.91640520095825,0.2373925,-1.2424252,1,-86.5072463768116,-1.2036105,69,0.01976,69,1.0080392,0.0,86.95652173913044,-1.0136228,0.83396226,1.0288194
1.749892,6998,0.4634146341463415,29.596230358637523,0.055195536,0.77667433,0.06039723552913376,0.19816,0.25951728,-84.01219512195122,236.44903135299683,0.21695194,-1.3410796,1,-84.01219512195122,-1.3457975,82,0.01972,82,1.1398672,0.0,84.47560975609755,-1.119396,0.8133359,1.147627
1.8505462,7998,0.47368421052631576,29.28435059440372,0.059702277,0.77103543,0.05956239144235203,0.07268,0.07235021,-82.37894736842105,273.1151566505432,0.19009623,-1.48511,1,-82.37894736842105,-1.4742237,95,0.01968,95,1.3157843,0.0,82.85263157894737,-1.2467837,0.8732239,1.2776451
1.9033995,8998,0.57,29.017675266808013,0.06691842,0.7732846,0.050505265500494195,0.04063,0.008811057,-71.90322580645162,310.08686661720276,0.16117361,-1.590987,1,-69.55,-1.5890231,124,0.01964,124,1.450375,0.0,72.45967741935483,-1.2919738,0.8730492,1.4391284
1.9595633,9998,0.92,28.55241104020332,0.083977565,0.7683997,0.018965814995309138,0.0268,0.019281497,-51.6282722513089,350.1630733013153,0.1417752,-1.6361953,1,-22.01,-1.6550192,191,0.0196,191,1.557363,0.0,52.32984293193717,-1.3171434,0.85399073,1.5550194
1.934092,10998,1.0,28.193769643336886,0.08252461,0.76652354,0.014937010830432489,0.02986,0.035681304,-36.595238095238095,390.08618354797363,0.1274544,-1.7113032,1,-7.38,-1.6909876,294,0.01957,294,1.693347,0.0,37.39795918367347,-1.3559717,0.840323,1.7140206
1.9320023,11998,0.99,27.784053248187394,0.095864974,0.76594406,0.014444625847852062,0.01495,0.038119968,-32.684357541899445,431.8304421901703,0.11598379,-1.758217,1,-11.41,-1.7835755,358,0.01953,358,1.8001565,0.0,33.5195530726257,-1.3807302,0.8380134,1.79992
1.9363617,12998,1.0,27.338243362215536,0.10342187,0.76682234,0.014283310079851503,0.19164,0.07532968,-26.961456102783725,475.4511775970459,0.11130321,-1.7565563,1,-8.03,-1.8592612,467,0.01949,467,1.9190779,0.0,27.83511777301927,-1.3448225,0.8441325,1.9070215
1.9323925,13998,0.99,26.918984355595175,0.120258845,0.76723295,0.015053085825598283,0.04024,0.025731102,-23.436521739130434,520.0047600269318,0.10538382,-1.7290003,1,-8.34,-1.9080443,575,0.01945,575,2.0221653,0.0,24.33217391304348,-1.3117354,0.86024946,2.011606
1.9402399,14998,1.0,26.504722829505884,0.111308664,0.7681785,0.013692281944873099,0.0148,0.046272207,-20.483594864479315,565.8614163398743,0.102925524,-1.8453097,1,-6.32,-1.9701929,701,0.01941,701,2.1383255,0.0,21.398002853067048,-1.3774158,0.86854386,2.12362
1.9040952,15998,1.0,26.20122993285787,0.11809455,0.77053696,0.01398655509706701,0.02597,0.069753624,-17.798594847775174,610.582023859024,0.09641921,-1.8187227,1,-5.81,-2.0187829,854,0.01937,854,2.2216668,0.0,18.728337236533957,-1.3407872,0.87113297,2.2111328
1.8810922,16998,1.0,25.917645333814956,0.12589249,0.77272403,0.013867582990174961,0.03031,0.044821218,-16.33028455284553,655.8466165065765,0.08996697,-1.761848,1,-5.37,-2.0690868,984,0.01933,984,2.3207638,0.0,17.26829268292683,-1.2718225,0.8741725,2.3104072
1.8227217,17998,1.0,25.63476129803026,0.13055472,0.77376187,0.013683080580103937,0.04089,0.048800047,-15.02841918294849,702.0935280323029,0.08784137,-1.791934,1,-5.67,-2.1240222,1126,0.01929,1126,2.4190598,0.0,15.97424511545293,-1.2768164,0.87769973,2.3886068
1.798747,18998,0.99,25.335831563970356,0.12590249,0.77466,0.013334206945034986,0.07736,0.024441613,-14.151828298887123,749.8471069335938,0.083559565,-1.7415481,1,-7.1,-2.1779778,1258,0.01926,1258,2.4978206,0.0,15.102543720190779,-1.205201,0.8869238,2.4669864
1.7766527,19998,1.0,25.113497725606443,0.12499224,0.775471,0.013595903790093324,0.08418,0.11606809,-13.306704707560627,796.3048484325409,0.08051135,-1.7188492,1,-6.12,-2.2229435,1402,0.01922,1402,2.5758767,0.0,14.262482168330957,-1.1989182,0.8754337,2.5496945
1.7033588,20998,1.0,24.913438953641528,0.12419997,0.77665055,0.014285901850501945,0.02575,0.065547176,-12.470889315419067,842.8382785320282,0.076308325,-1.7770164,1,-4.89,-2.2629597,1563,0.01918,1563,2.6520202,0.0,13.431222008957134,-1.2272534,0.87944144,2.6133065
1.6896622,21998,1.0,24.747909935199427,0.123308964,0.7774054,0.013530176858144081,0.00621,0.10411417,-11.97764705882353,888.8831443786621,0.07342634,-1.7130919,1,-6.26,-2.3060353,1700,0.01914,1700,2.7412667,0.0,12.941176470588236,-1.1556265,0.8804677,2.7046258
1.6465096,22998,1.0,24.615409972564898,0.12212192,0.77859527,0.013297718338631977,0.06862,0.092030205,-11.356913183279742,934.2927875518799,0.071711175,-1.7387244,1,-5.06,-2.3322191,1866,0.0191,1866,2.8050134,0.0,12.32368703108253,-1.1978693,0.88161284,2.776521
1.655343,23998,1.0,24.47853851748771,0.11350258,0.77946055,0.01359332364882171,0.01214,0.08152724,-10.841535433070867,980.3689866065979,0.06972856,-1.6912283,1,-5.48,-2.34643,2032,0.01906,2032,2.8444762,0.0,11.811023622047244,-1.1414437,0.87796813,2.796168
1.5671599,24998,1.0,24.35334959660316,0.11377623,0.78066504,0.013087861830301478,0.17349,0.061215404,-10.419781221513217,1026.4707078933716,0.065282084,-1.713609,1,-5.0,-2.3663776,2194,0.01903,2194,2.92602,0.0,11.391522333637193,-1.1554599,0.88093174,2.883142
1.5353706,25998,1.0,24.227642775406608,0.12217155,0.781044,0.013537381104992774,0.01684,0.05065495,-10.099659284497445,1073.0717899799347,0.06541183,-1.6643656,1,-5.11,-2.3948157,2348,0.01899,2348,2.9924166,0.0,11.073253833049403,-1.1274145,0.87573713,2.948144
1.4940598,26998,1.0,24.126499976333353,0.10964992,0.78191733,0.013638870737227993,0.14772,0.07244261,-9.837404885863036,1119.01850771904,0.06336414,-1.650412,1,-6.11,-2.4201608,2497,0.01895,2497,3.0204408,0.0,10.81257509010813,-1.1145747,0.8702383,2.9751334
1.4482564,27998,1.0,24.034148354709938,0.10231989,0.78249526,0.01263894613109491,0.0043,0.08450216,-9.593431483578708,1164.9258208274841,0.061742805,-1.6159194,1,-4.93,-2.4445312,2649,0.01891,2649,3.0895393,0.0,10.570026425066063,-1.0674356,0.8748591,3.0285497
1.4047904,28998,1.0,23.953172960413156,0.094487876,0.78301066,0.012775215888139999,0.17403,-0.009242724,-9.375223134594787,1210.6120574474335,0.05734472,-1.6342301,1,-5.68,-2.458875,2801,0.01887,2801,3.1337545,0.0,10.35308818279186,-1.097739,0.8696581,3.0716186
1.3816004,29998,1.0,23.856725822985492,0.104504995,0.7837187,0.01334603939059408,0.17403,0.06079338,-9.182926829268293,1257.4231779575348,0.055856217,-1.6281159,1,-5.4,-2.4795375,2952,0.01884,2952,3.1437957,0.0,10.161924119241192,-1.0699172,0.87651,3.0572233
1.4091715,30998,1.0,23.787477317336563,0.11086144,0.78441757,0.0127696578275142,0.01844,0.0013074974,-8.968549422336329,1303.1226298809052,0.053576566,-1.6117809,1,-4.79,-2.5015907,3116,0.0188,3116,3.1657023,0.0,9.948652118100128,-1.0487157,0.87578195,3.08458
1.3193786,31998,1.0,23.698118139914925,0.100982994,0.78498334,0.013803974256099256,0.06312,0.021066295,-8.771106370009143,1350.2337954044342,0.050583098,-1.5816178,1,-5.1,-2.5102735,3281,0.01876,3281,3.1987758,0.0,9.752209692167023,-1.0318162,0.873477,3.1267736
1.2919211,32998,1.0,23.6203347218945,0.09077801,0.7854247,0.012639700419601291,0.01763,-0.006991686,-8.689917936694021,1397.0166125297546,0.04714956,-1.5906153,1,-6.26,-2.536234,3412,0.01872,3412,3.2295074,0.0,9.671746776084408,-1.050822,0.8705664,3.159775
1.2900124,33998,1.0,23.539261409125533,0.1009725,0.78588027,0.013364244082333152,0.10096,0.006064164,-8.599492671927846,1444.310397386551,0.04375094,-1.5747274,1,-5.8,-2.5523057,3548,0.01869,3548,3.2698886,0.0,9.582018038331455,-1.0410777,0.8745033,3.1950936
1.2793078,34998,1.0,23.47615184551734,0.09749935,0.7858702,0.012637284901345492,0.00624,0.0011444837,-8.453221892693449,1490.7894713878632,0.043156195,-1.5278602,1,-5.7,-2.5623794,3709,0.01865,3709,3.2825842,0.0,9.436505796710703,-0.99571294,0.871752,3.2053545
1.2441733,35998,1.0,23.401704816092906,0.08232565,0.7858955,0.012528141274926928,0.0214,0.031605024,-8.310870126516912,1538.263997554779,0.044260945,-1.5623053,1,-5.75,-2.5687199,3873,0.01861,3873,3.3092241,0.0,9.294861864187968,-1.0258434,0.86172295,3.2186418
1.1850034,36998,1.0,23.31934435161954,0.09897744,0.7861372,0.012973786286297364,0.11493,0.01749359,-8.17983651226158,1586.5797700881958,0.04220893,-1.5132682,1,-4.66,-2.5703623,4037,0.01858,4037,3.328002,0.0,9.164478573197918,-0.97368246,0.86703336,3.257355
1.1563821,37998,1.0,23.269850801565642,0.092119955,0.7864075,0.013046336211216304,0.05317,-0.012980384,-8.089127837514935,1632.928389787674,0.04108961,-1.5235271,1,-6.05,-2.5845635,4185,0.01854,4185,3.3098829,0.0,9.07431302270012,-0.9914906,0.8639883,3.2347243
1.1696404,38998,1.0,23.21301520980845,0.093037866,0.78647655,0.01289202137526999,0.06836,-0.005267087,-7.990331491712707,1680.0057919025421,0.040944662,-1.5007544,1,-4.72,-2.5955598,4344,0.0185,4344,3.3354685,0.0,8.976058931860036,-0.9747492,0.8654932,3.251433
1.1327455,39998,1.0,23.168575612828814,0.09331318,0.7866612,0.013138431120655212,0.05737,0.028692678,-7.898489560195468,1726.390118598938,0.03957179,-1.4901036,1,-5.39,-2.6044207,4502,0.01846,4502,3.3733997,0.0,8.884717903154154,-0.96856606,0.87067306,3.2869725
1.1440341,40998,1.0,23.110927111164536,0.09154834,0.7868139,0.012671041455447498,0.01314,-0.06314615,-7.792719486081371,1773.9660465717316,0.037866946,-1.5121399,1,-5.12,-2.606367,4670,0.01843,4670,3.344524,0.0,8.779443254817988,-0.97357917,0.87011933,3.2313983
1.0555309,41998,1.0,23.05735499964792,0.096153475,0.7869022,0.012432548114192745,0.14688,0.022780737,-7.66838417147568,1821.4578385353088,0.03740407,-1.475249,1,-5.01,-2.6088185,4852,0.01839,4852,3.3977363,0.0,8.65560593569662,-0.9282885,0.8713916,3.2923536
1.102967,42998,1.0,23.001190037138187,0.0795978,0.78707266,0.012425002773978764,0.03922,-0.066358544,-7.594610778443114,1869.3815376758575,0.03586908,-1.4746033,1,-5.01,-2.6211474,5010,0.01835,5010,3.4138174,0.0,8.582235528942116,-0.94029355,0.86542356,3.3067532
1.0782892,43998,1.0,22.96627760452398,0.085833356,0.78710186,0.012702351499004496,0.15565,-0.015407167,-7.5108191653786704,1915.7653999328613,0.033986308,-1.4526733,1,-4.78,-2.621365,5176,0.01832,5176,3.4151795,0.0,8.498840803709427,-0.91422534,0.862791,3.3055105
1.0459291,44998,1.0,22.92768334576597,0.09418446,0.78709674,0.012647145601927407,0.02919,0.011828084,-7.460007510326699,1962.6056118011475,0.033163223,-1.4481302,1,-5.04,-2.6226227,5326,0.01828,5326,3.4290686,0.0,8.448366503942921,-0.9014168,0.8622011,3.3283408
1.0247253,45998,1.0,22.896038401816952,0.08228447,0.7867998,0.013116646469446451,0.0083,0.12295351,-7.407008578207702,2008.9938352108002,0.032992043,-1.4611125,1,-5.92,-2.6232953,5479,0.01824,5479,3.3945012,0.0,8.395692644643184,-0.923144,0.8598042,3.2734191
0.99643546,46998,1.0,22.870913365879336,0.07826312,0.78680676,0.01247731523927003,0.08692,0.003414436,-7.353035143769968,2054.9244906902313,0.032785047,-1.418258,1,-5.47,-2.6346252,5634,0.01821,5634,3.4254837,0.0,8.342030528931488,-0.8658536,0.864547,3.3195732
0.96842355,47998,1.0,22.840081857804968,0.077510126,0.7870329,0.012777100471957726,0.00653,0.012011188,-7.289410141428078,2101.4810848236084,0.030867415,-1.4339342,1,-4.75,-2.6417658,5798,0.01817,5798,3.4336977,0.0,8.278716798896172,-0.8982646,0.86960465,3.3283563
0.95984274,48998,1.0,22.798506594962994,0.071366236,0.7868647,0.011790287840624995,0.05357,0.023422524,-7.210376569037657,2149.1758592128754,0.030298699,-1.4344085,1,-4.8,-2.6341808,5975,0.01814,5975,3.4325716,0.0,8.2,-0.88005835,0.8666908,3.3330526
0.9590487,49998,1.0,22.752791062333337,0.091824025,0.7865209,0.012179291370955527,0.07403,0.037721187,-7.170938775510204,2197.4446942806244,0.030182965,-1.4055917,1,-3.79,-2.6317215,6125,0.0181,6125,3.4436262,0.0,8.16065306122449,-0.8564444,0.86977166,3.3561234
0.917901,50998,1.0,22.71287536522709,0.0767159,0.78628933,0.012430520745493947,0.00649,0.011732739,-7.138826904686006,2245.334383249283,0.030625843,-1.441834,1,-5.34,-2.6380112,6274,0.01806,6274,3.456925,0.0,8.128785463818936,-0.8928296,0.87216216,3.356783
0.9374551,51998,1.0,22.669293483377757,0.072033174,0.78618723,0.012215512148811659,0.03266,0.026576437,-7.098335148591878,2293.763589859009,0.030787397,-1.3833698,1,-4.9,-2.6378808,6427,0.01803,6427,3.4494183,0.0,8.088532752450599,-0.8253659,0.86129284,3.347734
0.88123983,52998,1.0,22.644228498770396,0.076659,0.78617746,0.012123175067479966,0.14005,0.024625033,-7.066585588324719,2340.463928937912,0.030619994,-1.4188495,1,-6.25,-2.6404123,6578,0.01799,6578,3.496521,0.0,8.057008209182122,-0.8521275,0.8744574,3.383217
0.88191104,53998,1.0,22.614166519309755,0.07278005,0.78605,0.011806971662877397,0.09906,-0.0072386656,-7.0268745360059395,2387.7952766418457,0.030851934,-1.3956113,1,-4.68,-2.6387136,6735,0.01796,6735,3.4802504,0.0,8.017520415738678,-0.84099007,0.8777833,3.3678393
0.8763916,54998,1.0,22.58231085655998,0.07931356,0.7857945,0.011910007836062986,0.05995,0.015120772,-7.0077079697498545,2435.4460599422455,0.0316577,-1.3998766,1,-6.38,-2.6427557,6876,0.01792,6876,3.4980066,0.0,7.998545666084933,-0.83308417,0.874467,3.3779693
0.83464265,55998,1.0,22.54414306379883,0.067396685,0.7858981,0.011591037560016526,0.03767,0.024646068,-6.939526979181419,2483.9267494678497,0.03125884,-1.366535,1,-3.88,-2.6360106,7061,0.01788,7061,3.4952614,0.0,7.930604730208186,-0.8068522,0.8722093,3.3843648
0.8066536,56998,1.0,22.517465691380167,0.08767217,0.7858773,0.012417357224198806,0.04568,-0.04228595,-6.889242256637168,2531.2795312404633,0.030128809,-1.369803,1,-4.89,-2.6287088,7232,0.01785,7232,3.4770484,0.0,7.880530973451328,-0.82617205,0.87557864,3.373872
0.8120076,57998,1.0,22.503065227669687,0.06360565,0.78585804,0.01181840437307202,0.03966,-0.0054138913,-6.862540628385699,2577.337772130966,0.029593354,-1.3084625,1,-5.03,-2.6300092,7384,0.01781,7384,3.4923244,0.0,7.854008667388949,-0.7485993,0.8663414,3.3765635
0.8029419,58998,1.0,22.471411674090675,0.078601114,0.7856645,0.012557025602532045,0.03788,0.019747851,-6.8414553180188555,2625.469234228134,0.02943269,-1.3489642,1,-6.19,-2.6303551,7531,0.01778,7531,3.4994981,0.0,7.833089895100252,-0.7902278,0.872381,3.3920722
0.79724866,59998,1.0,22.448721501446634,0.06922925,0.7854494,0.012196375204629406,0.13816,-0.009212513,-6.820442708333333,2672.6689088344574,0.029514985,-1.2938268,1,-5.06,-2.6301234,7680,0.01774,7680,3.4876337,0.0,7.812239583333334,-0.74830467,0.87942016,3.380251
0.7810648,60998,1.0,22.417429278549637,0.062914275,0.78538257,0.011143469075598194,0.03136,-0.032922167,-6.77859872611465,2721.007803440094,0.02967337,-1.2655134,1,-4.88,-2.6307797,7850,0.01771,7850,3.4923408,0.0,7.7705732484076435,-0.6938385,0.8754408,3.3784404
0.7740282,61998,1.0,22.381759174785675,0.07626973,0.7853555,0.011962135064338237,0.04721,0.04265106,-6.760695521641231,2770.0235497951508,0.03036792,-1.2734882,1,-5.94,-2.6324043,7994,0.01767,7994,3.4988306,0.0,7.752814610958219,-0.7219775,0.8730683,3.3867898
0.7488604,62998,1.0,22.357753088358542,0.071073465,0.78539616,0.01167653466229594,0.03655,0.06220533,-6.731853849926434,2817.7250080108643,0.029554458,-1.3040131,1,-4.95,-2.6335704,8156,0.01764,8156,3.5139039,0.0,7.7241294752329575,-0.73410475,0.87015104,3.4035256
0.7483042,63998,1.0,22.341322789924867,0.062495865,0.7853169,0.011177211246132848,0.06063,0.08534642,-6.694978375780875,2864.557331800461,0.030652944,-1.2470425,1,-4.22,-2.633168,8324,0.0176,8324,3.4952571,0.0,7.687409899086977,-0.671691,0.8643654,3.39454
0.7309805,64998,1.0,22.31549485097439,0.07964472,0.78536874,0.012002189109032611,0.0311,-0.011056143,-6.685093314434208,2912.6846809387207,0.030242773,-1.1805512,1,-6.59,-2.6365929,8466,0.01757,8466,3.516732,0.0,7.677651783605008,-0.6259738,0.8688063,3.4047647
0.7496209,65998,1.0,22.28788299209962,0.06334903,0.78545976,0.011663077906973365,0.03274,0.09251019,-6.6493747105141265,2961.1605563163757,0.02972221,-1.2405984,1,-5.61,-2.639806,8636,0.01753,8636,3.4984727,0.0,7.6420796665122745,-0.6753298,0.8621894,3.401237
0.7034298,66998,1.0,22.2548553749047,0.06158396,0.7854435,0.011803562013410296,0.04267,0.036644492,-6.6313872766587005,3010.489121198654,0.030121392,-1.1724194,1,-5.58,-2.645419,8787,0.0175,8787,3.501846,0.0,7.62421759417321,-0.62282646,0.8718621,3.4119928
0.70526576,67998,1.0,22.237988678923834,0.069644965,0.7854256,0.011495599001609836,0.09441,0.055762175,-6.602144532558919,3057.7405619621277,0.029526927,-1.2197777,1,-5.29,-2.6464045,8953,0.01746,8953,3.5075135,0.0,7.595107785099967,-0.6598457,0.8697925,3.4101
0.6725488,68998,1.0,22.214180688179603,0.07138262,0.78543,0.012368692168575012,0.08433,0.0698735,-6.60328121559128,3106.033977508545,0.029865826,-1.1189632,1,-6.86,-2.6554668,9082,0.01743,9082,3.547259,0.0,7.5963444175291785,-0.5608629,0.87832296,3.4378037
0.6945327,69998,1.0,22.188522935805562,0.058023643,0.78541493,0.012026571690934504,0.01825,0.007127454,-6.596247695477714,3154.693992137909,0.029508725,-1.138845,1,-6.1,-2.6600373,9221,0.01739,9221,3.5223334,0.0,7.589415464700141,-0.5774034,0.875179,3.4207804
0.6765445,70998,1.0,22.174872950017548,0.05742119,0.7853301,0.011165390726580054,0.04045,0.039438166,-6.5736516734171815,3201.7319855690002,0.02970261,-1.0874953,1,-5.1,-2.6580827,9382,0.01736,9382,3.5275233,0.0,7.566936687273502,-0.51956296,0.87380207,3.421983
0.6686023,71998,1.0,22.156569809419448,0.062399097,0.7853901,0.011396561442696362,0.01761,0.038773272,-6.54644465389046,3249.5102183818817,0.029573005,-1.0822309,1,-4.7,-2.656728,9549,0.01732,9549,3.5194166,0.0,7.539847104408839,-0.5313522,0.8694326,3.4139285
0.64886606,72998,1.0,22.13859122902694,0.056760386,0.78543,0.01127319966462883,0.03818,0.03146309,-6.522500257440017,3297.319113254547,0.029247368,-1.1181674,1,-5.11,-2.6556134,9711,0.01729,9711,3.5288436,0.0,7.516012769024817,-0.5597692,0.8719827,3.4247303
0.6681777,73998,1.0,22.124237375727187,0.06077065,0.7854793,0.011860632552564683,0.07683,-0.020382006,-6.5078576498022915,3344.6576595306396,0.028952984,-1.0624638,1,-6.17,-2.6597407,9863,0.01725,9863,3.531334,0.0,7.501470140930751,-0.505078,0.8765962,3.4281902
0.63624495,74998,1.0,22.104766528707053,0.05944521,0.78544813,0.01099510826764037,0.05019,-0.04684617,-6.487729449321628,3392.8428921699524,0.02841405,-1.0154538,1,-5.42,-2.6559618,10024,0.01722,10024,3.5350564,0.0,7.481444533120511,-0.4516,0.87300617,3.4385452
0.61404526,75998,1.0,22.091337159311276,0.06645414,0.78544015,0.011114557763801016,0.03347,-0.034002665,-6.465298910375969,3440.1720209121704,0.0277174,-0.98693943,1,-4.27,-2.6549942,10187,0.01718,10187,3.5412903,0.0,7.459114557769706,-0.4265179,0.86435354,3.435931
0.64219993,76998,1.0,22.071400136112747,0.054043934,0.78536403,0.01168914325942692,0.10265,0.007909827,-6.444691334170612,3488.587018728256,0.028422294,-0.94487035,1,-4.82,-2.6544056,10351,0.01715,10351,3.5244272,0.0,7.438604965703797,-0.3822335,0.86247593,3.4340997
0.62553847,77998,1.0,22.055298919968443,0.06904637,0.78540826,0.011311326564655604,0.0836,-0.027607962,-6.417601216498764,3536.474399328232,0.028060935,-0.95309675,1,-4.18,-2.651743,10522,0.01712,10522,3.5099711,0.0,7.411613761642274,-0.36084506,0.87442666,3.4371252
0.58573735,78998,1.0,22.040766037438853,0.053944513,0.7854698,0.01135679911619907,0.12189,-0.019402659,-6.408396588885765,3584.1766963005066,0.027609833,-0.9018812,1,-5.83,-2.6554978,10671,0.01708,10671,3.534723,0.0,7.402492737325462,-0.31455934,0.8626475,3.451705
0.53919816,79998,1.0,22.02398246707113,0.06373587,0.7854592,0.011393403274135648,0.07959,-0.06718974,-6.407883779032109,3632.313098669052,0.027070427,-0.90114516,1,-6.05,-2.6671007,10807,0.01705,10807,3.545711,0.0,7.402054224114,-0.32817158,0.87011665,3.4534163
0.57921076,80998,1.0,22.00817330945052,0.058034606,0.78543556,0.010947162938309218,0.1162,-0.032505885,-6.411759326993416,3680.3599672317505,0.02652488,-0.8411511,1,-6.55,-2.6753561,10936,0.01701,10936,3.5414608,0.0,7.405998536942209,-0.26512486,0.8705554,3.4508362
0.56878316,81998,1.0,21.992672753577164,0.054300364,0.78538406,0.011619429921870589,0.10686,0.00014116988,-6.4028867839422645,3728.4235944747925,0.026123475,-0.8509214,1,-6.28,-2.677341,11085,0.01698,11085,3.565823,0.0,7.397203428055931,-0.27956718,0.8672729,3.4622445
0.62710655,82998,1.0,21.968038966111614,0.055960923,0.785372,0.010771490050492927,0.02479,-0.0147985695,-6.394373720288436,3778.1251266002655,0.026160387,-0.7802074,1,-6.19,-2.6813014,11233,0.01695,11233,3.565341,0.0,7.388765245259504,-0.21590647,0.86983055,3.461076
0.5437627,83998,1.0,21.94890465230908,0.04941721,0.785395,0.011370657852612764,0.00919,0.042353105,-6.37718297498903,3826.979128599167,0.025377963,-0.86656916,1,-5.16,-2.6822562,11395,0.01691,11395,3.5287938,0.0,7.371654234313295,-0.274035,0.8797718,3.4407187
0.5125255,84998,1.0,21.940660961667216,0.05114889,0.7854039,0.011793274253116366,0.02082,-0.016399203,-6.364588744588745,3873.994504928589,0.025406528,-0.8218668,1,-5.29,-2.6857197,11550,0.01688,11550,3.5561662,0.0,7.359134199134199,-0.23887077,0.8825532,3.4711673
0.5823678,85998,1.0,21.928358494225655,0.056636423,0.7854163,0.01167078812532325,0.15361,0.059188426,-6.348390402185979,3921.770980834961,0.024661912,-0.8021592,1,-5.46,-2.6887884,11711,0.01684,11711,3.5640152,0.0,7.343010844505166,-0.20628804,0.8719892,3.46297
0.5450916,86998,1.0,21.91768517432109,0.049770817,0.78533536,0.010814811584884166,0.03243,0.053839397,-6.336676217765043,3969.306033372879,0.02393054,-0.804574,1,-5.51,-2.6917663,11866,0.01681,11866,3.5665212,0.0,7.331366930726445,-0.22473106,0.8670632,3.463336
0.5310353,87998,1.0,21.90578480687803,0.048765827,0.7853179,0.011101760945015892,0.12028,0.057517603,-6.326815874864797,4017.112410068512,0.024310026,-0.7625793,1,-5.59,-2.6953564,12019,0.01678,12019,3.559412,0.0,7.321574174224145,-0.17632726,0.8772577,3.469587
0.52012545,88998,1.0,21.899478218707344,0.05141306,0.7852006,0.011423629272383207,0.05443,0.019120678,-6.321193686287406,4063.932442188263,0.023712702,-0.7145201,1,-6.15,-2.6980844,12164,0.01674,12164,3.5695257,0.0,7.3160144689246955,-0.14450176,0.8753498,3.48384
0.54592645,89998,1.0,21.89480068425181,0.049944893,0.78502584,0.010799379504977273,0.02366,0.06985055,-6.32130081300813,4110.473591327667,0.023875527,-0.7113559,1,-6.93,-2.705068,12300,0.01671,12300,3.577869,0.0,7.316178861788618,-0.11761999,0.8723202,3.4763837
0.5325679,90998,1.0,21.885926345694845,0.05885507,0.78482366,0.010670810839456393,0.06351,0.03455044,-6.3112003211561625,4157.831775665283,0.024101352,-0.7218182,1,-5.58,-2.7072978,12455,0.01668,12455,3.5618114,0.0,7.306142111601766,-0.14516604,0.873265,3.4701376
0.5331609,91998,1.0,21.876564446531063,0.048081398,0.7848291,0.011615123720237534,0.03425,0.10482254,-6.306770378601477,4205.3221027851105,0.023462819,-0.68540007,1,-6.13,-2.7125518,12599,0.01664,12599,3.5897095,0.0,7.301769981744583,-0.12248674,0.87199306,3.4922307
0.52231264,92998,1.0,21.8685688077165,0.05112297,0.7846578,0.011025058833255047,0.02286,0.0074921325,-6.294818531002587,4252.58739233017,0.02378568,-0.7201538,1,-4.68,-2.7129438,12757,0.01661,12757,3.5519753,0.0,7.289880065846202,-0.13457033,0.8822458,3.4672072
0.56702447,93998,1.0,21.864864152323324,0.046974435,0.7844838,0.011641781739764571,0.03299,0.081067555,-6.28910246473415,4299.04340338707,0.024365967,-0.6761765,1,-6.02,-2.7163994,12902,0.01658,12902,3.5818646,0.0,7.284219500852581,-0.110201746,0.87569004,3.4776192
0.5253994,94998,1.0,21.860782718075193,0.051756784,0.78448313,0.011272796611662406,0.08474,0.04610904,-6.276374215280968,4345.590056180954,0.024080107,-0.6727198,1,-5.14,-2.7244139,13062,0.01654,13062,3.578634,0.0,7.271551064155566,-0.089298785,0.8766735,3.4899313
