,desired_goal_x,desired_goal_y,desired_goal_z,achieved_goal_x,achieved_goal_y,achieved_goal_z,episode_length,starting_position_x,starting_position_y,starting_position_z,B_desired_1,B_desired_2,B_desired_3,B_achieved_1,B_achieved_2,B_achieved_3,B_starting_1,B_starting_2,B_starting_3,alpha_desired_1,alpha_desired_2,alpha_desired_3,alpha_achieved_1,alpha_achieved_2,alpha_achieved_3,alpha_starting_1,alpha_starting_2,alpha_starting_3,system_id
513,-0.023933327122737526,0.11696241836788566,0.11635910681614227,-0.02468232104533244,0.11713070935818336,0.11842022259366107,150.0,0.0014903030034222715,0.0004272713313820548,0.019636426664923656,-0.12125202268362045,-0.09107432514429092,-0.04171857610344887,-0.11972349137067795,-0.08572348952293396,-0.028426099568605423,-0.2892197370529175,-0.2670174539089203,-0.17115722596645355,-0.9004651308059692,-3.0287513732910156,-2.9416346549987793,-2.786452293395996,2.5166893005371094,-2.766545295715332,1.40225350856781,2.6886794567108154,-0.2623580992221832,2.0
514,0.06006664838435243,-0.0024747606914094873,0.10169520882636461,0.06039900572121469,-0.00258201592166241,0.10177617290156256,12.0,-0.11569891712569629,0.050205989892883725,0.19740312266111412,-0.18553844094276428,-0.15488271415233612,-0.06303069740533829,-0.1835394650697708,-0.15707899630069733,-0.11085249483585358,-0.06360837072134018,-0.05654093250632286,-0.028835751116275787,-2.97403621673584,0.6661640405654907,1.7095009088516235,0.9636057615280151,1.1086481809616089,2.1528778076171875,-0.6458517909049988,0.9424794316291809,-2.1230392456054688,2.0
515,0.011150674826007598,0.02657980811620237,0.07849217182906222,0.0117150400621431,0.026837303253125284,0.07798204129263835,5.0,-0.03359195469545452,-0.0023308327073589398,0.1044582187341664,-0.22392183542251587,-0.1983373910188675,-0.12175302952528,-0.22383004426956177,-0.19842500984668732,-0.1277323216199875,-0.19770905375480652,-0.16971345245838165,-0.10177633166313171,-2.0015201568603516,1.924238920211792,3.0594046115875244,2.4012436866760254,-2.6901211738586426,2.204988718032837,0.8212127685546875,-2.837411403656006,-1.0612409114837646,2.0
516,0.002884933749012202,0.012916575970084894,0.06810637380618245,0.0035121930107241814,0.012490281544240785,0.06773268867434307,6.0,0.028616242410067633,0.026002628910635907,0.08860434880688382,-0.239140123128891,-0.2338993102312088,-0.1329766809940338,-0.2396455556154251,-0.20993249118328094,-0.1331995576620102,-0.20678655803203583,-0.17594309151172638,-0.1602432280778885,-0.15210965275764465,-2.7995107173919678,2.755262851715088,1.0202490091323853,-1.9557257890701294,2.3729941844940186,2.6022486686706543,2.2916083335876465,-0.5072048902511597,2.0
517,0.005738477180418656,0.002833307787999637,0.033628636661604136,0.005103155394460095,0.0027839723528657627,0.03373764706350904,12.0,0.04471901803931701,0.08068523407245745,0.09786537095207472,-0.274514377117157,-0.2465660125017166,-0.1500571072101593,-0.2745725214481354,-0.2405725121498108,-0.15133823454380035,-0.1595078408718109,-0.13828811049461365,-0.03632977604866028,1.9732879400253296,1.660699725151062,2.2052557468414307,2.139822244644165,1.375969409942627,2.4191718101501465,3.1031320095062256,2.5073766708374023,2.6232388019561768,2.0
518,0.004778746659557584,-0.006402580985643246,0.041978793984028887,0.004801052101037192,-0.005540842852780053,0.04159639090945984,21.0,0.02463342508278935,-0.14310468622210257,0.11823044260310715,-0.26602089405059814,-0.2434614896774292,-0.14905793964862823,-0.2663988173007965,-0.2343502640724182,-0.15782634913921356,-0.09284073859453201,-0.0625709816813469,-0.04633575677871704,2.428947925567627,0.1276450753211975,0.6546648144721985,0.01304510235786438,0.1773466169834137,1.6993165016174316,-1.201309084892273,0.5043421983718872,0.09244482964277267,2.0
519,0.0724912327133251,-0.1038904497599811,0.1329657113834991,0.07271344574702562,-0.10273777234051976,0.13268598129149906,150.0,-0.0019219708252799584,-0.007191586032011784,0.045095629304419876,-0.10873152315616608,-0.10825273394584656,-0.03725827857851982,-0.1081710159778595,-0.09222057461738586,-0.028015151619911194,-0.26297974586486816,-0.24829985201358795,-0.16124427318572998,-3.103837251663208,1.117890477180481,0.41317421197891235,-1.6015663146972656,-0.10525453090667725,0.8374291658401489,1.3363484144210815,-0.5149479508399963,-0.9471995830535889,2.0
520,-0.0009303905961040306,0.027448152431221323,0.15910685763398905,-0.0001462177914208695,0.027417176243091066,0.15922619781186495,7.0,-0.0880714745339866,-0.001828532754405439,0.10912155155074837,-0.14190885424613953,-0.11716093868017197,-0.0884149968624115,-0.14214763045310974,-0.1267511248588562,-0.11215099692344666,-0.15912780165672302,-0.14734303951263428,-0.08677104115486145,0.47011449933052063,-0.07123180478811264,-3.1140992641448975,0.5988823771476746,-1.741864800453186,2.186678171157837,-0.2883685231208801,-1.8119815587997437,-1.4630054235458374,2.0
521,0.02474514715576017,-0.02176778503809418,0.08457801148233224,0.024913746940178748,-0.020928660270151018,0.08413642125920343,5.0,-0.02700408975953646,0.026979576167442936,0.081662692779094,-0.2163245975971222,-0.2031673789024353,-0.10347187519073486,-0.2157907485961914,-0.18793167173862457,-0.13406696915626526,-0.21436311304569244,-0.19285888969898224,-0.16419264674186707,-0.24059638381004333,2.109635353088379,0.691296398639679,0.1890251338481903,0.3553273677825928,1.7523431777954102,-2.6867480278015137,-2.1788671016693115,1.7022323608398438,2.0
522,0.08059172752482119,0.018061698882952313,0.12033518643501562,0.009346289515917101,0.031394189393293366,0.14805976890887085,150.0,-0.022851890253832777,0.12100999466209368,0.10037187340329382,-0.15242494642734528,-0.14033827185630798,-0.08065410703420639,-0.15342669188976288,-0.11942669749259949,-0.0883609801530838,-0.12111442536115646,-0.1075897365808487,-0.05207796022295952,1.1220592260360718,1.210176706314087,2.2951643466949463,0.8037521839141846,0.19509375095367432,-3.1415927410125732,-2.686659812927246,-2.88543963432312,-3.0726518630981445,2.0
523,0.030442582682179073,0.02415311600642158,0.1109248935371436,0.03019857309895897,0.024089278862575298,0.11062118028994564,15.0,0.1048407455758576,-0.07822578495587613,0.2029145613287769,-0.18295417726039886,-0.16060683131217957,-0.14487287402153015,-0.1903117448091507,-0.16748756170272827,-0.09626475721597672,-0.05196597799658775,-0.0380309596657753,-0.019151562824845314,2.3271212577819824,2.2686169147491455,-0.7227244973182678,1.4470531940460205,-2.3132431507110596,1.903979778289795,-2.1086199283599854,-1.646785020828247,1.0594558715820312,2.0
