rollout/error,errors,rollout/return,reference_action_mean,rollout/episodes,rollout/return_history,train/loss_critic,reference_action_std,reference_actor_Q_mean,rollout/actions_mean,rollout/Q_mean,total/steps,train/loss_actor,reference_Q_mean,total/steps_per_second,train/param_noise_distance,reference_Q_std,success rate,rollout/goal_tolerance,rollout/actions_std,total/duration,total/episodes,reference_actor_Q_std,rollout/episode_steps,total/epochs
0.00191,0.0008105491954622461,-11.740282798044618,-0.2534453,125602,-26.8,0.14184818,0.7884529,-3.8604155,-0.0014207162,-3.9530456,1599998,3.540344,-4.335516,24.662318462577314,0.0,4.047778,0.97,0.001,0.7088187,64876.22006940842,125602,4.051161,12.738332192162545,1
0.00087,0.0007896591893606184,-11.743388538276045,-0.24050061,125653,-23.77,0.13375126,0.8002474,-3.860539,-0.0014312658,-3.9533532,1600998,3.4689548,-4.3465137,24.663182287262945,0.0,4.0334125,0.98,0.001,0.7087496,64914.49405646324,125653,4.0492706,12.741438724105274,1
0.00072,0.0007360851583884218,-11.74729698551232,-0.23427194,125693,-21.94,0.12610558,0.8032097,-3.880794,-0.0014055055,-3.9536917,1601998,3.4414873,-4.3576365,24.6640920683917,0.0,3.9826684,0.99,0.001,0.7086786,64952.64433646202,125693,4.013365,12.745339835949496,1
0.02792,0.0007242992988092668,-11.749695798439625,-0.27136734,125739,-19.98,0.14128453,0.788986,-3.878665,-0.0014189939,-3.9537055,1602998,3.5053654,-4.4124737,24.66483829068468,0.0,4.015458,0.99,0.001,0.7086019,64991.22277259827,125739,4.0442634,12.74773936487486,1
0.17178,0.0007364106391870148,-11.753848110927363,-0.26467213,125776,-21.66,0.15904571,0.7828384,-3.8573928,-0.0014269402,-3.954786,1603998,3.5233524,-4.3740153,24.665693201230532,0.0,4.04542,1.0,0.001,0.70853674,65029.512323617935,125776,4.0723376,12.751892252894034,1
0.0367,0.001581174020766669,-11.759387320361185,-0.23491438,125808,-25.58,0.1324606,0.80293536,-3.8897238,-0.0014344293,-3.9552305,1604998,3.5010967,-4.374335,24.666685627779106,0.0,4.0342207,0.98,0.001,0.7084625,65067.4364695549,125808,4.0623646,12.757416062571538,1
0.00477,0.0016017914108282703,-11.763442910836174,-0.23756868,125847,-27.65,0.12202924,0.79406756,-3.8596601,-0.0014397445,-3.9557633,1605998,3.507796,-4.371506,24.667216784697924,0.0,3.9952948,0.97,0.001,0.7083799,65106.575014829636,125847,4.04294,12.761464317782705,1
0.00151,0.0014509068062969475,-11.767798414388078,-0.26554045,125882,-27.44,0.1579934,0.7892093,-3.8592186,-0.0014163094,-3.9566665,1606998,3.5325942,-4.37482,24.668148568868318,0.0,3.9949055,0.96,0.001,0.7083027,65144.653864622116,125882,4.031857,12.765804483563972,1
0.10255,0.001146519929405253,-11.772177131148842,-0.2837554,125918,-25.94,0.14651102,0.78495485,-3.8124187,-0.001405502,-3.9570112,1607998,3.5050714,-4.3215227,24.669150214967864,0.0,4.010925,0.96,0.001,0.7082209,65182.545243263245,125918,4.051863,12.770175828713924,1
0.00725,0.001151339624386965,-11.776464236659706,-0.2952547,125953,-26.68,0.12741163,0.7791343,-3.8669116,-0.0013770038,-3.9574783,1608998,3.4672732,-4.34161,24.670183458744887,0.0,4.02769,0.97,0.001,0.70814437,65220.35001039505,125953,4.0567093,12.774463490349575,1
0.00108,0.001878076614593421,-11.781126474370168,-0.25020292,125986,-27.44,0.16470414,0.7911963,-3.8849196,-0.0013764034,-3.957866,1609998,3.4697006,-4.366418,24.670644640561523,0.0,3.9777384,0.98,0.001,0.7080676,65259.6648144722,125986,4.0217752,12.779118314733383,1
0.00335,0.001771893702357747,-11.785416137633316,-0.25897363,126016,-29.09,0.14521934,0.79013574,-3.9065995,-0.0013639695,-3.9583228,1610998,3.4729185,-4.3769073,24.67145053702699,0.0,4.024878,0.99,0.001,0.7079891,65298.065777778625,126016,4.0366316,12.78340845606907,1
0.00346,0.0017488753213289968,-11.789885367498314,-0.26521635,126055,-28.29,0.15865634,0.79257417,-3.9254088,-0.0013714393,-3.9588418,1611998,3.373146,-4.433168,24.672151551560667,0.0,4.0405283,0.98,0.001,0.7079291,65336.74197936058,126055,4.045599,12.787870374043077,1
0.01643,0.0007000929068080122,-11.793436798655003,-0.25517398,126097,-25.05,0.16636762,0.8015327,-3.9769616,-0.0013982096,-3.9593606,1612998,3.407321,-4.450162,24.672753535891562,0.0,4.025345,0.99,0.001,0.70787084,65375.67838358879,126097,4.0588856,12.791422476347574,1
0.00294,0.0006906564804495331,-11.797092142919432,-0.23599124,126141,-22.37,0.13794659,0.8004771,-3.9223547,-0.0013975269,-3.9597235,1613998,3.4187841,-4.4317484,24.673581262245587,0.0,3.9818678,1.0,0.001,0.707802,65414.01440048218,126141,4.0255375,12.795078523239866,1
0.00181,0.0007058194032972475,-11.800375632989136,-0.24875414,126187,-21.15,0.17051058,0.8072251,-3.9585013,-0.0013964168,-3.9603577,1614998,3.4125173,-4.434025,24.674407115335985,0.0,4.034582,1.0,0.001,0.70774996,65452.35281443596,126187,4.067819,12.798362747351154,1
0.00764,0.0007203468898724241,-11.803474527263077,-0.26716515,126233,-20.0,0.13863295,0.79204893,-3.9615989,-0.0013832881,-3.960691,1615998,3.3919015,-4.4333673,24.675528466692967,0.0,4.0066457,1.0,0.001,0.70768684,65489.90438771248,126233,4.0276074,12.8014623751317,1
0.01649,0.0007183585388484731,-11.807772726552724,-0.25542662,126262,-23.77,0.13482004,0.7961683,-4.0223055,-0.0013809206,-3.9614286,1616998,3.4218302,-4.4821973,24.67650830822109,0.0,3.9979234,1.0,0.001,0.7076061,65527.82832169533,126262,4.032578,12.805761036574742,1
0.00285,0.000767086270044318,-11.812143716746897,-0.24637474,126304,-24.45,0.13281482,0.80210245,-3.9743223,-0.001365177,-3.9619277,1617998,3.437321,-4.4711347,24.677155309717335,0.0,4.0137115,0.99,0.001,0.70753896,65566.63358044624,126304,4.050614,12.810124778312643,1
0.17821,0.000760888737063512,-11.815911735142109,-0.284467,126347,-24.29,0.130763,0.7887174,-3.9502263,-0.0013751972,-3.9624126,1618998,3.4645603,-4.44792,24.677769878143003,0.0,4.001896,0.99,0.001,0.70747626,65605.52302718163,126347,4.0288343,12.813893483818374,1
0.00344,0.0007231245725658736,-11.819915338054358,-0.25007442,126385,-24.08,0.14235993,0.8094043,-3.835819,-0.0013903648,-3.963154,1619998,3.4420395,-4.357382,24.678538416214064,0.0,3.987676,1.0,0.001,0.7074141,65644.00098085403,126385,4.0453773,12.817897693555405,1
0.10672,0.0007538654192367975,-11.82394817398733,-0.24435896,126423,-24.19,0.14254619,0.805995,-3.9644024,-0.0013740219,-3.9638693,1620998,3.44013,-4.4722557,24.67933383351377,0.0,4.0149007,0.99,0.001,0.70734084,65682.40500068665,126423,4.032853,12.82192322599527,1
0.00658,0.0007596307631125715,-11.827579390182187,-0.24768977,126464,-23.97,0.13466851,0.8072031,-3.9368944,-0.0013656483,-3.9639096,1621998,3.3747895,-4.422551,24.680042364880187,0.0,3.9855623,0.99,0.001,0.70727015,65721.03791475296,126464,4.015682,12.82555509868421,1
0.05183,0.0007843039838007382,-11.831210921134799,-0.2441988,126507,-24.04,0.16361864,0.80390394,-3.85675,-0.0013661284,-3.9642758,1622998,3.3516657,-4.403674,24.680807948142984,0.0,4.0234756,0.99,0.001,0.70720804,65759.51660132408,126507,4.05119,12.829187317697835,1
0.00791,0.0007295497315268162,-11.834575237252377,-0.2801522,126553,-21.51,0.13367791,0.79494935,-4.0230613,-0.0013688854,-3.9645355,1623998,3.4134512,-4.497476,24.681692902721007,0.0,4.0451546,1.0,0.001,0.70714015,65797.67467331886,126553,4.068475,12.832552369363034,1
0.01284,0.0007336066631346408,-11.837859828735741,-0.29088345,126588,-22.4,0.1238596,0.78975993,-3.9230413,-0.0013702557,-3.9646437,1624998,3.3971076,-4.3688607,24.682640577882303,0.0,3.9898372,1.0,0.001,0.70706904,65835.66271495819,126588,4.0072474,12.83583752014409,1
0.01953,0.0034645369274463496,-11.842829728257007,-0.22728945,126627,-24.79,0.16596472,0.8102596,-3.98452,-0.0013474727,-3.965336,1625998,3.377338,-4.4394903,24.683441976403685,0.0,4.0190845,0.97,0.001,0.7069929,65874.03821372986,126627,4.057211,12.84078435088883,1
0.00434,0.003490606826504758,-11.84578524401219,-0.21831994,126674,-23.64,0.120433524,0.80702955,-3.9571176,-0.0013244569,-3.965756,1626998,3.403499,-4.442236,24.684215840403876,0.0,3.991026,0.97,0.001,0.7069347,65912.48474407196,126674,4.0056696,12.84374062554273,1
0.01768,0.0007422799297970712,-11.848524781617177,-0.20833957,126727,-19.06,0.12725082,0.81439567,-3.858612,-0.0013227568,-3.9663928,1627998,3.3878229,-4.386902,24.68500086781703,0.0,4.0231667,1.0,0.001,0.70687646,65950.89903855324,126727,4.044534,12.846481018251833,1
0.00784,0.0007349696275113996,-11.852240725109848,-0.24972534,126767,-21.62,0.12907435,0.8061767,-3.9081702,-0.0013145308,-3.9666786,1628998,3.3696024,-4.3725147,24.685810390728456,0.0,4.0241766,1.0,0.001,0.7068037,65989.24540925026,126767,4.0245347,12.85019760663264,1
0.13465,0.0007358709585777253,-11.85669784388259,-0.22809148,126802,-23.63,0.13122852,0.8086538,-3.9586973,-0.0013215699,-3.9671745,1629998,3.361375,-4.421507,24.68683210884397,0.0,3.9925485,1.0,0.001,0.7067299,66027.02172613144,126802,3.9904828,12.854655289348749,1
0.00319,0.001469125218270443,-11.861704895799658,-0.26557136,126823,-28.56,0.12681675,0.7885246,-3.975032,-0.001310938,-3.9690573,1630998,3.3636978,-4.4434776,24.68773675590992,0.0,4.0236683,0.98,0.001,0.70664346,66065.10820031166,126823,4.0348754,12.859646909472257,1
0.07499,0.0014740644185717976,-11.866022937768495,-0.2930447,126865,-29.67,0.13881598,0.7878601,-3.9172966,-0.0013060566,-3.9692194,1631998,3.3707438,-4.4471655,24.688505432934043,0.0,4.0104976,0.98,0.001,0.70656794,66103.55594158173,126865,4.0271406,12.863965632759232,1
0.14364,0.0014229429370463877,-11.869528559834212,-0.28230217,126909,-25.49,0.13322318,0.7899835,-3.9752564,-0.001294481,-3.970058,1632998,3.4021266,-4.4348564,24.68913341425812,0.0,4.009779,0.98,0.001,0.7065059,66142.37821149826,126909,4.0039816,12.867464088441324,1
0.04831,0.0007653908241886455,-11.873583047776597,-0.19939665,126945,-23.28,0.13564697,0.8217481,-3.9900382,-0.0012872322,-3.9703517,1633998,3.421594,-4.4226813,24.68969024381109,0.0,4.0086226,0.99,0.001,0.7064355,66181.38923025131,126945,4.0021386,12.871519161841743,1
0.00697,0.0010437514192839894,-11.876321944074776,-0.2998793,126991,-23.57,0.13744165,0.7871603,-3.9960628,-0.0012869936,-3.97124,1634998,3.4311047,-4.4448295,24.690587014485786,0.0,4.011777,0.98,0.001,0.706373,66219.48676395416,126991,3.980557,12.874250931168351,1
0.11046,0.0010307901764764719,-11.880877594879909,-0.30519405,127029,-23.87,0.13039069,0.7856301,-3.8497581,-0.0012686768,-3.9716718,1635998,3.360153,-4.319582,24.691673881177405,0.0,4.029794,0.98,0.001,0.70630175,66257.07142710686,127029,4.0210004,12.878799329287013,1
0.03971,0.0010419733195138523,-11.884649588793136,-0.291799,127065,-24.82,0.14542301,0.78554314,-3.9342256,-0.0012639642,-3.9717624,1636998,3.300764,-4.39822,24.69234307620212,0.0,3.9388692,0.97,0.001,0.70622003,66295.77415752411,127065,3.9415894,12.882564042025734,1
0.00216,0.0007553434035219657,-11.888862663645519,-0.2917966,127104,-25.44,0.12146473,0.7849242,-3.9370189,-0.001264524,-3.9716663,1637998,3.3723693,-4.441866,24.69304924708073,0.0,3.9610221,0.99,0.001,0.70614105,66334.37545967102,127104,3.9680398,12.886777756797583,1
0.0057,0.0007515684501946711,-11.89257062857862,-0.3086462,127144,-25.14,0.13156606,0.7792471,-4.0148525,-0.0012737232,-3.9716752,1638998,3.3383646,-4.4690866,24.694081226339865,0.0,3.988658,0.99,0.001,0.70606637,66372.0988433361,127144,3.9755263,12.890486377650538,1
0.12581,0.0007247028163044192,-11.896910702070278,-0.27793887,127181,-23.71,0.12316584,0.79713356,-4.018244,-0.001291542,-3.9723885,1639998,3.299873,-4.5254273,24.695004870836172,0.0,3.9665592,1.0,0.001,0.7060019,66410.1104080677,127181,3.9728115,12.894827057500727,1
0.00088,0.0007687987050599223,-11.900397717447692,-0.28850356,127226,-25.11,0.10498254,0.79447573,-4.0035763,-0.001282598,-3.973365,1640998,3.311101,-4.4835863,24.695759979567278,0.0,3.977515,0.99,0.001,0.7059352,66448.57260346413,127226,3.9607708,12.898306949837297,1
0.00375,0.0007877313476522714,-11.90385748748615,-0.28825164,127259,-23.63,0.13315581,0.79592496,-3.9739857,-0.0012793911,-3.9736707,1641998,3.3060818,-4.4533863,24.696549854796444,0.0,3.9840543,0.99,0.001,0.7058615,66486.938849926,127259,3.9764252,12.901767262040405,1
0.0049,0.0007474582939504669,-11.90908448159379,-0.260814,127294,-25.51,0.11944068,0.79875416,-3.9486,-0.0012815569,-3.9740465,1642998,3.357119,-4.4531326,24.69705927804264,0.0,4.019587,1.0,0.001,0.70579666,66526.05808258057,127294,4.003985,12.906994830863985,1
0.0309,0.0007552369232257695,-11.91248929971021,-0.2715086,127333,-25.36,0.1378909,0.8030174,-3.9456458,-0.0012708615,-3.9746244,1643998,3.3653822,-4.396748,24.69740268510848,0.0,4.0144854,1.0,0.001,0.70572245,66565.62315320969,127333,3.983347,12.910400289005992,1
0.02096,0.0007550906187167388,-11.917677540925686,-0.30647853,127365,-27.3,0.13024165,0.78983593,-4.1516066,-0.0012671377,-3.9749756,1644998,3.32905,-4.558899,24.69782939148195,0.0,3.982658,0.99,0.001,0.705636,66604.96248173714,127365,3.9497828,12.91558120362737,1
0.06992,0.0007242172166385816,-11.920799616987544,-0.28412053,127411,-24.72,0.1298977,0.80063057,-4.0811253,-0.0012863836,-3.9753766,1645998,3.2797635,-4.512922,24.698173436485888,0.0,4.0003743,0.99,0.001,0.70557785,66644.52350020409,127411,3.9473999,12.918704036543156,1
0.02045,0.0008181699626300728,-11.924800112988144,-0.283849,127447,-25.15,0.12871072,0.8023547,-4.089307,-0.0012896602,-3.9760382,1646998,3.33022,-4.538333,24.698979748839914,0.0,3.9534063,0.99,0.001,0.7055187,66682.83535385132,127447,3.9464333,12.922697278084224,1
0.05032,0.0008520795181526698,-11.929471842862858,-0.26651734,127481,-26.02,0.14041823,0.80264777,-4.0030212,-0.0012870148,-3.9768968,1647998,3.319534,-4.4236584,24.69975416378139,0.0,3.983739,0.97,0.001,0.7054465,66721.23087024689,127481,3.9408667,12.927353880186066,1
0.03793,0.0008140092337836279,-11.933078738737326,-0.24497469,127523,-25.51,0.1642813,0.7971489,-4.1220837,-0.0012752722,-3.9776673,1648998,3.3623562,-4.575708,24.70051314101595,0.0,3.9705794,0.97,0.001,0.70538217,66759.66570353508,127523,3.9507327,12.930953631893855,1
0.02106,0.0014834851535853583,-11.937330469276722,-0.25360686,127558,-26.19,0.13836902,0.80653286,-4.035657,-0.0012825554,-3.9782414,1649998,3.2974317,-4.5228586,24.70110974444425,0.0,3.9610054,0.97,0.001,0.70531833,66798.53727507591,127558,3.9560108,12.935198105959643,1
0.03336,0.001870345534542304,-11.942289906416065,-0.26662567,127586,-28.05,0.15538937,0.80101395,-4.069374,-0.001297425,-3.979078,1650998,3.3309596,-4.4905834,24.701682308181198,0.0,3.9443579,0.96,0.001,0.70523167,66837.47201514244,127586,3.943826,12.94014233536595,1
0.00372,0.001805725585792304,-11.945897028058326,-0.26605543,127627,-28.18,0.15809254,0.79260355,-4.057834,-0.0012858717,-3.9796429,1651998,3.3238547,-4.490842,24.702401549216184,0.0,3.9817884,0.97,0.001,0.70518196,66876.00785326958,127627,3.9630952,12.943750146912487,1
0.00427,0.000732098907279281,-11.948843074898564,-0.2857011,127666,-24.89,0.12919052,0.7892365,-4.087427,-0.0012828754,-3.9799802,1652998,3.3060532,-4.5408125,24.703349597413904,0.0,3.9314432,0.99,0.001,0.70509404,66913.92167210579,127666,3.904976,12.946696849591904,1
0.00096,0.0007461613288634356,-11.953878078383775,-0.29980975,127705,-24.22,0.13595402,0.7922487,-4.085019,-0.0012853743,-3.9807076,1653998,3.3429413,-4.55182,24.704068974264953,0.0,3.9254844,0.99,0.001,0.70502865,66952.45231556892,127705,3.9176705,12.951724677968755,1
0.02789,0.0007891465055759799,-11.958273967026257,-0.29935026,127738,-26.51,0.142281,0.78964424,-4.0280104,-0.0012617982,-3.9816537,1654998,3.3715122,-4.511352,24.705023956056575,0.0,3.958311,0.98,0.001,0.70496595,66990.34184074402,127738,3.95587,12.956113294399474,1
0.01452,0.0007979591581806722,-11.962667877156184,-0.2747301,127772,-28.16,0.12385712,0.80024385,-4.140176,-0.0012381845,-3.9825368,1655998,3.299138,-4.5861683,24.705772782898823,0.0,3.948309,0.96,0.001,0.7048913,67028.78774738312,127772,3.9450805,12.960492126600506,1
0.08611,0.0007761243753591225,-11.96614505907206,-0.2753656,127810,-26.32,0.13830826,0.79760414,-4.0562196,-0.0012354013,-3.9830058,1656998,3.3197827,-4.48884,24.70650609623172,0.0,3.9666662,0.95,0.001,0.70482254,67067.27343583107,127810,3.9545298,12.963954307174712,1
0.04283,0.0007111926554327766,-11.969926635068125,-0.32286683,127854,-23.21,0.13377477,0.7829296,-4.1371107,-0.0012342487,-3.9839723,1657998,3.3298361,-4.5795946,24.707398883287826,0.0,3.9421055,0.97,0.001,0.70477635,67105.32370615005,127854,3.9373727,12.967728815680385,1
0.00195,0.00099552203528478,-11.974048415850874,-0.26115456,127892,-24.18,0.12995845,0.8047277,-4.098042,-0.0012141413,-3.9846833,1658998,3.3365095,-4.5692253,24.708168214893888,0.0,3.9534836,0.97,0.001,0.70470464,67143.70671153069,127892,3.9475183,12.971843430394395,1
0.00281,0.0009670928342559289,-11.97769926445874,-0.2834581,127933,-24.31,0.1430377,0.7960289,-4.1911125,-0.0012212511,-3.9850109,1659998,3.2925615,-4.6237745,24.708527786344316,0.0,3.9427276,0.99,0.001,0.7046289,67183.2014579773,127933,3.9337108,12.975494985656555,1
0.1615,0.0007230391326973958,-11.981488282684628,-0.2897425,127973,-22.74,0.123572014,0.7958957,-4.1204762,-0.0012240646,-3.9855866,1660998,3.3753545,-4.565308,24.70933942806241,0.0,3.9214742,1.0,0.001,0.7045741,67221.46518063545,127973,3.9278426,12.979284692864901,1
0.0015,0.000727530473352188,-11.984432119981253,-0.2884462,128020,-22.8,0.14160635,0.8017683,-4.1421194,-0.0012324617,-3.9861224,1661998,3.3360727,-4.580032,24.71009708788536,0.0,3.9608116,1.0,0.001,0.7045091,67259.87332582474,128020,3.9629207,12.982229339165755,1
0.06255,0.0011446616328410087,-11.988801686775213,-0.28151897,128055,-23.34,0.13712513,0.8041603,-4.0752387,-0.001253056,-3.9861958,1662998,3.2991912,-4.526599,24.71068271019772,0.0,3.95312,0.99,0.001,0.7044283,67298.74765110016,128055,3.940945,12.986591698879387,1
0.01662,0.0011388164403881849,-11.992029539883527,-0.26722077,128098,-23.39,0.15828918,0.80532473,-4.1001353,-0.001216136,-3.9866974,1663998,3.3169112,-4.558962,24.711484073050052,0.0,3.9589875,0.99,0.001,0.70437324,67337.03225111961,128098,3.940975,12.98982029383753,1
0.0323,0.0007246194016539578,-11.995762414253273,-0.25257823,128139,-22.57,0.14725418,0.8026665,-4.1397285,-0.0012121648,-3.98704,1664998,3.419219,-4.5728273,24.71217341454698,0.0,3.9169044,0.99,0.001,0.7043166,67375.61978340149,128139,3.8924172,12.993546071063454,1
0.10925,0.0007270644972137369,-11.999212039413633,-0.279598,128179,-22.33,0.12712821,0.7947556,-4.1709166,-0.0011809038,-3.9875379,1665998,3.2990603,-4.5930605,24.712612457899503,0.0,3.949182,0.99,0.001,0.70425653,67414.88795804977,128179,3.9244292,12.996996387863847,1
0.03024,0.0025885671935297334,-12.004063804063804,-0.2573851,128205,-26.67,0.13106298,0.8056955,-4.140259,-0.0011534075,-3.9883575,1666998,3.2840042,-4.619129,24.713140387171432,0.0,3.914649,0.98,0.001,0.7041878,67453.91212463379,128205,3.910579,13.001840801840801,1
0.00166,0.0038009537528433048,-12.008242358078602,-0.23913431,128240,-27.87,0.14317119,0.80977845,-4.148636,-0.0011681742,-3.9892113,1667998,3.3092792,-4.5942802,24.713763862559883,0.0,3.9257977,0.97,0.001,0.7041164,67492.67368888855,128240,3.912944,13.006004366812228,1
0.00323,0.004421216948926331,-12.013003211824504,-0.257584,128276,-29.89,0.13507502,0.8097125,-4.243869,-0.001136532,-3.989722,1668998,3.3089652,-4.6999607,24.714547056158775,0.0,3.9211035,0.95,0.001,0.70405453,67530.99687433243,128276,3.9046025,13.010750257257788,1
0.06935,0.0013780946752303582,-12.015257182486188,-0.27406895,128333,-22.0,0.120298,0.80447495,-4.1244354,-0.0011510582,-3.9899342,1669998,3.2974236,-4.558441,24.715120426927673,0.0,3.9567292,0.98,0.001,0.70400167,67569.89127111435,128333,3.9305456,13.01300522858501,1
0.04201,0.0007595008831049238,-12.018461394653206,-0.2813885,128376,-19.02,0.1270481,0.7909789,-4.1292152,-0.001155136,-3.9899418,1670998,3.3804085,-4.6307077,24.715996607050556,0.0,3.9522877,1.0,0.001,0.7039315,67607.95555067062,128376,3.9522917,13.016210195052034,1
0.00197,0.0007539081936816572,-12.022208897575867,-0.30015495,128417,-20.83,0.14321007,0.7957611,-4.241946,-0.0011716185,-3.990233,1671998,3.2954025,-4.6781697,24.71683807550506,0.0,3.9498281,1.0,0.001,0.7038708,67646.11213183403,128417,3.9497592,13.019958416720527,1
0.00054,0.0007454984652250017,-12.025454800214847,-0.24212432,128463,-21.94,0.15885042,0.81279457,-4.2882957,-0.0011509464,-3.990534,1672998,3.3236098,-4.738515,24.717573275329777,0.0,3.9508498,1.0,0.001,0.7038029,67684.55711102486,128463,3.9469292,13.02320512521115,1
0.10976,0.0007872500748366704,-12.029884198729922,-0.27424538,128496,-24.97,0.11930473,0.7988916,-4.323901,-0.0011275625,-3.991631,1673998,3.2635157,-4.7385864,24.718034367622014,0.0,3.874118,0.99,0.001,0.70372707,67723.75080895424,128496,3.8653169,13.02762731913834,1
0.00642,0.0007891221197669435,-12.033320885652492,-0.28243127,128538,-24.63,0.14567299,0.7975335,-4.266949,-0.0011244185,-3.9925764,1674998,3.2343116,-4.7054334,24.718754941090353,0.0,3.9399889,0.99,0.001,0.7036856,67762.23171401024,128538,3.9290445,13.031064743499977,1
0.00307,0.0008474044944336405,-12.036600351537588,-0.26690152,128578,-23.38,0.1215355,0.8022888,-4.23044,-0.0011222364,-3.993178,1675998,3.2642224,-4.653551,24.719320953633353,0.0,3.925883,0.98,0.001,0.70362204,67801.134308815,128578,3.9132211,13.034337133879824,1
0.16791,0.0009071825395762731,-12.040127200348323,-0.23188739,128616,-23.3,0.15258627,0.8185991,-4.241585,-0.001100964,-3.9946523,1676998,3.3027222,-4.6447244,24.719661697167624,0.0,3.9584086,0.98,0.001,0.7035616,67840.65334486961,128616,3.918748,13.03785687628289,1
0.02973,0.0010200939431977184,-12.045177187541295,-0.27291086,128649,-25.04,0.12223465,0.80412936,-4.1803164,-0.0011151441,-3.9959946,1677998,3.2975996,-4.641716,24.720219312831347,0.0,3.9280198,0.97,0.001,0.70348936,67879.57577419281,128649,3.9247377,13.04289189966498,1
0.05482,0.0010434921202322458,-12.04992189989198,-0.2629871,128681,-27.96,0.13757601,0.8065028,-4.204548,-0.0011174558,-3.9961567,1678998,3.3003206,-4.6906147,24.721182276975146,0.0,3.94466,0.96,0.001,0.7034133,67917.38280105591,128681,3.9416203,13.047629409159084,1
0.11358,0.0016009399394585685,-12.053767450532547,-0.30077264,128721,-27.23,0.15532365,0.80566627,-4.2914753,-0.001114074,-3.997104,1679998,3.2865467,-4.7334757,24.72175223998325,0.0,3.938863,0.97,0.001,0.70335597,67956.26716470718,128721,3.9399498,13.051467903450098,1
0.00469,0.0013907980951261114,-12.056074984080638,-0.27242908,128774,-20.87,0.10917464,0.8001011,-4.1899343,-0.0011305541,-3.9971557,1680998,3.319976,-4.651206,24.722199871527273,0.0,3.9565096,0.99,0.001,0.703301,67995.48619198799,128774,3.9470594,13.053776383431439,1
0.00122,0.0014069966511439749,-12.060976840601539,-0.25438043,128803,-23.48,0.109890364,0.81195253,-4.123796,-0.0011196246,-3.9983375,1681998,3.2687752,-4.5771475,24.722892766518992,0.0,3.9714835,0.98,0.001,0.7032229,68034.02886080742,128803,3.9486148,13.058670993688036,1
0.11573,0.0007314279371672164,-12.064745967929712,-0.2983775,128842,-24.81,0.12371735,0.7984805,-4.2110825,-0.0010929356,-3.9988189,1682998,3.3498187,-4.7065916,24.723554590730068,0.0,3.96036,0.99,0.001,0.7031532,68072.6549179554,128842,3.9371781,13.062440818987596,1
0.00043,0.0007417918078843154,-12.067810286370444,-0.23786032,128889,-23.09,0.1229359,0.8153222,-4.279218,-0.0011009129,-3.9987986,1683998,3.2496436,-4.690052,24.724308596747733,0.0,3.9025185,1.0,0.001,0.70308816,68111.0249619484,128889,3.887731,13.065505978012087,1
0.03802,0.0007054106364281185,-12.071769852473512,-0.25617352,128926,-23.61,0.12171438,0.81267005,-4.313258,-0.0011011363,-3.9992762,1684998,3.2713408,-4.7140436,24.724769745954863,0.0,3.9357052,1.0,0.001,0.7030186,68150.19987297058,128926,3.9200635,13.069466205420163,1
0.0022,0.0010752647572267223,-12.07658485518204,-0.26929322,128955,-26.45,0.13012451,0.8097753,-4.2398634,-0.0010825564,-3.9997845,1685998,3.3399277,-4.6595616,24.725246249846318,0.0,3.941151,0.99,0.001,0.70294,68189.33097624779,128955,3.9277165,13.07427397154046,1
0.01497,0.0010592642218396871,-12.08102304090303,-0.2705904,128988,-29.15,0.122861564,0.8100133,-4.257613,-0.0010534774,-4.000426,1686998,3.2678444,-4.671128,24.72579910771748,0.0,3.9261343,0.99,0.001,0.70287764,68228.24987983704,128988,3.9241076,13.078712748472727,1
0.00863,0.0010868817438892569,-12.083000736234355,-0.25123748,129035,-25.62,0.14678864,0.813071,-4.2901287,-0.001073831,-4.0007386,1687998,3.2440598,-4.7596974,24.725951997898207,0.0,3.928815,0.99,0.001,0.70281494,68268.27133464813,129035,3.9243422,13.080691285310188,1
0.11596,0.0008266605689315086,-12.087500871599792,-0.2818838,129073,-23.0,0.14158364,0.81190866,-4.163327,-0.001059017,-4.0023713,1688998,3.2985668,-4.615037,24.726256333155657,0.0,3.9020927,0.99,0.001,0.702745,68307.87391519547,129073,3.9092045,13.085184353040528,1
0.007,0.0008347182594222971,-12.091992037735556,-0.25972942,129109,-25.0,0.12798783,0.8176996,-4.395338,-0.0010535284,-4.0027723,1689998,3.2852852,-4.765513,24.726756751277534,0.0,3.9060965,0.99,0.001,0.7026722,68346.93352627754,129109,3.8952267,13.089676165100807,1
0.0038,0.0008811746863507218,-12.095430929686955,-0.26384413,129151,-24.87,0.13343528,0.810893,-4.2426615,-0.0010358439,-4.0031843,1690998,3.308999,-4.684122,24.72765259552855,0.0,3.9284258,0.98,0.001,0.7026068,68384.89797878265,129151,3.9249651,13.093108067301067,1
0.03386,0.0017265981372093847,-12.100005418669639,-0.267187,129183,-25.73,0.113670826,0.80962807,-4.2279873,-0.0010310689,-4.0042644,1691998,3.2905169,-4.676611,24.728156709016528,0.0,3.9287627,0.97,0.001,0.7025215,68423.94360041618,129183,3.9301522,13.097667649768159,1
0.04863,0.002015418066114472,-12.102691283892534,-0.27123007,129232,-22.62,0.11964634,0.7984937,-4.3310604,-0.0010145088,-4.004808,1692998,3.260306,-4.7634563,24.728626007571872,0.0,3.9147797,0.97,0.001,0.7024492,68463.0840177536,129232,3.9062102,13.10034666336511,1
