rollout/error,errors,rollout/return,reference_action_mean,rollout/episodes,rollout/return_history,train/loss_critic,reference_action_std,reference_actor_Q_mean,rollout/actions_mean,rollout/Q_mean,total/steps,train/loss_actor,reference_Q_mean,total/steps_per_second,train/param_noise_distance,reference_Q_std,success rate,rollout/goal_tolerance,rollout/actions_std,total/duration,total/episodes,reference_actor_Q_std,rollout/episode_steps,total/epochs
0.02705,0.00375517886518267,-9.26523527032493,-0.17889987,59336,-9.99,0.033372298,0.7708264,-1.3042347,-0.004154162,-3.629658,608998,1.5695031,-1.9900793,24.680582583131567,0.0,4.276525,1.0,0.00593,0.76318544,24675.187384605408,59336,4.274438,10.263398274234866,1
0.19351,0.003665199530804204,-9.266840555321835,-0.12829423,59425,-10.19,0.031386446,0.7829167,-1.2757438,-0.0042365016,-3.6298618,609998,1.6014001,-1.9645603,24.68126612605198,0.0,4.261957,1.0,0.00591,0.76314425,24715.02057003975,59425,4.267076,10.265006310475389,1
0.21195,0.0038494079718451677,-9.267848441569353,-0.2054969,59515,-10.21,0.03322354,0.772338,-1.2342007,-0.004217319,-3.6307225,610998,1.5789582,-1.9315597,24.68142996048816,0.0,4.302785,1.0,0.0059,0.763116,24755.37280368805,59515,4.3089757,10.266016970511636,1
0.09635,0.003427086275455222,-9.269923828059461,-0.1333076,59602,-10.17,0.03532534,0.77821046,-1.2483926,-0.004128952,-3.6314893,611998,1.6119602,-1.9734468,24.681813083080776,0.0,4.2374434,1.0,0.00589,0.76308435,24795.5042014122,59602,4.2545085,10.268095030368109,1
0.10223,0.0035053993408765355,-9.271141861555988,-0.15039714,59692,-9.86,0.03129263,0.77727354,-1.2570148,-0.0040755463,-3.6319315,612998,1.6379591,-1.9921178,24.682854257266715,0.0,4.231756,1.0,0.00588,0.7630603,24834.97222852707,59692,4.265662,10.269315821215573,1
0.06217,0.003811241411810178,-9.272117491594601,-0.12032626,59783,-9.91,0.03467425,0.77841985,-1.2761984,-0.004051451,-3.6325924,613998,1.5941979,-1.9790092,24.682781208825777,0.0,4.273031,1.0,0.00587,0.76303124,24875.55980038643,59783,4.279009,10.2702942308014,1
0.02954,0.003956736868174698,-9.272792558077391,-0.11183388,59877,-9.69,0.032703973,0.7804628,-1.3438455,-0.0041097817,-3.6326387,614998,1.6879272,-2.0591943,24.68226786931207,0.0,4.222817,1.0,0.00586,0.76299,24916.59207558632,59877,4.233998,10.270972159593834,1
0.01415,0.0035609911432702337,-9.272730304293455,-0.14513229,59975,-9.2,0.03448336,0.77672625,-1.264081,-0.0040096985,-3.6330166,615998,1.5977591,-1.9663372,24.682113906787205,0.0,4.246049,1.0,0.00584,0.7629575,24957.262669086456,59975,4.2587414,10.27091288036682,1
0.04552,0.0036835349265103593,-9.272706086030098,-0.14330009,60072,-9.48,0.033317372,0.773684,-1.2791286,-0.004026763,-3.6330779,616998,1.6172287,-1.9671261,24.683193004866585,0.0,4.22692,1.0,0.00583,0.7629214,24996.68498635292,60072,4.235923,10.270891596750566,1
0.09825,0.003656500795935432,-9.274114459533585,-0.1417126,60161,-10.51,0.03271328,0.7728522,-1.2893407,-0.0040006395,-3.6339297,617998,1.5832688,-2.0020628,24.684715057259506,0.0,4.2468376,1.0,0.00582,0.76289207,25035.65459704399,60161,4.2649446,10.27230265454364,1
0.12848,0.0036526644413770837,-9.275980546749215,-0.13832448,60247,-10.19,0.03358575,0.77168334,-1.3019083,-0.0040276567,-3.6341693,618998,1.6095936,-1.9785614,24.685642733153486,0.0,4.247978,1.0,0.00581,0.7628556,25075.22314453125,60247,4.2346873,10.274171328032931,1
0.13291,0.003615942267041213,-9.278721676142485,-0.18076499,60329,-10.93,0.03439132,0.7642794,-1.3414026,-0.003990469,-3.6350641,619998,1.5905738,-2.0334082,24.68606340397223,0.0,4.236193,1.0,0.0058,0.76282495,25115.304528474808,60329,4.242223,10.276914916540967,1
0.03146,0.003484703139559549,-9.281871306305561,-0.17388742,60407,-12.04,0.032754406,0.76886064,-1.3227288,-0.0039088824,-3.6360676,620998,1.6012836,-1.999967,24.6865343121284,0.0,4.252192,1.0,0.00579,0.7627908,25155.33335494995,60407,4.2491374,10.280066879666263,1
0.00429,0.003619708193973121,-9.281773708392556,-0.12889372,60506,-9.14,0.033527136,0.77134997,-1.2962298,-0.003934651,-3.6364846,621998,1.6358323,-1.9806285,24.68722605500856,0.0,4.2260523,1.0,0.00577,0.7627764,25195.13527417183,60506,4.222026,10.279972234158596,1
0.06574,0.003527351074542272,-9.283229362643166,-0.18469913,60594,-10.75,0.034833856,0.7728852,-1.3774728,-0.0038774444,-3.6367,622998,1.5680056,-2.0786085,24.68855225355418,0.0,4.2201695,1.0,0.00576,0.762745,25234.286466121674,60594,4.2270126,10.28143050467043,1
0.01036,0.0035205493083895535,-9.283040318992931,-0.15499522,60691,-9.14,0.0342992,0.7744452,-1.2972218,-0.003853436,-3.636803,623998,1.6174951,-1.9969935,24.689543822003664,0.0,4.247843,1.0,0.00575,0.7627119,25273.775995969772,60691,4.256171,10.281244336063008,1
0.02188,0.0035297617025483612,-9.28520657485562,-0.13749547,60777,-10.54,0.033234615,0.76340675,-1.2863576,-0.003843593,-3.6375852,624998,1.6059588,-2.0073295,24.688902335702952,0.0,4.236555,1.0,0.00574,0.76268584,25314.936707258224,60777,4.250982,10.283413133257646,1
0.02537,0.003620271552285989,-9.287648498989467,-0.122659825,60859,-10.94,0.034000155,0.7707424,-1.301407,-0.0037243771,-3.6382923,625998,1.5753288,-1.9976312,24.68873120163495,0.0,4.226555,1.0,0.00573,0.7626681,25355.61649107933,60859,4.234173,10.285857473832959,1
0.10325,0.0035069155254367564,-9.287188320209975,-0.18968378,60960,-8.95,0.033221476,0.7707961,-1.2913429,-0.0037275178,-3.6381707,626998,1.6500955,-1.9774263,24.689824426988007,0.0,4.251869,1.0,0.00572,0.7626423,25394.996301174164,60960,4.257326,10.285400262467192,1
0.05676,0.0035545979877995098,-9.289777195281783,-0.14085658,61040,-10.51,0.033965185,0.76809716,-1.2486297,-0.0038368534,-3.6392472,627998,1.6326834,-1.9788907,23.719940726915983,0.0,4.2471313,1.0,0.00571,0.7626146,26475.52990245819,61040,4.2674255,10.287991480996068,1
0.18184,0.0035344145103037555,-9.291481948011581,-0.14008658,61129,-11.08,0.0331869,0.76681703,-1.2497512,-0.003892578,-3.6399472,628998,1.5675044,-1.9620131,23.722049887077866,0.0,4.251817,1.0,0.00569,0.7625793,26515.33079957962,61129,4.2717595,10.28969883361416,1
0.00575,0.0035640316386581035,-9.292002874783574,-0.17594035,61222,-9.63,0.03448026,0.76990825,-1.3304119,-0.003986596,-3.6400297,629998,1.6203305,-2.0584583,23.724027576530396,0.0,4.23768,1.0,0.00568,0.76255697,26555.2717795372,61222,4.26562,10.290222469047075,1
0.18125,0.003259836174397589,-9.291515141631741,-0.15774111,61321,-8.91,0.03471372,0.77027214,-1.2497151,-0.004104815,-3.6405108,630998,1.6211456,-1.9747653,23.716527750125223,0.0,4.2531805,1.0,0.00567,0.762525,26605.83398413658,61321,4.280351,10.289737610280328,1
0.00905,0.003412892783399976,-9.294150218226825,-0.20854567,61404,-10.79,0.03354583,0.75639814,-1.3137665,-0.0041562323,-3.6412108,631998,1.6316208,-2.0145416,23.718704828319378,0.0,4.2510076,1.0,0.00566,0.76248735,26645.552721977234,61404,4.2606306,10.292375089570712,1
0.09013,0.0032962409312180248,-9.293769510926118,-0.19918662,61504,-9.06,0.034776058,0.7743674,-1.310607,-0.00422511,-3.6409051,632998,1.6180742,-2.0116072,23.71969305309225,0.0,4.2535706,1.0,0.00565,0.7624606,26686.60165977478,61504,4.259464,10.291997268470343,1
0.11324,0.0035772730197583193,-9.292909781514787,-0.2219665,61606,-8.79,0.03332904,0.7603572,-1.3189343,-0.0041759694,-3.6412418,633998,1.5732933,-2.0666447,23.72127617913781,0.0,4.2281528,1.0,0.00564,0.76243293,26726.97687983513,61606,4.2644267,10.29114047333052,1
0.00126,0.00337982558652623,-9.296003890735188,-0.20001304,61685,-11.04,0.035284266,0.7603097,-1.3487699,-0.004220102,-3.642283,634998,1.6421237,-2.0304513,23.722949261624574,0.0,4.231847,1.0,0.00563,0.76240224,26767.245210409164,61685,4.2336135,10.294236848504498,1
0.04049,0.0035230224008816783,-9.298766271614532,-0.18668018,61764,-11.11,0.03426049,0.76636976,-1.3307538,-0.004233609,-3.643668,635998,1.6553137,-2.0304694,23.725336354638205,0.0,4.2379584,1.0,0.00562,0.76238286,26806.701093435287,61764,4.2552185,10.297001489540833,1
0.00424,0.0036461011134934335,-9.300706536676852,-0.20676126,61851,-11.16,0.034945674,0.7703947,-1.2644188,-0.0041408474,-3.643989,636998,1.6043141,-1.9714198,23.727529844636614,0.0,4.2243466,1.0,0.0056,0.7623436,26846.36808681488,61851,4.2394724,10.298944236956556,1
0.19602,0.0035188923248363427,-9.301057389619825,-0.21782903,61945,-9.66,0.034367427,0.76627064,-1.3558257,-0.004043948,-3.6441913,637998,1.639886,-2.0391192,23.72974758804428,0.0,4.2268376,1.0,0.00559,0.7623041,26886.000267505646,61945,4.242924,10.299297764145614,1
0.05455,0.0033192575401758645,-9.30107024273879,-0.2012335,62042,-9.55,0.03296777,0.77027214,-1.3359416,-0.0040527564,-3.6441627,638998,1.6592035,-2.050783,23.731332483526774,0.0,4.2195954,1.0,0.00558,0.7622674,26926.343071699142,62042,4.2357545,10.299313368363366,1
0.09676,0.0033553334732102503,-9.303848816058464,-0.19690557,62123,-11.3,0.034597836,0.7618918,-1.2651329,-0.0040817377,-3.6452026,639998,1.6284194,-1.9634566,23.733028619112662,0.0,4.2534137,1.0,0.00557,0.76222795,26966.554090976715,62123,4.2623873,10.302094232409896,1
0.10916,0.0033824753710088294,-9.303595249192394,-0.17171185,62221,-9.08,0.0329838,0.76303506,-1.2802196,-0.004025709,-3.6456938,640998,1.6620512,-2.03544,23.735110626295384,0.0,4.2304955,1.0,0.00556,0.76220065,27006.320302963257,62221,4.267274,10.301843429067358,1
0.01222,0.003272448017675772,-9.305668795942605,-0.19170709,62306,-10.97,0.035692535,0.76718074,-1.324037,-0.0041367556,-3.6462495,641998,1.6193959,-2.041154,23.737831859177668,0.0,4.231499,1.0,0.00555,0.76217663,27045.35122704506,62306,4.25643,10.303919365711167,1
0.10323,0.0033689062316384685,-9.30550926222678,-0.20113777,62404,-9.07,0.035699125,0.7618402,-1.312424,-0.00416497,-3.646168,642998,1.6071723,-2.039394,23.740023999136113,0.0,4.2303457,1.0,0.00554,0.7621343,27084.976831674576,62404,4.2586336,10.303762579321837,1
0.09856,0.0033841159165302255,-9.306653438730118,-0.17227869,62494,-9.76,0.03346414,0.7741772,-1.3380345,-0.0042003053,-3.6467721,643998,1.6485634,-2.0438488,23.7423851425197,0.0,4.236806,1.0,0.00553,0.7620967,27124.40204024315,62494,4.2504683,10.304909271290043,1
0.04392,0.003318880171067733,-9.30838313784397,-0.19468285,62578,-10.35,0.03523454,0.7666443,-1.2531917,-0.004240563,-3.647286,644998,1.6615504,-1.963483,23.7441254261322,0.0,4.2657533,1.0,0.00552,0.7620686,27164.529685735703,62578,4.2842374,10.30664131164307,1
0.01912,0.0036924914602577542,-9.309955798107456,-0.16971882,62667,-10.96,0.03505093,0.75970244,-1.3025892,-0.004218758,-3.647123,645998,1.6113707,-2.0236006,23.74584157220193,0.0,4.2233553,1.0,0.0055,0.7620289,27204.679102897644,62667,4.252952,10.308216445657203,1
0.03304,0.0034112868768625478,-9.31123717254127,-0.20182109,62756,-9.81,0.034320224,0.76513416,-1.2478971,-0.004149607,-3.6479332,646998,1.6290375,-1.99578,23.747995107291274,0.0,4.2368665,1.0,0.00549,0.7619997,27244.320923805237,62756,4.2843375,10.309500286825164,1
0.03798,0.003393435145415947,-9.311557309234392,-0.21899092,62852,-9.73,0.03440978,0.7717816,-1.3885187,-0.0041602333,-3.6476836,647998,1.6312666,-2.0649018,23.750063300303328,0.0,4.225081,1.0,0.00548,0.7619709,27284.053596258163,62852,4.2329946,10.309823076433526,1
0.12635,0.00311687481346587,-9.312927980171906,-0.1996464,62941,-10.17,0.03477464,0.76980436,-1.3242774,-0.0041201604,-3.6480777,648998,1.6805705,-2.0316105,23.751992677600853,0.0,4.2068653,1.0,0.00547,0.76194715,27323.939039945602,62941,4.23293,10.311196199615512,1
0.01177,0.0034550704623924817,-9.315001983339945,-0.2016571,63025,-10.98,0.036477063,0.76929367,-1.3651679,-0.0041041826,-3.6483784,649998,1.633645,-2.1002052,23.75409228450171,0.0,4.2085824,1.0,0.00546,0.7619106,27363.621906280518,63025,4.2379603,10.31327251090837,1
0.00206,0.0033239428204006444,-9.31459801980198,-0.20906508,63125,-9.06,0.0356394,0.7668757,-1.3009251,-0.004085057,-3.6481485,650998,1.6362169,-2.0070868,23.75621004254751,0.0,4.2182064,1.0,0.00545,0.76186603,27403.27682042122,63125,4.2391543,10.312871287128713,1
0.00049,0.003394887208012487,-9.314753009284889,-0.18252335,63221,-9.18,0.036005776,0.76842344,-1.3782188,-0.004061025,-3.6484506,651998,1.6507416,-2.072863,23.758438503142575,0.0,4.223662,1.0,0.00544,0.76184845,27442.79679465294,63221,4.2301793,10.313028898625456,1
0.05465,0.0034822326984328285,-9.317908938671048,-0.16940302,63298,-11.86,0.035748705,0.7705228,-1.3862507,-0.0040977905,-3.649363,652998,1.6253451,-2.091533,23.760458093359485,0.0,4.2134843,1.0,0.00543,0.76181346,27482.55094385147,63298,4.225512,10.316186925337293,1
0.03622,0.0031442257386082866,-9.318772677078403,-0.1695819,63390,-9.78,0.03503961,0.7692453,-1.3447666,-0.0041075284,-3.6499953,653998,1.6164689,-2.0201738,23.761963489782666,0.0,4.2393856,1.0,0.00542,0.7617844,27522.89390063286,63390,4.2386136,10.317053162959457,1
0.03802,0.0030960385131510665,-9.32128058483402,-0.1485941,63471,-11.05,0.034791168,0.76581967,-1.3780122,-0.0041201008,-3.6507003,654998,1.6564844,-2.0709283,23.76282148681133,0.0,4.227222,1.0,0.00541,0.7617514,27563.982684612274,63471,4.2391987,10.319563265113201,1
0.04728,0.0031222027645511317,-9.321628594802089,-0.20227754,63564,-9.98,0.034944747,0.7547885,-1.3820753,-0.00415655,-3.6509566,655998,1.6509235,-2.0811605,23.764113677942923,0.0,4.24122,1.0,0.0054,0.7617178,27604.56412935257,63564,4.2614045,10.31991378767856,1
0.03935,0.0033533617989540644,-9.323430528498712,-0.17361051,63652,-10.34,0.034511168,0.76909226,-1.3266451,-0.0041891076,-3.6513045,656998,1.6293588,-2.0480802,23.765192239863474,0.0,4.222554,1.0,0.00538,0.7616945,27645.389667749405,63652,4.252101,10.321718092125934,1
0.00425,0.003450104398207493,-9.323440367692042,-0.17306888,63749,-9.35,0.036576293,0.7628241,-1.3343029,-0.0041904827,-3.6516304,657998,1.6044915,-2.055993,23.766904070273416,0.0,4.2403555,1.0,0.00537,0.7616639,27685.47380232811,63749,4.2697268,10.3217305369496,1
0.07467,0.003213381284235519,-9.323987343754895,-0.20435281,63842,-9.43,0.035190694,0.7641038,-1.3097523,-0.004141592,-3.6516995,658998,1.6515735,-2.022471,23.768078610148713,0.0,4.2599072,1.0,0.00536,0.7616254,27726.178914546967,63842,4.280763,10.32228000375928,1
0.02423,0.0031674974218099,-9.32444944944945,-0.20010613,63936,-9.73,0.03475881,0.76294565,-1.3561156,-0.004148002,-3.652555,659998,1.6316581,-2.0626154,23.769866734747456,0.0,4.209555,1.0,0.00535,0.7615903,27766.16324210167,63936,4.229965,10.32274461961962,1
0.18097,0.0032487806625841544,-9.324540854572714,-0.12787236,64032,-9.41,0.033937708,0.7674454,-1.3959911,-0.0041333325,-3.6530313,660998,1.6479197,-2.1101003,23.771929432949776,0.0,4.227375,1.0,0.00534,0.76156265,27805.820384263992,64032,4.262223,10.322838580709645,1
0.01135,0.0032208106774039126,-9.325437050668247,-0.15722013,64123,-10.31,0.033335075,0.7670029,-1.3329697,-0.0041605304,-3.653631,661998,1.637086,-2.064424,23.77390007084025,0.0,4.221662,1.0,0.00533,0.76153415,27845.578471660614,64123,4.2474403,10.323737192583005,1
0.0503,0.0033033714271738348,-9.32673020619199,-0.22317557,64212,-10.59,0.033825807,0.75294375,-1.3450896,-0.0040948917,-3.6545596,662998,1.6550864,-2.0509372,23.774911824185434,0.0,4.251896,1.0,0.00532,0.76151264,27886.45463347435,64212,4.2762685,10.325032704167445,1
0.17246,0.0033702279425905112,-9.326558855543462,-0.22156377,64310,-9.36,0.0368771,0.75309885,-1.4074647,-0.004069103,-3.6542711,663998,1.6451868,-2.0674286,23.776608363015253,0.0,4.222488,1.0,0.00531,0.7614872,27926.522986888885,64310,4.2167892,10.324863940289225,1
0.00662,0.0032300994066298584,-9.327448331547647,-0.18392967,64401,-9.82,0.03512488,0.7597292,-1.3482854,-0.004186914,-3.6548645,664998,1.6495537,-2.0535903,23.777590228462667,0.0,4.2168646,1.0,0.0053,0.76145566,27967.426203012466,64401,4.2371864,10.325755811245166,1
0.00496,0.003335978774162567,-9.329513382749743,-0.1910158,64486,-10.57,0.035972193,0.76667666,-1.3741512,-0.004145932,-3.6556637,665998,1.6494821,-2.0705523,23.779326059992034,0.0,4.233804,1.0,0.00529,0.7614315,28007.437987089157,64486,4.249983,10.32782309338461,1
0.05104,0.0031648156907525048,-9.330014400966258,-0.20376158,64579,-9.59,0.035446998,0.76085764,-1.3666141,-0.004119282,-3.656003,666998,1.6690779,-2.0243068,23.780335814152576,0.0,4.257059,1.0,0.00528,0.76140094,28048.300293684006,64579,4.2429113,10.328326545781136,1
0.03997,0.003097402634566152,-9.33053979249455,-0.16982941,64673,-9.7,0.035644468,0.75323904,-1.3705635,-0.004095249,-3.6563091,667998,1.6576478,-2.032248,23.78043977679866,0.0,4.232736,1.0,0.00527,0.7613681,28090.229039907455,64673,4.235794,10.32885439054938,1
0.16151,0.0034332946908249133,-9.331959049427896,-0.21546012,64761,-10.05,0.034617398,0.75753754,-1.3763258,-0.0040443437,-3.6570961,668998,1.6281826,-2.0958037,23.781159310002018,0.0,4.1988993,1.0,0.00526,0.7613368,28131.4292242527,64761,4.2386284,10.330275937678541,1
0.0452,0.0031095735948385,-9.334078711985688,-0.22219245,64844,-11.23,0.03576504,0.7619498,-1.3785987,-0.0041447957,-3.658317,669998,1.6999762,-2.0284486,23.781761038335812,0.0,4.2512517,1.0,0.00525,0.76130843,28172.76647090912,64844,4.234691,10.332397754611067,1
0.02903,0.0030928442685316877,-9.333903081258374,-0.16484652,64941,-9.28,0.03442545,0.7664775,-1.3830266,-0.0041813017,-3.658443,670998,1.6414237,-2.0533202,23.782622361123213,0.0,4.244721,1.0,0.00524,0.76126677,28213.793660402298,64941,4.2476287,10.33222463466839,1
0.03707,0.0033640550448966527,-9.335137628786713,-0.1901313,65030,-9.87,0.034482013,0.7613942,-1.3860674,-0.004050929,-3.658721,671998,1.7115833,-2.0450466,23.783786287308157,0.0,4.235741,1.0,0.00523,0.76123184,28254.458389520645,65030,4.2359285,10.333461479317238,1
0.12979,0.00323293468706911,-9.337648974075439,-0.23925646,65112,-10.91,0.036472633,0.7514138,-1.3682058,-0.00401122,-3.659254,672998,1.6621312,-2.0372443,23.784780219894227,0.0,4.2412224,1.0,0.00522,0.7612088,28295.321368455887,65112,4.244783,10.335974935495761,1
0.15116,0.0030489015041880907,-9.339069617632171,-0.23409419,65199,-10.73,0.03530896,0.75165886,-1.3782799,-0.0039870073,-3.6603308,673998,1.6383982,-2.0599728,23.786561991574505,0.0,4.2160907,1.0,0.00521,0.76118284,28335.242404460907,65199,4.2337027,10.33739781284989,1
0.17311,0.003064530742983946,-9.34046072785198,-0.19420725,65288,-10.82,0.03438981,0.76145357,-1.4107133,-0.004015288,-3.6609085,674998,1.664442,-2.1043043,23.787099145754418,0.0,4.2158284,1.0,0.00519,0.7611549,28376.642139673233,65288,4.2395263,10.338791202058571,1
0.11812,0.0034093890086764355,-9.340230939818001,-0.18442355,65385,-9.25,0.033772815,0.755385,-1.3891445,-0.003968204,-3.6611538,675998,1.6915075,-2.0854366,23.788354449807418,0.0,4.2033134,1.0,0.00518,0.76113284,28417.182089090347,65385,4.223888,10.338563890800643,1
0.06712,0.0030441241017866915,-9.34251848231197,-0.2016415,65468,-11.07,0.033785783,0.7536624,-1.3642713,-0.0039593596,-3.6615906,676998,1.6674249,-2.0446272,23.79024398347698,0.0,4.274612,1.0,0.00517,0.7610874,28456.959099292755,65468,4.2763224,10.340853546770942,1
0.00623,0.003197581110165844,-9.34190458760371,-0.26077858,65568,-8.94,0.035046592,0.75182515,-1.4194052,-0.004048216,-3.6619182,677998,1.6618913,-2.088198,23.791024695783612,0.0,4.1865726,1.0,0.00516,0.7610527,28498.057930231094,65568,4.199171,10.340242191312836,1
0.12477,0.0032858319748742086,-9.342435503030671,-0.20286198,65662,-9.56,0.03666277,0.7518444,-1.4048722,-0.0039425394,-3.661845,678998,1.6880411,-2.0709257,23.79171015248759,0.0,4.2319775,1.0,0.00515,0.7610154,28539.268326997757,65662,4.2368317,10.340775486582803,1
0.05042,0.0032187308054281074,-9.34378754924179,-0.17135485,65747,-10.34,0.036348633,0.7682581,-1.3686604,-0.003979771,-3.6626074,679998,1.6590865,-2.0298707,23.792476608760282,0.0,4.2372236,1.0,0.00514,0.76099,28580.379049301147,65747,4.232105,10.342129678920712,1
0.02468,0.0033435969602043348,-9.344648471317264,-0.19486697,65841,-10.08,0.034232818,0.7566918,-1.3898797,-0.0040326924,-3.6627705,680998,1.6261345,-2.0793917,23.793276274101707,0.0,4.2579246,1.0,0.00513,0.76095945,28621.44717502594,65841,4.266766,10.342992967907534,1
0.05655,0.0031926821436706653,-9.346191184054849,-0.17873524,65926,-10.55,0.034910325,0.75323445,-1.4346933,-0.004049213,-3.6630373,681998,1.651177,-2.0798874,23.79545063242335,0.0,4.2315187,1.0,0.00512,0.7609096,28660.856671094894,65926,4.2192383,10.344537815126051,1
0.06929,0.003046336102508134,-9.345782785830039,-0.18072812,66027,-8.85,0.03771371,0.7559736,-1.3441784,-0.0040224087,-3.6629887,682998,1.6697963,-2.0286503,23.79764128277449,0.0,4.248797,1.0,0.00511,0.76088065,28700.239317178726,66027,4.2584386,10.344131946022081,1
0.1024,0.0032131159359298288,-9.346355111917726,-0.24661835,66120,-9.66,0.03435465,0.74924296,-1.4005241,-0.0039999187,-3.662517,683998,1.6415722,-2.1059933,23.799547984726292,0.0,4.2457623,1.0,0.0051,0.7608272,28739.957600831985,66120,4.269472,10.344706594071384,1
0.00551,0.0030303364337991652,-9.348080234419841,-0.26209384,66206,-10.51,0.034738943,0.7445097,-1.3966225,-0.003973904,-3.663196,684998,1.6870675,-2.0691292,23.80103676727052,0.0,4.2357225,1.0,0.00509,0.7607962,28780.174859523773,66206,4.238156,10.346433857958493,1
0.04007,0.0031699011548812174,-9.34861762620854,-0.2174602,66299,-9.91,0.036894612,0.7554302,-1.3650179,-0.003996254,-3.6635506,685998,1.6857092,-2.0167928,23.802383438357598,0.0,4.245135,1.0,0.00508,0.760766,28820.559158563614,66299,4.235722,10.346973559178872,1
0.163,0.0030070411714327536,-9.348167894094791,-0.17626892,66399,-9.05,0.033595774,0.7580805,-1.4369395,-0.0039948546,-3.6635091,686998,1.6790007,-2.0623283,23.802927072206426,0.0,4.2654514,1.0,0.00507,0.76074153,28861.912567138672,66399,4.2465963,10.346526303106975,1
0.00775,0.0032026970529688754,-9.347428571428571,-0.24644046,66500,-8.92,0.03644932,0.7428239,-1.3426932,-0.0040143514,-3.663762,687998,1.6350563,-1.9982522,23.804456496974144,0.0,4.25959,1.0,0.00506,0.7607078,28902.067143917084,66500,4.2589245,10.34578947368421,1
0.00547,0.0030966778014492173,-9.348992280659598,-0.24257453,66586,-10.27,0.036763225,0.7505795,-1.3609357,-0.004036362,-3.6641219,688998,1.692088,-2.0195308,23.806264738182726,0.0,4.2739697,1.0,0.00505,0.7606637,28941.877593040466,66586,4.27029,10.347355299912895,1
0.01874,0.003037556993108031,-9.349880768480885,-0.23839265,66677,-9.77,0.036496416,0.7466916,-1.3625183,-0.004100345,-3.6639352,689998,1.6653609,-2.034143,23.80827140059555,0.0,4.256137,1.0,0.00504,0.7606354,28981.440457820892,66677,4.2594843,10.348246021866611,1
0.00818,0.003011807850244801,-9.353343021078336,-0.24038261,66751,-12.41,0.0359328,0.7467071,-1.4073545,-0.0041516908,-3.6651418,690998,1.6593877,-2.0626256,23.80954543046598,0.0,4.254645,1.0,0.00503,0.76060134,29021.889645814896,66751,4.258492,10.351710086740274,1
0.10089,0.003185640604851657,-9.353148840688108,-0.2642257,66850,-9.22,0.037870303,0.73655254,-1.3436266,-0.0040841573,-3.665181,691998,1.6706758,-1.9949569,23.810593596095387,0.0,4.2470427,1.0,0.00502,0.760565,29062.610186815262,66850,4.2452354,10.35151832460733,1
0.06432,0.00289079418552229,-9.354587149110358,-0.2599313,66937,-10.59,0.036909748,0.7457903,-1.4698284,-0.0040820204,-3.6655154,692998,1.6737665,-2.1011295,23.81223338410137,0.0,4.2334175,1.0,0.00501,0.7605367,29102.604061603546,66937,4.2227693,10.352958752259587,1
0.21218,0.0032370363575615173,-9.355308896149428,-0.20888369,67029,-9.88,0.036788415,0.74793464,-1.3764399,-0.004121369,-3.6659164,693998,1.6273332,-2.0618994,23.812691931847095,0.0,4.238567,1.0,0.005,0.7605081,29144.038061141968,67029,4.256273,10.353682734338868,1
0.0016,0.003125089576212999,-9.357601585433088,-0.23579328,67111,-11.0,0.03691153,0.7356244,-1.4239573,-0.004119908,-3.6665738,694998,1.62931,-2.1040857,23.814524159225485,0.0,4.208295,1.0,0.00499,0.76046735,29183.786976099014,67111,4.2260966,10.355977410558626,1
0.0842,0.003177000034221464,-9.359262456098577,-0.24498577,67196,-10.59,0.037156872,0.7371347,-1.4463506,-0.0040904456,-3.6665902,695998,1.6698107,-2.1112223,23.816065711496176,0.0,4.206925,1.0,0.00498,0.76041913,29223.88644838333,67196,4.2080564,10.35764033573427,1
0.00334,0.003268202077561576,-9.361926987335751,-0.20911533,67276,-11.29,0.034793362,0.7539682,-1.4686744,-0.0040052473,-3.6675792,696998,1.6842778,-2.1250238,23.81727490621756,0.0,4.224678,1.0,0.00497,0.7603861,29264.389093399048,67276,4.221124,10.360306795885606,1
0.05797,0.0031913112600280547,-9.362258605590108,-0.2041902,67369,-9.64,0.037169453,0.7563652,-1.4013627,-0.004072617,-3.6680572,697998,1.6665244,-2.0700274,23.818041039146895,0.0,4.2454653,1.0,0.00496,0.76035345,29305.432753801346,67369,4.251917,10.360640650744408,1
0.00841,0.003162009419625869,-9.364342579277423,-0.22714813,67453,-11.07,0.03701574,0.739448,-1.4021983,-0.0040377225,-3.6688848,698998,1.6821986,-2.083412,23.81978504292707,0.0,4.251737,1.0,0.00495,0.76032734,29345.269016504288,67453,4.2653103,10.36272663928958,1
0.10257,0.00315242401345957,-9.364902878123889,-0.20634198,67544,-10.55,0.036288735,0.7487027,-1.4676466,-0.004050702,-3.6695292,699998,1.6413707,-2.0921993,23.821628037366338,0.0,4.2383423,1.0,0.00494,0.76029223,29384.977336645126,67544,4.2207203,10.363289115243397,1
0.02535,0.0031701972167107466,-9.366652865676938,-0.21280682,67628,-10.5,0.034945033,0.7547568,-1.457067,-0.0040120776,-3.6699598,700998,1.6969979,-2.139276,23.82390304611585,0.0,4.2285533,1.0,0.00493,0.76026845,29424.145936250687,67628,4.241834,10.36504110723369,1
0.04826,0.0030443564097253116,-9.369492977299917,-0.21841769,67709,-11.67,0.0360386,0.74814755,-1.5188378,-0.0039780634,-3.6707382,701998,1.621426,-2.200522,23.825258671592714,0.0,4.172311,1.0,0.00492,0.7602402,29464.444003582,67709,4.181027,10.367883146996707,1
