success rate,train/loss_actor,rollout/actions_std,train/param_noise_distance,total/episodes,total/steps_per_second,rollout/return_history,errors,reference_action_std,rollout/actions_mean,reference_Q_mean,total/steps,reference_actor_Q_mean,rollout/return,rollout/episodes,reference_action_mean,rollout/Q_mean,reference_actor_Q_std,rollout/error,reference_Q_std,rollout/goal_tolerance,rollout/episode_steps,total/duration,train/loss_critic,total/epochs
0.3333333333333333,0.9073875,0.59425074,0.0,6,43.68334416220728,-143.0,0.09032124478914401,0.9427876,-0.070189334,-0.86083573,998,-0.9810339,-143.0,6,-0.333305,-0.5443794,0.40860388,0.09559,0.27593178,0.01994,143.33333333333334,22.84623622894287,0.09642427,1
0.21428571428571427,0.6278001,0.7283437,0.0,14,48.07258223771587,-137.14285714285714,0.10519470986981648,0.87381816,-0.10358079,-0.9977211,1998,-0.9703356,-137.14285714285714,14,-0.037685502,-0.74791074,0.41356105,0.17074,0.3647529,0.01988,137.35714285714286,41.56215262413025,0.058316454,1
0.21739130434782608,0.5339849,0.7602115,0.0,23,49.074851464795636,-130.0,0.10914077133681334,0.94385904,-0.098635554,-1.1832693,2998,-1.1998069,-130.0,23,-0.09434217,-0.91721123,0.4980605,0.09393,0.46652216,0.01982,130.2173913043478,61.09035301208496,0.022043798,1
0.22580645161290322,0.70277697,0.778851,0.0,31,48.9914758599855,-125.90322580645162,0.10649649418580182,0.9093682,-0.094362326,-1.426264,3998,-1.4057709,-125.90322580645162,31,-0.09335878,-1.0547119,0.61452323,0.17374,0.613397,0.01976,126.12903225806451,81.60603308677673,0.017568778,1
0.25,1.0483012,0.780042,0.0,40,48.484408339543506,-121.3,0.1072454206403004,0.8399567,-0.093810886,-1.6892405,4998,-1.6618409,-121.3,40,-0.3168544,-1.2223258,0.7456448,0.18881,0.7473023,0.0197,121.55,103.08468580245972,0.045190454,1
0.22916666666666666,1.3449912,0.7682318,0.0,48,48.25424829085776,-123.4375,0.11055590603760919,0.7697498,-0.098048426,-1.9790039,5998,-1.9083316,-123.4375,48,-0.09546286,-1.3841357,0.85871285,0.15786,0.84394586,0.01964,123.66666666666667,124.29993653297424,0.074716695,1
0.2,1.8815796,0.7476986,0.0,55,46.70985068048042,-126.81818181818181,0.1167306027204281,0.68808657,-0.088336475,-2.1847694,6998,-2.0960476,-126.81818181818181,55,-0.11262212,-1.5468488,0.96048266,0.15017,0.94916064,0.01959,127.01818181818182,149.81850504875183,0.0852606,1
0.2753623188405797,2.5307384,0.7257373,0.0,69,45.223035374377474,-115.57971014492753,0.10638474727489043,0.70642924,-0.084578164,-2.452108,7998,-2.3041372,-115.57971014492753,69,-0.27219614,-1.7007157,1.0765555,0.19741,1.0838513,0.01953,115.85507246376811,176.85677075386047,0.10194335,1
0.2987012987012987,2.782651,0.71495515,0.0,77,44.26688820018919,-114.7012987012987,0.10124315556383849,0.7166672,-0.081108965,-2.6765537,8998,-2.5445957,-114.7012987012987,77,-0.35285854,-1.815447,1.2051711,0.04685,1.222216,0.01947,115.0,203.26705503463745,0.10064694,1
0.3258426966292135,2.7632308,0.7079358,0.0,89,43.83886935669035,-111.43820224719101,0.09682919681967375,0.74151695,-0.08710148,-2.9036,9998,-2.775722,-111.43820224719101,89,-0.35839844,-1.9799086,1.2761426,0.06557,1.2965578,0.01941,111.76404494382022,228.06245112419128,0.11849431,1
0.36,2.6329317,0.7101795,0.0,102,43.28346836812989,-105.61,0.09156553859214886,0.8238763,-0.09987985,-3.107809,10998,-2.9639988,-106.38235294117646,102,-0.2707245,-2.1316793,1.4087956,0.18167,1.4166102,0.01935,106.74509803921569,254.09239172935486,0.12820718,1
0.44,2.559985,0.71553034,0.0,117,42.82978168868171,-94.78,0.08366389910989261,0.8551206,-0.099368595,-3.2930799,11998,-3.1209183,-101.26495726495726,117,-0.17549409,-2.27929,1.5497625,0.05509,1.5169655,0.01929,101.66666666666667,280.1321773529053,0.12443662,1
0.48,3.1332505,0.7218491,0.0,130,42.315202630351074,-91.09,0.07709405753756485,0.8280884,-0.093345225,-3.551492,12998,-3.3696592,-98.93846153846154,130,-0.20196879,-2.4244576,1.6441759,0.09687,1.600434,0.01924,99.36153846153846,307.17092657089233,0.14285938,1
0.56,3.8662345,0.7230674,0.0,146,41.734208615037446,-82.51,0.06645002234422176,0.8306511,-0.09286151,-3.6792116,13998,-3.4563637,-95.04109589041096,146,-0.20424308,-2.5538175,1.714254,0.04043,1.7204602,0.01918,95.5,335.40830087661743,0.14085326,1
0.69,3.8479443,0.7231372,0.0,172,41.212322333141124,-65.72,0.046739159216887226,0.8335119,-0.08587396,-3.8411067,14998,-3.5712252,-86.17441860465117,172,-0.1866668,-2.6648996,1.8390857,0.12728,1.8553686,0.01912,86.69767441860465,363.92028284072876,0.18142565,1
0.77,3.8072462,0.72566026,0.0,200,40.6473494824456,-51.9,0.03597067480145793,0.8401554,-0.080606,-3.986375,15998,-3.68164,-79.4,200,-0.12541603,-2.7817965,1.9270829,0.04473,1.9590878,0.01906,79.965,393.58039832115173,0.18702321,1
0.87,3.924687,0.72593695,0.0,237,40.02103497512192,-34.21,0.023403340413234597,0.84474546,-0.07289105,-4.1093717,16998,-3.7400246,-70.94514767932489,237,-0.15807454,-2.8894987,2.000474,0.03553,2.040253,0.01901,71.56540084388186,424.7266471385956,0.19139235,1
0.92,4.067127,0.7278177,0.0,282,39.5675618315026,-24.38,0.01926620426810748,0.85114163,-0.06501102,-4.1488633,17998,-3.740275,-63.145390070921984,282,-0.15009402,-3.000145,2.0450642,0.06267,2.1017518,0.01895,63.815602836879435,454.867552280426,0.26141408,1
0.97,4.0803013,0.72738,0.0,343,39.05260744934557,-17.18,0.015377909103787044,0.8487654,-0.058585234,-4.300428,18998,-3.8393424,-54.61516034985423,343,-0.19670312,-3.0761628,2.1212711,0.04535,2.183668,0.01889,55.34110787172012,486.47199869155884,0.25492534,1
0.97,3.9047515,0.72724515,0.0,389,38.51938973803614,-18.13,0.015294103036575815,0.8563068,-0.052391578,-4.2966523,19998,-3.7948353,-50.60668380462725,389,-0.19120328,-3.146067,2.2779078,0.0607,2.3043857,0.01884,51.3598971722365,519.1671035289764,0.28136006,1
0.96,4.0075035,0.7275342,0.0,446,38.06232299041152,-17.56,0.01681585645096166,0.8520314,-0.045527156,-4.2910504,20998,-3.745679,-46.17040358744394,446,-0.12186507,-3.2292764,2.400028,0.03833,2.411885,0.01878,46.95067264573991,551.674158334732,0.27377728,1
1.0,3.915959,0.72847325,0.0,533,37.62445082047944,-11.22,0.013759573445010468,0.85346955,-0.042358983,-4.324293,21998,-3.7620335,-40.4577861163227,533,-0.101473816,-3.2893534,2.4626567,0.10314,2.4137783,0.01872,41.27392120075047,584.67298579216,0.2805599,1
1.0,3.4996798,0.7293806,0.0,619,37.20236323514315,-10.36,0.01366627038604015,0.8597509,-0.039881516,-4.2979507,22998,-3.723698,-36.276252019386106,619,-0.12378961,-3.3397791,2.4238913,0.04043,2.447177,0.01867,37.11793214862682,618.1865344047546,0.29009658,1
1.0,3.4712265,0.7301084,0.0,708,36.854444060711906,-11.12,0.013713706116928105,0.85841584,-0.038346983,-4.2339296,23998,-3.6886137,-33.016949152542374,708,-0.13409302,-3.3886502,2.467021,0.12348,2.5155075,0.01861,33.878531073446325,651.1562068462372,0.29385713,1
1.0,3.3161077,0.73104805,0.0,814,36.479453650645894,-8.18,0.013318176694633262,0.8612324,-0.039232876,-4.1885824,24998,-3.6096969,-29.826781326781326,814,-0.13801344,-3.4213402,2.5438573,0.05516,2.5847678,0.01856,30.706388206388205,685.2624559402466,0.29605344,1
1.0,3.1392202,0.7322062,0.0,912,36.12714018512745,-9.36,0.013977898827662306,0.8566675,-0.038638182,-4.2048388,25998,-3.5958745,-27.61293859649123,912,-0.16841419,-3.4604652,2.6043968,0.17364,2.649099,0.0185,28.50548245614035,719.6251866817474,0.2637772,1
1.0,3.1303449,0.73345757,0.0,1002,35.83709155785223,-9.89,0.013782566402770764,0.8657012,-0.03437604,-4.082693,26998,-3.4579825,-26.03692614770459,1002,-0.14248903,-3.5032022,2.734427,0.04915,2.7462394,0.01845,26.939121756487026,753.3535459041595,0.23052952,1
1.0,3.1307843,0.73441577,0.0,1090,35.548673292709765,-10.51,0.013896555248935474,0.8629752,-0.03155733,-4.0250244,27998,-3.383058,-24.772477064220183,1090,-0.16052668,-3.5319893,2.760999,0.1393,2.760646,0.01839,25.68256880733945,787.5961999893188,0.22855818,1
1.0,2.842395,0.7356493,0.0,1179,35.32963065043001,-10.23,0.0131276207562995,0.8674583,-0.029147504,-3.9516487,28998,-3.3013844,-23.674300254452927,1179,-0.12562491,-3.5610552,2.8463244,0.04729,2.8366385,0.01834,24.591178965224767,820.7841255664825,0.21970254,1
1.0,2.6051455,0.736887,0.0,1293,35.075772432381996,-7.38,0.012407278210380037,0.86590886,-0.027555905,-3.8349428,29998,-3.1628618,-22.269141531322507,1293,-0.14030807,-3.5680234,2.907468,0.05016,2.8774405,0.01828,23.193348801237434,855.2341949939728,0.19835198,1
1.0,2.4495826,0.73803467,0.0,1385,34.84337847137264,-9.53,0.012821184986645005,0.8705796,-0.02646401,-3.7244172,30998,-3.0785325,-21.451263537906136,1385,-0.15335031,-3.592107,2.9328306,0.09481,2.919517,0.01823,22.380505415162453,889.6381855010986,0.18167394,1
1.0,2.4438996,0.73908144,0.0,1491,34.606162433143496,-8.55,0.013400747529429649,0.8620542,-0.025601087,-3.6949267,31998,-3.0570645,-20.52112676056338,1491,-0.19892348,-3.5989857,2.9722204,0.05041,2.9535823,0.01817,21.455399061032864,924.6330060958862,0.17449711,1
1.0,2.3091247,0.74002373,0.0,1589,34.403512079364866,-9.13,0.012868268901797682,0.84363586,-0.024841499,-3.669097,32998,-2.9964795,-19.823788546255507,1589,-0.23313417,-3.6164353,3.0367274,0.04042,3.002384,0.01812,20.762114537444933,959.1462616920471,0.16093077,1
1.0,2.2323146,0.7408398,0.0,1707,34.22384969471419,-6.98,0.012932344653063971,0.85319084,-0.024295798,-3.617094,33998,-2.9715805,-18.96895137668424,1707,-0.19272344,-3.6118374,3.0522983,0.05986,3.0173836,0.01806,19.91154071470416,993.4008097648621,0.15878229,1
1.0,1.9625005,0.74158275,0.0,1813,34.04761232805179,-8.36,0.013168563372891667,0.8518947,-0.024500314,-3.6150954,34998,-2.9717321,-18.3557639271925,1813,-0.2278297,-3.6070323,3.0379245,0.08714,3.0246665,0.01801,19.301709873138446,1027.9134895801544,0.13919988,1
1.0,2.153143,0.7419984,0.0,1910,33.900000129617304,-9.1,0.013775024199659319,0.85091573,-0.022840362,-3.5679636,35998,-2.9357436,-17.89109947643979,1910,-0.24163099,-3.6182032,3.0391378,0.21527,3.0109906,0.01796,18.83979057591623,1061.887901544571,0.1470427,1
1.0,2.2087514,0.74274987,0.0,2007,33.74545475472115,-9.19,0.012993647268308862,0.8648427,-0.02222675,-3.5161324,36998,-2.8885436,-17.47433981066268,2007,-0.22065763,-3.6194067,3.0672767,0.083,3.0514307,0.0179,18.425510712506227,1096.384691476822,0.15271212,1
1.0,2.263444,0.74329895,0.0,2104,33.59463356047839,-9.34,0.012276531938962698,0.8631568,-0.021729175,-3.4951398,37998,-2.865769,-17.102661596958175,2104,-0.216169,-3.6274662,3.090742,0.0518,3.0886214,0.01785,18.056083650190114,1131.0735070705414,0.1364786,1
1.0,2.0745928,0.74410176,0.0,2210,33.456333021452764,-8.57,0.012663911102213064,0.86309004,-0.020209717,-3.4421396,38998,-2.8052068,-16.68868778280543,2210,-0.22735806,-3.6232376,3.1074123,0.13166,3.1287577,0.01779,17.644343891402716,1165.6388037204742,0.12979218,1
1.0,1.8444562,0.74514157,0.0,2319,33.34119763779801,-8.13,0.012051897732201784,0.8664017,-0.019231897,-3.3847184,39998,-2.7558465,-16.289348857266063,2319,-0.21368963,-3.6206086,3.1594675,0.11242,3.205269,0.01774,17.247089262613194,1199.656965970993,0.12463944,1
1.0,1.8210429,0.7458527,0.0,2430,33.20339442764562,-7.89,0.01242618914100785,0.8495746,-0.019700924,-3.3589892,40998,-2.7553744,-15.909876543209876,2430,-0.26155734,-3.6139379,3.1608407,0.02912,3.2348344,0.01769,16.869547325102882,1234.753274679184,0.11470988,1
1.0,1.9001826,0.7466671,0.0,2539,33.09378286328292,-8.12,0.011803636080958985,0.86199754,-0.018298116,-3.2841096,41998,-2.7033165,-15.576211106734934,2539,-0.22517107,-3.6177232,3.1794155,0.07427,3.2555642,0.01764,16.537613233556517,1269.0601184368134,0.12705798,1
1.0,1.970573,0.7475093,0.0,2656,33.00106850531788,-7.7,0.012108920985820308,0.87881714,-0.0175755,-3.247895,42998,-2.6562254,-15.226280120481928,2656,-0.178391,-3.6153278,3.186695,0.11836,3.2518013,0.01758,16.189382530120483,1302.92750954628,0.12194434,1
1.0,1.8826973,0.74831235,0.0,2773,32.90714307770294,-7.72,0.012141923792050303,0.8789999,-0.017245749,-3.250552,43998,-2.6552403,-14.899747565813199,2773,-0.165135,-3.6102865,3.1537066,0.05205,3.2342615,0.01753,15.864406779661017,1337.0349378585815,0.11073026,1
1.0,1.848455,0.74922144,0.0,2879,32.80222226852644,-8.61,0.012576991269594722,0.87320393,-0.016382484,-3.2274935,44998,-2.6326103,-14.664119485932616,2879,-0.2123052,-3.6141686,3.183249,0.07209,3.2637935,0.01748,15.630079888850295,1371.7973017692566,0.10117223,1
1.0,1.9648657,0.75001466,0.0,2987,32.70732141990316,-8.2,0.012014548685917933,0.8818404,-0.014750814,-3.2085152,45998,-2.5983143,-14.432541011047874,2987,-0.20204413,-3.6159925,3.1800902,0.05247,3.264422,0.01743,15.399732172748577,1406.3517892360687,0.1053822,1
1.0,2.0277166,0.7508144,0.0,3094,32.610948362035245,-8.34,0.01211347668938873,0.8713958,-0.013853839,-3.2107487,46998,-2.620696,-14.221719457013574,3094,-0.21656953,-3.6154087,3.1716323,0.19055,3.2538512,0.01737,15.190045248868778,1441.1724393367767,0.10666138,1
1.0,1.8604847,0.75168335,0.0,3196,32.53556195841046,-8.65,0.012292753127552378,0.8819613,-0.013408911,-3.2194028,47998,-2.6442447,-14.046933667083854,3196,-0.1796691,-3.6151268,3.1725347,0.0711,3.2330673,0.01732,15.016270337922403,1475.247302055359,0.09951745,1
1.0,1.9250243,0.75243664,0.0,3304,32.45093910712969,-8.55,0.012236454935130942,0.8715157,-0.01196211,-3.185845,48998,-2.5995238,-13.857142857142858,3304,-0.18931083,-3.6196635,3.1764102,0.10169,3.2241302,0.01727,14.827481840193705,1509.910078048706,0.102803,1
1.0,1.8797241,0.75298876,0.0,3406,32.37720544097911,-8.81,0.012135663880740217,0.8626572,-0.01106165,-3.2125742,49998,-2.6134872,-13.708455666470934,3406,-0.24851091,-3.613105,3.1579282,0.10395,3.213303,0.01722,14.67968291250734,1544.2345724105835,0.106662825,1
1.0,1.6740584,0.7535007,0.0,3524,32.289052145332874,-7.38,0.011812587928931348,0.87242347,-0.0107648615,-3.1981845,50998,-2.6074982,-13.498013620885358,3524,-0.16853976,-3.6039562,3.1657135,0.07884,3.2140865,0.01717,14.470204313280362,1579.420782327652,0.100292005,1
1.0,1.6278337,0.7541523,0.0,3633,32.21222027280992,-8.13,0.011830285558938702,0.8732554,-0.0099357935,-3.2152543,51998,-2.6293986,-13.339388934764658,3633,-0.17136371,-3.6017625,3.1635242,0.05085,3.2136917,0.01712,14.312413982934213,1614.232100725174,0.09343288,1
1.0,1.7249886,0.75472116,0.0,3752,32.14651383518269,-7.38,0.011594684056215112,0.8731079,-0.010480303,-3.1791604,52998,-2.5911016,-13.14952025586354,3752,-0.19832213,-3.5983288,3.1839292,0.10515,3.2374241,0.01706,14.123400852878465,1648.6391112804413,0.08885987,1
1.0,1.650378,0.7551728,0.0,3866,32.07074206828226,-7.81,0.011403280200203859,0.8586949,-0.0095105665,-3.161852,53998,-2.5687118,-12.990946714950853,3866,-0.2273329,-3.5934227,3.1769354,0.03064,3.2418287,0.01701,13.965597516813244,1683.7153279781342,0.08718345,1
1.0,1.650494,0.75562704,0.0,3977,31.99854264920798,-7.96,0.011335617317002698,0.8581226,-0.009412313,-3.103657,54998,-2.5308194,-12.852652753331657,3977,-0.20024353,-3.5901644,3.189074,0.05114,3.2564476,0.01696,13.82801106361579,1718.7657763957977,0.084860764,1
1.0,1.6251283,0.7559392,0.0,4074,31.94304522245553,-9.35,0.011394772883286433,0.86595225,-0.009225779,-3.1625066,55998,-2.5726662,-12.769513991163477,4074,-0.18660726,-3.5879693,3.2038758,0.02923,3.2367156,0.01691,13.745459008345605,1753.0576565265656,0.08951207,1
1.0,1.7041123,0.75652385,0.0,4184,31.879128908285708,-8.28,0.01163975052507777,0.86818314,-0.009328498,-3.1444688,56998,-2.5683243,-12.646271510516252,4184,-0.1683359,-3.5850682,3.2026765,0.16166,3.225455,0.01686,13.622848948374761,1787.9409492015839,0.08238534,1
1.0,1.6214699,0.7568037,0.0,4289,31.82058148169796,-8.38,0.01176321054180499,0.86861444,-0.009756208,-3.1536665,57998,-2.588582,-12.543017020284449,4289,-0.17625575,-3.5823097,3.2025568,0.06066,3.2329082,0.01681,13.520167871298671,1822.6568245887756,0.081858836,1
1.0,1.7162123,0.7572249,0.0,4388,31.771418976185412,-9.09,0.011681732130090616,0.8900617,-0.010533027,-3.15715,58998,-2.5868435,-12.466955332725615,4388,-0.12292073,-3.586597,3.2337039,0.04615,3.2521136,0.01676,13.444621695533273,1856.9519996643066,0.07955688,1
1.0,1.8078585,0.7574881,0.0,4486,31.713230089033953,-9.16,0.011584281291365753,0.88694304,-0.009564214,-3.1509635,59998,-2.6054876,-12.394560855996433,4486,-0.117162175,-3.5822597,3.2447834,0.07989,3.2742305,0.01671,13.372715113687025,1891.8918013572693,0.08076148,1
1.0,1.7412636,0.75789326,0.0,4591,31.65497257161839,-8.46,0.01136433801858704,0.8889859,-0.008862116,-3.1089869,60998,-2.5783236,-12.305380091483338,4591,-0.09865152,-3.5786002,3.2508752,0.09636,3.2880092,0.01666,13.284033979525159,1926.964234828949,0.08392672,1
1.0,1.6783166,0.7582359,0.0,4694,31.612203680037894,-8.67,0.011295959834118153,0.892044,-0.007835291,-3.0998633,61998,-2.5676775,-12.227737537281635,4694,-0.099628486,-3.5746903,3.2655377,0.03807,3.2940793,0.01661,13.206859821048146,1961.2046229839325,0.0774957,1
1.0,1.6668793,0.75858855,0.0,4808,31.573389097346617,-7.13,0.011703312141108488,0.8944562,-0.006413953,-3.0664055,62998,-2.5107994,-12.121464226289518,4808,-0.061914887,-3.570392,3.2888072,0.02858,3.3155468,0.01656,13.10108153078203,1995.28786110878,0.07968614,1
1.0,1.6162512,0.7589087,0.0,4913,31.537207019723464,-8.51,0.011616112002667125,0.8876742,-0.0058280295,-3.0598803,63998,-2.5243976,-12.043150824343579,4913,-0.08998105,-3.5674508,3.3129292,0.19409,3.3337214,0.01651,13.023203745165887,2029.2855978012085,0.07658515,1
1.0,1.6768646,0.7592956,0.0,5014,31.5011148568855,-8.75,0.011665285374353393,0.8831591,-0.0048053586,-3.0715303,64998,-2.539465,-11.982249700837654,5014,-0.06765498,-3.5658584,3.30472,0.06917,3.3355405,0.01646,12.962704427602713,2063.355544567108,0.08216526,1
1.0,1.8201742,0.75978506,0.0,5116,31.46112384115063,-8.82,0.010932334676039261,0.8822807,-0.0038987687,-3.0749073,65998,-2.512893,-11.918881939014856,5116,-0.053466722,-3.5663786,3.3183904,0.01856,3.3506777,0.01641,12.89972634870993,2097.763586997986,0.073224515,1
1.0,1.7044818,0.76023084,0.0,5233,31.412819951692647,-7.84,0.010851787576545464,0.8856154,-0.0037823173,-3.085399,66998,-2.5468078,-11.821708389069368,5233,-0.05722515,-3.5606592,3.3272893,0.18736,3.346914,0.01636,12.802981081597554,2132.8234810829163,0.069629274,1
1.0,1.6159831,0.7605177,0.0,5343,31.365382101192093,-8.01,0.011145854228954411,0.88211435,-0.0019175943,-3.0741234,67998,-2.5394077,-11.745087029758563,5343,-0.049158137,-3.5556033,3.3356938,0.03719,3.3645077,0.01631,12.72674527419053,2167.9315042495728,0.07721079,1
1.0,1.4785028,0.7608001,0.0,5471,31.330053578191034,-6.63,0.011054649983131905,0.8798963,-0.0013199009,-3.0923722,68998,-2.560317,-11.629866569182965,5471,-0.0676151,-3.5443628,3.3889484,0.0124,3.4075818,0.01627,12.611953938950831,2202.2943506240845,0.07995495,1
1.0,1.4432616,0.7610478,0.0,5582,31.299410918883915,-7.59,0.010994928211882441,0.8772006,-0.0005941267,-3.0938,69998,-2.5521758,-11.55786456467216,5582,-0.050486904,-3.537197,3.3716407,0.0135,3.3992558,0.01622,12.54030813328556,2236.399917602539,0.06975714,1
1.0,1.636092,0.7615075,0.0,5691,31.266836579866325,-8.1,0.01056195962225567,0.873179,-0.00010595427,-3.0747652,70998,-2.5236568,-11.492532068177825,5691,-0.020512521,-3.537374,3.4013965,0.17967,3.4171643,0.01617,12.475311895976102,2270.712606906891,0.072908185,1
1.0,1.7919356,0.76170367,0.0,5793,31.233804479143895,-8.69,0.010681414231444133,0.8780121,-0.0006740448,-3.0570924,71998,-2.5115347,-11.443811496633868,5793,0.008361644,-3.5357118,3.4118903,0.04742,3.426999,0.01612,12.426894527878474,2305.130649328232,0.071570896,1
1.0,1.5921037,0.7618628,0.0,5912,31.177193350971127,-7.4,0.010750626838045885,0.87645847,-0.0006481916,-3.0600166,72998,-2.5196533,-11.363836265223275,5912,-0.049301486,-3.5257328,3.4462295,0.04042,3.4403908,0.01607,12.347259810554803,2341.3910026550293,0.07113873,1
1.0,1.5224527,0.7621542,0.0,6018,31.145493139170647,-8.47,0.01095883515075009,0.8701706,0.00013515337,-3.0886564,73998,-2.5520592,-11.311897640412097,6018,-0.080014415,-3.5266593,3.4714723,0.01673,3.4595785,0.01602,12.295613160518444,2375.8814692497253,0.07738676,1
1.0,1.6219237,0.76226133,0.0,6119,31.108407151832438,-8.98,0.010749522658909525,0.870683,0.0010000037,-3.090126,74998,-2.5447228,-11.272756986435692,6119,-0.078793995,-3.5215397,3.4968529,0.06562,3.4769802,0.01598,12.256741297597646,2410.8595349788666,0.07606127,1
1.0,1.6843609,0.7625962,0.0,6224,31.063776616675497,-8.54,0.010784152421426598,0.87300867,0.0009706216,-3.1114206,75998,-2.5585332,-11.225578406169666,6224,-0.030331552,-3.5215971,3.5191603,0.06995,3.503451,0.01593,12.209832904884319,2446.5151464939117,0.072588325,1
1.0,1.5268697,0.762742,0.0,6345,31.01706595000954,-7.41,0.010185791214196709,0.86659014,0.0013288355,-3.0653014,76998,-2.5242424,-11.149724192277384,6345,-0.011833067,-3.5131555,3.561552,0.0258,3.5492227,0.01588,12.134278959810874,2482.4398324489594,0.06749451,1
1.0,1.4923037,0.7630306,0.0,6453,30.981969079472545,-8.33,0.010663302774916608,0.8615357,0.0010905259,-3.0287452,77998,-2.4815311,-11.101658143499147,6453,-0.0783857,-3.509878,3.5661604,0.06709,3.5545814,0.01583,12.08647140864714,2517.528818130493,0.069648705,1
1.0,1.414148,0.7631836,0.0,6571,30.94402340092892,-7.3,0.009760431250110396,0.87450874,0.0017352778,-3.05899,78998,-2.535342,-11.036524121138335,6571,-0.033900067,-3.501538,3.574012,0.08132,3.5808675,0.01579,12.021610105006848,2552.9324023723602,0.071066625,1
1.0,1.5198146,0.7633578,0.0,6671,30.91216359477388,-8.98,0.011491508659654499,0.8769959,0.0026163836,-3.0286624,79998,-2.4813952,-11.005696297406686,6671,-0.017024556,-3.4996333,3.58355,0.03763,3.5775025,0.01574,11.99100584619997,2587.913322687149,0.06794968,1
1.0,1.5380492,0.7635345,0.0,6778,30.887599482574288,-8.27,0.011257014739908913,0.8661039,0.003728561,-3.079122,80998,-2.5177863,-10.964148716435528,6778,-0.069557875,-3.4954884,3.594751,0.07812,3.5715797,0.01569,11.949690174092654,2622.346875667572,0.06930294,1
1.0,1.5018322,0.76379544,0.0,6896,30.861354139093084,-7.51,0.009942136413802802,0.8678239,0.0042113266,-3.0386147,81998,-2.4854875,-10.90516241299304,6896,-0.059317548,-3.4887214,3.6290708,0.0094,3.6155205,0.01564,11.890951276102088,2656.9799766540527,0.070994236,1
1.0,1.5014328,0.76410425,0.0,7004,30.832278133251652,-8.04,0.010834093045865707,0.868674,0.0036179705,-3.0424228,82998,-2.5138388,-10.863649343232439,7004,-0.05324036,-3.488731,3.6279528,0.09573,3.642966,0.0156,11.84965733866362,2691.9191517829895,0.06330817,1
1.0,1.610826,0.76430297,0.0,7113,30.796419752095037,-8.21,0.010359080623228536,0.8644,0.0035780156,-3.0058427,83998,-2.454577,-10.821453676367215,7113,-0.07823218,-3.4861476,3.6729977,0.14713,3.6768517,0.01555,11.807676086039645,2727.524844646454,0.06391081,1
1.0,1.5942262,0.7645574,0.0,7218,30.76568183129503,-8.68,0.01015977744964351,0.868106,0.0039840713,-3.023662,84998,-2.467765,-10.789553893045165,7218,-0.060518607,-3.484666,3.6874735,0.06666,3.695365,0.0155,11.77597672485453,2762.7536573410034,0.06371161,1
1.0,1.5203807,0.76481825,0.0,7335,30.737219548678397,-7.79,0.010137982660053174,0.87550014,0.0041015875,-2.9674451,85998,-2.4262586,-10.737559645535105,7335,-0.070835315,-3.4792042,3.7139454,0.01782,3.7367868,0.01546,11.724199045671439,2797.8457798957825,0.06565692,1
1.0,1.4047904,0.76499224,0.0,7442,30.715316314272343,-8.41,0.01091106108578343,0.8638361,0.0037444602,-2.9835591,86998,-2.4431684,-10.70343993550121,7442,-0.11935941,-3.475206,3.7145426,0.03636,3.7240145,0.01541,11.690271432410642,2832.397983789444,0.06557731,1
1.0,1.4131427,0.76511174,0.0,7553,30.681945754189435,-7.77,0.010010217875319645,0.8492081,0.0034660618,-2.995131,87998,-2.4369936,-10.66238580696412,7553,-0.13302986,-3.4700942,3.6938908,0.02969,3.7029552,0.01537,11.649410830133721,2868.0710377693176,0.06605182,1
1.0,1.5095979,0.76525825,0.0,7655,30.659385546355796,-8.9,0.009913317146581592,0.86454964,0.003926675,-2.9620957,88998,-2.3894482,-10.63879817112998,7655,-0.10851181,-3.4695168,3.7063475,0.05166,3.7140217,0.01532,11.625996080992815,2902.7979006767273,0.06105133,1
1.0,1.5184397,0.7654365,0.0,7765,30.634972378459597,-8.07,0.01011366617966401,0.8682276,0.0043636826,-2.9398174,89998,-2.3838243,-10.600515132002576,7765,-0.10296172,-3.46841,3.7155771,0.06841,3.7278655,0.01527,11.587894397939472,2937.753587245941,0.063119635,1
1.0,1.4886966,0.7656792,0.0,7880,30.608048676224733,-7.68,0.010087208831604744,0.8662847,0.00426042,-2.9492772,90998,-2.3852518,-10.560279187817258,7880,-0.11339118,-3.4641888,3.7510304,0.11467,3.745645,0.01523,11.547842639593908,2973.008863210678,0.0638672,1
1.0,1.3606842,0.7658879,0.0,8006,30.590646287410028,-6.8,0.009643093789270505,0.86067426,0.0042906753,-2.9716022,91998,-2.3978958,-10.502123407444417,8006,-0.13331428,-3.456916,3.748493,0.08201,3.743639,0.01518,11.489882588058956,3007.389877796173,0.06526195,1
1.0,1.5575423,0.76612264,0.0,8112,30.568166243194046,-8.03,0.010061909332172405,0.8623962,0.0045234375,-2.955274,92998,-2.3880057,-10.47534516765286,8112,-0.10809824,-3.457619,3.7025433,0.05372,3.7444742,0.01514,11.463264299802761,3042.3153047561646,0.062120114,1
1.0,1.6919947,0.7663455,0.0,8224,30.548253496420756,-8.05,0.010319899490551215,0.87158024,0.0049314336,-2.9472425,93998,-2.3684976,-10.441391050583658,8224,-0.079783596,-3.456515,3.717466,0.09602,3.770515,0.01509,11.429474708171206,3077.033520460129,0.06404249,1
