rollout/goal_tolerance,total/steps_per_second,total/epochs,rollout/return,train/loss_critic,reference_action_mean,total/episodes,errors,reference_action_std,reference_actor_Q_std,rollout/Q_mean,rollout/return_history,reference_actor_Q_mean,train/loss_actor,success rate,rollout/actions_std,total/steps,rollout/error,reference_Q_mean,train/param_noise_distance,rollout/episodes,rollout/actions_mean,reference_Q_std,total/duration,rollout/episode_steps
0.00338,25.65770053383551,1,-9.895307566151812,0.06407653,-0.18004815,81706,0.002255580246405515,0.77561337,3.0990157,-3.5924685,-10.77,-0.9014751,1.5118587,1.0,0.74637854,889998,0.0312,-1.5620255,0.0,81706,-0.00751909,3.1559737,34687.36408495903,10.892627224438842
0.00337,25.65778898412138,1,-9.898379700397433,0.06556102,-0.15887772,81775,0.0023097176738923193,0.77506,3.0811179,-3.5927646,-12.71,-0.90660757,1.49761,0.99,0.7463301,890998,0.15139,-1.5755595,0.0,81775,-0.007490889,3.1498814,34726.21902656555,10.895689391623357
0.00337,25.65832786371645,1,-9.899666491564558,0.06413753,-0.1799013,81857,0.002045584120626584,0.7776107,3.09508,-3.5927327,-11.38,-0.8769553,1.5101727,1.0,0.7462915,891998,0.02206,-1.5815687,0.0,81857,-0.007534428,3.1512816,34764.46340298653,10.89697887779909
0.00336,25.658777672383632,1,-9.902438726686848,0.071859725,-0.15911281,81928,0.0021457415264791117,0.77952856,3.1110628,-3.5930953,-12.94,-0.8644401,1.4754858,1.0,0.7462666,892998,0.03012,-1.5654092,0.0,81928,-0.007574741,3.1592412,34802.82698583603,10.899753442046675
0.00335,25.65824182616028,1,-9.90485597912246,0.066260345,-0.15590475,82002,0.0021487627169643943,0.7784022,3.101348,-3.5933292,-12.94,-0.9241357,1.455899,1.0,0.74623054,893998,0.00075,-1.6079199,0.0,82002,-0.0075257802,3.1705198,34842.52763915062,10.902173117728836
0.00335,25.658280718523805,1,-9.906078290427516,0.06465112,-0.13315968,82079,0.0021695381431728164,0.7858378,3.0893888,-3.5932958,-11.55,-0.8798636,1.480958,1.0,0.7461855,894998,0.00613,-1.5995669,0.0,82079,-0.007532417,3.1472268,34881.44859814644,10.903397945881407
0.00334,25.658878120442132,1,-9.90819021653136,0.07102572,-0.17190409,82159,0.002207849857741714,0.7776114,3.0732424,-3.593745,-11.86,-0.9634144,1.504763,1.0,0.74613935,895998,0.23365,-1.6469158,0.0,82159,-0.0075151776,3.137752,34919.609337329865,10.905512481894862
0.00333,25.659239430471327,1,-9.91101679456153,0.07582023,-0.15765734,82229,0.001973790373285456,0.77156633,3.0940185,-3.5944989,-12.34,-0.8733263,1.5222144,1.0,0.7461136,896998,0.00873,-1.5781457,0.0,82229,-0.007468282,3.1561022,34958.0899477005,10.908341339430129
0.00333,25.659944255970938,1,-9.912316084901649,0.07248885,-0.14068455,82307,0.0019929035841665327,0.7846633,3.102866,-3.5947666,-11.78,-0.85209876,1.4960637,1.0,0.74608266,897998,0.0044,-1.5486766,0.0,82307,-0.0074794805,3.161787,34996.10096740723,10.909643165222885
0.00332,25.660732279210475,1,-9.915633838721034,0.066206105,-0.18222183,82379,0.002224059086633235,0.77405125,3.1017663,-3.5945492,-12.74,-0.90541726,1.5007355,0.99,0.7460305,898998,0.19559,-1.5944263,0.0,82379,-0.007457556,3.172492,35033.99631071091,10.912951116182523
0.00331,25.660898953452175,1,-9.917217458796706,0.06632802,-0.1535968,82457,0.002198297494772468,0.7840652,3.0880697,-3.5946538,-11.77,-0.9124086,1.4717398,1.0,0.74599856,899998,0.04066,-1.6206868,0.0,82457,-0.007459605,3.1394424,35072.73855185509,10.914537273973101
0.00331,25.660585947386526,1,-9.919967526566419,0.07125367,-0.15267752,82529,0.0021326126137462265,0.78235954,3.078725,-3.5949001,-12.15,-0.9310187,1.4622349,1.0,0.7459459,900998,0.05441,-1.5962442,0.0,82529,-0.0074931355,3.1563847,35112.13663816452,10.917289679991276
0.0033,25.661200172300102,1,-9.922855274946125,0.06420775,-0.12723158,82598,0.0020499514462786706,0.78288245,3.0733695,-3.595183,-12.81,-0.8931316,1.5103023,1.0,0.7459092,901998,0.00835,-1.598661,0.0,82598,-0.007475614,3.1219447,35150.26553487778,10.9201796653672
0.00329,25.661712676498226,1,-9.925583645820733,0.07665697,-0.15601875,82670,0.0020949146257972216,0.78142697,3.093289,-3.595596,-13.3,-0.8828459,1.4950132,1.0,0.7458785,902998,0.04281,-1.5685656,0.0,82670,-0.0074980496,3.1588228,35188.532089948654,10.92291036651748
0.00329,25.661955568135337,1,-9.926181471053809,0.06682746,-0.14030826,82757,0.002196160600217578,0.78723556,3.0777307,-3.595675,-10.6,-0.8961131,1.5283782,1.0,0.74583995,903998,0.1886,-1.58202,0.0,82757,-0.0074985544,3.133643,35227.16722035408,10.923511002090457
0.00328,25.662145631902934,1,-9.9284688099866,0.0731572,-0.15697928,82831,0.0021028101369356777,0.7806882,3.0756829,-3.596067,-12.02,-0.97423315,1.4625688,1.0,0.74580574,904998,0.08477,-1.6742476,0.0,82831,-0.0074681966,3.1335828,35265.874217271805,10.925800726781036
0.00327,25.66281940362475,1,-9.93029707269416,0.070972994,-0.15897006,82909,0.002251588004010281,0.781468,3.0890784,-3.5960498,-11.85,-0.8815886,1.4999433,1.0,0.74576,905998,0.08268,-1.5709627,0.0,82909,-0.007463108,3.1485243,35303.915199279785,10.927631499595943
0.00327,25.663648304494004,1,-9.931786140331852,0.06738091,-0.14986686,82989,0.0021181363421268755,0.78673124,3.0648558,-3.5961952,-12.14,-0.9643011,1.5127791,1.0,0.74572074,906998,0.10698,-1.6411908,0.0,82989,-0.0074802083,3.1326485,35341.740552186966,10.929123136801262
0.00326,25.664547505825816,1,-9.933858229798709,0.07147241,-0.16348322,83064,0.0021859388451783415,0.7835437,3.0594625,-3.5962472,-11.56,-0.9633255,1.4901984,1.0,0.7456779,907998,0.16117,-1.6356461,0.0,83064,-0.0074820076,3.1340039,35379.46654987335,10.93119763074256
0.00326,25.665038005502144,1,-9.936119029576973,0.07146719,-0.16146669,83139,0.0021053253138269435,0.7891083,3.0717254,-3.596756,-12.52,-0.9702697,1.5140839,1.0,0.74563104,908998,0.01676,-1.6515007,0.0,83139,-0.0074636396,3.1475642,35417.75390338898,10.933460830657092
0.00325,25.660645809653158,1,-9.937920592193809,0.06894381,-0.15395878,83216,0.0021522208441655515,0.7934562,3.0563264,-3.5972285,-11.95,-0.9779204,1.4615396,1.0,0.7455846,909998,0.00439,-1.6729597,0.0,83216,-0.0074531166,3.1265457,35462.786351919174,10.935264852912901
0.00324,25.66079852508195,1,-9.938728962089746,0.07247532,-0.14370826,83302,0.002127661958810903,0.79051405,3.050929,-3.596816,-10.74,-0.93988746,1.5414224,1.0,0.7455406,910998,0.02583,-1.6221522,0.0,83302,-0.007434643,3.1112065,35501.5452504158,10.936075964562676
0.00324,25.661530068601394,1,-9.940119688665556,0.07107284,-0.14684851,83383,0.0019794692886952563,0.7892637,3.0495245,-3.5968833,-11.08,-0.9546177,1.5239646,1.0,0.7454959,911998,0.16087,-1.6625905,0.0,83383,-0.0074470765,3.114735,35539.502031326294,10.937469268316084
0.00323,25.662052492725756,1,-9.942222435236886,0.06644468,-0.13624813,83458,0.0020817241261387857,0.78648,3.0474017,-3.5970998,-12.63,-0.9063288,1.5122298,1.0,0.74547166,912998,0.05325,-1.595755,0.0,83458,-0.0074193473,3.1180665,35577.746567964554,10.939574396702533
0.00322,25.662584945716368,1,-9.945453457048787,0.06799273,-0.1540788,83525,0.0021491834002339287,0.7850183,3.020419,-3.5972357,-13.34,-1.0200908,1.4610374,1.0,0.745414,913998,0.16726,-1.7186656,0.0,83525,-0.0074429954,3.0883446,35615.975628852844,10.9428075426519
0.00322,25.662884594409803,1,-9.948297724717085,0.07478195,-0.16297807,83594,0.0020281237598350384,0.7922932,3.034853,-3.5977888,-13.16,-0.98777294,1.4576721,1.0,0.74537873,914998,0.01185,-1.6852859,0.0,83594,-0.007380364,3.105031,35654.52654528618,10.945653994305811
0.00321,25.662905430253073,1,-9.949957570904397,0.07486495,-0.13003698,83669,0.0020449140966775207,0.79806817,3.0395608,-3.5982022,-12.94,-0.95376134,1.4949809,1.0,0.7453411,915998,0.00346,-1.6658466,0.0,83669,-0.007380741,3.1005518,35693.464346408844,10.947316210304892
0.0032,25.662471382503334,1,-9.952522538659025,0.06459871,-0.15550569,83745,0.0019759844741191923,0.79307777,3.035009,-3.5986922,-12.61,-1.0080402,1.4829891,1.0,0.7453113,916998,0.05171,-1.7109079,0.0,83745,-0.007401002,3.1024427,35733.03546380997,10.949883575138815
0.0032,25.662615707523443,1,-9.952995633604543,0.0748307,-0.15565807,83822,0.0020310809625018636,0.7874462,3.0672803,-3.598299,-11.04,-0.9715993,1.5344648,1.0,0.7452549,917998,0.01275,-1.676739,0.0,83822,-0.0073324405,3.1251037,35771.80169248581,10.950359094271194
0.00319,25.663043008368767,1,-9.956553351768857,0.07128067,-0.1650879,83896,0.0028382042026393324,0.7882278,3.0425704,-3.5985868,-13.07,-0.95230377,1.4994214,0.99,0.7452044,918998,0.01988,-1.6667368,0.0,83896,-0.0072902725,3.1036432,35810.1726167202,10.953907218460952
0.00318,25.663999879807005,1,-9.959329260304644,0.07086037,-0.1472658,83967,0.0019813261912860337,0.79347694,3.032429,-3.5989513,-12.59,-1.0233794,1.5377277,1.0,0.74516857,919998,0.00128,-1.7285495,0.0,83967,-0.0071700746,3.0888283,35847.80253696442,10.95668536448843
0.00318,25.664726284290104,1,-9.961139403169769,0.0647069,-0.16478905,84044,0.002019872499010646,0.78814226,3.0156672,-3.5994816,-12.46,-0.99908316,1.4987205,1.0,0.7451334,920998,0.03705,-1.6966605,0.0,84044,-0.007184187,3.0659716,35885.7518992424,10.958497929655895
0.00317,25.665224756582607,1,-9.963254437166395,0.077127315,-0.1746043,84119,0.002085876991895289,0.78907984,3.0448127,-3.5997689,-11.69,-0.9744044,1.5109624,1.0,0.74508923,921998,0.09865,-1.6881104,0.0,84119,-0.007229098,3.0978825,35924.01815080643,10.960615318774593
0.00317,25.66474059276939,1,-9.966229940489624,0.071207665,-0.14416699,84187,0.002013078129765091,0.792283,3.0409267,-3.6001313,-12.74,-0.96729004,1.4823269,1.0,0.7450547,922998,0.00446,-1.6949884,0.0,84187,-0.007226685,3.0922153,35963.659818172455,10.963592953781463
0.00316,25.66432808713758,1,-9.969011476791247,0.071163446,-0.16395397,84257,0.001976713761585657,0.7929261,3.0680263,-3.600308,-13.5,-1.000776,1.5393023,1.0,0.7449879,923998,0.07862,-1.7169021,0.0,84257,-0.007275047,3.1189663,36003.20245528221,10.966376680869246
0.00315,25.66464379026313,1,-9.969565114293845,0.07109261,-0.1472358,84344,0.001990597622187294,0.79600775,3.0806892,-3.600513,-10.4,-0.9273517,1.4952753,1.0,0.7449728,924998,0.13692,-1.6468397,0.0,84344,-0.007379993,3.13025,36041.72368645668,10.966933036137721
0.00315,25.66470780387546,1,-9.97152333570244,0.06995355,-0.12983787,84420,0.0021203866302540644,0.80012774,3.007489,-3.6005569,-11.96,-0.95626473,1.5380616,1.0,0.74492913,925998,0.07585,-1.6842111,0.0,84420,-0.0073764496,3.0614827,36080.597802877426,10.968893627102583
0.00314,25.665484889621037,1,-9.971837319102107,0.07054723,-0.12714127,84509,0.002087036694284729,0.7941451,3.082727,-3.6001363,-10.71,-0.9037694,1.5768524,1.0,0.744887,926998,0.02063,-1.6441071,0.0,84509,-0.0074253767,3.123884,36118.46820688248,10.96921037995953
0.00313,25.665519919774596,1,-9.97253974821207,0.06656372,-0.16172642,84595,0.0020377560162021906,0.7947434,3.0429437,-3.60025,-10.24,-0.99621844,1.4822081,1.0,0.744856,927998,0.00139,-1.7233225,0.0,84595,-0.007430034,3.089231,36157.38168954849,10.969915479638276
0.00313,25.666555538854144,1,-9.973688250646575,0.071642235,-0.13417812,84677,0.0019954874296174182,0.8017844,3.0332096,-3.6000574,-11.07,-0.9228543,1.468134,1.0,0.7448161,928998,0.0322,-1.6763586,0.0,84677,-0.00741878,3.0774052,36194.8839840889,10.971066523377068
0.00312,25.66689490004761,1,-9.975540977416996,0.06989543,-0.1534087,84754,0.0019746403249620544,0.8094466,3.027978,-3.600467,-11.72,-0.9901848,1.5189584,1.0,0.7447798,929998,0.05816,-1.6845547,0.0,84754,-0.0074634375,3.100073,36233.36611700058,10.972921632017368
0.00312,25.667093084851427,1,-9.977966661165208,0.06686442,-0.15777357,84826,0.002326529661446528,0.79453963,3.0260282,-3.600977,-12.72,-0.94795966,1.494908,0.99,0.744723,930998,0.0093,-1.6780796,0.0,84826,-0.0075045903,3.0731719,36272.04673790932,10.975337750218094
0.00311,25.667424995904625,1,-9.98024734982332,0.06775916,-0.16281925,84900,0.0020552298047595394,0.79618794,3.0572777,-3.6010234,-12.2,-0.9767325,1.5365993,1.0,0.74469995,931998,0.00306,-1.6855744,0.0,84900,-0.0074667786,3.1198118,36310.53758406639,10.977620730270907
0.0031,25.667933987005707,1,-9.981489762297011,0.06984022,-0.16194493,84980,0.001988678953579244,0.7953587,3.023174,-3.600892,-11.33,-0.9573474,1.5259218,1.0,0.74465847,932998,0.00353,-1.6619146,0.0,84980,-0.0074568386,3.0887628,36348.77666711807,10.978865615438927
0.0031,25.668258574376846,1,-9.984949144570521,0.06675673,-0.14993961,85045,0.0022238825246459148,0.78931314,3.0189457,-3.601123,-13.32,-0.93540525,1.4863555,0.99,0.7446143,933998,0.00314,-1.6390148,0.0,85045,-0.007459527,3.0804496,36387.2756421566,10.982315244870362
0.00309,25.66842803590208,1,-9.988367994360239,0.065408036,-0.14755733,85110,0.0022281124788897395,0.7996866,3.046035,-3.6015723,-14.94,-0.99771154,1.4852718,0.99,0.7445712,934998,0.00719,-1.7081696,0.0,85110,-0.00745014,3.112184,36425.993780851364,10.985736106215485
0.00308,25.668742717097256,1,-9.990585086401202,0.07043342,-0.13962698,85184,0.0019397818236371336,0.8020745,3.0254016,-3.6021106,-12.46,-0.96303374,1.5361109,1.0,0.744537,935998,0.05548,-1.6897601,0.0,85184,-0.0074011995,3.0787892,36464.50511097908,10.987955484598046
0.00308,25.669191968692306,1,-9.992106775506375,0.0742471,-0.13392077,85263,0.001985817939128474,0.7921456,2.9919696,-3.602419,-12.26,-1.0404276,1.513751,1.0,0.74448997,936998,0.05298,-1.7413613,0.0,85263,-0.0074555143,3.045772,36502.82413029671,10.989479610147427
0.00307,25.66896831587348,1,-9.992923091343675,0.07226309,-0.14675339,85348,0.001989379144169218,0.80449814,3.0506318,-3.6024182,-10.59,-0.94605875,1.5004165,1.0,0.74445224,937998,0.00276,-1.6568944,0.0,85348,-0.007403242,3.1051664,36542.0997235775,10.990298542438019
0.00307,25.669018571752837,1,-9.994673690371672,0.073970325,-0.14534545,85425,0.0019903330522914493,0.7970346,3.0301852,-3.6026876,-11.38,-0.96785265,1.5022513,1.0,0.74442375,938998,0.11795,-1.6877402,0.0,85425,-0.007363288,3.078788,36580.98564910889,10.992051507170032
0.00306,25.66965301011345,1,-9.996362700723951,0.06912535,-0.15766098,85503,0.0020247250023570835,0.7984848,3.0106492,-3.6033902,-11.47,-0.8877978,1.517469,1.0,0.74441075,939998,0.03871,-1.6150707,0.0,85503,-0.007330097,3.055908,36619.038038015366,10.99374290960551
0.00305,25.67005444363167,1,-9.996097857326449,0.06885208,-0.16375856,85594,0.0020278984995748275,0.79779446,3.0493293,-3.603559,-9.81,-0.95939374,1.5614773,1.0,0.7443813,940998,0.03337,-1.6713803,0.0,85594,-0.007276312,3.0924456,36657.42127919197,10.993480851461552
0.00305,25.670046730250466,1,-9.997222157379957,0.06749616,-0.16801067,85678,0.0020436215018742555,0.7972294,3.0131316,-3.603645,-10.91,-0.9911506,1.5135598,1.0,0.74434656,941998,0.00729,-1.683104,0.0,85678,-0.0072642267,3.0709178,36696.388202905655,10.994607717266977
0.00304,25.670299599210022,1,-9.999451895043732,0.07815477,-0.13379177,85750,0.0020928157336567634,0.801838,3.0357225,-3.6041903,-11.82,-0.9248601,1.5591877,1.0,0.74431103,942998,0.01011,-1.6468028,0.0,85750,-0.0071910443,3.0866919,36734.982244968414,10.996839650145773
0.00304,25.669917875292917,1,-10.001444766798327,0.06833091,-0.16741347,85827,0.0019755646577758767,0.7869264,3.0256648,-3.6047046,-12.51,-0.9952907,1.5129641,1.0,0.7442763,943998,0.00332,-1.6882702,0.0,85827,-0.0071438993,3.0883598,36774.48461604118,10.99883486548522
0.00303,25.669771608123785,1,-10.002607410166572,0.0671688,-0.16838495,85909,0.001962265528026903,0.7913242,3.0474608,-3.604477,-11.29,-0.9618881,1.5631937,1.0,0.74421227,944998,0.007,-1.6573218,0.0,85909,-0.007125233,3.1030085,36813.65048456192,11.0
0.00302,25.670016930833587,1,-10.001116136308147,0.06770226,-0.1847275,86011,0.0019770534879434217,0.78562176,2.985449,-3.6037958,-8.71,-0.9920523,1.4767027,1.0,0.74417114,945998,0.02064,-1.6882682,0.0,86011,-0.00714328,3.0404816,36852.254618644714,10.998511818255805
0.00302,25.670713392866716,1,-10.003020200494849,0.07130365,-0.16269255,86087,0.0019787459547994275,0.7991784,2.9954078,-3.6039739,-11.37,-0.9260497,1.5343733,1.0,0.7441223,946998,0.07618,-1.6583366,0.0,86087,-0.0071019977,3.0401087,36890.209691762924,11.000418181606978
0.00301,25.671332070527335,1,-10.004514541698581,0.069941685,-0.15776353,86166,0.0020038167289107758,0.8009094,3.003689,-3.603981,-11.99,-0.98183864,1.5084835,1.0,0.7440884,947998,0.07466,-1.6961312,0.0,86166,-0.0071156803,3.0621035,36928.27459812164,11.00191490843256
0.00301,25.67142546414195,1,-10.006203402015236,0.07275759,-0.18885867,86243,0.001943978026916458,0.7970768,3.0189176,-3.6044533,-11.71,-0.947194,1.5326965,1.0,0.74404734,948998,0.03752,-1.6187758,0.0,86243,-0.0070812795,3.087301,36967.0940682888,11.003606089769605
0.003,25.67137758026424,1,-10.008051436515291,0.073642224,-0.17035346,86320,0.0018835384479267366,0.7971716,3.0404556,-3.6046453,-11.71,-0.94135374,1.4911318,1.0,0.74400306,949998,0.07941,-1.623383,0.0,86320,-0.0070313555,3.10835,37006.11691093445,11.005456441149212
0.00299,25.67182701180721,1,-10.010278491561914,0.07976175,-0.18807094,86394,0.0019744191980577853,0.79060966,2.9976435,-3.604623,-12.33,-0.9304063,1.5341775,1.0,0.7439559,950998,0.18375,-1.624522,0.0,86394,-0.0070009665,3.05917,37044.42225956917,11.007685718915665
0.00299,25.672529198727215,1,-10.010639405118479,0.07216879,-0.16810147,86471,0.0018355042583192765,0.79741144,2.9972234,-3.6051733,-10.9,-0.9680348,1.5247219,1.0,0.74391377,951998,0.04211,-1.663221,0.0,86471,-0.007036756,3.047352,37082.3611741066,11.008048941263546
0.00298,25.673159645267656,1,-10.014837241012723,0.07160531,-0.19179642,86539,0.0018910257878240876,0.7902755,3.0250182,-3.6062253,-13.83,-0.95267475,1.5181464,1.0,0.7438639,952998,0.09562,-1.6671212,0.0,86539,-0.0070264735,3.0774333,37120.40174126625,11.012248812674054
0.00298,25.672982136033404,1,-10.017180067427146,0.07127865,-0.17596383,86612,0.0018089605849933327,0.79548085,3.0437062,-3.6061568,-12.05,-0.9112456,1.5204093,1.0,0.74381393,953998,0.04176,-1.6175412,0.0,86612,-0.007080214,3.0965538,37159.60985541344,11.014593820717684
0.00297,25.673595558331826,1,-10.019912091461796,0.072962314,-0.17756332,86681,0.001975604476744882,0.7927552,2.9940858,-3.606776,-13.15,-0.95474494,1.5163205,1.0,0.7437675,954998,0.05045,-1.6236428,0.0,86681,-0.006971618,3.0638883,37197.67252039909,11.01732790346212
0.00296,25.67452236052811,1,-10.021681497533312,0.073335364,-0.17165355,86756,0.001983806041463781,0.8049154,2.9876342,-3.606864,-12.08,-0.90440965,1.5674556,1.0,0.74372953,955998,0.07007,-1.5911369,0.0,86756,-0.006985901,3.0535831,37235.27887201309,11.019099543547421
0.00296,25.67478674201973,1,-10.023631568643257,0.07607833,-0.1774178,86833,0.0019175355624080459,0.80181867,3.022923,-3.6070576,-12.03,-0.9818958,1.5480475,1.0,0.7436877,956998,0.11076,-1.6662688,0.0,86833,-0.0070807203,3.0865088,37273.844165325165,11.021051904229958
0.00295,25.67503034501631,1,-10.025809198338454,0.06972514,-0.17425622,86907,0.001974092327666551,0.80003446,2.980162,-3.6075606,-12.46,-0.94086206,1.553736,1.0,0.74365264,957998,0.04825,-1.6554006,0.0,86907,-0.0070775826,3.0375414,37312.43886089325,11.023231730470503
0.00295,25.676006857872895,1,-10.02719946658696,0.07724078,-0.18065089,86987,0.0020309402045251713,0.8009287,3.0114326,-3.607728,-11.56,-0.92773056,1.4997402,1.0,0.74362427,958998,0.12269,-1.6452065,0.0,86987,-0.0070131486,3.0758598,37349.96665596962,11.02462436915861
0.00294,25.676795681991024,1,-10.028621964946133,0.07980634,-0.18194997,87066,0.0018278198980524135,0.79887044,2.9712317,-3.6076896,-11.35,-1.0038568,1.5157416,1.0,0.7435825,959998,0.03519,-1.6632917,0.0,87066,-0.0069748466,3.0435643,37387.76488661766,11.026049204052098
0.00293,25.677663980978227,1,-10.029500860585198,0.067458615,-0.18781537,87150,0.0018430439253033734,0.7900729,2.9644415,-3.6077654,-10.9,-0.9785414,1.5026494,1.0,0.74355006,960998,0.09938,-1.672616,0.0,87150,-0.00697999,3.0305116,37425.444959163666,11.0269305794607
0.00293,25.677671088778563,1,-10.030597271580879,0.0739258,-0.16307433,87230,0.001960400666254965,0.7970053,2.999331,-3.6076243,-11.2,-0.9180576,1.5487002,1.0,0.7435156,961998,0.03361,-1.6101158,0.0,87230,-0.0070050396,3.0495787,37464.37894129753,11.028029347701478
0.00292,25.67847485982311,1,-10.031828021027797,0.07256358,-0.15297242,87313,0.0020349037307892557,0.8037412,2.980276,-3.6074321,-11.59,-0.9656868,1.5161525,1.0,0.7434839,962998,0.15123,-1.6671634,0.0,87313,-0.0069810757,3.0460408,37502.14937829971,11.029262538224549
0.00292,25.67889094591261,1,-10.033300147619212,0.06970037,-0.15434988,87387,0.0018592495012003049,0.7985162,2.9826648,-3.6074288,-11.29,-0.9241382,1.4856302,1.0,0.7434366,963998,0.06504,-1.6179364,0.0,87387,-0.006955145,3.0497484,37540.48420667648,11.03073683728701
0.00291,25.679268051368062,1,-10.037576187263433,0.07302595,-0.18038039,87449,0.0018944606691466254,0.797638,3.0106897,-3.608408,-13.92,-0.93846035,1.5557007,0.99,0.74338883,964998,0.00781,-1.6035933,0.0,87449,-0.006910608,3.079572,37578.87483668327,11.035003259042414
0.00291,25.679394155736258,1,-10.039956581352834,0.07435072,-0.18170245,87520,0.001972597277721877,0.79569525,2.9475212,-3.608907,-14.48,-0.9530703,1.5649459,0.99,0.74333894,965998,0.03706,-1.6400596,0.0,87520,-0.0069174883,3.0162346,37617.63202595711,11.037385740402193
0.0029,25.680043797028482,1,-10.04236688282035,0.079262555,-0.18372154,87592,0.0018749263334132118,0.7946007,2.9892216,-3.608862,-13.61,-0.9415694,1.4932451,1.0,0.7432985,966998,0.13511,-1.6244183,0.0,87592,-0.0069286055,3.0513313,37655.62113690376,11.039798155082655
0.00289,25.680558013146598,1,-10.04405205945089,0.07885161,-0.19428964,87669,0.0018356622152882883,0.79769963,2.9613044,-3.6089115,-12.16,-0.90947855,1.5560831,1.0,0.7432655,967998,0.03338,-1.6133454,0.0,87669,-0.0069174306,3.0244465,37693.807101249695,11.041485587836066
0.00289,25.680895866485695,1,-10.044784283337512,0.08371094,-0.2059731,87754,0.0018083038665086615,0.7962857,2.9502168,-3.6091835,-11.06,-0.9133923,1.5083222,1.0,0.74323606,968998,0.02712,-1.6029727,0.0,87754,-0.0069694207,3.0213277,37732.25065970421,11.04222029765025
0.00288,25.68112853527661,1,-10.04676185271212,0.08142411,-0.18483825,87828,0.001717662012723318,0.7946237,2.9384365,-3.6095958,-12.1,-1.0214933,1.5432837,1.0,0.74319834,969998,0.01137,-1.6821129,0.0,87828,-0.007006417,3.0133548,37770.84790754318,11.044200027326138
0.00288,25.68116276791733,1,-10.048895360742645,0.068240784,-0.18891083,87902,0.0019336234854441215,0.7991989,2.9477363,-3.6093297,-12.24,-0.96467054,1.5641736,1.0,0.7431365,970998,0.08074,-1.6365438,0.0,87902,-0.0069867726,3.029449,37809.73660635948,11.046335692020659
0.00287,25.681275829590156,1,-10.048616398659014,0.07418868,-0.19774836,87995,0.0018361738698007488,0.79598063,2.940477,-3.6094046,-10.54,-0.9353733,1.5508441,1.0,0.7430974,971998,0.02083,-1.5950189,0.0,87995,-0.007045233,3.0209916,37848.509024620056,11.04605943519518
0.00286,25.681561627424507,1,-10.050801653267929,0.07690341,-0.17033724,88068,0.001877279482408504,0.8067431,2.9601207,-3.6089518,-11.78,-0.9104363,1.5077491,1.0,0.74303013,972998,0.01514,-1.6035326,0.0,88068,-0.006998036,3.0358067,37887.02626872063,11.048246809283736
0.00286,25.681652440679294,1,-10.051991514367717,0.08017556,-0.20063452,88149,0.0017781864300181474,0.7977404,2.9430144,-3.6090684,-12.06,-1.004123,1.5609285,1.0,0.7429894,973998,0.05122,-1.6841942,0.0,88149,-0.007036458,3.008122,37925.83060026169,11.049439018026296
0.00285,25.68139445450727,1,-10.05258684195614,0.075138256,-0.19968574,88235,0.001875183284271793,0.7995481,2.9296496,-3.608908,-10.59,-1.0035374,1.5113513,1.0,0.7429497,974998,0.00161,-1.6997684,0.0,88235,-0.0070201,2.9881573,37965.15028524399,11.050036833456112
0.00285,25.68143654054221,1,-10.054649016521532,0.0700683,-0.19345184,88309,0.0018903471030051922,0.8014091,2.9543962,-3.6090639,-12.07,-0.9540792,1.5183187,1.0,0.7429168,975998,0.00158,-1.6353064,0.0,88309,-0.0069915317,3.0198133,38004.02670073509,11.052101144843673
0.00284,25.681688865694767,1,-10.055127552463375,0.07186715,-0.20246863,88395,0.001797443754954569,0.8014375,2.9630291,-3.6088173,-10.56,-0.92200667,1.4779749,1.0,0.74286973,976998,0.12069,-1.6061299,0.0,88395,-0.0069625503,3.0303495,38042.59155654907,11.052582159624412
0.00284,25.681891054280197,1,-10.058003617454217,0.0722338,-0.17526722,88460,0.0018263441719654008,0.8013333,2.9123077,-3.6094196,-13.29,-1.0275795,1.5029198,0.99,0.74281776,977998,0.00606,-1.6682005,0.0,88460,-0.006935694,2.9881735,38081.22999715805,11.055448790413747
0.00283,25.681493895399278,1,-10.060883316389925,0.07815529,-0.18490411,88530,0.002431141535241708,0.79304284,2.940949,-3.6097202,-13.24,-0.9671397,1.5876663,0.99,0.7427547,978998,0.22051,-1.6359458,0.0,88530,-0.0069177547,3.0160801,38120.75746011734,11.058319213825822
0.00283,25.68123887284062,1,-10.062931696085956,0.07446202,-0.19743611,88604,0.0018827340037108303,0.7923293,2.9370377,-3.6099787,-12.87,-0.9967756,1.5441351,1.0,0.74271977,979998,0.11385,-1.6718181,0.0,88604,-0.0069076326,3.0027533,38160.07494235039,11.060369735000677
0.00282,25.68089012220622,1,-10.066031352204805,0.072119445,-0.1642687,88670,0.0019571801851304997,0.80811566,2.9232233,-3.6104903,-13.98,-0.9698272,1.5352798,1.0,0.7426675,980998,0.12098,-1.6751156,0.0,88670,-0.0069560218,2.98834,38199.53262257576,11.063471298071502
0.00281,25.68049203189243,1,-10.068650762348009,0.077771865,-0.20381723,88739,0.0018810660231766948,0.8063229,2.9171708,-3.6107721,-13.2,-1.0513371,1.5089418,1.0,0.7426279,981998,0.07716,-1.7489971,0.0,88739,-0.0069549102,2.9806967,38239.06484270096,11.066092698813375
