rollout/goal_tolerance,total/steps_per_second,total/epochs,rollout/return,train/loss_critic,reference_action_mean,total/episodes,errors,reference_action_std,reference_actor_Q_std,rollout/Q_mean,rollout/return_history,reference_actor_Q_mean,train/loss_actor,success rate,rollout/actions_std,total/steps,rollout/error,reference_Q_mean,train/param_noise_distance,rollout/episodes,rollout/actions_mean,reference_Q_std,total/duration,rollout/episode_steps
0.00117,25.820758935954483,1,-11.35375295097903,0.15206239,-0.18373819,115216,0.001246382199167738,0.76369697,2.8102756,-3.7464778,-26.33,-0.79385114,2.123979,0.97,0.7178032,1422998,0.04751,-1.6004927,0.0,115216,-0.00030843887,2.909111,55110.61868977547,12.350697819747257
0.00116,25.821776713378345,1,-11.35756860635612,0.13535933,-0.18072774,115259,0.0010862734785962499,0.76295793,2.7953827,-3.7468598,-23.75,-0.79862434,2.1868782,0.99,0.7177543,1423998,0.00778,-1.6008936,0.0,115259,-0.00032230228,2.8820214,55147.17348098755,12.354514614910766
0.00116,25.822427958018753,1,-11.36196877710321,0.14178233,-0.17847031,115300,0.0008222519700978849,0.77004284,2.7823472,-3.7472162,-23.29,-0.87560177,2.1859,1.0,0.71769464,1424998,0.05487,-1.6259604,0.0,115300,-0.00032455285,2.9050434,55184.50868821144,12.358915871639201
0.00116,25.8231320600581,1,-11.366716665077123,0.14410463,-0.1984124,115337,0.0008168666627108047,0.76988286,2.810416,-3.7477515,-24.63,-0.85341424,2.1830282,1.0,0.71761465,1425998,0.00228,-1.6137475,0.0,115337,-0.00027382773,2.927395,55221.72897863388,12.363664738982287
0.00116,25.823901553138047,1,-11.370702282004837,0.15853363,-0.1894023,115381,0.0007904888733678254,0.77272755,2.7939742,-3.7479327,-23.16,-0.9160973,2.1464894,1.0,0.7175358,1426998,0.04293,-1.7001365,0.0,115381,-0.00026118505,2.9129467,55258.80731320381,12.36765151974762
0.00115,25.82399748874585,1,-11.375125628140703,0.1406745,-0.19523036,115420,0.0012461164678132977,0.7696003,2.806662,-3.7486985,-23.57,-0.8799825,2.2330222,0.99,0.71746737,1427998,0.07578,-1.6551306,0.0,115420,-0.00023071383,2.913806,55297.325699567795,12.3720672327153
0.00115,25.824291252916808,1,-11.378555097516195,0.12743726,-0.1768455,115468,0.001249314564473387,0.7731199,2.8420832,-3.749364,-23.18,-0.7416721,2.1866844,0.99,0.71741146,1428998,0.05481,-1.5321008,0.0,115468,-0.0002075168,2.9493077,55335.41989612579,12.37549797346451
0.00115,25.824976173263853,1,-11.38346723922981,0.15175983,-0.17580158,115504,0.0007925559909146072,0.77496505,2.8262348,-3.7498126,-21.89,-0.88689655,2.1797166,1.0,0.71733624,1429998,0.09473,-1.6649251,0.0,115504,-0.00017497626,2.9314182,55372.67451500893,12.380411068014961
0.00115,25.82563704881932,1,-11.38730224668536,0.13989177,-0.1960864,115548,0.0007868289021097428,0.766674,2.8049705,-3.7497883,-22.42,-0.79015124,2.1831045,1.0,0.71725947,1430998,0.00407,-1.5820713,0.0,115548,-0.00017174141,2.9043136,55409.97874689102,12.384247239242566
0.00115,25.8259872365554,1,-11.391106497101825,0.13510317,-0.1806202,115590,0.0008680819890341959,0.7703093,2.8147852,-3.7501516,-22.32,-0.7277591,2.245871,0.99,0.7171874,1431998,0.00978,-1.5065279,0.0,115590,-0.00015526474,2.9313905,55447.94810295105,12.388043948438446
0.00114,25.82675727868989,1,-11.39564307458143,0.15160403,-0.17449875,115632,0.0008840212985088578,0.770678,2.8298578,-3.750847,-22.36,-0.77187747,2.18393,0.98,0.7171147,1432998,0.00141,-1.5454845,0.0,115632,-0.00013461988,2.9359646,55485.01441884041,12.39257299017573
0.00114,25.82706012416773,1,-11.399745841834088,0.14928745,-0.16535269,115676,0.0008637075662206694,0.76628846,2.8345428,-3.7512681,-23.42,-0.74319607,2.2143204,0.98,0.7170396,1433998,0.01409,-1.5110847,0.0,115676,-0.0001317427,2.9357736,55523.08288693428,12.396676925204883
0.00114,25.82778178653484,1,-11.403166153952508,0.14640833,-0.18213123,115724,0.0008522820462866518,0.77182454,2.8348627,-3.7513912,-20.83,-0.8405138,2.2601428,1.0,0.71696955,1434998,0.00208,-1.6209595,0.0,115724,-0.0001570916,2.9324563,55560.24949645996,12.400098510248522
0.00114,25.828326773755045,1,-11.407935315002462,0.13891417,-0.20836174,115761,0.0008883014735923394,0.76404727,2.8455129,-3.7523656,-22.58,-0.83027935,2.218726,0.99,0.7169107,1435998,0.15749,-1.5956653,0.0,115761,-0.0001039983,2.9560568,55597.794335603714,12.40486001330327
0.00113,25.82867063354648,1,-11.412096927408072,0.136039,-0.15951763,115798,0.0009084499471987108,0.7728577,2.8638723,-3.7530935,-24.22,-0.7419909,2.2214348,0.98,0.71683675,1436998,0.00269,-1.5185688,0.0,115798,-9.794578e-05,2.9712257,55635.77082180977,12.409013972607472
0.00113,25.82949849405649,1,-11.416733569868525,0.12831874,-0.17325751,115839,0.0008258411403658292,0.7661618,2.8309,-3.7534423,-24.46,-0.7775294,2.2787864,0.99,0.7167543,1437998,0.02652,-1.5495216,0.0,115839,-7.351133e-05,2.9473062,55672.70306587219,12.413651706247464
0.00113,25.83036878867455,1,-11.42056348966648,0.14495058,-0.16381472,115885,0.0008558323134106446,0.768306,2.8474023,-3.7538693,-23.42,-0.7185849,2.224909,0.99,0.71669954,1438998,0.00111,-1.4764543,0.0,115885,-3.623927e-05,2.9510734,55709.54142284393,12.417482849376537
0.00113,25.831126694868566,1,-11.424458073476007,0.13669889,-0.15821008,115929,0.0008081122004390055,0.7654442,2.8651984,-3.7541244,-21.96,-0.695888,2.276398,1.0,0.7166272,1439998,0.0534,-1.4678671,0.0,115929,-2.3629118e-06,2.9555008,55746.61984395981,12.421378602420447
0.00113,25.831898933655197,1,-11.42808363871524,0.1534581,-0.16301353,115975,0.000775741879126645,0.7721642,2.8752873,-3.754359,-21.34,-0.7067354,2.2918715,1.0,0.71656805,1440998,0.11256,-1.4852908,0.0,115975,-5.56043e-06,2.973167,55783.66513824463,12.425005389092476
0.00112,25.83229739919461,1,-11.43158194135595,0.15636218,-0.18798344,116022,0.0008045336253885968,0.76611894,2.827581,-3.7546372,-19.78,-0.7145809,2.2515554,1.0,0.71651036,1441998,0.01144,-1.4905767,0.0,116022,-3.92331e-05,2.930386,55821.51589989662,12.428504938718518
0.00112,25.83282633517329,1,-11.436132723309294,0.14522128,-0.17686951,116061,0.000830557251346387,0.7622483,2.8505409,-3.7549126,-22.53,-0.67942864,2.2369404,0.99,0.7164144,1442998,0.03472,-1.4417933,0.0,116061,1.7650926e-05,2.960867,55859.08337235451,12.433048138478904
0.00112,25.833607614821602,1,-11.44009577785051,0.16944209,-0.18765165,116102,0.0014033893340207307,0.76270556,2.8476799,-3.755407,-23.33,-0.7769039,2.2926426,0.98,0.7163617,1443998,0.0957,-1.5217254,0.0,116102,1.619887e-05,2.9780645,55896.10330581665,12.437003669187439
0.00112,25.834160282090295,1,-11.444638659514194,0.13889045,-0.16290747,116137,0.0016560836384335307,0.77279276,2.8654413,-3.7558844,-24.26,-0.66500616,2.233588,0.97,0.71628594,1444998,0.00328,-1.447096,0.0,116137,5.406187e-05,2.9498954,55933.615965127945,12.441530261673712
0.00111,25.83454644768234,1,-11.448530804055567,0.14252007,-0.19148515,116186,0.0016393623304478452,0.76815593,2.8559623,-3.7560065,-23.52,-0.70423484,2.2858002,0.97,0.71622914,1445998,0.03025,-1.457696,0.0,116186,4.904529e-05,2.96877,55971.48774909973,12.445423717143202
0.00111,25.834611997376776,1,-11.452452443840283,0.13519342,-0.17784314,116231,0.0010991906046248423,0.77123654,2.8380003,-3.7564216,-22.77,-0.73930085,2.2482216,0.98,0.71615493,1446998,0.24055,-1.5142252,0.0,116231,5.6438774e-05,2.9512928,56010.053495168686,12.449337956311139
0.00111,25.8351725218951,1,-11.457077244617992,0.15948917,-0.18496282,116267,0.0009711775021452293,0.77064437,2.8642464,-3.7570748,-23.19,-0.66087973,2.2297885,0.97,0.71607876,1447998,0.24299,-1.4197081,0.0,116267,6.288461e-05,2.980847,56047.54521274567,12.45394651964874
0.00111,25.835937731085924,1,-11.46058016369764,0.15838692,-0.18126345,116312,0.0009432548325040212,0.77339345,2.8784175,-3.7574606,-21.72,-0.66005385,2.2727308,0.98,0.71602404,1448998,0.03515,-1.442717,0.0,116312,0.000100874335,2.9791298,56084.59097099304,12.457450649975927
0.00111,25.83641665681709,1,-11.464013475073692,0.13520971,-0.18597151,116363,0.000806906470838768,0.7671468,2.8853273,-3.7580779,-20.09,-0.6133065,2.2842512,1.0,0.71596617,1449998,0.09961,-1.3736758,0.0,116363,0.00011901732,2.998705,56122.256397247314,12.460885332966665
0.0011,25.836746339220714,1,-11.46816717494953,0.17272542,-0.17629899,116405,0.0007961426066820748,0.7653865,2.841565,-3.7580807,-21.46,-0.6770147,2.2995324,1.0,0.7158815,1450998,0.00475,-1.4073132,0.0,116405,0.00011420056,2.9829698,56160.24482917786,12.46504016150509
0.0011,25.837496296280225,1,-11.471953628166595,0.16051285,-0.15354113,116450,0.0008524764406536985,0.7733991,2.8753343,-3.7591877,-20.74,-0.6979223,2.2702284,0.99,0.71581876,1451998,0.00113,-1.470435,0.0,116450,8.807953e-05,2.9780178,56197.31816697121,12.468819235723487
0.0011,25.83827574997575,1,-11.474910301969064,0.12608257,-0.19277883,116502,0.0009107873890811137,0.7680984,2.839822,-3.759612,-19.46,-0.6590154,2.2523727,0.99,0.7157623,1452998,0.01675,-1.4013076,0.0,116502,9.205451e-05,2.9717393,56234.32515621185,12.471777308544059
0.0011,25.838340836338453,1,-11.479080862163647,0.15092325,-0.1512646,116544,0.0009096569158726195,0.77563167,2.886283,-3.7599425,-20.04,-0.53933644,2.3004704,0.99,0.7156896,1453998,0.07824,-1.3088903,0.0,116544,0.00011206151,3.0034494,56272.88567829132,12.475940417353103
0.00109,25.839225062680338,1,-11.484117793389776,0.1488952,-0.1694411,116577,0.0009099725859046054,0.7764867,2.857703,-3.7604334,-24.23,-0.57854724,2.2340722,0.99,0.71563154,1454998,0.0017,-1.335252,0.0,116577,8.046186e-05,2.9767733,56309.660853624344,12.480978237559725
0.00109,25.83960051029683,1,-11.487030860121932,0.16181153,-0.15952465,116623,0.0023319110539861674,0.76938087,2.867362,-3.7613533,-22.98,-0.63023865,2.2962463,0.98,0.7155626,1455998,0.00944,-1.3935745,0.0,116623,0.00011342098,2.9706838,56347.54296684265,12.483883967999452
0.00109,25.840005587660354,1,-11.492379564546546,0.13384841,-0.15083916,116660,0.0028085107918536267,0.7744667,2.9169462,-3.7616208,-23.88,-0.4811743,2.2526112,0.98,0.7154806,1456998,0.18547,-1.2739807,0.0,116660,0.00014359452,2.995823,56385.35932421684,12.489225098577062
0.00109,25.84105180194744,1,-11.496036880575145,0.15262137,-0.1682312,116701,0.002852496530933537,0.76458466,2.882171,-3.76262,-24.06,-0.6425857,2.2923474,0.97,0.71540916,1457998,0.00693,-1.4107593,0.0,116701,0.00015688181,2.981913,56421.7745923996,12.492874953942126
0.00109,25.841925851670922,1,-11.501259251644736,0.14746836,-0.13631217,116736,0.0010379704694586048,0.77350414,2.8720355,-3.7625966,-24.99,-0.5327398,2.2268271,0.98,0.715313,1458998,0.00618,-1.2855116,0.0,116736,0.00017883856,2.9939897,56458.56304883957,12.498089706688596
0.00108,25.84258430223556,1,-11.504375749272135,0.15959248,-0.15265468,116780,0.0010430996639451409,0.77976584,2.8632164,-3.7634494,-23.45,-0.6644869,2.347701,0.98,0.7152397,1459998,0.00208,-1.4114293,0.0,116780,0.0002125226,2.9823453,56495.820345401764,12.501207398527145
0.00108,25.843443627160536,1,-11.509356114430501,0.13829169,-0.14304958,116822,0.00124533997800036,0.7817263,2.8874454,-3.764217,-23.77,-0.64210355,2.2492476,0.99,0.7151535,1460998,0.04882,-1.4158114,0.0,116822,0.00022954885,2.9979985,56532.63632655144,12.506180342743662
0.00108,25.84440573926703,1,-11.514317501069748,0.14637548,-0.14745896,116850,0.0015109726674433616,0.7781367,2.8857088,-3.7645721,-25.32,-0.52951205,2.3288097,0.98,0.71505857,1461998,0.04262,-1.299058,0.0,116850,0.0002622984,3.0007312,56569.22487401962,12.511133932391955
0.00108,25.845018267966562,1,-11.519231756352125,0.13950932,-0.1574977,116890,0.0015125454608354513,0.7821075,2.8976026,-3.7651737,-27.0,-0.5202708,2.3037868,0.97,0.7149756,1462998,0.00097,-1.2796159,0.0,116890,0.00025230928,2.993929,56606.576355695724,12.516040722046368
0.00107,25.84591828651964,1,-11.522353343595006,0.14496215,-0.140886,116940,0.0007898723183811088,0.778986,2.8387306,-3.7658293,-22.68,-0.5481275,2.292878,0.99,0.71491843,1463998,0.05348,-1.3268402,0.0,116940,0.00028287174,2.9441888,56643.29600405693,12.51916367367881
0.00107,25.84656939042123,1,-11.52661993503163,0.14218481,-0.16705823,116980,0.001093811101739052,0.77086544,2.839055,-3.766086,-21.34,-0.64265716,2.3030303,0.99,0.71484137,1464998,0.17671,-1.388566,0.0,116980,0.0003121688,2.954807,56680.558950424194,12.52342280731749
0.00107,25.84698177598066,1,-11.530888146369392,0.16117395,-0.14457959,117019,0.0010932040101208293,0.7809359,2.8818867,-3.7662196,-24.43,-0.5790511,2.3062925,0.99,0.7147689,1465998,0.0949,-1.3339272,0.0,117019,0.0003627311,2.989418,56718.34385561943,12.527692084191456
0.00107,25.847674125609718,1,-11.535778358706239,0.15219557,-0.15838315,117054,0.0011482142654062387,0.77618134,2.8556268,-3.7663193,-25.1,-0.60069716,2.3095782,0.98,0.7146927,1466998,0.00575,-1.3681493,0.0,117054,0.00038749378,2.9806051,56755.512812137604,12.532574709108616
0.00107,25.848448654012547,1,-11.540867396614454,0.15320385,-0.1322066,117086,0.0025202087177571765,0.7793415,2.8530228,-3.7667956,-26.14,-0.5448946,2.3101263,0.97,0.7146259,1467998,0.02205,-1.277461,0.0,117086,0.0003745066,2.9856064,56792.49921917915,12.537647541123619
0.00106,25.848772457264594,1,-11.544821992657731,0.16292231,-0.16216075,117130,0.0025290966977578027,0.77537894,2.8646073,-3.7670796,-26.12,-0.50084674,2.2979708,0.97,0.7145636,1468998,0.15676,-1.248035,0.0,117130,0.00040778072,2.98843,56830.47434568405,12.541603346708785
0.00106,25.849515422111136,1,-11.549725171554403,0.13858847,-0.12578589,117164,0.0029921244912440603,0.78231347,2.8427653,-3.7676759,-25.96,-0.5158909,2.312168,0.96,0.7145127,1469998,0.00675,-1.2717463,0.0,117164,0.0004894972,2.9678712,56867.526373147964,12.546490389539448
0.00106,25.85039880402114,1,-11.553807431423573,0.1368582,-0.1664171,117205,0.002547905168811559,0.77536786,2.8815758,-3.7680252,-24.27,-0.4600549,2.3348382,0.97,0.71445227,1470998,0.00202,-1.2246546,0.0,117205,0.00051877706,2.985793,56904.26717019081,12.550565248922828
0.00106,25.851072414809842,1,-11.557912423451546,0.14497721,-0.15644513,117246,0.0025222554370296696,0.77725136,2.8629274,-3.7686322,-23.99,-0.42772883,2.3043053,0.98,0.71437335,1471998,0.00343,-1.2095165,0.0,117246,0.00057142536,2.9713898,56941.46750974655,12.554671374716408
0.00106,25.851198889432105,1,-11.561442249486312,0.1608966,-0.14538644,117289,0.0009722318704548609,0.77524537,2.8930933,-3.7702677,-22.35,-0.52336127,2.3649497,0.99,0.7143229,1472998,0.00675,-1.3140419,0.0,117289,0.0006099256,2.985797,56979.87185430527,12.558193863022108
0.00105,25.851661595109697,1,-11.566836852109134,0.14314544,-0.15848492,117323,0.0009951606396673826,0.7714993,2.8610706,-3.7712948,-24.87,-0.5792018,2.3815665,0.98,0.71425676,1473998,0.06326,-1.3545201,0.0,117323,0.0006561291,2.9674673,57017.53423380852,12.563580883543722
0.00105,25.852330008843133,1,-11.571271546765962,0.15339924,-0.13347577,117361,0.00207391834249195,0.77826256,2.8596175,-3.771769,-25.2,-0.53541493,2.3865607,0.98,0.71418124,1474998,0.1118,-1.2889234,0.0,117361,0.0006793035,2.9825501,57054.74127459526,12.568008111723657
0.00105,25.852746882234577,1,-11.575262772354815,0.1597693,-0.15837055,117402,0.002067786768786614,0.776845,2.879927,-3.771969,-24.75,-0.56192994,2.3671381,0.98,0.71411246,1475998,0.0039,-1.315671,0.0,117402,0.0006974094,2.979963,57092.50188088417,12.572000476993578
0.00105,25.853109766720657,1,-11.580504794182264,0.14615132,-0.13709976,117434,0.0009161132663521855,0.7778057,2.8648484,-3.7725697,-24.56,-0.59740865,2.3636105,0.99,0.7140206,1476998,0.00175,-1.3632596,0.0,117434,0.0007020618,2.9464414,57130.38057422638,12.577234872353833
0.00104,25.853490192967975,1,-11.585840527149205,0.14653923,-0.14395718,117462,0.000953442014553489,0.7724425,2.8790896,-3.7732139,-28.58,-0.518497,2.3334231,0.98,0.71393174,1477998,0.00178,-1.2948782,0.0,117462,0.0007281736,2.9637978,57168.219415187836,12.582562871396707
0.00104,25.854100988049353,1,-11.590630931204412,0.14236706,-0.16712998,117493,0.0009444175440336142,0.77154756,2.8657174,-3.773304,-29.85,-0.4536051,2.3905783,0.98,0.7138457,1478998,0.00133,-1.2100012,0.0,117493,0.00073062844,2.9635694,57205.54741716385,12.587354140246653
0.00104,25.854713872404865,1,-11.595300083380128,0.1365182,-0.15601392,117534,0.000797217824884778,0.7758973,2.8493316,-3.7734263,-28.97,-0.4911577,2.3061056,0.99,0.71375865,1479998,0.01028,-1.2502867,0.0,117534,0.00077908003,2.9554677,57242.86902976036,12.592024435482498
0.00104,25.855279259959694,1,-11.598084822301786,0.15245143,-0.16174616,117587,0.0007671664957360205,0.7762941,2.8524191,-3.7738848,-22.04,-0.5377833,2.3902996,1.0,0.7136943,1480998,0.10346,-1.307085,0.0,117587,0.00078483013,2.954666,57280.29409813881,12.594810650837253
0.00104,25.855754137831116,1,-11.603072580576598,0.15570053,-0.14869069,117621,0.0007784863784890188,0.7746569,2.8498473,-3.7747517,-22.71,-0.39432225,2.3693857,0.99,0.7136138,1481998,0.00035,-1.1789169,0.0,117621,0.000769223,2.9339988,57317.9181740284,12.599790853674088
0.00103,25.856578925041994,1,-11.606615334931076,0.13832901,-0.17485839,117666,0.0007485925067115786,0.7736598,2.8691783,-3.7753384,-23.53,-0.43102205,2.3047938,0.99,0.71356225,1482998,0.01285,-1.2462716,0.0,117666,0.0008051799,2.9424822,57354.76469254494,12.603334863087044
0.00103,25.857594470618004,1,-11.611636462501805,0.14731637,-0.15897264,117699,0.0010645146098959733,0.78167593,2.848677,-3.7760205,-26.08,-0.5000234,2.3531852,0.97,0.7134877,1483998,0.01954,-1.2943614,0.0,117699,0.0008155069,2.9211898,57391.185467243195,12.608339917926235
0.00103,25.858316422262927,1,-11.61574199904872,0.14911595,-0.17581558,117736,0.0010565913196300594,0.7738407,2.8935964,-3.7762263,-24.86,-0.511575,2.3877928,0.98,0.7133999,1484998,0.02893,-1.2907304,0.0,117736,0.00084660697,2.9734557,57428.25541114807,12.612446490453218
0.00103,25.858675418612055,1,-11.621066485522629,0.15381362,-0.1570685,117770,0.001414419109844991,0.77349764,2.8281322,-3.7766154,-26.46,-0.57965946,2.3662558,0.97,0.7133235,1485998,0.00259,-1.3523705,0.0,117770,0.00087670685,2.9220102,57466.12987494469,12.617754946081345
0.00103,25.859287640995056,1,-11.625613296436514,0.13986613,-0.15403007,117806,0.0011419896695472808,0.77117664,2.880798,-3.7771356,-27.12,-0.44607225,2.3246334,0.98,0.7132483,1486998,0.01446,-1.2200747,0.0,117806,0.00091306097,2.9669573,57503.44018149376,12.622302768959136
0.00102,25.859648037973297,1,-11.629585316803706,0.15292507,-0.14168343,117849,0.0009838011897078385,0.7749501,2.8836043,-3.7777386,-25.76,-0.47363108,2.3231485,0.97,0.71317613,1487998,0.00695,-1.2639191,0.0,117849,0.0008977024,2.9499366,57541.30906248093,12.626259026381216
0.00102,25.86047144340089,1,-11.634963860327803,0.14736396,-0.12589823,117876,0.0017622544896215358,0.7794623,2.869255,-3.7789683,-26.35,-0.44940943,2.349159,0.97,0.7130992,1488998,0.08641,-1.2411366,0.0,117876,0.0009502055,2.9362772,57578.14598464966,12.631629848315178
0.00102,25.861012902149255,1,-11.639661108943807,0.14762013,-0.13868278,117914,0.001737075878059705,0.78923446,2.8781366,-3.7793608,-27.29,-0.43153417,2.3970306,0.96,0.7130329,1489998,0.15104,-1.2642142,0.0,117914,0.00096459524,2.9273272,57615.60870170593,12.63631969062198
0.00102,25.861742913289234,1,-11.643333700692613,0.16058213,-0.16712844,117959,0.0007379289411743678,0.77695036,2.8512144,-3.7798078,-23.88,-0.50840634,2.3708696,0.98,0.71296364,1490998,0.00095,-1.2813002,0.0,117959,0.0010000714,2.9209752,57652.649513959885,12.639985079561542
0.00102,25.862584907237032,1,-11.646235848417057,0.14225319,-0.14196332,118008,0.000758153900269401,0.78310865,2.8420713,-3.7801485,-19.95,-0.45362777,2.3415277,0.99,0.7129065,1491998,0.00122,-1.2443526,0.0,118008,0.0010110475,2.9086785,57689.438443660736,12.642888617720832
0.00101,25.86338670923682,1,-11.651290653247601,0.15462056,-0.1529837,118041,0.0007400907253600403,0.778112,2.8816452,-3.7803178,-21.41,-0.4760315,2.3968213,1.0,0.7128165,1492998,0.08044,-1.265024,0.0,118041,0.0010347539,2.9354942,57726.31468510628,12.647944358316177
0.00101,25.86431705462164,1,-11.655389097314556,0.16371872,-0.14366235,118081,0.0007630484084118678,0.78109604,2.854564,-3.7804658,-23.81,-0.59884405,2.3695426,1.0,0.7127378,1493998,0.00122,-1.4027977,0.0,118081,0.0010554462,2.9167323,57762.9015622139,12.652043935942277
0.00101,25.865233918989084,1,-11.660556595067352,0.1432419,-0.14694148,118111,0.0007625942760090648,0.7838628,2.8399322,-3.7809482,-26.41,-0.44738364,2.3399944,1.0,0.71266186,1494998,0.02651,-1.1854491,0.0,118111,0.001107022,2.926235,57799.51593255997,12.657212283360568
0.00101,25.865733611016452,1,-11.665086754126111,0.15418354,-0.14430426,118150,0.0007407184220342679,0.78109175,2.8833644,-3.781477,-26.86,-0.45593113,2.370613,1.0,0.7125921,1495998,0.10406,-1.2474822,0.0,118150,0.0011119773,2.9540904,57837.06051015854,12.6617435463394
0.00101,25.866304758960013,1,-11.668403952890213,0.15567286,-0.15707244,118192,0.0007617109801006431,0.7817336,2.8644109,-3.7820218,-26.13,-0.41607663,2.3608527,1.0,0.71253943,1496998,0.07666,-1.2205896,0.0,118192,0.0011096664,2.9559817,57874.443758010864,12.665061933125761
0.001,25.867198106683922,1,-11.673890058954385,0.16106385,-0.1623457,118227,0.0015682484840638855,0.7780339,2.865444,-3.7826035,-24.8,-0.48116046,2.4746242,0.99,0.7124741,1497998,0.00066,-1.2711458,0.0,118227,0.0011027997,2.9424427,57911.104009866714,12.67054057025891
0.001,25.867559402555578,1,-11.6776217331383,0.15164623,-0.15762033,118271,0.0015396954675919571,0.7706032,2.8550766,-3.7827737,-24.38,-0.43917808,2.372809,0.99,0.7123969,1498998,0.02672,-1.2253504,0.0,118271,0.0011206894,2.9344819,57948.95361685753,12.674273490542905
0.001,25.86815863986652,1,-11.682053319358275,0.16457488,-0.12568153,118306,0.0012398643615451138,0.7830392,2.8680265,-3.7833393,-24.56,-0.57697356,2.4025705,0.99,0.7123247,1499998,0.01906,-1.3690195,0.0,118306,0.0011594644,2.9383326,57986.268790245056,12.678697614660289
0.001,25.868551778829566,1,-11.687361625175345,0.15060492,-0.12227768,118338,0.0024815400804789837,0.78359413,2.8584437,-3.7847917,-25.63,-0.5537659,2.4901485,0.97,0.7122611,1500998,0.04509,-1.3276104,0.0,118338,0.0011948136,2.9364698,58024.044516801834,12.683989927157802
0.001,25.86909488253243,1,-11.692379825969418,0.15882808,-0.1461577,118370,0.0025569740152489293,0.7702919,2.8404293,-3.7860196,-29.14,-0.5177567,2.478081,0.96,0.712164,1501998,0.10429,-1.2576835,0.0,118370,0.0012329926,2.9363368,58061.48250722885,12.689000591366055
0.001,25.86979495057361,1,-11.695603708895607,0.16419518,-0.1387514,118418,0.0020416539262652924,0.7798424,2.8476353,-3.7864716,-26.66,-0.48259956,2.4665363,0.97,0.7121005,1502998,0.03307,-1.244323,0.0,118418,0.0012621346,2.9479923,58098.566411972046,12.69222584404398
0.001,25.869760121015712,1,-11.699245327615607,0.16526787,-0.14528167,118462,0.0018837148840279774,0.77323747,2.8090277,-3.7871127,-22.23,-0.4835099,2.468223,0.98,0.71202844,1503998,0.00188,-1.2510339,0.0,118462,0.0012855786,2.9101498,58137.29980349541,12.695860275869055
0.001,25.870211218714033,1,-11.703806847430737,0.14276522,-0.117138065,118497,0.0020452695883521055,0.7805893,2.795836,-3.787851,-23.51,-0.5612955,2.4574735,0.98,0.7119545,1504998,0.02807,-1.3081203,0.0,118497,0.0012982498,2.887789,58174.940562963486,12.700414356481598
0.001,25.870189070309294,1,-11.708177968246469,0.14736398,-0.12823744,118538,0.002135832608279585,0.7789718,2.8117182,-3.7885273,-24.54,-0.46178856,2.465855,0.97,0.7118825,1505998,0.08331,-1.2343403,0.0,118538,0.0013205097,2.8892975,58213.64489865303,12.704778214580978
0.001,25.87095556431381,1,-11.71319411645638,0.14953986,-0.10961876,118568,0.0014343262461149224,0.7846008,2.7796576,-3.789141,-27.6,-0.4666389,2.462706,0.97,0.7118053,1506998,0.00714,-1.2190497,0.0,118568,0.0013212474,2.8854969,58250.573553562164,12.709786789015586
0.001,25.871554875154256,1,-11.717642595168838,0.14538427,-0.14455473,118605,0.002394625687454273,0.7811879,2.7703662,-3.7898479,-27.48,-0.5796741,2.4047453,0.97,0.7117394,1507998,0.02073,-1.2989082,0.0,118605,0.0013188517,2.8957365,58287.87667679787,12.714227899329709
0.001,25.87226852684788,1,-11.721523148109128,0.15832688,-0.13176547,118649,0.001986224744295401,0.7970483,2.8104293,-3.7905915,-24.61,-0.6139037,2.4835937,0.98,0.71166986,1508998,0.01679,-1.3490882,0.0,118649,0.0013188826,2.9160712,58324.92030739784,12.718101290360643
0.001,25.87247483566354,1,-11.724405203208196,0.15820843,-0.12980397,118696,0.0007989134474450352,0.79749984,2.8556693,-3.7907393,-20.43,-0.4128822,2.4907007,0.99,0.7116012,1509998,0.00192,-1.1861619,0.0,118696,0.0012971809,2.9518461,58363.10633563995,12.720984700411135
0.001,25.872519310423176,1,-11.729018402324504,0.15570748,-0.11951041,118735,0.001222548712061392,0.79098547,2.7897513,-3.7914298,-22.61,-0.5547108,2.4699965,0.98,0.71154886,1510998,0.02704,-1.3211895,0.0,118735,0.0012929311,2.865123,58401.65705823898,12.72559060091801
0.001,25.873131545252008,1,-11.733748137171531,0.13325754,-0.13887812,118771,0.003368132286120631,0.79437584,2.8538916,-3.7919037,-24.67,-0.43979096,2.4985783,0.98,0.71148723,1511998,0.01784,-1.1972284,0.0,118771,0.0013349594,2.9368036,58438.92523622513,12.730312955182663
0.001,25.873826170949535,1,-11.738537168447015,0.14901114,-0.12153228,118797,0.0034014619102791022,0.7992077,2.8032794,-3.7927322,-27.93,-0.43606412,2.5158184,0.97,0.71140987,1512998,0.00121,-1.2113528,0.0,118797,0.0013843621,2.8917046,58476.00544285774,12.73509432056365
0.001,25.874071427154526,1,-11.74352264025514,0.1762971,-0.14661376,118837,0.003102037372283077,0.79206294,2.755435,-3.7934277,-28.82,-0.6403947,2.4810014,0.97,0.7113263,1513998,0.14796,-1.3645625,0.0,118837,0.0014472173,2.8719683,58514.09988808632,12.740072536331278
0.001,25.874187800800613,1,-11.746841405763698,0.1639525,-0.1280265,118882,0.00086462687172642,0.79351336,2.8125074,-3.7936633,-25.87,-0.4992208,2.5109346,0.98,0.7112562,1514998,0.01255,-1.2582855,0.0,118882,0.0014556714,2.8998382,58552.485266923904,12.743392607795966
