reference_Q_mean,train/loss_actor,reference_action_mean,total/steps_per_second,rollout/error,reference_actor_Q_std,total/steps,rollout/actions_std,reference_action_std,total/episodes,reference_Q_std,rollout/return_history,rollout/episodes,rollout/return,rollout/episode_steps,total/duration,train/param_noise_distance,success rate,errors,rollout/actions_mean,rollout/goal_tolerance,reference_actor_Q_mean,train/loss_critic,rollout/Q_mean,total/epochs
-1.7687752,1.8623776,-0.17349641,22.68698236559043,0.00239,1.6538029,1394998,0.7296979,0.84697706,152039,1.7978909,-15.71,152039,-8.17596800820842,9.17521820059327,61488.91807293892,0.0,0.99,0.0008651063075274786,0.00022026277,0.00123,-0.97294056,0.09261408,-3.368366,1
-1.7402123,1.9173515,-0.20180829,22.686721753603074,0.03008,1.7150216,1395998,0.72963434,0.8418005,152105,1.8344878,-13.76,152105,-8.17858058577956,9.17783110351402,61533.70306921005,0.0,1.0,0.0008478501454854273,0.00024272263,0.00123,-0.9376131,0.08577507,-3.3682246,1
-1.7851276,1.87412,-0.18503441,22.68652785974583,0.02927,1.7385753,1396998,0.72957116,0.8410415,152178,1.8723407,-13.29,152178,-8.180709432375245,9.179960309637398,61578.30800008774,0.0,1.0,0.0008509495937306143,0.00023284361,0.00123,-0.9544357,0.08361369,-3.3685327,1
-1.7522874,1.9108924,-0.17020603,22.686437188839353,0.00067,1.7080852,1397998,0.72950655,0.8471507,152262,1.8558301,-10.83,152262,-8.18229105095165,9.181542341490326,61622.633310079575,0.0,1.0,0.0008190256340324422,0.00020743543,0.00123,-0.9389837,0.08732969,-3.3682992,1
-1.7987919,1.9555582,-0.18374495,22.686582248790526,0.08896,1.6921973,1398998,0.7294668,0.8447916,152346,1.8408512,-11.0,152346,-8.183733081275518,9.182984784634975,61666.318207740784,0.0,1.0,0.0008537080280215338,0.00021562939,0.00122,-0.99592334,0.08829809,-3.368346,1
-1.7861972,1.95011,-0.20307417,22.683663386620857,0.13366,1.6918397,1399998,0.7293826,0.83811384,152395,1.8271792,-15.43,152395,-8.187355228189901,9.186600610256242,61718.33782482147,0.0,0.99,0.000868476077096053,0.00023680528,0.00122,-0.94787836,0.084639385,-3.3686888,1
-1.7528706,1.9230907,-0.17933817,22.6837828229485,0.03299,1.7197794,1400998,0.72932476,0.845163,152462,1.8603963,-14.34,152462,-8.189837467696869,9.189083181382902,61762.09721875191,0.0,1.0,0.000837821065199772,0.00026397774,0.00122,-0.9508624,0.08192226,-3.36888,1
-1.7887052,1.8393828,-0.1690265,22.683906372338278,0.0269,1.7361184,1401998,0.72927177,0.8488075,152537,1.8539083,-11.9,152537,-8.191927204547094,9.191173289103627,61805.84494519234,0.0,1.0,0.0008454500504333231,0.0002774797,0.00122,-0.95457184,0.07989854,-3.3689783,1
-1.8021954,1.919779,-0.20490392,22.68381097272021,0.00084,1.7268354,1402998,0.7292127,0.8385883,152610,1.8586072,-12.78,152610,-8.194122272459209,9.193368717646289,61850.189180612564,0.0,1.0,0.0008360036471736544,0.00028425336,0.00121,-0.99877524,0.08400421,-3.3691852,1
-1.7977297,1.9639764,-0.18320234,22.68411749772994,0.14899,1.6771064,1403998,0.7291434,0.84642905,152673,1.8019917,-12.88,152673,-8.196871745495274,9.196118501634212,61893.4371213913,0.0,1.0,0.0008402563468157647,0.00031163817,0.00121,-0.9676838,0.081821136,-3.3695147,1
-1.7813702,1.9519867,-0.18383996,22.68434982898498,0.00223,1.7133402,1404998,0.72907275,0.8416254,152729,1.8358684,-15.61,152729,-8.199988214419003,9.199228699199235,61936.886469841,0.0,0.99,0.002528131400668374,0.0003231381,0.00121,-0.9482689,0.098734014,-3.3699088,1
-1.8319097,1.9281936,-0.17799735,22.68446349429236,0.05214,1.712702,1405998,0.7290022,0.84300196,152793,1.8336959,-16.56,152793,-8.202738345343047,9.20197914825941,61980.659157037735,0.0,0.99,0.0025386410417017054,0.00029130027,0.00121,-0.9990889,0.08861848,-3.3701942,1
-1.8763607,1.9566432,-0.1761836,22.684698308422973,0.0022,1.6861975,1406998,0.72894657,0.8476968,152870,1.798552,-12.24,152870,-8.204611761627527,9.203852946948388,62024.10016083717,0.0,1.0,0.0008349366549671921,0.00028024762,0.0012,-1.041646,0.116864264,-3.3703732,1
-1.803477,1.980019,-0.18685256,22.685059558427135,0.05346,1.7354829,1407998,0.72888297,0.84409225,152926,1.8490686,-14.75,152926,-8.207786772687443,9.207021696768372,62067.194329977036,0.0,0.99,0.0008490211918309648,0.0003153292,0.0012,-0.98071694,0.08610773,-3.3709056,1
-1.8856398,1.9109699,-0.18320334,22.68521238644929,0.01131,1.7082477,1408998,0.7288251,0.8461651,152996,1.8279171,-14.81,152996,-8.210116604355669,9.209351878480483,62110.85776925087,0.0,0.99,0.0008510020218417561,0.00031274316,0.0012,-1.0356536,0.085868485,-3.3707306,1
-1.7929605,1.9120317,-0.17525311,22.68522621534138,0.01767,1.7250669,1409998,0.7287687,0.8460166,153075,1.8449336,-12.75,153075,-8.21192879307529,9.2111644618651,62154.90145945549,0.0,1.0,0.000835989168476153,0.00031992377,0.0012,-0.94877565,0.081948824,-3.3708968,1
-1.8379376,1.920839,-0.18314242,22.68552891797619,0.00667,1.7126718,1410998,0.72869825,0.84158045,153146,1.8393799,-12.35,153146,-8.214155119950897,9.213391143092213,62198.1530649662,0.0,1.0,0.0008087975143670648,0.0002982994,0.00119,-0.9657683,0.09037389,-3.3706684,1
-1.8680046,1.9685086,-0.19839776,22.68547708177268,0.01005,1.7254251,1411998,0.72864807,0.8419513,153225,1.8669436,-11.01,153225,-8.215656713982705,9.21489313101648,62242.37625288963,0.0,1.0,0.0008232134020169454,0.00027967614,0.00119,-1.0441556,0.09855687,-3.3706777,1
-1.8284327,1.9900967,-0.18946041,22.679052273202863,0.00837,1.7265961,1412998,0.7285763,0.8392015,153294,1.8510659,-12.81,153294,-8.218032016908685,9.21726877764296,62304.10261321068,0.0,1.0,0.0007968816367516635,0.000276371,0.00119,-1.010789,0.08618451,-3.3704638,1
-1.797741,1.9530061,-0.20899914,22.67911162100098,0.11961,1.7373906,1413998,0.7284907,0.8391944,153354,1.8676474,-14.31,153354,-8.221226704226822,9.22046376357969,62348.03301072121,0.0,1.0,0.0007810011863504103,0.00027291992,0.00119,-0.9738753,0.089443535,-3.3702476,1
-1.8597163,1.9037197,-0.18531601,22.67895742033879,0.00271,1.726924,1414998,0.7284429,0.84375083,153420,1.8588575,-13.67,153420,-8.223719202190066,9.222956589753618,62392.55067038536,0.0,1.0,0.0007791887837124607,0.00027912893,0.00119,-1.0131724,0.093521774,-3.3709056,1
-1.7519414,1.9669222,-0.20376815,22.679145192869765,0.00322,1.7152209,1415998,0.72838694,0.83838856,153491,1.8373864,-13.49,153491,-8.225909010951781,9.22514675127532,62436.127462387085,0.0,1.0,0.0008006308262974248,0.00029206704,0.00118,-0.9250616,0.10814022,-3.3713665,1
-1.787527,1.9171002,-0.19069272,22.678719928076486,0.00799,1.705641,1416998,0.7283239,0.8411167,153557,1.8491387,-13.26,153557,-8.228442858352274,9.227680926300982,62481.39244604111,0.0,1.0,0.000807670527418119,0.00031722218,0.00118,-0.9752929,0.08254062,-3.371638,1
-1.7370954,1.9245267,-0.19093074,22.678454319549843,0.056,1.7429245,1417998,0.7282632,0.84235674,153618,1.8909717,-14.76,153618,-8.231346586988504,9.23058495749196,62526.21893978119,0.0,1.0,0.000793984094360068,0.00029620988,0.00118,-0.8801235,0.08543119,-3.3719654,1
-1.770147,1.9907968,-0.2156062,22.678407428718256,0.1083,1.7407701,1418998,0.72821254,0.83401984,153686,1.878228,-13.26,153686,-8.233866454979633,9.233105162474136,62570.44302868843,0.0,1.0,0.0008030996005147515,0.00029370483,0.00118,-0.9611982,0.09818816,-3.3725138,1
-1.802191,1.9591864,-0.2087964,22.678572547461005,0.00528,1.7385194,1419998,0.7281336,0.8356236,153738,1.8714166,-15.44,153738,-8.236733923948536,9.235972888940925,62614.08195018768,0.0,1.0,0.0008326549079430116,0.00028906573,0.00117,-0.95518327,0.10486144,-3.372561,1
-1.7477386,1.9724305,-0.2014188,22.678908989739565,0.01478,1.7527512,1420998,0.72809106,0.84055,153811,1.887416,-14.16,153811,-8.239345690490277,9.23858501667631,62657.24690032005,0.0,1.0,0.0008096573974154574,0.0002603708,0.00117,-0.91451895,0.09300749,-3.372869,1
-1.8292196,1.9554045,-0.2073593,22.67835293610253,0.01884,1.7642105,1421998,0.72802305,0.8356313,153884,1.9011054,-12.4,153884,-8.241409113358113,9.240648800395103,62702.878114938736,0.0,1.0,0.0007940525052614324,0.00026924215,0.00117,-0.9924989,0.09867048,-3.3729434,1
-1.7561469,1.9404571,-0.20058773,22.678244265059487,0.00313,1.713002,1422998,0.7279703,0.8404416,153956,1.8412646,-12.43,153956,-8.24355660058718,9.242796643196758,62747.27370285988,0.0,1.0,0.0008247256655538536,0.00028235614,0.00117,-0.9230945,0.08265123,-3.3729365,1
-1.7367208,1.9218308,-0.19339526,22.678268769033448,0.023,1.7225428,1423998,0.727907,0.8410269,154026,1.8612858,-13.44,154026,-8.245913027670653,9.245153415657096,62791.30098080635,0.0,1.0,0.0008620948081151541,0.0002870783,0.00116,-0.89385235,0.08873375,-3.3730352,1
-1.7696421,1.9754273,-0.21346821,22.678236271006032,0.01207,1.7156132,1424998,0.7278397,0.83707887,154094,1.850195,-14.31,154094,-8.248270536166237,9.247511259361168,62835.486100912094,0.0,1.0,0.0008275505103754036,0.0002676279,0.00116,-0.97853464,0.08961346,-3.3731627,1
-1.767982,1.9807074,-0.20751126,22.678288985910758,0.04439,1.7093825,1425998,0.7277766,0.83970755,154164,1.8790965,-13.43,154164,-8.25055784748709,9.2497989154407,62879.43507933617,0.0,1.0,0.0008250387598785452,0.00023222702,0.00116,-0.98725915,0.09419139,-3.3732717,1
-1.7520075,1.9392419,-0.2099697,22.6781953158447,0.00162,1.7060217,1426998,0.72770363,0.8421092,154229,1.8348371,-14.89,154229,-8.25312360191663,9.252364989723073,62923.79001617432,0.0,1.0,0.0008211184025606526,0.00023004305,0.00116,-0.9561192,0.093928605,-3.3732126,1
-1.7787743,1.9688251,-0.2117331,22.67842122024343,0.05007,1.7348517,1427998,0.72766304,0.8380634,154308,1.8539829,-11.61,154308,-8.254931695051456,9.254173471239339,62967.257999658585,0.0,1.0,0.0008099565938438295,0.00022238253,0.00115,-0.9713501,0.08287354,-3.373582,1
-1.8496051,1.9351666,-0.19542426,22.678705187560514,0.12193,1.7283989,1428998,0.72762257,0.8429059,154376,1.8581419,-13.53,154376,-8.257345701404363,9.25658781157693,63010.563794612885,0.0,1.0,0.0008084105992477468,0.00024330012,0.00115,-1.0741942,0.07879191,-3.374035,1
-1.766055,1.9400849,-0.1902998,22.678955877868624,0.05111,1.7549891,1429998,0.7275581,0.8428606,154447,1.8939703,-13.85,154447,-8.259435275531413,9.258677734109435,63053.96102452278,0.0,1.0,0.0008465232693604842,0.00023853983,0.00115,-0.97827697,0.0942958,-3.3739185,1
-1.8644483,1.96204,-0.20302992,22.678765065210577,0.20859,1.7076594,1430998,0.7274921,0.8385862,154510,1.8383121,-14.79,154510,-8.26226134230794,9.261504109766358,63098.58565425873,0.0,1.0,0.0007783954136771189,0.00026245954,0.00115,-1.0618436,0.08110104,-3.3741097,1
-1.7601492,1.9475952,-0.20712459,22.678833919526532,0.04147,1.7368704,1431998,0.727442,0.8444805,154581,1.858602,-13.51,154581,-8.264502105692161,9.263745220952122,63142.48806095123,0.0,1.0,0.0007771580529836587,0.0002999479,0.00115,-0.954074,0.08522952,-3.3744195,1
-1.8201697,1.9297285,-0.18967766,22.67879156246778,0.00125,1.7644682,1432998,0.72738713,0.8423387,154653,1.919246,-13.4,154653,-8.266590366821207,9.265833834455199,63186.700052022934,0.0,1.0,0.0007530803245197496,0.0003023858,0.00114,-1.0492558,0.09907879,-3.3746762,1
-1.7614648,1.9856082,-0.20549083,22.678776991857156,0.05575,1.7040085,1433998,0.72732604,0.83417016,154720,1.8490468,-12.49,154720,-8.268879265770424,9.268123061013444,63230.83473658562,0.0,1.0,0.0007803775657531305,0.00032437366,0.00114,-0.9768401,0.09334565,-3.3746154,1
-1.8014848,2.0014846,-0.19763166,22.678996576168394,0.00148,1.7128559,1434998,0.72726446,0.83914226,154791,1.8185962,-13.7,154791,-8.271230239484208,9.270474381585492,63274.31617975235,0.0,1.0,0.00079743757593242,0.0003418571,0.00114,-0.97334516,0.09098448,-3.3751035,1
-1.7389205,1.9325649,-0.20250815,22.678802433779243,0.00217,1.7721148,1435998,0.7272033,0.83919567,154860,1.8976554,-12.86,154860,-8.273589048172543,9.272833527056696,63318.95187997818,0.0,1.0,0.0007882177394521673,0.00032172375,0.00114,-0.92301047,0.08794607,-3.375239,1
-1.7796159,1.9728181,-0.19384319,22.678657576081616,0.00127,1.7564552,1436998,0.7271414,0.8444115,154939,1.8906786,-12.07,154939,-8.27528253054428,9.27452739465209,63363.450644254684,0.0,1.0,0.0007608006124109465,0.00030798808,0.00113,-0.9694569,0.092842676,-3.3752143,1
-1.869853,1.9528328,-0.21202075,22.678829144576824,0.1445,1.7476028,1437998,0.7270975,0.840023,155020,1.8761132,-11.94,155020,-8.27694491033415,9.27619016901045,63407.065278053284,0.0,1.0,0.0007827588495785713,0.0002917258,0.00113,-1.0723522,0.09732205,-3.3755903,1
-1.8360616,1.9505937,-0.20144033,22.679205698577864,0.09149,1.7373123,1438998,0.7270334,0.84276146,155091,1.8699244,-12.52,155091,-8.279074865723993,9.278320469917661,63450.10575437546,0.0,1.0,0.0007469904967356476,0.0003009201,0.00113,-1.0019104,0.08850844,-3.375563,1
-1.937735,1.9651859,-0.17948906,22.678264068097405,0.06531,1.7693888,1439998,0.72696906,0.84470063,155153,1.9058044,-14.43,155153,-8.281799256218056,9.281045161872473,63496.835369586945,0.0,1.0,0.0008161387622210129,0.00030224177,0.00113,-1.1085607,0.10029952,-3.3758101,1
-1.8526986,1.9746392,-0.1983741,22.67807546401182,0.01294,1.7361606,1440998,0.7269187,0.8405254,155236,1.8797976,-11.83,155236,-8.283387873946765,9.282634182792652,63541.45889878273,0.0,1.0,0.0007722639869131951,0.00031804855,0.00113,-1.0058405,0.08285993,-3.376041,1
-1.790225,1.9839201,-0.20784183,22.678145526788814,0.1092,1.7927965,1441998,0.7268533,0.8394694,155305,1.9406766,-13.24,155305,-8.285689449792343,9.284936093493448,63585.357907533646,0.0,1.0,0.0007683415608127302,0.00030437502,0.00112,-0.9667071,0.095655575,-3.3758187,1
-1.9009907,1.937039,-0.20031281,22.678466941586382,0.00275,1.7490664,1442998,0.7267931,0.83883435,155376,1.9074547,-13.02,155376,-8.28755406240346,9.286801050355267,63628.55142354965,0.0,1.0,0.0007574521126117662,0.00029503446,0.00112,-1.0585915,0.08805463,-3.3758261,1
-1.9550304,2.0005054,-0.19148159,22.678583820087105,0.04377,1.7444519,1443998,0.7267153,0.8445388,155444,1.8997916,-14.16,155444,-8.290207405882505,9.289454723244384,63672.31796550751,0.0,1.0,0.0008315928460699603,0.00031303044,0.00112,-1.0887647,0.083062,-3.3754892,1
-1.7956277,1.9855983,-0.18973972,22.67860005949195,0.0013,1.777707,1444998,0.7266406,0.84690005,155508,1.9376931,-13.24,155508,-8.29249942125164,9.291747048383362,63716.36680436134,0.0,1.0,0.0008108448369146045,0.00030357594,0.00112,-0.9239732,0.10618386,-3.3755136,1
-1.8574293,1.9527174,-0.20275079,22.67834108148254,0.05393,1.7874858,1445998,0.72656494,0.84194946,155569,1.9383996,-14.15,155569,-8.295611593569413,9.294859515713284,63761.18935704231,0.0,1.0,0.0007747810147207252,0.0003483427,0.00111,-1.0190098,0.08782505,-3.3760037,1
-1.9093149,1.9431287,-0.19218786,22.67854289896886,0.01487,1.7436237,1446998,0.726511,0.84427184,155648,1.9264383,-13.1,155648,-8.297324732730264,9.296573036595396,63804.71648669243,0.0,1.0,0.0007309770413187724,0.00037323308,0.00111,-1.076777,0.09036884,-3.3759596,1
-1.8505439,1.9625849,-0.20207904,22.678357516240133,0.00085,1.8239504,1447998,0.72644365,0.8449278,155720,1.982077,-12.6,155720,-8.299492679167736,9.298741330593373,63849.332958221436,0.0,1.0,0.0008081258003451036,0.0003744813,0.00111,-0.9901499,0.09684885,-3.3761055,1
-1.8516688,1.9680316,-0.2004296,22.6784704275323,0.00208,1.7596223,1448998,0.7263553,0.8426137,155767,1.9074088,-16.05,155767,-8.303048784402344,9.302284822844376,63893.10975050926,0.0,0.98,0.000810063191161486,0.00039589443,0.00111,-1.012311,0.08392622,-3.3769658,1
-1.8364298,2.0022838,-0.1953854,22.67862858083192,0.00196,1.7917398,1449998,0.7262878,0.84275395,155832,1.9557,-16.15,155832,-8.305502079162174,9.304738436264696,63936.7585580349,0.0,0.99,0.0007523305068152033,0.00039268605,0.00111,-1.0074139,0.088213705,-3.3770583,1
-1.8364055,1.9880131,-0.20727567,22.67861275639994,0.00322,1.7461735,1450998,0.7262232,0.8387399,155892,1.914157,-15.08,155892,-8.308360916531958,9.307597567546763,63980.8975789547,0.0,1.0,0.0007759397246869718,0.0004017948,0.0011,-1.0045168,0.093578406,-3.3774438,1
-1.8795543,1.9729179,-0.19791031,22.678714615270014,0.00054,1.8037293,1451998,0.72614336,0.84152085,155945,1.9783278,-17.53,155945,-8.311744525313411,9.310975023245375,64024.70442581177,0.0,0.99,0.0008197967897927661,0.00041418948,0.0011,-1.0265194,0.09623396,-3.3779032,1
-1.8817221,1.941701,-0.20188819,22.678818232634793,0.0044,1.7559909,1452998,0.7260795,0.8448754,156012,1.9271684,-14.82,156012,-8.313809194164552,9.313040022562367,64068.50591135025,0.0,0.99,0.0007967913984485087,0.0004172887,0.0011,-1.0657206,0.09094289,-3.3780744,1
-1.7845815,2.016414,-0.18586433,22.679121226299287,0.05933,1.7692418,1453998,0.7260287,0.84427726,156084,1.9512678,-13.99,156084,-8.316233566541094,9.315464749750134,64111.74337363243,0.0,1.0,0.0007790653809868574,0.0004107176,0.0011,-0.95047355,0.10605273,-3.3782976,1
-1.8731356,1.9650183,-0.19778948,22.679459082081763,0.00558,1.7795477,1454998,0.72596747,0.8445692,156146,1.9525442,-14.83,156146,-8.318861834437001,9.318093322915733,64154.88106369972,0.0,1.0,0.0008118618299512468,0.000440439,0.00109,-1.04825,0.091073334,-3.3787272,1
-1.7780743,1.9690878,-0.18656065,22.679619056611067,0.09752,1.7257409,1455998,0.7259128,0.8437771,156217,1.9107208,-13.46,156217,-8.321104617295173,9.320336455059309,64198.5209877491,0.0,1.0,0.0007721451271266092,0.00041789273,0.00109,-0.95296645,0.09901013,-3.3788826,1
-1.856574,1.98463,-0.1993894,22.679868019831023,0.00416,1.7989296,1456998,0.72584945,0.8426153,156300,1.9864405,-11.6,156300,-8.32252079334613,9.321753039027511,64241.9082300663,0.0,1.0,0.0007906453773991535,0.00041530095,0.00109,-1.0318267,0.083818175,-3.3787293,1
-1.8348677,2.0002103,-0.20519328,22.6801104737897,0.00141,1.7951589,1457998,0.7258096,0.8404916,156366,1.9879177,-12.07,156366,-8.324853228962818,9.324085798703043,64285.31296992302,0.0,1.0,0.0007483602370255277,0.0004375775,0.00109,-1.0066612,0.09311365,-3.3790567,1
-1.8421483,1.9809865,-0.19972034,22.680410820418924,0.00551,1.8068568,1458998,0.72573125,0.84158313,156425,2.0062711,-14.71,156425,-8.32724308774173,9.326475946939428,64328.55258011818,0.0,1.0,0.0007461591061836156,0.0004671715,0.00109,-0.9738494,0.088071644,-3.3791215,1
-1.9060446,1.9875748,-0.17319928,22.680577857458857,0.00245,1.786507,1459998,0.7256473,0.84896505,156479,1.990368,-16.44,156479,-8.331060397880865,9.33029352181443,64372.16940307617,0.0,1.0,0.0007511835199166543,0.0004796945,0.00108,-1.0742064,0.08962028,-3.3794804,1
-1.9094391,1.9909081,-0.21481268,22.68024453889397,0.00271,1.8370697,1460998,0.7255932,0.84041625,156558,2.0321827,-12.55,156558,-8.332700979828562,9.33193449073187,64417.20667934418,0.0,1.0,0.0007174932952899408,0.0004628898,0.00108,-1.0402784,0.09501491,-3.3794785,1
-1.8625336,1.9818271,-0.1794415,22.680584402853956,0.03782,1.8387783,1461998,0.72554445,0.8481409,156629,2.0506775,-12.77,156629,-8.334682593900236,9.333916452253414,64460.331975221634,0.0,1.0,0.0007722549273898377,0.0004843515,0.00108,-1.0041533,0.10185061,-3.3797586,1
-1.8656049,1.985679,-0.18329525,22.680723139013065,0.1143,1.801799,1462998,0.7254742,0.8445695,156696,1.9872934,-13.18,156696,-8.33730280287946,9.336536988819114,64504.0279815197,0.0,1.0,0.000772932837710803,0.0005008331,0.00108,-1.0197741,0.12114757,-3.3798585,1
-1.8764882,1.9551978,-0.18144612,22.68079527273686,0.01284,1.803533,1463998,0.72538555,0.84352887,156752,1.9979814,-16.7,156752,-8.340352914157394,9.339580994181892,64547.91299843788,0.0,0.99,0.0007818937885184538,0.0005088141,0.00107,-0.99072766,0.100645445,-3.3802419,1
-1.8104017,2.005852,-0.17147182,22.68102213020544,0.00251,1.7902783,1464998,0.72531176,0.850713,156827,1.9915091,-12.47,156827,-8.342256116612573,9.341484565795431,64591.35710859299,0.0,1.0,0.0007149207512561564,0.0005333695,0.00107,-0.990022,0.101258494,-3.380243,1
-1.7753115,1.9671271,-0.17939518,22.68122757838851,0.04196,1.8040456,1465998,0.72522837,0.848763,156893,2.0396748,-13.85,156893,-8.34470626477918,9.343935038529443,64634.86135983467,0.0,1.0,0.0007028877095974608,0.0005386067,0.00107,-0.92925906,0.089746244,-3.3801374,1
-1.8782356,2.031411,-0.19269599,22.681488758888705,0.06129,1.8048216,1466998,0.72515386,0.8475347,156943,2.0083568,-17.14,156943,-8.348107274615625,9.347336294068548,64678.20589709282,0.0,1.0,0.0007443463991172862,0.00055318867,0.00107,-1.0633547,0.09497076,-3.380785,1
-1.8872907,2.0191507,-0.19693692,22.68173525736779,0.07729,1.8410199,1467998,0.72509,0.8454481,156999,2.0275502,-18.18,156999,-8.351034083019638,9.350263377473741,64721.59133076668,0.0,1.0,0.0007261973633579449,0.00053935056,0.00107,-1.0687573,0.09784805,-3.3809578,1
-1.9268453,2.0071747,-0.17021097,22.681665819337333,0.05632,1.7858931,1468998,0.7250191,0.8444818,157058,1.9849199,-16.02,157058,-8.353856537075476,9.353079753976239,64765.87794303894,0.0,0.99,0.0014344376083911476,0.00056915096,0.00106,-1.0859818,0.09980158,-3.3810925,1
-1.898588,1.9516066,-0.16491918,22.681821903616896,0.05215,1.778192,1469998,0.72494704,0.84787124,157115,1.984373,-16.71,157115,-8.356929637526653,9.356146771473124,64809.52042770386,0.0,0.98,0.0014548982144684986,0.0005650544,0.00106,-1.0554487,0.09018792,-3.3813486,1
-1.9345182,2.006312,-0.20479839,22.681831538841873,0.06283,1.795131,1470998,0.7248797,0.84190685,157188,2.0065794,-12.98,157188,-8.358920528284601,9.358138025803497,64853.581047058105,0.0,1.0,0.0007016234270453222,0.00056842633,0.00106,-1.0844771,0.1050708,-3.3814647,1
-1.8646836,1.9532647,-0.19283928,22.68205818368373,0.00181,1.7855954,1471998,0.7248278,0.84805346,157267,1.9852484,-11.15,157267,-8.360501567398119,9.359719457991822,64897.020723581314,0.0,1.0,0.0007661240087658326,0.0005411055,0.00106,-1.0400517,0.09017932,-3.3814714,1
-1.9075743,1.9931896,-0.19303258,22.682254375689165,0.00144,1.7445725,1472998,0.7247536,0.8494846,157329,1.957266,-13.95,157329,-8.363264242447356,9.362482441253679,64940.54672002792,0.0,1.0,0.000797664767015371,0.00057038787,0.00106,-1.060128,0.093656756,-3.3816116,1
-1.8794892,1.9516872,-0.18900467,22.682381765398723,0.02366,1.7706693,1473998,0.724696,0.85020113,157401,1.9909269,-14.16,157401,-8.365366166669844,9.364584723095787,64984.269079208374,0.0,1.0,0.0007624564726284161,0.0005946492,0.00105,-1.0045787,0.10385375,-3.3820221,1
-1.913421,1.989159,-0.18627293,22.68258325870565,0.02014,1.855285,1474998,0.72463256,0.8441523,157474,2.0588412,-12.03,157474,-8.367305078933665,9.366523997612305,65027.77850198746,0.0,1.0,0.0007362832397527541,0.00061828643,0.00105,-1.0360684,0.09376321,-3.3821998,1
-1.8321202,2.0030277,-0.20248704,22.682995377194867,0.00482,1.7801604,1475998,0.72454417,0.8462607,157524,2.0008132,-16.43,157524,-8.3707625504685,9.369975368832685,65070.68292593956,0.0,0.99,0.0007279817189258186,0.00065423484,0.00105,-0.9644189,0.093996376,-3.3822873,1
-1.8925892,2.0111094,-0.17909662,22.683349394240324,0.0056,1.8623894,1476998,0.7244926,0.85447246,157594,2.0897868,-14.78,157594,-8.372958361358934,9.372171529372945,65113.75257372856,0.0,1.0,0.0007200431295265156,0.0006617322,0.00105,-1.0064274,0.08316707,-3.3823376,1
-1.9106541,2.0470989,-0.21027696,22.68356112560511,0.02882,1.8413348,1477998,0.7244293,0.84556854,157658,2.0601368,-13.96,157658,-8.375318727879334,9.374532215301475,65157.229582071304,0.0,1.0,0.0007209158456926257,0.00066456036,0.00104,-1.0676429,0.10066029,-3.3825772,1
-1.9003023,1.9876187,-0.20181143,22.683820968818512,0.05566,1.8271564,1478998,0.72437316,0.8483534,157715,2.0646305,-16.38,157715,-8.378397742763847,9.377611514440606,65200.56748962402,0.0,1.0,0.0007186682701620768,0.00063493795,0.00104,-1.0716624,0.09187335,-3.38312,1
-1.8913593,2.0429661,-0.19724567,22.684011490646483,0.001,1.8716831,1479998,0.7243136,0.84789884,157775,2.1062298,-16.88,157775,-8.381232768182539,9.380446838852796,65244.10378694534,0.0,1.0,0.0007228900001100488,0.0006293713,0.00104,-1.0456467,0.084836036,-3.3833923,1
-1.8943807,1.9712602,-0.19954018,22.684090849666028,0.018,1.8683699,1480998,0.72423655,0.84677315,157833,2.086234,-15.98,157833,-8.384019818415668,9.383234177896892,65287.95929336548,0.0,1.0,0.0007621567028080847,0.0006520053,0.00104,-1.0458721,0.11256021,-3.3833966,1
-1.8830647,1.9956467,-0.19273108,22.683848162540183,0.00335,1.8499304,1481998,0.72418076,0.8473041,157891,2.0741625,-16.9,157891,-8.386944157678398,9.386158805758402,65332.742018938065,0.0,1.0,0.0007809480573912911,0.0006886076,0.00104,-1.0643847,0.09750067,-3.3843985,1
-1.9299672,1.9924616,-0.1854118,22.684050714828476,0.00061,1.818519,1482998,0.72410005,0.8496854,157948,2.03721,-16.92,157948,-8.389951123154455,9.389166054650898,65376.24248170853,0.0,1.0,0.0007403213779894152,0.00071043684,0.00103,-1.0964984,0.1082221,-3.3845398,1
-1.8963375,2.0311193,-0.1903466,22.68406838232769,0.00107,1.8796985,1483998,0.72402006,0.8461196,158002,2.0718837,-17.58,158002,-8.392874773737041,9.392083644510828,65420.275366306305,0.0,0.99,0.0015540120936601261,0.0007337982,0.00103,-1.0553797,0.08899579,-3.3852756,1
-1.9063668,2.0323098,-0.19009525,22.684250788937938,0.03125,1.8134192,1484998,0.72395384,0.85278094,158057,2.0307677,-17.43,158057,-8.396116590850136,9.395325736917695,65463.83276295662,0.0,0.99,0.001553195795994582,0.0007460945,0.00103,-1.0841993,0.09150305,-3.3856711,1
-1.7968051,2.0309153,-0.19966416,22.684234444350817,0.004,1.8129126,1485998,0.72388476,0.84634835,158121,2.0215716,-14.06,158121,-8.398049594930464,9.39725906109878,65507.963411569595,0.0,1.0,0.0007622383016804436,0.0007566586,0.00103,-0.9883613,0.10286291,-3.3858032,1
-1.8478569,1.9706502,-0.21541929,22.68408236572863,0.00181,1.864025,1486998,0.7238327,0.8441997,158170,2.0889122,-16.28,158170,-8.401846114939621,9.401055826009989,65552.48636579514,0.0,1.0,0.000746923895749083,0.00078730425,0.00103,-1.0404578,0.106078796,-3.3869042,1
