reference_Q_mean,train/loss_actor,reference_action_mean,total/steps_per_second,rollout/error,reference_actor_Q_std,total/steps,rollout/actions_std,reference_action_std,total/episodes,reference_Q_std,rollout/return_history,rollout/episodes,rollout/return,rollout/episode_steps,total/duration,train/param_noise_distance,success rate,errors,rollout/actions_mean,rollout/goal_tolerance,reference_actor_Q_mean,train/loss_critic,rollout/Q_mean,total/epochs
-1.2341051,1.1465298,-0.1980737,22.69228991718358,0.05095,1.6795007,246998,0.77483374,0.82893234,31142,1.8794833,-6.2,31142,-6.934204611136086,7.931346734313789,10884.66615319252,0.0,1.0,0.007874272032462005,0.005142565,0.01221,-0.49120462,0.030878793,-3.0636327,1
-1.1576784,1.1929102,-0.18080318,22.692400922350917,0.05777,1.6828659,247998,0.7747842,0.8311233,31276,1.883552,-6.19,31276,-6.932152449162297,7.929306816728482,10928.680523872375,0.0,1.0,0.007841925880081538,0.005206565,0.01219,-0.4437455,0.030411609,-3.0649428,1
-1.1338671,1.1425922,-0.18586682,22.69220236993387,0.05905,1.6854469,248998,0.7747251,0.8295773,31398,1.8967878,-7.23,31398,-6.933212306516339,7.930377731065673,10972.844148874283,0.0,1.0,0.007435337980102212,0.0051684133,0.01216,-0.42055106,0.029018266,-3.0659833,1
-1.1650894,1.1707324,-0.16651045,22.690703685430194,0.03868,1.6749477,249998,0.77467006,0.8272632,31504,1.8680371,-8.53,31504,-6.938261808024378,7.935436769933976,11017.63979935646,0.0,1.0,0.007664736977218707,0.005051169,0.01214,-0.47505063,0.028903449,-3.0693405,1
-1.212794,1.1588122,-0.18269515,22.690995373596493,0.11414,1.6800835,250998,0.77464837,0.82874537,31641,1.8736559,-6.88,31641,-6.935431876362947,7.932619070193736,11061.568515062332,0.0,1.0,0.0074042417119534664,0.0050027617,0.01212,-0.5015943,0.029802084,-3.070003,1
-1.1776116,1.1415979,-0.19227989,22.691447787306775,0.02792,1.6504924,251998,0.77457255,0.8240664,31759,1.8580799,-7.24,31759,-6.936962750716332,7.934160395478447,11105.41744017601,0.0,1.0,0.007533476804013457,0.005018393,0.01209,-0.4537659,0.029463632,-3.0706377,1
-1.1812052,1.1663485,-0.16575606,22.69283261463768,0.0541,1.6756275,252998,0.77453446,0.83286417,31911,1.8658296,-5.12,31911,-6.930431512644542,7.927642505719031,11148.806510686874,0.0,1.0,0.007603288695615705,0.0050058053,0.01207,-0.4669398,0.029773548,-3.070995,1
-1.2177546,1.1748099,-0.18923636,22.69313508644573,0.09065,1.6897833,253998,0.774482,0.82251567,32054,1.8899088,-5.93,32054,-6.926686217008798,7.923909652461472,11192.724100589752,0.0,1.0,0.007624245081526837,0.004947413,0.01204,-0.50320506,0.03019341,-3.0707507,1
-1.2062116,1.1857333,-0.19524437,22.694646769628275,0.08284,1.6322408,254998,0.7744051,0.8227039,32195,1.8338268,-6.04,32195,-6.92315576952943,7.920391365118808,11236.041811466217,0.0,1.0,0.007146312019846021,0.004931381,0.01202,-0.50195664,0.030693162,-3.070277,1
-1.1837723,1.150025,-0.19458057,22.696977507615696,0.17799,1.6771502,255998,0.7743736,0.82815033,32317,1.8833953,-7.41,32317,-6.924219451062908,7.921465482563357,11278.946719408035,0.0,1.0,0.007691725255641166,0.005020334,0.01199,-0.4669275,0.030632744,-3.0704594,1
-1.2003425,1.1748378,-0.17433183,22.696414309905826,0.00812,1.6409255,256998,0.7742988,0.82707036,32439,1.8445891,-6.99,32439,-6.925305958876661,7.922562347791239,11323.286422729492,0.0,1.0,0.007890217970273977,0.005143646,0.01197,-0.5105567,0.028901204,-3.071429,1
-1.2194543,1.1598476,-0.2135907,22.69619269970355,0.01213,1.6375656,257998,0.7742566,0.8216947,32576,1.8379147,-6.38,32576,-6.922581041257367,7.919848968565815,11367.457238912582,0.0,1.0,0.0074023842076692825,0.005163489,0.01195,-0.4903926,0.030177182,-3.0713742,1
-1.1921632,1.1694258,-0.18179692,22.696098874018222,0.08029,1.6787344,258998,0.77422184,0.8293392,32693,1.8854333,-7.54,32693,-6.924723947022298,7.922001651729728,11411.564667463303,0.0,1.0,0.007919785509953946,0.005163315,0.01192,-0.4900924,0.030373145,-3.0733173,1
-1.1779054,1.1736225,-0.19928378,22.694619802970315,0.0516,1.6482104,259998,0.77415204,0.82425624,32832,1.8220544,-6.62,32832,-6.921722709551657,7.91901193957115,11456.37169766426,0.0,1.0,0.007423073392774045,0.0050811134,0.0119,-0.48836595,0.029129462,-3.0718024,1
-1.2178309,1.1400139,-0.20377189,22.69684380732413,0.02689,1.6601719,260998,0.7741268,0.8235095,32949,1.8380597,-8.2,32949,-6.924003763391909,7.921302619199369,11499.30810713768,0.0,1.0,0.007405454434915026,0.0052192234,0.01188,-0.50691915,0.030574892,-3.0737815,1
-1.2274015,1.2327335,-0.1986198,22.698747362633316,0.03755,1.6493608,261998,0.7740932,0.82475716,33082,1.846267,-6.92,33082,-6.922314249440784,7.919623964693791,11542.399050235748,0.0,1.0,0.006852412588934026,0.005061296,0.01185,-0.51124895,0.029994207,-3.0749352,1
-1.1751583,1.1695981,-0.20023353,22.697065003818796,0.07785,1.6663947,262998,0.7740221,0.8190217,33206,1.8527426,-6.96,33206,-6.922212853098838,7.919532614587725,11587.31315946579,0.0,1.0,0.0075953259854035695,0.005053321,0.01183,-0.48386326,0.03126576,-3.0753825,1
-1.2122902,1.1562228,-0.20080346,22.69496832713704,0.10137,1.6596543,263998,0.7739454,0.81841785,33335,1.8586768,-6.63,33335,-6.922243887805609,7.919574021298935,11632.446284770966,0.0,1.0,0.0072649101205446475,0.0049666218,0.0118,-0.50729024,0.029959626,-3.0749037,1
-1.2108777,1.2068506,-0.19056474,22.69503073008989,0.01763,1.632693,264998,0.7739289,0.82376176,33462,1.82411,-6.44,33462,-6.921224075070229,7.9185643416412645,11676.47680902481,0.0,1.0,0.007372773896096196,0.0049981927,0.01178,-0.49834317,0.03186015,-3.0760868,1
-1.2208121,1.1715136,-0.17669897,22.69583004110268,0.01901,1.6518753,265998,0.77384424,0.81982815,33593,1.8437186,-7.02,33593,-6.920935909266811,7.918286547792695,11720.126539468765,0.0,1.0,0.007306119396497308,0.004920148,0.01176,-0.49134976,0.0302181,-3.0774474,1
-1.2159717,1.2118347,-0.16877127,22.693377979935313,0.01536,1.658664,266998,0.77377826,0.8217521,33730,1.8454324,-5.48,33730,-6.918144085383931,7.915505484731693,11765.458638906479,0.0,1.0,0.007117815534818978,0.004980626,0.01173,-0.5394037,0.028763955,-3.077901,1
-1.2240889,1.164759,-0.16639297,22.692565458365866,0.03781,1.653382,267998,0.77373046,0.8305458,33871,1.8556768,-5.96,33871,-6.914882938206725,7.912255321661599,11809.947204589844,0.0,1.0,0.007626768528335482,0.005029828,0.01171,-0.5298642,0.030892367,-3.0765994,1
-1.2401383,1.1522111,-0.16575533,22.691984555049864,0.01032,1.6450248,268998,0.77370185,0.82284176,34014,1.8582368,-6.11,34014,-6.911124830951961,7.908508261304169,11854.317957401276,0.0,1.0,0.007742483650400489,0.005057154,0.01169,-0.5371729,0.029536426,-3.07659,1
-1.2103568,1.1646985,-0.21779306,22.692573326943958,0.2145,1.6672745,269998,0.7736508,0.80991566,34147,1.8551365,-6.98,34147,-6.909450317743872,7.9068439394383105,11898.077671051025,0.0,1.0,0.007276803301564767,0.005200035,0.01166,-0.51564366,0.0296638,-3.0768168,1
-1.2591281,1.161482,-0.18200457,22.69308952202785,0.10515,1.6463666,270998,0.77359885,0.8230714,34290,1.8463361,-5.95,34290,-6.9057159521726454,7.903120443277923,11941.873306274414,0.0,1.0,0.007299510590735009,0.0049938103,0.01164,-0.5338828,0.029325776,-3.0771098,1
-1.2280172,1.1769273,-0.21746038,22.691096686059723,0.03742,1.634693,271998,0.77357996,0.8141386,34421,1.8307064,-6.74,34421,-6.904215449870718,7.90162981900584,11986.992244720459,0.0,1.0,0.006848966640080628,0.0051422105,0.01162,-0.5284187,0.029081913,-3.0764744,1
-1.1843991,1.1945338,-0.18704765,22.690041098654348,0.00772,1.6338348,272998,0.77351373,0.8246041,34554,1.8406438,-6.64,34554,-6.903252879550848,7.900677200902934,12031.622102975845,0.0,1.0,0.007449766069382473,0.0051420205,0.01159,-0.48769712,0.028717535,-3.0770833,1
-1.2215952,1.1566566,-0.2100238,22.690610627199717,0.01173,1.6481702,273998,0.773445,0.81725633,34690,1.8475999,-6.58,34690,-6.9009801095416545,7.8984145286826175,12075.391204833984,0.0,1.0,0.0075515543629825375,0.0047103157,0.01157,-0.53011286,0.029230908,-3.0769823,1
-1.2502384,1.1759453,-0.22616528,22.691695388486757,0.00557,1.638947,274998,0.7734044,0.81129766,34836,1.8272557,-6.16,34836,-6.896687334940866,7.894132506602365,12118.882934570312,0.0,1.0,0.007329740738929237,0.0047210404,0.01155,-0.5690245,0.02879131,-3.0767689,1
-1.2871125,1.1900394,-0.2228456,22.692725019774322,0.03645,1.6396842,275998,0.7733712,0.81340766,34962,1.8317099,-6.96,34962,-6.896430410159602,7.893884789199703,12162.400053739548,0.0,1.0,0.007195227702009959,0.0045769997,0.01153,-0.59117025,0.029993162,-3.0781548,1
-1.2663252,1.1632509,-0.20163663,22.692973171562954,0.11039,1.6402916,276998,0.7732971,0.8203406,35100,1.8399669,-6.28,35100,-6.894188034188034,7.891652421652422,12206.33355998993,0.0,1.0,0.007198402090893404,0.0045726094,0.0115,-0.5457423,0.0287127,-3.078519,1
-1.2407396,1.1953976,-0.22473069,22.694235731430677,0.02862,1.6073282,277998,0.7732504,0.8148038,35233,1.8084378,-6.49,35233,-6.8927993642323955,7.890273323304856,12249.718531608582,0.0,1.0,0.007167306720859563,0.0044747763,0.01148,-0.56067604,0.028521292,-3.0787299,1
-1.2945037,1.2013774,-0.20148951,22.695055396268014,0.05852,1.629645,278998,0.77321666,0.8223991,35360,1.8111497,-6.33,35360,-6.892731900452489,7.890214932126697,12293.338576555252,0.0,1.0,0.007492437055772588,0.0043930826,0.01146,-0.57689935,0.029343782,-3.0806518,1
-1.2410731,1.1535939,-0.20224373,22.695416814510974,0.13892,1.6414274,279998,0.7731432,0.82158774,35476,1.8101676,-7.47,35476,-6.894999436238584,7.892490697936633,12337.20456814766,0.0,1.0,0.006556691307859726,0.0043455297,0.01143,-0.5596035,0.027899504,-3.0820374,1
-1.2462978,1.1505355,-0.19428647,22.693770593732104,0.05319,1.6148382,280998,0.77311665,0.81306946,35608,1.8108665,-6.9,35608,-6.8938721635587505,7.891372725230285,12382.164472818375,0.0,1.0,0.007062562592114541,0.0042516897,0.01141,-0.5605209,0.030663999,-3.0824554,1
-1.2430372,1.1946772,-0.17824365,22.692702782645817,0.07314,1.6437447,281998,0.7731009,0.8164297,35721,1.8391373,-7.38,35721,-6.896615436297976,7.894123904705915,12426.814148187637,0.0,1.0,0.007273442811003576,0.0042627756,0.01139,-0.5300313,0.029032443,-3.0846484,1
-1.2237802,1.1566089,-0.2177531,22.693491979292553,0.08285,1.6148056,282998,0.7730647,0.81588054,35843,1.8307351,-7.5,35843,-6.897943810506933,7.895460759423039,12470.447485923767,0.0,1.0,0.007427779530029766,0.0040985844,0.01137,-0.53434503,0.028543126,-3.0851345,1
-1.1838015,1.205135,-0.20064755,22.693039471819652,0.08032,1.6411481,283998,0.7729999,0.8161755,35967,1.8560312,-7.11,35967,-6.8981010370617515,7.895626546556565,12514.762526750565,0.0,1.0,0.00684227182011241,0.0039671985,0.01134,-0.5105611,0.028420746,-3.0855858,1
-1.2083228,1.2139387,-0.18269569,22.69164407415408,0.16318,1.6269861,284998,0.7729648,0.8215285,36094,1.8171327,-6.99,36094,-6.898459577769159,7.895993793982379,12559.601193666458,0.0,1.0,0.006978404133822874,0.0040396345,0.01132,-0.529511,0.029772477,-3.0865018,1
-1.2134905,1.2286752,-0.189265,22.692530194930743,0.04855,1.6097133,285998,0.7728981,0.8235772,36225,1.8054601,-6.4,36225,-6.897501725327812,7.89504485852312,12603.178118228912,0.0,1.0,0.007052837551542425,0.0040845857,0.0113,-0.5036117,0.028680418,-3.08678,1
-1.2630534,1.1910943,-0.21640678,22.690352754289496,0.02586,1.6352308,286998,0.7728651,0.81682205,36351,1.8309153,-6.88,36351,-6.897389342796622,7.894940991994718,12648.45915389061,0.0,1.0,0.006689719700208517,0.0041555283,0.01127,-0.5567355,0.02895657,-3.087743,1
-1.2388747,1.2302585,-0.19541965,22.69118940051223,0.09963,1.6215276,287998,0.7728004,0.8171433,36472,1.8180646,-7.34,36472,-6.898853915332309,7.896413687212108,12692.062761306763,0.0,1.0,0.006980909823451141,0.004062433,0.01125,-0.5564462,0.02928924,-3.0878277,1
-1.2412949,1.1804312,-0.19548233,22.690696847870026,0.01228,1.6552014,288998,0.772768,0.82388544,36613,1.8359357,-6.1,36613,-6.895665474011963,7.893234643432661,12736.409196138382,0.0,1.0,0.0069672867810225796,0.004038591,0.01123,-0.5449052,0.028277434,-3.0879428,1
-1.2667911,1.2032878,-0.19840686,22.69067724274766,0.04368,1.612606,289998,0.77272326,0.81763744,36747,1.7913376,-6.22,36747,-6.894168231420252,7.891746265001225,12780.491163730621,0.0,1.0,0.006869390275112452,0.0042771837,0.01121,-0.5672234,0.028234357,-3.0877426,1
-1.218481,1.1817967,-0.21774109,22.690597632161218,0.06134,1.6441561,290998,0.7726772,0.8183546,36862,1.8274568,-7.83,36862,-6.896587271444848,7.894172860940806,12824.607122182846,0.0,1.0,0.007033950441115494,0.0042686514,0.01118,-0.52539253,0.029525483,-3.0883818,1
-1.2387598,1.17626,-0.19351576,22.691223027220953,0.04065,1.6246479,291998,0.7726518,0.82095593,36978,1.8174186,-7.94,36978,-6.898669479149765,7.896262642652388,12868.323565006256,0.0,1.0,0.007363543113256068,0.004188052,0.01116,-0.5696405,0.028703384,-3.0909097,1
-1.196171,1.2219226,-0.2099749,22.688144251819224,0.12997,1.6382458,292998,0.7725792,0.8189193,37097,1.8293198,-6.65,37097,-6.900126694880988,7.897727579049519,12914.145676612854,0.0,1.0,0.006994458406719409,0.0040637497,0.01114,-0.5520287,0.028594801,-3.0918162,1
-1.2232327,1.2288098,-0.22391744,22.68578848931774,0.12159,1.6206816,293998,0.77254534,0.8204938,37220,1.7926373,-6.82,37220,-6.901343363782912,7.898952176249328,12959.567181825638,0.0,1.0,0.006919163159116978,0.0040597767,0.01112,-0.54284275,0.027811969,-3.0932324,1
-1.2584532,1.2241174,-0.2050745,22.685827701193908,0.0171,1.6277314,294998,0.7725119,0.8246405,37350,1.8115923,-6.52,37350,-6.900348058902276,7.897965194109773,13003.625165700912,0.0,1.0,0.006682809447903042,0.003942802,0.0111,-0.5657245,0.02815368,-3.0933177,1
-1.308914,1.2103486,-0.21002465,22.68524425140011,0.01691,1.6268551,295998,0.77245617,0.82266134,37483,1.8299476,-6.3,37483,-6.899047568230931,7.896673158498519,13048.041128396988,0.0,1.0,0.007264617828979972,0.003785997,0.01107,-0.6183295,0.028135624,-3.0936952,1
-1.2374601,1.2142915,-0.22082417,22.685870337260233,0.06808,1.6326681,296998,0.7724288,0.82634,37597,1.8195626,-7.63,37597,-6.9018538713195206,7.8994866611697745,13091.761329174042,0.0,1.0,0.0066705398026286125,0.0037142062,0.01105,-0.5370508,0.028198283,-3.095231,1
-1.2386729,1.2287658,-0.21912248,22.687149558913628,0.07614,1.6249127,297998,0.77235836,0.8214077,37735,1.8009721,-6.03,37735,-6.899218232410229,7.896859679342786,13135.100962162018,0.0,1.0,0.0073353346418483486,0.0037430716,0.01103,-0.5506301,0.027472816,-3.0942357,1
-1.241876,1.2515552,-0.2083164,22.68712636685902,0.03538,1.641093,298998,0.7723039,0.81793576,37856,1.823697,-7.33,37856,-6.900676246830093,7.898325232459848,13179.192250490189,0.0,1.0,0.0067349537660328605,0.0037073453,0.01101,-0.55327034,0.027715486,-3.0956707,1
-1.2420013,1.2018766,-0.20106588,22.688631057602823,0.02344,1.6465237,299998,0.7722743,0.8256456,37972,1.839114,-7.99,37972,-6.902480775308121,7.900136943010639,13222.39315533638,0.0,1.0,0.0071211860385658,0.0036200925,0.01099,-0.58545595,0.02816805,-3.0982823,1
-1.2539229,1.2454233,-0.18455125,22.690144326423738,0.10926,1.6665326,300998,0.7722393,0.8291592,38098,1.8472667,-7.08,38098,-6.9028295448579975,7.900493464223843,13265.583315372467,0.0,1.0,0.0068684025378633155,0.00355598,0.01096,-0.57481,0.026717816,-3.098635,1
-1.2611591,1.2284281,-0.21388645,22.689523528157576,0.02401,1.6501808,301998,0.77218425,0.8201176,38218,1.8498224,-6.94,38218,-6.904233607200795,7.901904861583547,13310.019473314285,0.0,1.0,0.007012222469989948,0.0037193536,0.01094,-0.5773982,0.029664984,-3.0983932,1
-1.236599,1.2120061,-0.19402684,22.689217793335057,0.06762,1.6418862,302998,0.7721542,0.82537705,38370,1.840282,-5.12,38370,-6.898801146729215,7.896481626270524,13354.272622346878,0.0,1.0,0.00692698617885154,0.003778981,0.01092,-0.5441386,0.0294081,-3.0969577,1
-1.2779875,1.2010952,-0.21610428,22.68660966031681,0.02281,1.6606029,303998,0.7720875,0.82218635,38506,1.8593665,-6.2,38506,-6.897106944372306,7.8947956162675945,13399.886741638184,0.0,1.0,0.006556436178937882,0.0038730346,0.0109,-0.5726084,0.028072441,-3.095958,1
-1.2059767,1.2483904,-0.18776934,22.686819609242217,0.07381,1.661191,304998,0.77205783,0.8241287,38646,1.8574914,-6.3,38646,-6.8943228277182635,7.892019872690576,13443.84119296074,0.0,1.0,0.006899904410583044,0.0039370772,0.01088,-0.5060338,0.026612015,-3.096559,1
-1.2517713,1.2040128,-0.21095316,22.686981389701266,0.04336,1.615957,305998,0.7720251,0.82318133,38768,1.8012657,-6.86,38768,-6.895145480808915,7.892849773008667,13487.823467731476,0.0,1.0,0.006908777745078876,0.004054038,0.01085,-0.5496458,0.028010419,-3.0975153,1
-1.2664022,1.2174067,-0.19564138,22.687682954030784,0.01366,1.6199251,306998,0.77198553,0.8269994,38899,1.8240699,-6.57,38899,-6.89449600246793,7.892208025913263,13531.483167409897,0.0,1.0,0.006605818239654832,0.004072345,0.01083,-0.5829302,0.0277485,-3.0972848,1
-1.2239244,1.206964,-0.21590914,22.685890990069865,0.04166,1.6412294,307998,0.7719718,0.8244144,39063,1.812328,-5.15,39063,-6.886823848654737,7.884545477817884,13576.632283687592,0.0,1.0,0.0069395031023789765,0.004061804,0.01081,-0.55265534,0.029806826,-3.0963018,1
-1.2153826,1.209046,-0.2365607,22.68518632037894,0.05026,1.6305895,308998,0.7719361,0.8190043,39204,1.8443861,-6.69,39204,-6.8840934598510355,7.881823283338435,13621.13564491272,0.0,1.0,0.006704697574048754,0.004129886,0.01079,-0.52780974,0.027988078,-3.0961359,1
-1.2370496,1.2134975,-0.21328239,22.685477450913965,0.02043,1.6427559,309998,0.77188313,0.820159,39319,1.8529389,-7.53,39319,-6.886390803428368,7.884127266715837,13665.0419049263,0.0,1.0,0.006746059021185838,0.004096143,0.01077,-0.5660955,0.028295217,-3.0971024,1
-1.236418,1.2367897,-0.21026106,22.68626064739427,0.0813,1.6315396,310998,0.7718451,0.82631916,39437,1.8402631,-7.62,39437,-6.887973223115348,7.885716459162715,13708.649690389633,0.0,1.0,0.006499898328345739,0.004160173,0.01075,-0.555542,0.028029623,-3.0987937,1
-1.2243365,1.1988907,-0.21909845,22.68699641594576,0.05493,1.6294578,311998,0.771802,0.82113856,39564,1.807802,-6.63,39564,-6.888155899302396,7.885906379536952,13752.283214569092,0.0,1.0,0.006830339507275031,0.004184142,0.01073,-0.5414692,0.02850715,-3.0999215,1
-1.2461169,1.225646,-0.20693918,22.676349209638186,0.06537,1.6425129,312998,0.77175134,0.82517207,39696,1.8427491,-6.65,39696,-6.88714228133817,7.884900241837968,13802.839121341705,0.0,1.0,0.006728331513690317,0.0041583027,0.0107,-0.5339346,0.02854353,-3.0994666,1
-1.2290201,1.2185434,-0.20886667,22.676487175405903,0.07013,1.6264492,313998,0.7717185,0.82161,39808,1.8231587,-8.09,39808,-6.890022106109325,7.887786374598071,13846.853684663773,0.0,1.0,0.006396035519812908,0.00406762,0.01068,-0.5565488,0.0283724,-3.1004252,1
-1.2125752,1.2152038,-0.2175257,22.67551777366311,0.04025,1.6365712,314998,0.7716938,0.82402056,39926,1.8238684,-7.75,39926,-6.891749737013475,7.889520613134298,13891.546078205109,0.0,1.0,0.006885877277011205,0.003971819,0.01066,-0.5352318,0.027276343,-3.1011238,1
-1.1971643,1.182317,-0.2286988,22.674889175197137,0.09099,1.6045412,315998,0.7716271,0.8197265,40054,1.7989881,-6.51,40054,-6.891196884206321,7.888974883906726,13936.032831668854,0.0,1.0,0.006430816867647782,0.0039042726,0.01064,-0.53109163,0.027081788,-3.102063,1
-1.2432818,1.2462653,-0.23355949,22.674720290802572,0.00593,1.6241602,316998,0.77159816,0.8245457,40182,1.8484755,-6.65,40182,-6.891319496291872,7.8891045741874475,13980.238606452942,0.0,1.0,0.006711448559130672,0.0038712604,0.01062,-0.5507919,0.027232083,-3.1021066,1
-1.2045336,1.2383723,-0.22150113,22.675758294035,0.05882,1.6062292,317998,0.7715695,0.82067233,40308,1.8033842,-6.85,40308,-6.891411134266151,7.889203135853925,14023.698606967926,0.0,1.0,0.006475552812186609,0.0037686557,0.0106,-0.49843156,0.026411075,-3.10266,1
-1.2177585,1.2332702,-0.21915953,22.674760685970273,0.03144,1.6171714,318998,0.7715379,0.8245315,40452,1.8207183,-5.55,40452,-6.887965984376545,7.885765845940869,14068.417498111725,0.0,1.0,0.006542137622794392,0.0038174705,0.01058,-0.5134764,0.028458487,-3.1018257,1
-1.1880035,1.2168863,-0.20461272,22.674485048680204,0.15483,1.594991,319998,0.77148,0.8220158,40581,1.7818316,-6.41,40581,-6.887336438234642,7.885143293659595,14112.690952539444,0.0,1.0,0.006520866844344025,0.0037558721,0.01056,-0.48567468,0.027499419,-3.102533,1
-1.2027452,1.2253417,-0.21424122,22.67532745281632,0.0267,1.6011777,320998,0.7714241,0.82694113,40706,1.7947658,-6.53,40706,-6.8879280695720535,7.885741659706186,14156.267452716827,0.0,1.0,0.006481721077799922,0.0035738612,0.01053,-0.49988386,0.02711118,-3.103867,1
-1.2291958,1.2576151,-0.2295816,22.67499936866247,0.03041,1.6332674,321998,0.7713778,0.8260032,40819,1.842507,-7.78,40819,-6.890639163134814,7.88845880594821,14200.573714017868,0.0,1.0,0.006429423787446926,0.0036655762,0.01051,-0.52365845,0.026273686,-3.1045358,1
-1.1714642,1.2265368,-0.21594822,22.672389896555476,0.06394,1.6218538,322998,0.7713647,0.8249295,40956,1.8398345,-6.36,40956,-6.888636585604063,7.886463521828303,14246.314635276794,0.0,1.0,0.006341993375795556,0.0036755055,0.01049,-0.47765306,0.027332459,-3.105034,1
-1.2349474,1.2369033,-0.23531978,22.672138609069524,0.07431,1.64921,323998,0.7713495,0.81912714,41090,1.8413448,-6.35,41090,-6.887174495010951,7.885008517887564,14290.579534053802,0.0,1.0,0.006829263675438834,0.0034785972,0.01047,-0.5429912,0.028737383,-3.1055613,1
-1.1830525,1.2033505,-0.21540149,22.672757238653826,0.02333,1.6013,324998,0.7712907,0.8190726,41223,1.7894629,-6.86,41223,-6.886083011910826,7.883924022996871,14334.295409202576,0.0,1.0,0.006212579051344205,0.0033331148,0.01045,-0.503036,0.028013641,-3.1053956,1
-1.184283,1.244133,-0.22736013,22.672964712065387,0.05104,1.6242143,325998,0.7712467,0.81956685,41352,1.8284546,-6.17,41352,-6.885374347069066,7.883222093248211,14378.269632577896,0.0,1.0,0.006617636759750999,0.0032166156,0.01043,-0.48313898,0.029093081,-3.1047509,1
-1.1891171,1.2644627,-0.23500599,22.67435958981091,0.08705,1.6201351,326998,0.7711703,0.8219173,41465,1.8365434,-7.69,41465,-6.8882672133124325,7.886120824791993,14421.48779129982,0.0,1.0,0.006932454485224901,0.0033484327,0.01041,-0.5002532,0.02787199,-3.1057189,1
-1.2231644,1.2705495,-0.22828698,22.675665029726567,0.01981,1.650237,327998,0.77113426,0.8220339,41585,1.8702098,-6.93,41585,-6.889503426716364,7.887363231934592,14464.75768494606,0.0,1.0,0.006827682589073552,0.003409399,0.01039,-0.51356554,0.027644182,-3.1066499,1
-1.193929,1.2503479,-0.23661983,22.67698527659904,0.01195,1.6101263,328998,0.7711185,0.8139982,41699,1.8118995,-7.86,41699,-6.891556152425718,7.889421808676467,14508.013123750687,0.0,1.0,0.006347271103317675,0.0031658888,0.01037,-0.5022537,0.027171161,-3.1073384,1
-1.1791139,1.2503897,-0.24161452,22.677629995117044,0.02387,1.6060834,329998,0.77107126,0.8171621,41824,1.8181722,-6.81,41824,-6.891617253251722,7.889489288446825,14551.69698381424,0.0,1.0,0.006255871311035241,0.003238408,0.01035,-0.5038167,0.028698158,-3.1072598,1
-1.1980529,1.2362128,-0.23441474,22.676254165470876,0.01391,1.6172851,330998,0.77103746,0.8167552,41961,1.8207904,-5.83,41961,-6.890255237005791,7.888134219870833,14596.6788687706,0.0,1.0,0.00634563820484609,0.0033448462,0.01033,-0.50998354,0.027466422,-3.107463,1
-1.2174964,1.2666006,-0.2559186,22.676420937139092,0.08458,1.6065898,331998,0.77100044,0.81423616,42079,1.8139169,-7.56,42079,-6.891965113239383,7.889850043964923,14640.67018866539,0.0,1.0,0.0063892882473545135,0.00324076,0.01031,-0.5458521,0.026738815,-3.10838,1
-1.2250329,1.2768586,-0.23251371,22.676683066461003,0.04731,1.6356281,332998,0.770966,0.81760174,42203,1.8454627,-7.01,42203,-6.892495794137857,7.89038693931711,14684.59911108017,0.0,1.0,0.006137382193654539,0.003267059,0.01028,-0.52348447,0.026745982,-3.109106,1
-1.1802154,1.2609702,-0.25157538,22.675784932098306,0.09149,1.603661,333998,0.7709433,0.8129751,42340,1.8334664,-6.76,42340,-6.890599905526689,7.888497874350496,14729.280640125275,0.0,1.0,0.006371078885973761,0.0032330134,0.01026,-0.5058778,0.026729617,-3.109058,1
-1.1928813,1.2724396,-0.19674508,22.67688607991946,0.04546,1.6183535,334998,0.77090234,0.8259905,42463,1.8288517,-6.72,42463,-6.891222947036243,7.889127004686433,14772.663178682327,0.0,1.0,0.006150746305058743,0.003211932,0.01024,-0.51609266,0.026682816,-3.1103659,1
-1.2276471,1.2868562,-0.24853505,22.676730638666925,0.07994,1.6435332,335998,0.7708715,0.8211443,42590,1.8358864,-6.76,42590,-6.891171636534398,7.889081944118337,14816.86250782013,0.0,1.0,0.0062822693948932085,0.0032972724,0.01022,-0.55303544,0.028110856,-3.1105287,1
-1.204607,1.2916294,-0.23507994,22.679011924496933,0.0476,1.6093885,336998,0.7708343,0.8198254,42718,1.8168364,-6.68,42718,-6.891006133245939,7.888922702373707,14859.465708732605,0.0,1.0,0.0065026670456439,0.0031919554,0.0102,-0.5372617,0.028658269,-3.1107843,1
-1.1420789,1.3080928,-0.21659516,22.680003007400398,0.11537,1.610856,337998,0.77079314,0.82464194,42850,1.8154451,-6.35,42850,-6.889591598599766,7.887514585764294,14902.908076763153,0.0,1.0,0.006088475799347603,0.0031959903,0.01018,-0.4873094,0.029278243,-3.1122503,1
-1.169201,1.2547772,-0.22896302,22.680819397468976,0.0172,1.6372309,338998,0.77075344,0.8207005,42970,1.8560156,-7.5,42970,-6.8909937165464274,7.8889225040726085,14946.461768388748,0.0,1.0,0.006177678749213201,0.003148457,0.01016,-0.5029003,0.0268002,-3.1123664,1
-1.1439552,1.2616986,-0.22776945,22.679322872049386,0.01283,1.6389748,339998,0.7707214,0.816553,43082,1.8565489,-8.18,43082,-6.893876793092243,7.891810965136252,14991.541057825089,0.0,1.0,0.0063505249561622325,0.0031081743,0.01014,-0.4804455,0.028416699,-3.113609,1
