rollout/return_history,reference_Q_mean,total/episodes,reference_action_std,rollout/error,success rate,total/steps,rollout/episodes,train/loss_critic,reference_action_mean,rollout/actions_mean,train/loss_actor,rollout/Q_mean,rollout/episode_steps,rollout/return,total/steps_per_second,errors,reference_Q_std,rollout/actions_std,reference_actor_Q_mean,rollout/goal_tolerance,total/duration,train/param_noise_distance,reference_actor_Q_std,total/epochs
-8.7,-3.1129909,37364,0.8712997,0.0677,1.0,350998,37364,0.03179522,0.022929678,-0.0028651014,1.3544762,-3.4342065,9.393828283909645,-8.395407343967456,24.230180849533188,0.006263715338690163,3.4811552,0.7771503,-2.3536768,0.00992,14485.983500480652,0.0,3.5569973,1
-9.37,-3.0530682,37462,0.8746476,0.07092,1.0,351998,37462,0.030767653,0.017594934,-0.0029122129,1.3946037,-3.4357734,9.396134749879879,-8.39770967914153,24.230120601889084,0.0061308308073218624,3.470155,0.7771159,-2.3119695,0.0099,14527.290465593338,0.0,3.548037,1
-8.42,-3.0847254,37567,0.8731125,0.01943,1.0,352998,37567,0.030659027,0.0015585627,-0.0030565932,1.4131691,-3.4362886,9.396252029706924,-8.397822557031438,24.22925686752218,0.005881403813288095,3.4750707,0.7771043,-2.351653,0.00988,14569.08075761795,0.0,3.539656,1
-8.11,-3.0886316,37676,0.87233025,0.11268,1.0,353998,37676,0.03109461,-0.012552358,-0.0031673955,1.3817002,-3.4369004,9.395795732031,-8.39736171568107,24.22963123741073,0.006364704646469273,3.4771829,0.77710027,-2.3467906,0.00986,14610.127431631088,0.0,3.5528362,1
-9.48,-3.1067839,37771,0.8684787,0.08582,1.0,354998,37771,0.031461984,0.03365032,-0.0032077,1.4159099,-3.4392817,9.398639167615366,-8.40020121257049,24.231994238571428,0.0060173466100599295,3.4684262,0.77708393,-2.359649,0.00984,14649.970468997955,0.0,3.5481431,1
-10.06,-3.093304,37863,0.8726403,0.06303,1.0,355998,37863,0.03378962,0.020386428,-0.003283363,1.3881745,-3.4409218,9.4020019544146,-8.403560203892983,24.232922564806056,0.006101601533954917,3.4815376,0.77704155,-2.360656,0.00982,14690.675425052643,0.0,3.545895,1
-10.04,-3.0840836,37953,0.87715024,0.03486,1.0,356998,37953,0.03283541,0.016701689,-0.0033275206,1.3677853,-3.4422154,9.406344689484362,-8.407899243801545,24.2337012706424,0.006010130748818264,3.4468305,0.7770084,-2.346453,0.0098,14731.468214988708,0.0,3.5170374,1
-9.62,-3.0959775,38047,0.87422556,0.02085,1.0,357998,38047,0.031368706,0.0051480248,-0.0031775048,1.329476,-3.4445353,9.409309538202749,-8.410860251793833,24.2334708018904,0.006161582860534182,3.4539661,0.776985,-2.364235,0.00978,14772.87355685234,0.0,3.519521,1
-7.76,-3.0826852,38157,0.87500155,0.00418,1.0,358998,38157,0.033107724,0.034572158,-0.003211771,1.4037044,-3.4449277,9.40849647508976,-8.410042718243048,24.235154387873212,0.005810753190783684,3.4540591,0.77698416,-2.3372226,0.00976,14813.109677553177,0.0,3.5267074,1
-8.04,-3.1003773,38266,0.8728125,0.16371,1.0,359998,38266,0.031682227,0.05124468,-0.003340998,1.3842876,-3.4457757,9.407437411801599,-8.40897925050959,24.237383615385408,0.00588647083596906,3.4361877,0.7769723,-2.347362,0.00975,14853.00582408905,0.0,3.5096676,1
-9.79,-3.0982556,38355,0.87759125,0.07777,1.0,360998,38355,0.03170282,0.0043771937,-0.0031637552,1.407056,-3.4478905,9.411393560161647,-8.41293182114457,24.23887734044024,0.006116122755495672,3.4578962,0.77695715,-2.3448753,0.00973,14893.346541166306,0.0,3.5393105,1
-9.49,-3.092046,38450,0.87250227,0.19519,1.0,361998,38450,0.03263092,0.014817059,-0.0029837748,1.4211547,-3.449078,9.414746423927179,-8.41628088426528,24.23848784207026,0.006480719708797531,3.4465933,0.7769308,-2.3438344,0.00971,14934.842567682266,0.0,3.5188966,1
-8.2,-3.1121745,38556,0.8758566,0.11094,1.0,362998,38556,0.031410545,0.014190145,-0.002916774,1.483019,-3.4496753,9.41451395372964,-8.41604419545596,24.237888964279367,0.0060125607638101645,3.437115,0.77689624,-2.3687968,0.00969,14976.469301223755,0.0,3.5141265,1
-10.3,-3.091671,38641,0.87558734,0.1457,1.0,363998,38641,0.031964306,0.022455378,-0.0030331751,1.435707,-3.4530573,9.419864910328407,-8.421391785926865,24.237890314432374,0.00583663150068695,3.4464626,0.77689534,-2.3466806,0.00967,15017.72618317604,0.0,3.519146,1
-8.01,-3.0992723,38747,0.8758001,0.01916,1.0,364998,38747,0.031616937,0.027498713,-0.0029070992,1.4624156,-3.4533377,9.419619583451622,-8.421142281983121,24.23859318427395,0.005717976792166686,3.4572906,0.77688664,-2.3685255,0.00965,15058.547219514847,0.0,3.527508,1
-8.68,-3.0928106,38852,0.87429243,0.00844,1.0,365998,38852,0.030541474,0.05398066,-0.0029655262,1.4297175,-3.453715,9.420364460002059,-8.421883043343971,24.237903165751213,0.006065423421596269,3.442556,0.77684045,-2.3509574,0.00963,15100.233609199524,0.0,3.5098283,1
-9.2,-3.0979505,38949,0.87505186,0.01199,1.0,366998,38949,0.029993746,0.03864369,-0.0030213485,1.4317029,-3.454787,9.422475544943387,-8.423990346350356,24.236477062860274,0.00589415385199438,3.444448,0.7768053,-2.3626475,0.00961,15142.382246732712,0.0,3.5098867,1
-9.26,-3.0880728,39046,0.87361217,0.12954,1.0,367998,39046,0.032082725,0.029880762,-0.003034453,1.4235883,-3.4565008,9.42470419505199,-8.426215233314553,24.236038333771546,0.005932922507661495,3.4517403,0.7767935,-2.3317878,0.00959,15183.917228221893,0.0,3.5248294,1
-9.03,-3.1011264,39145,0.8762952,0.06416,1.0,368998,39145,0.031273387,0.022238946,-0.0029522437,1.4336281,-3.4570506,9.42610805977775,-8.427615276535956,24.23523355098094,0.005803594051585866,3.4541404,0.7767839,-2.3440666,0.00957,15225.683681726456,0.0,3.5253942,1
-8.38,-3.0990016,39252,0.87393856,0.11448,1.0,369998,39252,0.03217152,0.0068022893,-0.0028776252,1.428791,-3.457304,9.42619484357485,-8.427697951696729,24.232884866144197,0.005846622502648027,3.446381,0.7767539,-2.3531346,0.00955,15268.425614356995,0.0,3.519624,1
-9.37,-3.0901213,39348,0.87688255,0.0257,1.0,370998,39348,0.031682584,0.029295474,-0.0030333654,1.4322577,-3.460165,9.42848429399207,-8.42998373487852,24.232707625344894,0.006116895674994269,3.455245,0.77672434,-2.3455324,0.00953,15309.803829431534,0.0,3.5276835,1
-9.15,-3.1023145,39444,0.8763492,0.05817,1.0,371998,39444,0.031268258,0.03439371,-0.002971705,1.416298,-3.4612856,9.430990771727005,-8.432486563228881,24.232774444862955,0.005839226349321927,3.445818,0.77672285,-2.3449187,0.00951,15351.028040409088,0.0,3.5212936,1
-7.31,-3.1115053,39568,0.8778293,0.19798,1.0,372998,39568,0.030511871,0.0049727405,-0.0028980346,1.4399271,-3.460837,9.426784270117267,-8.428275374039629,24.23228676934836,0.006183661512507531,3.4349442,0.7766967,-2.3559766,0.0095,15392.60423707962,0.0,3.5105524,1
-8.76,-3.1132495,39670,0.87493587,0.17218,1.0,373998,39670,0.030832313,0.0105898455,-0.0030067263,1.4222424,-3.4610755,9.427728762288883,-8.429216032266195,24.234200829663838,0.005690039095715173,3.4573755,0.77667,-2.354311,0.00948,15432.652499198914,0.0,3.5312526,1
-8.68,-3.1052432,39776,0.87372303,0.00522,1.0,374998,39776,0.029805373,0.038448956,-0.002972778,1.4538722,-3.4613874,9.427795655671762,-8.429278962188254,24.23510230841277,0.00570111560360242,3.4620903,0.77663404,-2.3560224,0.00946,15473.340909719467,0.0,3.5362372,1
-7.48,-3.093447,39894,0.8735983,0.06299,1.0,375998,39894,0.031372424,0.008194911,-0.003050945,1.4446914,-3.461084,9.424600190504838,-8.426079109640547,24.235597808097644,0.005506340561631134,3.4638326,0.776603,-2.3345342,0.00944,15514.286174297333,0.0,3.536234,1
-7.62,-3.1122165,40005,0.8775923,0.01379,1.0,376998,40005,0.03025456,0.046571802,-0.002986853,1.4387561,-3.4604106,9.42339707536558,-8.424871891013623,24.23539802758864,0.006017882701440594,3.4445777,0.7765886,-2.3629465,0.00942,15555.67602276802,0.0,3.5179477,1
-8.78,-3.1012356,40107,0.8774971,0.15558,1.0,377998,40107,0.03091463,0.0006230374,-0.002903859,1.420839,-3.4616647,9.424639090433091,-8.42611015533448,24.23399669964983,0.005897225868504636,3.447677,0.776585,-2.3461242,0.0094,15597.839872837067,0.0,3.5208452,1
-9.47,-3.0758219,40202,0.87435156,0.05802,1.0,378998,40202,0.030127263,0.019988649,-0.002870591,1.4625063,-3.4635482,9.427341923287399,-8.428809511964579,24.23270790252747,0.005810083536009695,3.4412386,0.7765855,-2.329111,0.00938,15639.935971021652,0.0,3.5111258,1
-8.72,-3.0685487,40303,0.87149775,0.10335,1.0,379998,40303,0.032178618,-0.009151402,-0.0029060135,1.4250038,-3.4643075,9.428156712899785,-8.429620623774905,24.232206496235012,0.005778856815963979,3.4426827,0.77652663,-2.3178842,0.00936,15681.526981830597,0.0,3.506914,1
-8.51,-3.102906,40410,0.8752022,0.03373,1.0,380998,40410,0.030572051,0.017218018,-0.002822423,1.4732517,-3.4640543,9.428161346201435,-8.429621380846324,24.231854104420254,0.0052573378308592555,3.4530783,0.77651405,-2.3486094,0.00934,15723.023024082184,0.0,3.5245688,1
-8.64,-3.070351,40515,0.87696964,0.00317,1.0,381998,40515,0.030718477,0.017797925,-0.0027933947,1.4223716,-3.465249,9.428606688880661,-8.43006293965198,24.23257471705794,0.005947431530891298,3.4329011,0.77649695,-2.3128715,0.00933,15763.822229385376,0.0,3.506617,1
-8.15,-3.0911424,40622,0.8743751,0.11109,1.0,382998,40622,0.032339033,0.028025186,-0.0027633912,1.4611124,-3.4657545,9.428339323519275,-8.429791738466841,24.225531793729623,0.005284203670970593,3.4493785,0.776482,-2.3362188,0.00931,15809.683901309967,0.0,3.5175304,1
-8.29,-3.0714345,40729,0.8787158,0.20734,1.0,383998,40729,0.029128497,0.012495135,-0.0027664353,1.4709908,-3.4660263,9.428073362960053,-8.429521962238208,24.226535226976328,0.006216794735251032,3.4390996,0.77645296,-2.3312125,0.00929,15850.306137561798,0.0,3.5021098,1
-8.15,-3.0775073,40836,0.8753807,0.01192,1.0,384998,40836,0.033187192,0.023349142,-0.0028975143,1.4598886,-3.4672387,9.427759819766873,-8.429204623371534,24.22625817289191,0.0057213226674447245,3.442167,0.7764406,-2.3374646,0.00927,15891.764929294586,0.0,3.504781,1
-8.03,-3.0917304,40945,0.8741141,0.11087,1.0,385998,40945,0.030035414,0.024378555,-0.0028718307,1.4438151,-3.4670227,9.42691415313225,-8.428355110514104,24.227272267438213,0.00539912133682971,3.4391963,0.7764227,-2.346004,0.00925,15932.37553691864,0.0,3.5053058,1
-10.04,-3.0787568,41035,0.8735754,0.03562,1.0,386998,41035,0.028846469,0.012121261,-0.0029373472,1.4832698,-3.4688284,9.43063238698672,-8.432070183989277,24.226164842029867,0.0052223091742605735,3.4397662,0.776379,-2.3372726,0.00923,15974.381521940231,0.0,3.5057662,1
-9.68,-3.1158056,41132,0.87874115,0.00964,1.0,387998,41132,0.030879073,0.008056174,-0.0027676867,1.4205776,-3.470203,9.432971895361275,-8.43440630166294,24.22698068393204,0.005925804665557276,3.4637413,0.77634686,-2.372231,0.00922,16015.11988067627,0.0,3.533905,1
-8.56,-3.0771642,41238,0.87384695,0.01167,1.0,388998,41238,0.030569067,0.015805883,-0.0026738483,1.4351325,-3.4708486,9.432974441049517,-8.434405160289053,24.225235382518303,0.005870531621308012,3.44367,0.776335,-2.3277032,0.0092,16057.552954912186,0.0,3.5166564,1
-8.43,-3.0964339,41345,0.872738,0.04216,1.0,389998,41345,0.030122597,0.034454055,-0.0026988012,1.4840671,-3.471841,9.432748820897327,-8.434175837465231,24.22557097867079,0.005620613371344558,3.4448624,0.7762857,-2.3544674,0.00918,16098.609206914902,0.0,3.508696,1
-7.11,-3.0674543,41465,0.8718561,0.01708,1.0,390998,41465,0.03131529,0.0100090895,-0.0026932075,1.4678763,-3.471586,9.42918123718799,-8.430604123959967,24.224558968653795,0.0060310979442084744,3.4422824,0.7762715,-2.3217518,0.00916,16140.562166929245,0.0,3.5101607,1
-9.3,-3.0917606,41561,0.871594,0.0871,1.0,391998,41561,0.030481903,-0.004544047,-0.0026746972,1.440753,-3.4723904,9.431726859315223,-8.433146459421092,24.224857834526606,0.0056107277986065665,3.4474363,0.7762416,-2.3448772,0.00914,16181.642950296402,0.0,3.512785,1
-8.27,-3.1040373,41667,0.8771592,0.02158,1.0,392998,41667,0.030296093,0.016596895,-0.002570201,1.4950339,-3.4723566,9.431516547867616,-8.432932536539708,24.225554035385276,0.005563567126570072,3.4413984,0.7762159,-2.3531842,0.00912,16222.456643342972,0.0,3.5103629,1
-8.38,-3.0820553,41773,0.87171584,0.00791,1.0,393998,41773,0.030696355,0.02865196,-0.0025411765,1.4763727,-3.4723194,9.431929715366385,-8.4333421109329,24.225331914780853,0.005782939702319082,3.4400544,0.77616787,-2.337749,0.00911,16263.884490251541,0.0,3.506223,1
-8.5,-3.127953,41877,0.8735261,0.05949,1.0,394998,41877,0.030882811,-0.012777894,-0.0025154005,1.4279898,-3.4731336,9.432027127062588,-8.433436014996298,24.2259894752328,0.005131006589627782,3.4456468,0.7761354,-2.3805623,0.00909,16304.721027135849,0.0,3.5148575,1
-8.86,-3.0900588,41979,0.8741341,0.07122,1.0,395998,41979,0.029754119,0.010589152,-0.002472821,1.4742615,-3.4746492,9.433216608304152,-8.434622072941233,24.22645394917095,0.0057038333355246065,3.4429276,0.77612376,-2.3410492,0.00907,16345.68562245369,0.0,3.5219126,1
-8.57,-3.1124065,42085,0.87208,0.00651,1.0,396998,42085,0.028810032,0.014270847,-0.0024388325,1.4902351,-3.4760847,9.433289770702151,-8.434691695378401,24.22643771408233,0.005600449705497117,3.4278483,0.77610487,-2.3591084,0.00905,16386.973796367645,0.0,3.4968855,1
-8.77,-3.102177,42187,0.8703832,0.06026,1.0,397998,42187,0.029358692,0.02653327,-0.0025377672,1.4770749,-3.476933,9.434162182662906,-8.435560717756655,24.22650049408985,0.0058003250851004174,3.443603,0.77607965,-2.3478775,0.00903,16428.208444595337,0.0,3.51705,1
-8.0,-3.101354,42302,0.87510955,0.11983,1.0,398998,42302,0.029807009,0.019914912,-0.002492696,1.4956269,-3.4773753,9.432154508061085,-8.43354924117063,24.226247991175047,0.005647302912602697,3.4294448,0.7760626,-2.3475661,0.00901,16469.657214164734,0.0,3.50595,1
-8.27,-3.0956268,42407,0.873124,0.02846,1.0,399998,42407,0.029062346,0.01595448,-0.0025693334,1.5013074,-3.4783669,9.432145636333624,-8.433536916075177,24.205824227502237,0.005361271011624001,3.4415038,0.77603644,-2.3540134,0.009,16524.865926504135,0.0,3.5075402,1
-9.31,-3.0978198,42501,0.8717537,0.12029,1.0,400998,42501,0.030320704,0.011007109,-0.0025858614,1.4631788,-3.4800053,9.434601538787323,-8.435989741417849,24.20541396327056,0.005454996815298545,3.4475,0.77604556,-2.3461342,0.00898,16566.459082603455,0.0,3.5179346,1
-8.45,-3.1384864,42605,0.8759116,0.02375,1.0,401998,42605,0.028514426,0.027438171,-0.002651418,1.4823858,-3.4813886,9.434948949653796,-8.436333763642764,24.204821489139306,0.00554352298448493,3.435467,0.77604604,-2.3800678,0.00896,16608.178671360016,0.0,3.4960897,1
-8.09,-3.120216,42718,0.8743438,0.11002,1.0,402998,42718,0.028594656,-0.015735364,-0.0028167625,1.4708,-3.4815164,9.433915445479657,-8.435296596282598,24.20382160622935,0.005412123910164947,3.4302042,0.77602166,-2.367628,0.00894,16650.180560588837,0.0,3.4945898,1
-9.41,-3.1197863,42812,0.8779656,0.05725,1.0,403998,42812,0.029845044,0.020077439,-0.002860841,1.4884375,-3.4829347,9.436466411286554,-8.437844529571148,24.20356883300606,0.005168639333822788,3.4421701,0.77599025,-2.3750033,0.00893,16691.6706700325,0.0,3.5077636,1
-8.5,-3.1220849,42916,0.87328863,0.11324,1.0,404998,42916,0.030298077,-0.011851135,-0.0029361877,1.4460925,-3.4839785,9.436923292012303,-8.43829807064964,24.204587950329554,0.005412652147140024,3.4453585,0.77598524,-2.375359,0.00891,16732.282360315323,0.0,3.5074954,1
-8.89,-3.1282568,43016,0.87443995,0.06015,1.0,405998,43016,0.030771513,0.014187642,-0.00297832,1.4716606,-3.4850872,9.437976566858843,-8.439348149525758,24.204891274314463,0.005515712121682428,3.4448018,0.7759403,-2.3834496,0.00889,16773.38664317131,0.0,3.5114062,1
-8.92,-3.1133802,43118,0.87672997,0.10331,1.0,406998,43118,0.029348817,0.0174521,-0.0029222125,1.4827096,-3.4856727,9.43919012941231,-8.440558467461384,24.205218187107548,0.005487354646447259,3.4349358,0.7759241,-2.362947,0.00887,16814.473509550095,0.0,3.503343,1
-8.54,-3.1208658,43225,0.8754387,0.05187,1.0,407998,43225,0.028693717,0.009070706,-0.0028441132,1.467724,-3.4864142,9.438912666281087,-8.440277617119722,24.205096640337104,0.005553535536981671,3.4465437,0.77592576,-2.375813,0.00885,16855.871557235718,0.0,3.5074797,1
-9.72,-3.1287327,43317,0.87123555,0.06751,1.0,408998,43317,0.030069703,0.00822647,-0.002743499,1.4951946,-3.487719,9.441858854491308,-8.44322090634162,24.204839391295135,0.005311077583331127,3.4460337,0.7759092,-2.3782437,0.00884,16897.364753723145,0.0,3.5123546,1
-8.42,-3.120729,43423,0.87788767,0.16332,1.0,409998,43423,0.028457379,0.017252443,-0.0026961174,1.5080311,-3.4882865,9.441471109780531,-8.442829836722474,24.202850646443697,0.005243679886799475,3.4164016,0.77587545,-2.376132,0.00882,16940.07065486908,0.0,3.4741716,1
-8.31,-3.1134748,43530,0.877145,0.06877,1.0,410998,43530,0.028976446,-0.0074915285,-0.0027021493,1.4787902,-3.4886172,9.441718355157363,-8.443073742246726,24.200577819980825,0.005021236773617206,3.4298227,0.7758685,-2.3604593,0.0088,16982.982929468155,0.0,3.4957032,1
-9.31,-3.101822,43628,0.8742951,0.08648,1.0,411998,43628,0.029394887,0.007054625,-0.0026958531,1.4918394,-3.4883702,9.443453745301182,-8.444806087833502,24.200088602702657,0.005065126464276271,3.4084458,0.7758138,-2.3613622,0.00878,17024.648411989212,0.0,3.4726226,1
-7.77,-3.1305308,43745,0.876953,0.08854,1.0,412998,43745,0.028649969,0.028670423,-0.0027326175,1.4815207,-3.4872494,9.440987541433307,-8.442336267001943,24.200574902126778,0.00528277672910266,3.4320776,0.77578205,-2.372841,0.00877,17065.627641916275,0.0,3.4991074,1
-8.64,-3.128737,43848,0.8779676,0.02768,1.0,413998,43848,0.027882641,0.006291829,-0.0027371629,1.4801393,-3.486815,9.441548075168765,-8.442893632548804,24.200694440466357,0.005439658821415855,3.4327316,0.77575344,-2.3836198,0.00875,17106.864475250244,0.0,3.498611,1
-10.14,-3.1467302,43938,0.8759001,0.00521,1.0,414998,43938,0.030362649,0.007826296,-0.0026854964,1.466931,-3.4882834,9.44512722472575,-8.44647002594565,24.200028271496812,0.005415863109088354,3.4309433,0.7757284,-2.3959532,0.00873,17148.657652139664,0.0,3.4995546,1
-8.04,-3.1034043,44049,0.8747282,0.00306,1.0,415998,44049,0.030568665,0.030531615,-0.0025086363,1.5013019,-3.4886913,9.44402824127676,-8.445367658743672,24.20056058601915,0.00528383481575515,3.4487429,0.77570605,-2.3572493,0.00871,17189.601807832718,0.0,3.5144434,1
-9.64,-3.0970018,44142,0.8792672,0.06729,1.0,416998,44142,0.030440662,0.01595305,-0.00261035,1.4698831,-3.4895191,9.446445562049748,-8.447782157582347,24.200857935124443,0.005030422485266648,3.447573,0.7756585,-2.3637385,0.0087,17230.711453199387,0.0,3.4997833,1
-9.9,-3.1144762,44236,0.8760085,0.05132,1.0,417998,44236,0.02848585,0.027104663,-0.0025616998,1.5155075,-3.4904683,9.448819965638846,-8.450153720951262,24.201376553467092,0.005380412946306032,3.4400263,0.77562934,-2.3603544,0.00868,17271.66217494011,0.0,3.5063105,1
-9.24,-3.1069689,44334,0.8785839,0.00917,1.0,418998,44334,0.028430566,0.012283587,-0.0026353085,1.4670199,-3.491353,9.450850363152433,-8.452181170207966,24.201936425880362,0.005357835788800594,3.4189227,0.7756119,-2.3540583,0.00866,17312.581630945206,0.0,3.481707,1
-7.55,-3.1375122,44455,0.87538576,0.09135,1.0,419998,44455,0.029074414,-0.019546373,-0.0025946936,1.4702957,-3.490606,9.44768867393994,-8.449015858733551,24.20189681698246,0.005206017724727881,3.4490728,0.7755866,-2.3610914,0.00864,17353.929040193558,0.0,3.523281,1
-8.07,-3.10836,44567,0.87470245,0.02139,1.0,420998,44567,0.028427122,0.00960168,-0.0026519145,1.4216237,-3.4904006,9.446339219601947,-8.447663069086992,24.20060670786107,0.00549376587307652,3.4298625,0.77556473,-2.3615236,0.00863,17396.175438165665,0.0,3.48918,1
-9.02,-3.1393027,44667,0.8758908,0.01949,1.0,421998,44667,0.028453335,0.016769702,-0.0025817393,1.477973,-3.4908364,9.447623525197573,-8.448944410862605,24.201785860152697,0.005620473824284912,3.4359384,0.7755244,-2.3827918,0.00861,17436.647131681442,0.0,3.4998934,1
-8.98,-3.1510978,44767,0.87425524,0.01329,1.0,422998,44767,0.030040605,-0.021097397,-0.0025192208,1.4980063,-3.4919736,9.448812741528357,-8.45013067661447,24.202727850867404,0.005142067375911897,3.4425423,0.77551025,-2.408081,0.00859,17477.2861392498,0.0,3.4967098,1
-7.63,-3.1176589,44885,0.87706107,0.00692,1.0,423998,44885,0.030055793,-0.0024986204,-0.0026309495,1.4737005,-3.4922981,9.44636292748134,-8.447677397794363,24.202122401705196,0.005416451875427114,3.4353812,0.7755113,-2.3882108,0.00858,17519.04204773903,0.0,3.4861066,1
-7.85,-3.1335154,44996,0.8758014,0.06244,1.0,424998,44996,0.029487984,0.030418925,-0.0027396632,1.5087526,-3.4922628,9.445017334874212,-8.446328562538893,24.20330093584016,0.005502668439899588,3.4440846,0.77547,-2.3889525,0.00856,17559.505669355392,0.0,3.5053797,1
-9.17,-3.1403043,45094,0.8781777,0.01201,1.0,425998,45094,0.029038806,-0.00980138,-0.002749576,1.5229125,-3.492948,9.446777841841486,-8.448086219896217,24.20441619346027,0.005133998913758125,3.4293902,0.77545947,-2.3988094,0.00854,17600.01136136055,0.0,3.4832144,1
-7.5,-3.146588,45206,0.87685794,0.02174,1.0,426998,45206,0.029002013,-0.010764726,-0.0026189743,1.5099263,-3.4932258,9.445449719063841,-8.446754855550148,24.205487568754894,0.004879418435756556,3.4140773,0.77543765,-2.3888252,0.00852,17640.545301437378,0.0,3.482441,1
-8.76,-3.13478,45308,0.8758209,0.02674,1.0,427998,45308,0.028129524,-0.00032848865,-0.002581519,1.5059824,-3.494168,9.44610223360113,-8.447404431888408,24.207561706284714,0.005131204999064442,3.4417868,0.7754265,-2.3775506,0.00851,17680.343241214752,0.0,3.5093045,1
-8.05,-3.1591868,45418,0.8752877,0.00562,1.0,428998,45418,0.030468516,-0.0035455946,-0.0025676216,1.4624665,-3.4938462,9.445594257783258,-8.446893302214981,24.209352888275728,0.005199491030111017,3.4404528,0.7754019,-2.399521,0.00849,17720.341472148895,0.0,3.5103939,1
-8.26,-3.1324077,45521,0.870849,0.02597,1.0,429998,45521,0.028704867,-0.011703634,-0.002667359,1.4708836,-3.4942038,9.445816216691197,-8.44711232178555,24.21060567266132,0.005102044228871674,3.4304214,0.7753604,-2.3874907,0.00847,17760.72874069214,0.0,3.487741,1
-8.58,-3.1343937,45624,0.8751509,0.09236,1.0,430998,45624,0.029002292,0.0151124,-0.0028591796,1.5031406,-3.495054,9.4461467648606,-8.447439943889181,24.21088069068028,0.005264829549758775,3.4318855,0.77533233,-2.3856864,0.00846,17801.830734968185,0.0,3.4898412,1
-8.49,-3.1402626,45732,0.87770545,0.00122,1.0,431998,45732,0.029882513,-0.020084668,-0.0028251898,1.4428813,-3.4953146,9.446339543426921,-8.447629668503454,24.211431137186523,0.0046677520729817255,3.4278424,0.7753198,-2.3905282,0.00844,17842.728814840317,0.0,3.4856274,1
-7.78,-3.1736388,45850,0.87491024,0.00203,1.0,432998,45850,0.029271832,-0.010934877,-0.0027029081,1.4796665,-3.4952607,9.443838604143947,-8.445125408942204,24.212627097420743,0.005277977936333073,3.4363122,0.7752986,-2.4302568,0.00842,17883.148253917694,0.0,3.489117,1
-8.86,-3.1396723,45951,0.8788743,0.12767,1.0,433998,45951,0.028513357,0.001967023,-0.002707688,1.486435,-3.4957087,9.44482165785293,-8.446105634262585,24.212554649395763,0.005156168978952749,3.433359,0.77527076,-2.3988075,0.00841,17924.50265097618,0.0,3.4871526,1
-7.83,-3.1826634,46065,0.87632,0.07098,1.0,434998,46065,0.029375535,0.007435769,-0.002611931,1.4935205,-3.4954765,9.44302615868881,-8.44430695755997,24.21331900774141,0.005066003069272174,3.4192812,0.77524525,-2.4299965,0.00839,17965.236399888992,0.0,3.4898078,1
-7.31,-3.1547487,46182,0.87728935,0.05389,1.0,435998,46182,0.027062688,-0.013716511,-0.0026424516,1.5023956,-3.4955516,9.440842752587589,-8.442120306612965,24.21449770521546,0.00485354041851864,3.4414394,0.7752343,-2.410667,0.00837,18005.65947341919,0.0,3.4964623,1
-8.79,-3.1638641,46284,0.8738764,0.0833,1.0,436998,46284,0.029498031,0.021640174,-0.0026185776,1.4648017,-3.4958398,9.44147005444646,-8.442744793017026,24.215516152707696,0.0049406850692108786,3.4293249,0.77521366,-2.42849,0.00836,18046.198034524918,0.0,3.481285,1
-10.19,-3.1684408,46374,0.87601566,0.15636,1.0,437998,46374,0.031103294,-0.02085313,-0.0026702862,1.5104905,-3.497347,9.444926036140942,-8.446198300771984,24.21598720614513,0.005364623478574089,3.433126,0.7751957,-2.422671,0.00834,18087.142030239105,0.0,3.4945662,1
-11.34,-3.1888518,46456,0.87906736,0.02025,1.0,438998,46456,0.029300049,-0.0038060572,-0.0026571278,1.4971892,-3.49943,9.449328396762528,-8.450598415705183,24.21749977707639,0.004933758062765856,3.4550972,0.7751651,-2.4383307,0.00832,18127.304801940918,0.0,3.519263,1
-9.96,-3.176999,46551,0.87932104,0.04598,1.0,439998,46551,0.030571518,0.024265444,-0.0026572575,1.5164771,-3.5007985,9.451977401129943,-8.453244828252885,24.218212301934816,0.005279511859238353,3.4352124,0.7751769,-2.4243102,0.00831,18168.062717199326,0.0,3.4969008,1
-8.57,-3.1812482,46656,0.8766238,0.09185,1.0,440998,46656,0.028565414,0.000935511,-0.002679504,1.5078952,-3.5023324,9.452010459533607,-8.453275034293553,24.219305091152094,0.005097488392434386,3.4266317,0.7751512,-2.4283063,0.00829,18208.532339811325,0.0,3.4870298,1
-8.22,-3.169289,46764,0.87505215,0.07776,1.0,441998,46764,0.027665928,0.026191823,-0.0027291386,1.5078824,-3.5027835,9.451586690616713,-8.452848344880678,24.22011399861793,0.005060021723897475,3.4342766,0.7751674,-2.4145174,0.00827,18249.212205410004,0.0,3.494102,1
-9.64,-3.2172775,46853,0.8780406,0.10956,1.0,442998,46853,0.028436305,-0.020061333,-0.002714355,1.5063651,-3.5042088,9.454805455360383,-8.456064713038653,24.22021363258958,0.004923176662024324,3.438735,0.7751199,-2.4535575,0.00826,18290.424961566925,0.0,3.5001366,1
-9.61,-3.185661,46949,0.8745767,0.15378,1.0,443998,46949,0.028667375,0.0044203373,-0.0028676754,1.5355353,-3.5042155,9.456942639885833,-8.45819932266928,24.220135051697174,0.005190564878222721,3.422431,0.77508926,-2.435408,0.00824,18331.772265195847,0.0,3.48732,1
