rollout/error,reference_actor_Q_mean,rollout/return_history,total/steps,rollout/episode_steps,total/episodes,total/epochs,reference_actor_Q_std,total/duration,train/param_noise_distance,success rate,reference_Q_std,train/loss_actor,rollout/goal_tolerance,rollout/return,reference_action_std,reference_action_mean,reference_Q_mean,rollout/actions_mean,rollout/actions_std,total/steps_per_second,rollout/Q_mean,train/loss_critic,errors,rollout/episodes
0.09256,-0.9348442,-129.28571428571428,998,129.57142857142858,7,1,0.058665484,33.54855799674988,0.0,0.2857142857142857,0.06627593,0.93151724,0.01996,-129.28571428571428,0.42764887,0.05088355,-0.96641463,-0.004711523,0.3984493,29.747925383162055,-0.69478935,0.1045539,0.07940651716680067,7
0.07982,-1.0719721,-139.64285714285714,1998,139.78571428571428,14,1,0.12354816,68.2055401802063,0.0,0.14285714285714285,0.12554136,1.0662229,0.01992,-139.64285714285714,0.5613928,0.0077856905,-1.1312237,0.01713457,0.4510265,29.293808020889085,-0.8575686,0.09146018,0.0925605192640359,14
0.10241,-1.2039225,-142.75,2998,142.85,20,1,0.195858,100.20879340171814,0.0,0.1,0.20277749,1.1769986,0.01988,-142.75,0.6850981,-0.034832347,-1.2930349,-0.010842055,0.47189894,29.917534162711487,-0.9634167,0.07920894,0.10911597495407888,20
0.13983,-1.4254647,-124.93548387096774,3998,125.19354838709677,31,1,0.26693553,134.93323493003845,0.0,0.25806451612903225,0.2823432,1.3152629,0.01984,-124.93548387096774,0.6639319,-0.05526207,-1.5341059,-0.009027297,0.48011535,29.629468248300157,-1.0625019,0.08043397,0.0907815842361665,31
0.08545,-1.6082208,-112.25,4998,112.61363636363636,44,1,0.36352113,168.396493434906,0.0,0.36363636363636365,0.37859118,1.4262407,0.0198,-112.25,0.7370905,0.006830424,-1.7773837,-0.014697707,0.49942824,29.679952937571034,-1.1471748,0.06914667,0.0801582445825505,44
0.03998,-1.7342625,-95.66129032258064,5998,96.12903225806451,62,1,0.49077126,203.33800148963928,0.0,0.46774193548387094,0.48515427,1.4785239,0.01976,-95.66129032258064,0.77492464,0.10108372,-1.9902111,-0.014069869,0.5155674,29.49768344362142,-1.2392731,0.07231381,0.06636092390754293,62
0.03636,-1.7059836,-86.9113924050633,6998,87.43037974683544,79,1,0.59478116,239.78973937034607,0.0,0.5189873417721519,0.5762217,1.5070328,0.01972,-86.9113924050633,0.7802402,0.045068134,-2.0511801,-0.008403835,0.5323984,29.1839009391134,-1.3216242,0.07683352,0.059358972421307374,79
0.03285,-1.8051431,-44.54,7998,62.94488188976378,127,1,0.6732243,278.723002910614,0.0,0.8,0.6278262,1.5254161,0.01968,-62.267716535433074,0.819423,0.013546069,-2.229772,-0.007136764,0.5551093,28.695155823091305,-1.4008932,0.086853616,0.03058182938882255,127
0.05633,-1.8136157,-9.03,8998,39.63436123348018,227,1,0.81407624,320.4196021556854,0.0,1.0,0.71771574,1.5255421,0.01964,-38.81497797356828,0.8439692,0.010836805,-2.3385463,-0.008617514,0.5792585,28.08192738354395,-1.46591,0.09835796,0.014522991606102004,227
0.10423,-1.7869189,-8.92,9998,30.46951219512195,328,1,0.98198456,362.4159655570984,0.0,1.0,0.8311256,1.5311518,0.0196,-29.59451219512195,0.85256004,0.04153581,-2.3827548,-0.009044611,0.59756106,27.58708486981604,-1.5304971,0.10368908,0.014074286762458033,328
0.04787,-1.799377,-9.81,10998,26.173809523809524,420,1,1.0986828,404.83548617362976,0.0,1.0,0.9380338,1.5243036,0.01957,-25.271428571428572,0.85365415,0.01714437,-2.4223769,-0.0060460423,0.6136735,27.166590814331606,-1.6116959,0.10243354,0.013989089866285167,420
0.09784,-1.7722867,-8.4,11998,22.84,525,1,1.2293833,447.86254501342773,0.0,1.0,1.073211,1.5256221,0.01953,-21.918095238095237,0.85379535,0.07894755,-2.4379263,0.0016682001,0.6276339,26.789469522708753,-1.6755581,0.10616683,0.014132181499121665,525
0.06253,-1.7610446,-9.43,12998,20.974151857835217,619,1,1.3701173,490.3461091518402,0.0,1.0,1.1993572,1.5539191,0.01949,-20.040387722132472,0.8589913,0.03343672,-2.47248,0.0015021727,0.640835,26.507806949835608,-1.761789,0.10569442,0.013860705910604596,619
0.07609,-1.7440941,-10.28,13998,19.81869688385269,706,1,1.4759935,532.6668081283569,0.0,1.0,1.3224666,1.5145192,0.01945,-18.876770538243626,0.85680157,0.01691006,-2.462189,0.0027765224,0.6523284,26.279091894584308,-1.8337773,0.10021224,0.013511605254315879,706
0.09867,-1.6939542,-7.62,14998,18.346389228886167,817,1,1.5963398,576.0433130264282,0.0,1.0,1.4321072,1.4959797,0.01941,-17.39657282741738,0.861283,0.0038344935,-2.4191647,0.001931777,0.66202414,26.03623661770015,-1.8857827,0.09957864,0.01434064646896769,817
0.13777,-1.6215498,-9.23,15998,17.49015317286652,914,1,1.6807234,618.5483505725861,0.0,1.0,1.525409,1.5010867,0.01937,-16.535010940919037,0.86652356,0.025689932,-2.3606384,0.0027804575,0.6703476,25.86378249200852,-1.9439496,0.09711156,0.01379675903616798,914
0.10936,-1.6701688,-8.67,16998,16.719488188976378,1016,1,1.7664924,661.5411098003387,0.0,1.0,1.6258638,1.5107976,0.01933,-15.759842519685039,0.86683047,0.020296054,-2.412809,0.0006690027,0.67806256,25.694548302720303,-1.990642,0.10625371,0.012798087509859803,1016
0.0927,-1.657485,-9.12,17998,16.128136200716845,1116,1,1.866263,704.6427011489868,0.0,1.0,1.7329643,1.5261371,0.01929,-15.164874551971327,0.8624775,0.016925486,-2.3981166,0.004135081,0.6843436,25.54202288713493,-2.0499902,0.092796706,0.013897348914702089,1116
0.12656,-1.6612322,-8.23,18998,15.540916530278233,1222,1,1.9333653,747.8009753227234,0.0,1.0,1.8074648,1.5381655,0.01926,-14.574468085106384,0.8626147,0.0076255375,-2.4070356,0.0040193372,0.6904545,25.405155418259735,-2.1086848,0.09522432,0.013862874402236984,1222
0.03198,-1.6452026,-7.96,19998,15.030075187969924,1330,1,1.9938412,792.3129420280457,0.0,1.0,1.884461,1.5309005,0.01922,-14.060902255639098,0.8570834,-0.021900402,-2.384078,0.0067203226,0.6953452,25.24002693785624,-2.1535885,0.09041624,0.012951912904850623,1330
0.08269,-1.6770372,-10.27,20998,14.794221282593375,1419,1,2.0590315,835.76780128479,0.0,1.0,1.9581002,1.54084,0.01918,-13.823114869626497,0.858323,-0.029819718,-2.402875,0.0023872089,0.69977176,25.124203119240384,-2.203501,0.081406854,0.01355516947102998,1419
0.02588,-1.6599061,-7.78,21998,14.363814500326583,1531,1,2.1476305,878.131002664566,0.0,1.0,2.0327802,1.5301791,0.01914,-13.390594382756369,0.8580822,-0.0044321544,-2.3835092,0.00023763518,0.7040089,25.050931960322703,-2.2385876,0.085863896,0.013989037128466195,1531
0.04239,-1.635288,-8.9,22998,14.096932515337423,1630,1,2.1777515,920.3948357105255,0.0,1.0,2.0767624,1.5222527,0.0191,-13.122085889570553,0.85544294,-0.012163918,-2.3610687,-0.002448729,0.7075776,24.987102390949453,-2.28333,0.08042772,0.013631628436723964,1630
0.01359,-1.6644521,-6.97,23998,13.729977116704806,1748,1,2.251337,962.9141840934753,0.0,1.0,2.15355,1.4960691,0.01906,-12.753432494279176,0.86201036,-0.030306906,-2.3901167,-0.004077634,0.7108541,24.92226243670161,-2.3074625,0.068145335,0.013761489216222802,1748
0.05607,-1.6674854,-8.96,24998,13.525974025974026,1848,1,2.3156826,1006.035347700119,0.0,1.0,2.2324767,1.4673204,0.01903,-12.548160173160174,0.8607797,-0.04500073,-2.4118629,-0.00445225,0.7140483,24.848033478294298,-2.3492632,0.06833838,0.013664547911638155,1848
0.02171,-1.6468155,-8.76,25998,13.31813524590164,1952,1,2.3215623,1049.3684964179993,0.0,1.0,2.2438164,1.5107472,0.01899,-12.339139344262295,0.86096555,-0.03709374,-2.3744855,-0.0038632613,0.7174991,24.77490041748319,-2.3980072,0.0853035,0.01315712824549324,1952
0.02766,-1.6505198,-7.92,26998,13.070217917675544,2065,1,2.3728688,1093.3664934635162,0.0,1.0,2.3068855,1.4882008,0.01895,-12.090072639225182,0.8627454,-0.012696001,-2.399425,-0.005431406,0.72013944,24.69254377320177,-2.42552,0.07095883,0.013380800121075205,2065
0.10481,-1.6227708,-8.81,27998,12.902764976958526,2170,1,2.4223185,1135.568677663803,0.0,1.0,2.3492684,1.4732503,0.01891,-11.921658986175116,0.86300975,-0.013694391,-2.3686805,-0.004708506,0.72281456,24.655488083380458,-2.4617958,0.072769165,0.013158808981197877,2170
0.12254,-1.6233016,-8.77,28998,12.761338617349185,2271,1,2.4278774,1178.9474630355835,0.0,1.0,2.3699281,1.493702,0.01887,-11.779392338177015,0.86314535,-0.027108287,-2.3718271,-0.004796624,0.7253007,24.59651588318891,-2.4970317,0.076179616,0.013927915839369144,2271
0.05173,-1.5947351,-10.35,29998,12.725922783198982,2357,1,2.4710956,1222.3101501464844,0.0,1.0,2.4147954,1.5011009,0.01884,-11.74331777683496,0.86342627,-0.013395094,-2.3405576,-0.0033278316,0.7274244,24.5420526013017,-2.5407777,0.060623717,0.01302575615377202,2357
0.17218,-1.6352632,-7.9,30998,12.541076487252125,2471,1,2.4886498,1266.159906387329,0.0,1.0,2.4402394,1.4522433,0.0188,-11.55766895993525,0.8655556,-0.037766602,-2.3898168,-0.0030539082,0.72953534,24.48189983241931,-2.5685377,0.062169723,0.013535871902138128,2471
0.06216,-1.6135124,-7.89,31998,12.395583107322743,2581,1,2.516945,1310.0021750926971,0.0,1.0,2.469793,1.494158,0.01876,-11.411468423091826,0.86002964,-0.023789352,-2.3638182,-0.0033048138,0.7318714,24.425913642269936,-2.598839,0.066971466,0.013007988882275499,2581
0.12919,-1.5677998,-7.9,32998,12.252877831414779,2693,1,2.5281682,1353.9321217536926,0.0,1.0,2.4814734,1.4358242,0.01872,-11.268102487931674,0.8615544,-0.013146132,-2.3268614,-0.0027136165,0.73373926,24.37197513067276,-2.6257308,0.065475896,0.013299792373980934,2693
0.07471,-1.5899185,-9.06,33998,12.180222142601218,2791,1,2.5550613,1397.2967762947083,0.0,1.0,2.51464,1.4325198,0.01869,-11.194912217843067,0.8653678,-0.007615298,-2.3551207,-0.004053488,0.735572,24.331266325650905,-2.6548648,0.068238765,0.01331480344276467,2791
0.04413,-1.5305926,-8.23,34998,12.071428571428571,2898,1,2.572027,1441.1764183044434,0.0,1.0,2.5189726,1.4446088,0.01865,-11.085576259489303,0.8640094,0.002097603,-2.2885814,-0.0018622135,0.7374131,24.28432741161242,-2.6836047,0.07466922,0.012900680992058329,2898
0.08785,-1.544332,-8.18,35998,11.968074492850016,3007,1,2.5919948,1485.4978604316711,0.0,1.0,2.5482492,1.4409192,0.01861,-10.981709344861988,0.8605729,0.02435764,-2.30477,-0.0002925555,0.7389595,24.232953112123187,-2.7027175,0.059804905,0.013282651451523766,3007
0.03267,-1.5322099,-9.19,36998,11.911461687057308,3106,1,2.5826833,1529.93527841568,0.0,1.0,2.5439215,1.4038066,0.01858,-10.92466194462331,0.8657481,0.0019260185,-2.28997,0.0026115607,0.74024755,24.182722316406203,-2.7294626,0.056660965,0.013082373007383453,3106
0.15353,-1.5219616,-8.76,37998,11.844451371571072,3208,1,2.594695,1572.918924331665,0.0,1.0,2.5622308,1.3827547,0.01854,-10.857231920199501,0.86056495,0.025795633,-2.2942698,0.0044445563,0.7416227,24.15763419983353,-2.7544227,0.05685662,0.011832015536862361,3208
0.22115,-1.4873937,-8.57,38998,11.763499245852188,3315,1,2.5954309,1615.8028371334076,0.0,1.0,2.5646431,1.3949249,0.0185,-10.775867269984918,0.8641258,0.022825459,-2.2582448,0.0039484,0.7431021,24.135370420060823,-2.7757635,0.05304187,0.012709754885367788,3315
0.00665,-1.5241059,-7.57,39998,11.658408627222384,3431,1,2.6213336,1659.3012170791626,0.0,1.0,2.5879762,1.3614624,0.01846,-10.670358496065287,0.86935365,0.014181965,-2.3136032,0.0045542917,0.7444976,24.105327946668865,-2.7938216,0.066947535,0.011897770419273085,3431
0.09761,-1.4550741,-8.91,40998,11.604019247098783,3533,1,2.6106894,1702.186577796936,0.0,1.0,2.577184,1.3416657,0.01843,-10.615624115482593,0.86871713,0.012648211,-2.230942,0.0043875193,0.74575067,24.0854912938286,-2.8096185,0.051640164,0.012870398303986261,3533
0.04173,-1.4816473,-9.67,41998,11.587472406181016,3624,1,2.6236348,1745.1412270069122,0.0,1.0,2.5946746,1.3948045,0.01839,-10.59878587196468,0.8654288,0.014302452,-2.2620354,0.003562968,0.7471399,24.065674084171786,-2.833935,0.05851676,0.013134758920146601,3624
0.02191,-1.4655554,-7.88,42998,11.507226980728051,3736,1,2.627006,1788.61856341362,0.0,1.0,2.5928025,1.3719361,0.01835,-10.518201284796573,0.8680843,0.016657539,-2.246066,0.0036462976,0.7484112,24.039781806768975,-2.8460553,0.04947619,0.013274105533261476,3736
0.01247,-1.418273,-9.25,43998,11.476264997391757,3834,1,2.6242878,1831.803915977478,0.0,1.0,2.6082246,1.3519481,0.01832,-10.486958789775692,0.86063504,0.050978232,-2.207286,0.0039978456,0.7494498,24.01894636005405,-2.8639297,0.061877407,0.012992387585346668,3834
0.04715,-1.4219115,-8.69,44998,11.435069885641678,3935,1,2.6304119,1875.351815700531,0.0,1.0,2.6120174,1.3778374,0.01828,-10.44548919949174,0.8662249,0.044318438,-2.2023854,0.004396628,0.750349,23.994431137280316,-2.8817284,0.053450964,0.012324894547847822,3935
0.06323,-1.4069272,-8.25,45998,11.376947811031412,4043,1,2.640122,1918.675080537796,0.0,1.0,2.628277,1.3297783,0.01824,-10.387088795448925,0.8628329,0.06696171,-2.198347,0.0038211502,0.7513205,23.97383510453837,-2.8966188,0.073965095,0.012725009703518888,4043
0.1325,-1.417544,-8.37,46998,11.331806124909573,4147,1,2.6373463,1961.3955149650574,0.0,1.0,2.6250782,1.3602576,0.01821,-10.341692789968652,0.86439204,0.030835683,-2.2012317,0.004176751,0.75198966,23.961510894368125,-2.9060864,0.057349462,0.013128011571289157,4147
0.00945,-1.4394922,-8.24,47998,11.288805268109126,4252,1,2.6428845,2004.751972913742,0.0,1.0,2.6367373,1.2499701,0.01817,-10.298447789275635,0.862639,0.009373766,-2.2112217,0.005082826,0.75278074,23.9421138617157,-2.9091585,0.053434912,0.012434256814995898,4252
0.18163,-1.3566177,-8.16,48998,11.228001833180569,4364,1,2.6146562,2048.673515319824,0.0,1.0,2.6169364,1.2675611,0.01814,-10.237396883593034,0.86126554,0.021757752,-2.1421225,0.003841382,0.7537034,23.91693924561268,-2.914573,0.055794302,0.0129794445220999,4364
0.02193,-1.3727553,-8.8,49998,11.196012544802867,4464,1,2.6383224,2092.1221916675568,0.0,1.0,2.6376624,1.3605305,0.0181,-10.205197132616487,0.86586493,0.014450442,-2.1620793,0.0034753263,0.7545956,23.898221719137904,-2.9342318,0.056608394,0.013092027412232922,4464
0.17474,-1.3713759,-7.89,50998,11.144886363636363,4576,1,2.6084976,2137.1702394485474,0.0,1.0,2.6103818,1.275044,0.01806,-10.153846153846153,0.8633695,0.016645258,-2.1536913,0.004008267,0.75526947,23.862394796007912,-2.9396746,0.052121356,0.012201560927841528,4576
0.09257,-1.3891053,-9.03,51998,11.124946512623021,4674,1,2.6240337,2180.071878194809,0.0,1.0,2.620611,1.2615517,0.01803,-10.133718442447583,0.8607807,0.03142536,-2.1695318,0.0031735215,0.7559689,23.851507154459753,-2.9477916,0.049723398,0.012610386614642876,4674
0.06342,-1.3264219,-9.6,52998,11.10987628433634,4769,1,2.6045098,2224.057114124298,0.0,1.0,2.615408,1.238815,0.01799,-10.118473474522961,0.8631139,0.07178794,-2.1045756,0.0047859447,0.75676554,23.82942401228193,-2.9624357,0.065233685,0.012135847724919808,4769
0.04439,-1.3674691,-7.79,53998,11.060835723064319,4882,1,2.6390502,2268.395612716675,0.0,1.0,2.647185,1.250934,0.01796,-10.069233920524375,0.8626193,0.070690624,-2.1399689,0.0046474705,0.7575116,23.80448970068803,-2.9657989,0.05461914,0.01255371502019026,4882
0.09474,-1.343825,-7.22,54998,10.9998,5000,1,2.6339095,2312.2886612415314,0.0,1.0,2.6316469,1.2171682,0.01792,-10.008,0.86125654,0.011472558,-2.1400404,0.0050659096,0.7580266,23.785092632193276,-2.9701767,0.06194913,0.011815777375270993,5000
0.09187,-1.3617036,-7.98,55998,10.960070463887257,5109,1,2.6363375,2356.30473446846,0.0,1.0,2.6392627,1.1986505,0.01788,-9.968095517713838,0.86571497,0.07916706,-2.154211,0.006338607,0.7585284,23.765177390195305,-2.9742854,0.049134206,0.011987717718971915,5109
0.07447,-1.3342776,-8.71,56998,10.935725249424404,5212,1,2.6422255,2400.466489315033,0.0,1.0,2.6461165,1.2150278,0.01785,-9.94359171143515,0.8641363,0.04505458,-2.1237392,0.0065126056,0.7591026,23.74455142519579,-2.9853292,0.051844444,0.012036186078168786,5212
0.0678,-1.3459938,-6.98,57998,10.87490622655664,5332,1,2.6387272,2446.925261735916,0.0,1.0,2.642199,1.2095747,0.01781,-9.882595648912227,0.8613573,0.029977886,-2.126803,0.0057794414,0.759663,23.702399459007026,-2.9853039,0.047836725,0.012271242442178592,5332
0.11194,-1.3190818,-8.79,58998,10.857169151481687,5433,1,2.6272953,2490.11115193367,0.0,1.0,2.630723,1.2585722,0.01778,-9.864715626725566,0.8630076,0.061521616,-2.1059382,0.0049556126,0.76018244,23.6929182675985,-2.9932594,0.046718508,0.012556912212639873,5433
0.02407,-1.3174319,-6.91,59998,10.807172463506939,5549,1,2.6488876,2533.712947845459,0.0,1.0,2.6491516,1.1668794,0.01774,-9.814561182194991,0.86120605,0.0723841,-2.1047258,0.0037714352,0.7605179,23.679872675008138,-2.992922,0.059370037,0.011672433365628832,5549
0.04206,-1.2932382,-9.38,60998,10.798158640226628,5648,1,2.6283998,2576.242810487747,0.0,1.0,2.6312253,1.1888418,0.01771,-9.805417847025495,0.8656389,0.01922614,-2.0852275,0.0030140495,0.7609836,23.677116051204642,-2.9978719,0.047641702,0.011930340609895118,5648
0.00884,-1.2892382,-8.88,61998,10.782608695652174,5750,1,2.6222873,2619.7800171375275,0.0,1.0,2.626078,1.2196683,0.01767,-9.789739130434782,0.8628206,0.039205898,-2.071407,0.0026513892,0.7614885,23.66534579027036,-3.008687,0.055642772,0.01219165831015154,5750
0.117,-1.3350481,-7.47,62998,10.736321799897732,5867,1,2.6431718,2663.7660870552063,0.0,1.0,2.6525438,1.1609448,0.01764,-9.743310039202319,0.8618264,0.047432344,-2.1174245,0.003094039,0.76199484,23.649974487678946,-3.010123,0.04669993,0.012028507387298935,5867
0.02957,-1.2735902,-8.44,63998,10.715123094958969,5971,1,2.6388297,2707.8552582263947,0.0,1.0,2.6404889,1.215065,0.0176,-9.721989616479652,0.86251366,0.035220444,-2.0603828,0.003834575,0.76243955,23.634202679620973,-3.0115788,0.045149397,0.012287480549433707,5971
0.02113,-1.3078082,-8.76,64998,10.701020744155416,6074,1,2.663307,2751.4429428577423,0.0,1.0,2.6511633,1.1761365,0.01757,-9.707770826473494,0.86113507,0.03929681,-2.0916023,0.0032273305,0.7627927,23.623241095630668,-3.0172462,0.07213822,0.011437989843963922,6074
0.10414,-1.305258,-7.23,65998,10.658430232558139,6192,1,2.6479435,2794.7919726371765,0.0,1.0,2.6439748,1.2010651,0.01753,-9.665051679586563,0.85970384,0.03830609,-2.0892434,0.0028531337,0.7631619,23.614637742688245,-3.0178218,0.044700652,0.01182598529565342,6192
0.02054,-1.2661562,-8.83,66998,10.645263827082008,6292,1,2.643477,2838.5664315223694,0.0,1.0,2.6425538,1.1704252,0.0175,-9.651780038143675,0.8642558,0.040843867,-2.056275,0.002622713,0.763486,23.602759215350787,-3.029517,0.04548062,0.01180412414391584,6292
0.05354,-1.269585,-8.96,67998,10.636164554982011,6393,1,2.6434596,2883.062922477722,0.0,1.0,2.6387358,1.2190828,0.01746,-9.642577819490068,0.8593747,0.04280396,-2.0527468,0.00346144,0.7638777,23.585333316819217,-3.0371885,0.042384148,0.011364882933578773,6393
0.01809,-1.28205,-7.94,68998,10.605441131263449,6506,1,2.665773,2927.764846801758,0.0,1.0,2.6572027,1.1590561,0.01743,-9.61174300645558,0.8601419,0.03589553,-2.0795913,0.0035590003,0.76418144,23.566783403172657,-3.0394282,0.047459885,0.011791263226932297,6506
0.00815,-1.2729368,-8.52,69998,10.588413250642867,6611,1,2.6714418,2972.2805650234222,0.0,1.0,2.6639645,1.1622535,0.01739,-9.594615035546816,0.8588903,-0.0047403486,-2.0662389,0.003416441,0.7643487,23.550266695448517,-3.0466795,0.046644554,0.011554958455728211,6611
0.02153,-1.2456105,-9.34,70998,10.58648971070683,6706,1,2.6759596,3016.1801970005035,0.0,1.0,2.6616561,1.1309898,0.01736,-9.592603638532657,0.85544956,0.035685778,-2.0419807,0.0041019134,0.7647443,23.53904454070923,-3.055548,0.047202155,0.012082516889378073,6706
0.17504,-1.2555625,-8.84,71998,10.57151248164464,6810,1,2.679197,3060.6288027763367,0.0,1.0,2.6677628,1.1591158,0.01732,-9.577533039647577,0.85698205,0.01598896,-2.0532913,0.003991682,0.7649834,23.523924212792373,-3.0658312,0.046353687,0.011605025720855254,6810
0.01327,-1.2444763,-10.09,72998,10.585846867749419,6896,1,2.69651,3103.8530592918396,0.0,1.0,2.673633,1.1361216,0.01729,-9.591792343387471,0.85862535,0.04254277,-2.039073,0.0036876288,0.7652218,23.518510253399327,-3.0754256,0.05812182,0.011442178672235126,6896
0.13075,-1.2356341,-8.36,73998,10.565186348707696,7003,1,2.6871772,3146.91504240036,0.0,1.0,2.6713405,1.1131476,0.01725,-9.571040982436099,0.86141425,-0.0184607,-2.038174,0.0045625768,0.76551723,23.514457493443114,-3.0789263,0.04178168,0.012186733557876705,7003
0.09343,-1.1946166,-7.84,74998,10.540688685874912,7115,1,2.6927109,3190.5069448947906,0.0,1.0,2.667445,1.1569781,0.01722,-9.546451159522137,0.85603255,0.017134087,-2.0022116,0.0042154356,0.76573825,23.50660923023727,-3.0809596,0.04066505,0.011524976618771379,7115
0.10101,-1.2063197,-7.47,75998,10.504077401520387,7235,1,2.6937604,3234.270648956299,0.0,1.0,2.6754148,1.1310134,0.01718,-9.509744298548721,0.8569824,0.03049759,-2.0114243,0.003950712,0.766021,23.49772429358211,-3.083464,0.040913627,0.011954784736312306,7235
0.0983,-1.1948622,-8.92,76998,10.498295377062593,7333,1,2.6968982,3278.222204208374,0.0,1.0,2.6753073,1.1248317,0.01715,-9.503886540297286,0.8540511,0.026096717,-1.9957899,0.004211883,0.7663181,23.48773060628863,-3.091923,0.04256833,0.011963212062407214,7333
0.06541,-1.1918881,-7.47,77998,10.469261744966444,7450,1,2.7245598,3322.182569026947,0.0,1.0,2.6994028,1.121654,0.01712,-9.47476510067114,0.85739934,-0.007868099,-1.9897363,0.0034024045,0.7665698,23.4779390895562,-3.0940034,0.041774735,0.011501763564437687,7450
0.13436,-1.1835968,-8.57,78998,10.455327597617472,7555,1,2.72383,3366.436236143112,0.0,1.0,2.6989756,1.1046274,0.01708,-9.460754467240239,0.84815985,0.023416651,-1.9990332,0.0033041907,0.7667835,23.466358623357475,-3.101744,0.04250695,0.011926865539738516,7555
0.0469,-1.158129,-8.4,79998,10.439514550437165,7663,1,2.734592,3410.6387553215027,0.0,1.0,2.7061765,1.0836993,0.01705,-9.444864935403888,0.8535552,0.010698221,-1.9666247,0.0036803072,0.7669387,23.455430416130078,-3.1036708,0.039363995,0.012315477074106884,7663
0.0105,-1.1690723,-7.42,80998,10.41398817176652,7778,1,2.7355323,3454.983271598816,0.0,1.0,2.7079637,1.042997,0.01701,-9.419259449730008,0.8515014,-0.0050273226,-1.9766589,0.0042625717,0.7672216,23.443818285845897,-3.1069627,0.039877962,0.011718864373276159,7778
0.00438,-1.1188508,-8.78,81998,10.402131168336927,7883,1,2.744723,3499.0204060077667,0.0,1.0,2.7188048,1.0870242,0.01698,-9.407332233921096,0.8550445,-0.007577644,-1.9350653,0.0042872806,0.7674094,23.43455895804741,-3.1120725,0.047596287,0.011783480951938721,7883
0.20534,-1.1309099,-7.87,82998,10.374875,8000,1,2.755617,3543.0802087783813,0.0,1.0,2.7213182,1.1319613,0.01695,-9.38,0.8497242,0.034464248,-1.944491,0.0042986665,0.7676011,23.425379926303414,-3.1137478,0.040678147,0.011072822917315452,8000
0.09195,-1.0862547,-8.96,83998,10.369753086419752,8100,1,2.7692845,3587.972841501236,0.0,1.0,2.7278218,1.0750221,0.01691,-9.374814814814815,0.85027176,0.012245946,-1.903426,0.003584712,0.7678398,23.410991027695342,-3.1201952,0.03876574,0.011856771037407296,8100
0.13229,-1.0811572,-7.29,84998,10.33775237168572,8222,1,2.7538989,3632.9298634529114,0.0,1.0,2.718708,1.0627991,0.01688,-9.342738992945755,0.84931076,0.016555632,-1.892605,0.0036874244,0.76804984,23.39654306433921,-3.1204073,0.03776062,0.011270281930181134,8222
0.09112,-1.069938,-8.38,85998,10.32688843521076,8327,1,2.7600722,3677.65327167511,0.0,1.0,2.724624,1.058431,0.01684,-9.331812177254713,0.85345864,0.009231276,-1.8880349,0.0028136363,0.76818067,23.38393362483281,-3.126151,0.038671236,0.012132514931969597,8327
0.0749,-1.0745373,-9.11,86998,10.325065274151436,8426,1,2.773795,3722.3344337940216,0.0,1.0,2.7382224,1.0363506,0.01681,-9.329931165440303,0.85465485,0.0023386844,-1.906355,0.003489471,0.7683409,23.37189243668429,-3.1332924,0.039083555,0.01140497353267689,8426
0.11294,-1.0540385,-7.1,87998,10.300632170451884,8542,1,2.793542,3766.6475331783295,0.0,1.0,2.7584035,1.0480579,0.01678,-9.305431983142121,0.8463303,0.017858895,-1.8733629,0.0030848416,0.76844144,23.362419558738626,-3.133026,0.037614465,0.011214814986675557,8542
0.07553,-1.0301714,-9.13,88998,10.299039463025112,8641,1,2.774491,3810.8544471263885,0.0,1.0,2.7369835,1.0425453,0.01674,-9.303784284226362,0.8536193,-0.010361076,-1.8602021,0.0026609593,0.76847726,23.35381768965482,-3.1396697,0.03801239,0.011363577741571942,8641
0.06223,-1.0298995,-7.81,89998,10.280818005255341,8753,1,2.7889397,3855.9614613056183,0.0,1.0,2.7549474,0.99167967,0.01671,-9.285502113561066,0.8503733,0.0009367724,-1.8530083,0.0032448575,0.76867825,23.33996356113137,-3.1421728,0.042666897,0.01163170958739438,8753
0.045,-1.0132328,-8.25,90998,10.269156980024828,8861,1,2.7974253,3900.6355662345886,0.0,1.0,2.7510962,1.034978,0.01668,-9.273783997291503,0.85267717,0.006489147,-1.8244295,0.0033161787,0.7688105,23.329018682933086,-3.1438174,0.04552368,0.01178762528535672,8861
0.07809,-1.0022957,-8.03,91998,10.25401248328132,8972,1,2.801519,3944.6648297309875,0.0,1.0,2.7586498,1.0462396,0.01664,-9.258582255907267,0.8547682,-0.030331075,-1.8370632,0.003886706,0.7688666,23.322133557865282,-3.150588,0.039305896,0.011085841318650204,8972
0.03058,-0.97055626,-8.08,92998,10.23643368189323,9085,1,2.802321,3988.2049107551575,0.0,1.0,2.7666447,0.9866983,0.01661,-9.240946615299945,0.8550312,-0.0065896004,-1.7829072,0.0038664753,0.769061,23.318260240141733,-3.1552618,0.047698963,0.011647389234260907,9085
0.11442,-0.9622448,-8.08,93998,10.225087032201914,9192,1,2.8139205,4031.7507259845734,0.0,1.0,2.7709596,1.0214992,0.01658,-9.229547432550044,0.8574531,-0.015506941,-1.773782,0.0036691292,0.7691602,23.314437421486474,-3.1594,0.035665613,0.011108490388885148,9192
0.13308,-0.9612392,-8.81,94998,10.21934165232358,9296,1,2.81457,4075.623314857483,0.0,1.0,2.7740602,0.9831249,0.01654,-9.223752151462994,0.85518044,0.02757358,-1.7862406,0.0038777185,0.769158,23.30882730346779,-3.1612434,0.045838203,0.011419807996297495,9296
