rollout/episodes,reference_actor_Q_std,rollout/return_history,reference_Q_mean,total/steps,total/steps_per_second,train/loss_critic,rollout/goal_tolerance,success rate,reference_actor_Q_mean,reference_Q_std,rollout/return,rollout/actions_std,rollout/actions_mean,rollout/Q_mean,reference_action_std,train/loss_actor,reference_action_mean,total/episodes,rollout/error,errors,train/param_noise_distance,rollout/episode_steps,total/duration,total/epochs
7,0.092642955,-122.14285714285714,-0.9543869,998,30.236404793666424,0.10759542,0.01996,0.2857142857142857,-0.9005569,0.09117535,-122.14285714285714,0.4348606,-0.0045041633,-0.6940231,0.46617505,0.9065244,0.0035360854,7,0.19516,0.07880857466198461,0.0,122.42857142857143,33.006569623947144,1
14,0.17193136,-132.71428571428572,-1.1069365,1998,29.40990659261633,0.08110354,0.01992,0.21428571428571427,-1.0243247,0.16703214,-132.71428571428572,0.51186657,0.006467109,-0.8350969,0.5889375,1.0410509,0.00839628,14,0.12714,0.10618351180557946,0.0,132.92857142857142,67.93629193305969,1
23,0.24264552,-126.04347826086956,-1.258341,2998,29.617659636085577,0.07679792,0.01988,0.2608695652173913,-1.1754785,0.2466299,-126.04347826086956,0.53407854,-0.0037188923,-0.9507259,0.5879997,1.1831597,-0.04439819,23,0.07146,0.10366958182840529,0.0,126.30434782608695,101.22339296340942,1
33,0.32347167,-120.54545454545455,-1.4652998,3998,29.79274779774313,0.07641952,0.01984,0.2727272727272727,-1.3507123,0.3352922,-120.54545454545455,0.534346,-0.003340053,-1.077756,0.6648017,1.3661247,-0.063115254,33,0.124,0.09798008013281297,0.0,120.81818181818181,134.19373154640198,1
40,0.40437365,-122.15,-1.7063522,4998,29.706537557079102,0.07244058,0.0198,0.25,-1.5571778,0.42610407,-122.15,0.5541744,0.0027707252,-1.2044102,0.70262444,1.4500542,-0.06751495,40,0.05649,0.10959541896446374,0.0,122.4,168.24579405784607,1
48,0.504872,-123.89583333333333,-1.8717403,5998,29.675120618601834,0.07370764,0.01976,0.22916666666666666,-1.6734111,0.51363707,-123.89583333333333,0.55574125,-0.0029251238,-1.306216,0.71859723,1.5510331,-0.063821994,48,0.04957,0.10526942503469172,0.0,124.125,202.1221776008606,1
57,0.61244684,-120.71929824561404,-2.069006,6998,29.500796621550673,0.07285046,0.01972,0.24561403508771928,-1.7985687,0.6211603,-120.71929824561404,0.5707032,0.0057917205,-1.41014,0.74014795,1.6042789,0.004468272,57,0.15964,0.10047910834183042,0.0,120.96491228070175,237.2139332294464,1
68,0.686102,-115.54411764705883,-2.1974916,7998,29.52503025913426,0.08435855,0.01968,0.27941176470588236,-1.8493855,0.7253127,-115.54411764705883,0.5798995,0.004453405,-1.4875875,0.78767526,1.6443535,0.058962807,68,0.0491,0.0943271627372597,0.0,115.82352941176471,270.8887994289398,1
93,0.801476,-95.19354838709677,-2.3180387,8998,29.278796287180555,0.09707145,0.01964,0.41935483870967744,-1.8822982,0.81806624,-95.19354838709677,0.591493,0.0061531784,-1.5869861,0.8167473,1.6919442,0.0154708,93,0.06892,0.07602825751495391,0.0,95.61290322580645,307.32137727737427,1
150,0.9423967,-36.59,-2.4068143,9998,28.98608735109079,0.11079794,0.0196,0.83,-1.9143755,0.92148864,-66.04,0.60465103,0.008174034,-1.6737084,0.843095,1.703588,0.031468682,150,0.01239,0.028508421779958933,0.0,66.66666666666667,344.92409682273865,1
195,1.0871344,-18.77,-2.4857602,10998,28.64340623034385,0.11700769,0.01957,0.95,-1.9306996,1.0370221,-55.64102564102564,0.61696386,0.016950471,-1.7719944,0.84991837,1.6781526,-0.05628136,195,0.06629,0.01824571011555456,0.0,56.33846153846154,383.96271419525146,1
278,1.198285,-15.49,-2.5074937,11998,28.305983227179027,0.12393852,0.01953,0.96,-1.8993757,1.1473024,-42.37769784172662,0.62942445,0.018192073,-1.8428421,0.84919316,1.6659675,-0.021386027,278,0.04205,0.01745324409561695,0.0,43.16187050359712,423.8679823875427,1
352,1.3096845,-11.54,-2.5041795,12998,27.97947524260227,0.12887675,0.01949,0.99,-1.8422852,1.2459505,-36.09375,0.6411264,0.019903427,-1.9216379,0.8528618,1.6323086,-0.1171509,352,0.02389,0.015784629165827103,0.0,36.92045454545455,464.55481696128845,1
449,1.4000784,-10.52,-2.47041,13998,27.694239919613995,0.12718114,0.01945,0.98,-1.7810766,1.339086,-30.29621380846325,0.65034276,0.022985987,-1.9761578,0.86290926,1.6111217,-0.05682945,449,0.03856,0.015392350695809093,0.0,31.15812917594655,505.44806575775146,1
562,1.4930588,-7.6,-2.4201026,14998,27.415624783043125,0.1190533,0.01941,1.0,-1.6981736,1.4353254,-25.791814946619215,0.6602206,0.018479178,-2.0203404,0.8633551,1.5734224,-0.11949573,562,0.0305,0.01373981464745403,0.0,26.681494661921707,547.0603029727936,1
648,1.5916191,-9.19,-2.4226575,15998,27.228113390313716,0.12343714,0.01937,1.0,-1.6632795,1.5137265,-23.589506172839506,0.6670501,0.018725453,-2.0576992,0.8644778,1.5779419,-0.13446032,648,0.03206,0.013822922496397029,0.0,24.493827160493826,587.5544798374176,1
749,1.6843135,-8.87,-2.392555,16998,27.046604954402145,0.12710015,0.01933,1.0,-1.614618,1.6225904,-21.773030707610147,0.67429775,0.016327243,-2.101554,0.8694719,1.5614696,-0.10762856,749,0.09307,0.013855592650576225,0.0,22.690253671562083,628.4707462787628,1
838,1.7564969,-9.98,-2.3560448,17998,26.887212062533226,0.12988716,0.01929,0.99,-1.6072743,1.6863922,-20.55489260143198,0.679802,0.01940317,-2.1527574,0.8597833,1.6050051,-0.1692939,838,0.00585,0.014064118493495896,0.0,21.479713603818617,669.3888514041901,1
945,1.8349167,-8.37,-2.3579888,18998,26.753777760316936,0.1239794,0.01926,1.0,-1.5928712,1.7603203,-19.164021164021165,0.68598473,0.018379005,-2.2017488,0.8592893,1.5892074,-0.14513846,945,0.05403,0.014011627492525398,0.0,20.097354497354498,710.1053230762482,1
1064,1.8972208,-7.19,-2.3198657,19998,26.570306358885038,0.12179798,0.01922,1.0,-1.5579748,1.8228197,-17.838345864661655,0.6913067,0.014359404,-2.2351995,0.86216176,1.5594115,-0.12645988,1064,0.0532,0.013610663964025107,0.0,18.779135338345863,752.6446902751923,1
1184,1.9711409,-7.22,-2.3123746,20998,26.41291766619978,0.11220987,0.01918,1.0,-1.5431936,1.9078269,-16.789695945945947,0.69625133,0.0150161665,-2.260855,0.8597033,1.5744255,-0.15568338,1184,0.0112,0.013363925608227155,0.0,17.736486486486488,794.9897949695587,1
1289,2.014168,-8.37,-2.25178,21998,26.312190746674247,0.108877346,0.01914,1.0,-1.488795,1.9425313,-16.107835531419706,0.7007469,0.014231216,-2.3082285,0.86048114,1.5803556,-0.15655749,1289,0.06673,0.013549821931532795,0.0,17.058960434445307,836.0383296012878,1
1388,2.1050193,-9.17,-2.2423072,22998,26.20478539011995,0.1066953,0.0191,1.0,-1.4857409,2.0274014,-15.613112391930835,0.7045226,0.014714678,-2.3483787,0.8649333,1.5488757,-0.11775521,1388,0.0328,0.014136917619594052,0.0,16.56772334293948,877.6259624958038,1
1477,2.1335924,-10.57,-2.2265527,23998,26.096566344604728,0.10189924,0.01906,0.99,-1.4804573,2.0605564,-15.285037237643873,0.7073274,0.015687104,-2.372472,0.86504394,1.5407059,-0.13459295,1477,0.04517,0.013293729775040966,0.0,16.24170616113744,919.5845799446106,1
1595,2.2200913,-7.51,-2.1820092,24998,26.041606426453754,0.099933155,0.01903,1.0,-1.4208479,2.1412761,-14.712852664576802,0.71061885,0.016164826,-2.3911834,0.8641388,1.5172464,-0.12965035,1595,0.05668,0.013453031329000031,0.0,15.672727272727272,959.9254205226898,1
1703,2.2716625,-8.18,-2.184134,25998,25.95846585678172,0.11085711,0.01899,1.0,-1.429199,2.183559,-14.3047563123899,0.71378064,0.015660673,-2.4302077,0.86437356,1.4815989,-0.13055605,1703,0.0178,0.01267711695039877,0.0,15.267175572519085,1001.5229768753052,1
1803,2.2956626,-8.97,-2.0932264,26998,25.899071122722333,0.09900624,0.01895,1.0,-1.3576944,2.2155585,-14.008874098724348,0.71646184,0.015788494,-2.4612513,0.86962974,1.4784763,-0.12866394,1803,0.04937,0.013016231615977846,0.0,14.973377703826955,1042.4312081336975,1
1915,2.3526454,-7.88,-2.1096385,27998,25.83287196642855,0.110300265,0.01891,1.0,-1.3667233,2.2752936,-13.65065274151436,0.7190645,0.014331198,-2.4879653,0.869641,1.4824046,-0.11876849,1915,0.0721,0.012866226748335546,0.0,14.617232375979112,1083.8129045963287,1
2034,2.4097154,-7.44,-2.1258552,28998,25.760957662915235,0.113092594,0.01887,1.0,-1.3960216,2.343514,-13.288593903638152,0.7215211,0.014640559,-2.5042815,0.86424613,1.4670422,-0.12248885,2034,0.09101,0.013288806686947107,0.0,14.257128810226156,1125.656909942627,1
2141,2.4264297,-8.37,-2.0622063,29998,25.68097375919149,0.095989734,0.01884,1.0,-1.3145348,2.362739,-13.03689864549276,0.7239983,0.014901354,-2.5394583,0.86385715,1.4453132,-0.14579415,2141,0.05993,0.013722034543760624,0.0,14.007006071929005,1168.1021242141724,1
2261,2.447465,-7.54,-2.039914,30998,25.632721803243815,0.095748164,0.0188,1.0,-1.3087218,2.3795702,-12.738168951791243,0.7257509,0.013698051,-2.5519083,0.86869043,1.4151303,-0.11499283,2261,0.0533,0.01304723571711597,0.0,13.70986289252543,1209.3136358261108,1
2380,2.4668334,-7.5,-2.0024185,31998,25.588298515875383,0.089108355,0.01876,1.0,-1.2792375,2.4151528,-12.472268907563025,0.7277061,0.014055733,-2.571221,0.87311804,1.3726085,-0.116835356,2380,0.01812,0.013000324516745829,0.0,13.445378151260504,1250.4934620857239,1
2496,2.512396,-7.59,-2.0230255,32998,25.54794073259864,0.08439736,0.01872,1.0,-1.2798753,2.4502246,-12.24599358974359,0.7294697,0.013693896,-2.587597,0.8725732,1.3527579,-0.12773542,2496,0.13599,0.013876140656585467,0.0,13.220352564102564,1291.6109499931335,1
2604,2.5312226,-8.17,-1.9772809,33998,25.51265646492679,0.085161015,0.01869,1.0,-1.2533227,2.469583,-12.08026113671275,0.73159426,0.013717315,-2.6054344,0.8693928,1.3816354,-0.11950389,2604,0.22146,0.013262495523973135,0.0,13.05568356374808,1332.5934932231903,1
2715,2.5539045,-8.16,-2.0168333,34998,25.450628690966806,0.08525142,0.01865,1.0,-1.2841828,2.4993527,-11.912338858195211,0.73323995,0.014183702,-2.6286347,0.8694601,1.3605708,-0.10834233,2715,0.08985,0.011698127576321628,0.0,12.888766114180479,1375.1330242156982,1
2825,2.5651278,-8.13,-1.9715958,35998,25.401456875544927,0.095481336,0.01861,1.0,-1.2481973,2.5215786,-11.76353982300885,0.7346057,0.015144697,-2.6490924,0.8670768,1.3265576,-0.10014514,2825,0.09781,0.012575935604778637,0.0,12.740884955752213,1417.1628098487854,1
2926,2.5853271,-8.87,-1.9733064,36998,25.352873740435285,0.07800175,0.01858,1.0,-1.2370768,2.5494156,-11.665071770334928,0.735871,0.012938101,-2.6708329,0.867105,1.3453451,-0.09964296,2926,0.02542,0.01336362126626873,0.0,12.643198906356801,1459.3217470645905,1
3049,2.578692,-7.57,-1.9578758,37998,25.316010084549966,0.08275744,0.01854,1.0,-1.2359142,2.54498,-11.482453263365038,0.7373196,0.01307858,-2.6811793,0.86609423,1.2910837,-0.09782829,3049,0.05433,0.013144673239887963,0.0,12.461462774680223,1500.947419166565,1
3158,2.6013107,-8.13,-1.9469316,38998,25.26815447671859,0.0814851,0.0185,1.0,-1.1993128,2.5669992,-11.369854338188727,0.73877174,0.011039922,-2.6963909,0.866169,1.3211792,-0.12500268,3158,0.017,0.013162406301145332,0.0,12.349588347055098,1543.3655843734741,1
3263,2.6109104,-8.49,-1.9279411,39998,25.23756356069916,0.07437829,0.01846,1.0,-1.1886426,2.5769565,-11.27796506282562,0.740114,0.0106993485,-2.7164793,0.86553437,1.3000531,-0.110899925,3263,0.12836,0.012901484097636648,0.0,12.258351210542445,1584.8598024845123,1
3370,2.6010087,-8.03,-1.9523723,40998,25.21075005468779,0.08544957,0.01843,1.0,-1.2267351,2.572517,-11.180712166172107,0.74113834,0.009949468,-2.725136,0.8604159,1.2681576,-0.10247326,3370,0.03661,0.013234759208423803,0.0,12.161721068249259,1626.2110373973846,1
3488,2.6288216,-7.25,-1.9154277,41998,25.176420391946,0.06814978,0.01839,1.0,-1.1754367,2.602752,-11.059059633027523,0.7421622,0.009099743,-2.7326007,0.8623464,1.2812979,-0.104382336,3488,0.04745,0.012656037669466042,0.0,12.040711009174313,1668.1481857299805,1
3591,2.6231222,-8.83,-1.9280875,42998,25.129305549422245,0.0674289,0.01835,1.0,-1.1733394,2.5983927,-10.989974937343359,0.7434946,0.008013565,-2.752832,0.86094964,1.2764431,-0.11352396,3591,0.05345,0.013301343789393238,0.0,11.972152603731551,1711.0699663162231,1
3718,2.6240642,-6.94,-1.8654168,43998,25.087570990886643,0.08570868,0.01832,1.0,-1.1092216,2.5946093,-10.851533082302312,0.74470055,0.00948242,-2.7612684,0.8600717,1.2673894,-0.14796571,3718,0.00632,0.012046771354419972,0.0,11.834319526627219,1753.776801109314,1
3825,2.6410844,-8.02,-1.8821228,44998,25.06287174934979,0.071134344,0.01828,1.0,-1.145163,2.615385,-10.780915032679738,0.7456055,0.008627764,-2.7692747,0.8681892,1.2295257,-0.10574836,3825,0.02431,0.012008599215813457,0.0,11.764183006535948,1795.4047904014587,1
3947,2.6254148,-7.56,-1.8810716,45998,25.029235223466397,0.07752254,0.01824,1.0,-1.1370099,2.6056154,-10.670382569039777,0.7465212,0.008174404,-2.7745683,0.86181223,1.2487957,-0.117275834,3947,0.12533,0.012454725589226492,0.0,11.65416772232075,1837.7708942890167,1
4070,2.6289785,-7.23,-1.8438213,46998,24.990232984915234,0.07954195,0.01821,1.0,-1.0899909,2.6087155,-10.562407862407863,0.7473204,0.0061135893,-2.7793703,0.86563265,1.1754673,-0.08892212,4070,0.07251,0.01233698987857582,0.0,11.546683046683047,1880.654735326767,1
4170,2.6333306,-8.84,-1.8358423,47998,24.9591534071605,0.06987987,0.01817,1.0,-1.1005125,2.6181421,-10.521103117505994,0.74809164,0.007348606,-2.7896526,0.86629504,1.1940593,-0.102523685,4170,0.07491,0.011601989395881912,0.0,11.505755395683453,1923.0620212554932,1
4280,2.6321151,-8.32,-1.8639468,48998,24.92942044081926,0.065321825,0.01814,1.0,-1.1199732,2.6203961,-10.46214953271028,0.74902767,0.007397836,-2.7998564,0.86437035,1.1991618,-0.10971821,4280,0.06814,0.012050489819806118,0.0,11.447196261682244,1965.4688770771027,1
4390,2.6495287,-8.24,-1.8271205,49998,24.899201370663235,0.07265791,0.0181,1.0,-1.0903405,2.6313574,-10.401822323462415,0.74987936,0.007239096,-2.8088737,0.8637878,1.1652296,-0.1158708,4390,0.01889,0.012759833155955557,0.0,11.387243735763098,2008.016211271286,1
4512,2.6611843,-7.41,-1.8225591,50998,24.870530754657384,0.0811996,0.01806,1.0,-1.1044784,2.6452606,-10.314716312056738,0.75065917,0.0052845357,-2.8083854,0.8618845,1.1575401,-0.096576095,4512,0.03939,0.012380148113850544,0.0,11.300531914893616,2050.539270877838,1
4626,2.6516683,-7.61,-1.8004389,51998,24.851287531769415,0.071857385,0.01803,1.0,-1.0471301,2.629749,-10.250324254215306,0.7514408,0.004657804,-2.8152218,0.8704978,1.1439788,-0.14368303,4626,0.10993,0.012120250283992445,0.0,11.236489407695633,2092.36643910408,1
4739,2.6705139,-7.55,-1.8317857,52998,24.817513878951218,0.0835947,0.01799,1.0,-1.093703,2.659882,-10.194555813462756,0.7522044,0.0034720574,-2.8201463,0.86383396,1.1338156,-0.13025604,4739,0.06359,0.012168135685801494,0.0,11.181050854610678,2135.5080230236053,1
4853,2.6766942,-7.59,-1.7871853,53998,24.808574030202465,0.071267165,0.01796,1.0,-1.0559225,2.6634023,-10.139913455594478,0.7527304,0.0026250659,-2.8265202,0.8670681,1.1279655,-0.07335427,4853,0.13984,0.012204338199775183,0.0,11.126725736657738,2176.5862050056458,1
4980,2.6776326,-6.32,-1.817254,54998,24.78479436048013,0.07819536,0.01792,1.0,-1.0803946,2.6653597,-10.055823293172692,0.7534261,0.0026411002,-2.8262045,0.8641951,1.1428633,-0.12732275,4980,0.06228,0.011709734832036406,0.0,11.0429718875502,2219.021840572357,1
5096,2.6784956,-7.95,-1.7827733,55998,24.76635093264416,0.061831627,0.01788,1.0,-1.0447694,2.6676025,-10.000784929356358,0.7542704,0.0036822157,-2.83088,0.86806726,1.1140792,-0.13250291,5096,0.16784,0.012031009548077287,0.0,10.98822605965463,2261.0517048835754,1
5199,2.6920242,-8.43,-1.7984155,56998,24.74453680165857,0.062413502,0.01785,1.0,-1.0589392,2.6814897,-9.975572225427968,0.7552802,0.004433491,-2.8467994,0.86330104,1.1189693,-0.10414044,5199,0.20155,0.012789218187982248,0.0,10.963262165801115,2303.457949399948,1
5315,2.707052,-7.62,-1.7699244,57998,24.717975784258826,0.067686185,0.01781,1.0,-1.0282946,2.6880805,-9.9241768579492,0.7558934,0.0047087595,-2.847842,0.8643025,1.1032108,-0.094513476,5315,0.11392,0.011885821087957842,0.0,10.912135465663217,2346.3895468711853,1
5428,2.6883426,-7.72,-1.7195246,58998,24.693339174629557,0.08601941,0.01778,1.0,-0.9870713,2.6721597,-9.878776713338246,0.7565069,0.0036942693,-2.8522625,0.8621036,1.1105468,-0.09857733,5428,0.02959,0.012632978265267943,0.0,10.866985998526161,2389.227296590805,1
5529,2.688936,-8.91,-1.7606778,59998,24.661503847252536,0.06642438,0.01774,1.0,-1.0222509,2.6878161,-9.862362090793996,0.7569926,0.0038093023,-2.8648567,0.8661992,1.0859764,-0.084435105,5529,0.0384,0.01190043754188738,0.0,10.850786760716224,2432.8605575561523,1
5636,2.697253,-8.3,-1.757231,60998,24.643827644573978,0.059914228,0.01771,1.0,-1.0296984,2.6884718,-9.832860184528034,0.7575066,0.003633599,-2.8714194,0.8628788,1.0435005,-0.05335797,5636,0.04228,0.01249994933545626,0.0,10.821504613200851,2475.1836800575256,1
5739,2.7087927,-8.61,-1.7602911,61998,24.614612945303726,0.081602104,0.01767,1.0,-1.0230414,2.6976798,-9.811639658477086,0.7581596,0.004138857,-2.8787968,0.8607145,1.0963333,-0.09729204,5739,0.03096,0.011833222273305587,0.0,10.800487889876285,2518.747710466385,1
5844,2.6990767,-8.39,-1.6992035,62998,24.590729790252098,0.07203667,0.01764,1.0,-0.97090304,2.689631,-9.789869952087612,0.7586178,0.0037099377,-2.8800917,0.86130553,1.0728652,-0.091819085,5844,0.15651,0.012287341146660809,0.0,10.778918548939084,2561.8597145080566,1
5953,2.7198343,-8.0,-1.7158167,63998,24.568536318832486,0.08914915,0.0176,1.0,-0.97826505,2.7094524,-9.7594490173022,0.759149,0.0029809338,-2.8806214,0.8603356,1.0715766,-0.07895414,5953,0.0194,0.011889461782860693,0.0,10.74869813539392,2604.876382112503,1
6068,2.7130668,-7.62,-1.7099648,64998,24.543153685451887,0.074152745,0.01757,1.0,-0.969455,2.7130435,-9.720171390903099,0.7596254,0.0025131537,-2.8871005,0.8507938,1.0364968,-0.12346683,6068,0.14416,0.012385677235010502,0.0,10.709624258404746,2648.314916372299,1
6176,2.7150054,-8.09,-1.698611,65998,24.529672605732188,0.075343184,0.01753,1.0,-0.9636347,2.718915,-9.692681347150259,0.76029015,0.0025007322,-2.8941345,0.85749686,1.0361515,-0.121423595,6176,0.02816,0.011523875257470412,0.0,10.682318652849741,2690.537336587906,1
6290,2.6996207,-7.4,-1.6829311,66998,24.516308632261126,0.07015591,0.0175,1.0,-0.9429132,2.694658,-9.660413354531002,0.7607916,0.0028286236,-2.8954449,0.8611281,1.0207084,-0.104558505,6290,0.07284,0.011321642715089331,0.0,10.650238473767885,2732.793138027191,1
6405,2.7257526,-7.78,-1.695674,67998,24.49467431563188,0.07225061,0.01746,1.0,-0.9647271,2.7220497,-9.624980483996877,0.76128876,0.0028715255,-2.8935134,0.8596615,1.0182487,-0.09965161,6405,0.09067,0.011825589873739774,0.0,10.614988290398127,2776.0320110321045,1
6522,2.7193632,-7.75,-1.6832392,68998,24.476947487422724,0.06957811,0.01743,1.0,-0.9366734,2.7206464,-9.588623121741797,0.7618342,0.0030345432,-2.8994691,0.8571447,0.9938104,-0.0920625,6522,0.07864,0.011091787345912126,0.0,10.578810180926096,2818.8972516059875,1
6631,2.7217262,-8.32,-1.6648037,69998,24.46783229437803,0.06981578,0.01739,1.0,-0.9251417,2.7232924,-9.565977982204796,0.7621353,0.0038694914,-2.9015453,0.85845435,1.006526,-0.08728961,6631,0.09457,0.011436870285997814,0.0,10.556326345950836,2860.817384958267,1
6720,2.7381964,-10.17,-1.6699009,70998,24.45448914751824,0.059656624,0.01736,1.0,-0.92161936,2.7311013,-9.574404761904763,0.7624974,0.004435148,-2.9107275,0.8596094,1.0071139,-0.08831916,6720,0.10736,0.01176013733247546,0.0,10.564880952380953,2903.2706253528595,1
6821,2.7341218,-8.76,-1.6568915,71998,24.446967821736695,0.0605974,0.01732,1.0,-0.9177537,2.7249196,-9.563260518985485,0.7629385,0.0043250457,-2.9190044,0.85791767,0.9819685,-0.097092204,6821,0.02452,0.011541875421559615,0.0,10.553877730538044,2945.068710565567,1
6925,2.7243106,-8.62,-1.6347392,72998,24.436416237752248,0.06496343,0.01729,1.0,-0.91045725,2.7209592,-9.548158844765343,0.7632922,0.005299915,-2.9260921,0.85851663,1.0010607,-0.09267929,6925,0.03487,0.012296355562833665,0.0,10.538916967509024,2987.2629148960114,1
7029,2.7406127,-8.59,-1.6728315,73998,24.417117695177307,0.059421767,0.01725,1.0,-0.948777,2.7296789,-9.536776212832551,0.7636318,0.004366905,-2.9279878,0.85926473,0.97987753,-0.09965209,7029,0.03599,0.011076444552293578,0.0,10.527671076966852,3030.5788309574127,1
7119,2.7573318,-10.29,-1.6327276,74998,24.40910516685274,0.061879333,0.01722,1.0,-0.8912789,2.7441864,-9.540806293018683,0.7639658,0.0054132217,-2.9378722,0.85928667,0.99887496,-0.06343004,7119,0.02284,0.011709694013834569,0.0,10.53181626632954,3072.5419669151306,1
7221,2.742482,-8.83,-1.669054,75998,24.40874035942434,0.07010994,0.01718,1.0,-0.93796396,2.7291496,-9.532613211466556,0.7643904,0.0059380825,-2.94395,0.86076754,0.9846843,-0.09463782,7221,0.11891,0.011510379941914837,0.0,10.523750173106219,3113.5568194389343,1
7334,2.7319686,-8.26,-1.6051474,76998,24.398796848440615,0.06830897,0.01715,1.0,-0.8764447,2.7196155,-9.506681210799018,0.7646044,0.00650923,-2.9424822,0.85609174,0.97132444,-0.08321419,7334,0.07957,0.010934801882401833,0.0,10.497954731388056,3155.8113491535187,1
7452,2.7587554,-7.27,-1.5938861,77998,24.39010955280141,0.061198067,0.01712,1.0,-0.8555497,2.7457132,-9.474906065485776,0.76494855,0.0058482415,-2.939633,0.86108553,0.9723484,-0.09608898,7452,0.08258,0.011494931834495023,0.0,10.466317767042405,3197.935615301132,1
7565,2.7399547,-7.78,-1.5910771,78998,24.392387188838143,0.06173495,0.01708,1.0,-0.8721006,2.7312381,-9.449834765366822,0.76530564,0.0051924535,-2.9429677,0.8587126,0.97083884,-0.076529495,7565,0.05739,0.011864375963698541,0.0,10.44137475214805,3238.6334059238434,1
7680,2.758503,-7.37,-1.6276104,79998,24.39527181743244,0.06594077,0.01705,1.0,-0.8891305,2.7440774,-9.425,0.7657332,0.0050618188,-2.9433446,0.8592121,0.99555117,-0.06849101,7680,0.00996,0.011298366988832518,0.0,10.416666666666666,3279.242002248764,1
7782,2.7532918,-8.8,-1.5653597,80998,24.388501399710997,0.056404095,0.01701,1.0,-0.82839936,2.754722,-9.416216910819841,0.7660896,0.0043417476,-2.947053,0.86152315,0.92017233,-0.067593515,7782,0.09227,0.010830761399829535,0.0,10.40799280390645,3321.1552720069885,1
7888,2.767203,-8.62,-1.5902501,81998,24.384639793939616,0.06709106,0.01698,1.0,-0.8517727,2.7596846,-9.40327079107505,0.7663556,0.004520553,-2.9512072,0.86007553,0.9692589,-0.051141802,7888,0.0402,0.011757479541726354,0.0,10.39515720081136,3362.6906402111053,1
7989,2.7417815,-8.79,-1.5495563,82998,24.38176385007335,0.056008328,0.01695,1.0,-0.8309743,2.730868,-9.394918012266867,0.7666373,0.0040989597,-2.9547112,0.8600407,0.9529811,-0.05609104,7989,0.0498,0.01184824748654016,0.0,10.386906997121041,3404.1015453338623,1
8112,2.7748682,-6.92,-1.5550892,83998,24.359726147853756,0.06362513,0.01691,1.0,-0.8298149,2.7605968,-9.361932938856016,0.76697564,0.0035688933,-2.9534013,0.8606641,0.9250989,-0.06454241,8112,0.0313,0.011172408399954044,0.0,10.35404339250493,3448.232524871826,1
8217,2.7634394,-8.53,-1.5707198,84998,24.35978797113027,0.055995367,0.01688,1.0,-0.84281,2.7552414,-9.352074966532799,0.76727414,0.0033938761,-2.956718,0.8626119,0.902629,-0.030815491,8217,0.05721,0.011083721822083219,0.0,10.3442862358525,3489.2750339508057,1
8317,2.7700973,-8.96,-1.5712306,85998,24.357915647292803,0.059909485,0.01684,1.0,-0.83133256,2.7556853,-9.347360827221355,0.7675541,0.0030127836,-2.9637692,0.8526899,0.94834405,-0.08894395,8317,0.17464,0.011417065093579638,0.0,10.339665744859925,3530.5976605415344,1
8413,2.7663517,-9.64,-1.5179421,86998,24.3443368126867,0.056456313,0.01681,1.0,-0.7929967,2.7636707,-9.348389397361228,0.76783866,0.0030256077,-2.9716258,0.8586835,0.9185034,-0.042618707,8413,0.04464,0.011802064715604752,0.0,10.340782122905027,3573.6442799568176,1
8519,2.7718768,-8.27,-1.5809097,87998,24.335981966961885,0.054365207,0.01678,1.0,-0.84354675,2.7671247,-9.334781077591266,0.7681815,0.0034066504,-2.9780633,0.85498756,0.9036354,-0.05646722,8519,0.03809,0.011118677481237715,0.0,10.327268458739288,3615.9625742435455,1
8647,2.7797017,-7.2,-1.5531657,88998,24.333172024263757,0.059212808,0.01674,1.0,-0.8039169,2.77403,-9.299988435295479,0.76838773,0.0037691705,-2.9758883,0.8542173,0.9074522,-0.04919225,8647,0.00366,0.010552292360141604,0.0,10.292587024401527,3657.4763007164,1
8766,2.772637,-7.04,-1.5474768,89998,24.328196721210194,0.05374373,0.01671,1.0,-0.8088287,2.7642367,-9.272644307551905,0.7685411,0.00382679,-2.9756374,0.858961,0.96895707,-0.059772998,8766,0.04044,0.010771959027409137,0.0,10.265343372119553,3699.328850030899,1
8875,2.78509,-8.04,-1.5108516,90998,24.320703727204855,0.053912915,0.01668,1.0,-0.7699858,2.7752926,-9.259605633802817,0.7685941,0.0039413003,-2.9736426,0.8552239,0.9448011,-0.051231597,8875,0.03508,0.011050136958245811,0.0,10.252394366197183,3741.585811853409,1
8991,2.7878816,-7.82,-1.5307657,91998,24.31457877796007,0.05308511,0.01664,1.0,-0.80024326,2.773958,-9.238349460571683,0.7688907,0.004402446,-2.9742765,0.85838,0.89064837,-0.04243507,8991,0.08573,0.01168643401208912,0.0,10.23123123123123,3783.655922651291,1
9102,2.7870793,-7.6,-1.5181739,92998,24.30593471967003,0.05320909,0.01661,1.0,-0.77370024,2.7780569,-9.224346297517029,0.7690521,0.0043828064,-2.9761112,0.8569037,0.9061483,-0.05904903,9102,0.13898,0.010996654358192226,0.0,10.21731487585146,3826.143741130829,1
9233,2.8281488,-6.46,-1.4974396,93998,24.298672895818804,0.052276988,0.01658,1.0,-0.7710805,2.8180342,-9.186938156612152,0.76920635,0.0045669144,-2.9745755,0.8574404,0.8904977,-0.032775052,9233,0.0632,0.01026761604803221,0.0,10.180006498429547,3868.441721200943,1
