rollout/episodes,reference_actor_Q_std,rollout/return_history,reference_Q_mean,total/steps,total/steps_per_second,train/loss_critic,rollout/goal_tolerance,success rate,reference_actor_Q_mean,reference_Q_std,rollout/return,rollout/actions_std,rollout/actions_mean,rollout/Q_mean,reference_action_std,train/loss_actor,reference_action_mean,total/episodes,rollout/error,errors,train/param_noise_distance,rollout/episode_steps,total/duration,total/epochs
29721,2.641408,-8.58,-1.8810673,283998,23.849184339476754,0.023369202,0.01134,1.0,-1.1557797,2.6147633,-8.557720130547425,0.77155656,0.003612043,-3.360164,0.8453391,1.473441,-0.08822897,29721,0.00339,0.006765712559760384,0.0,9.555533124726624,11908.080207586288,1
29819,2.6549842,-9.21,-1.8821793,284998,23.849901606285624,0.022394208,0.01132,1.0,-1.1437153,2.6214757,-8.559777323183205,0.77153426,0.003561394,-3.3623831,0.8425697,1.4812174,-0.11046847,29819,0.17344,0.0070332973220189055,0.0,9.55759750494651,11949.650975704193,1
29929,2.6425624,-8.07,-1.8848594,285998,23.849164066860578,0.022694161,0.0113,1.0,-1.1571567,2.6140819,-8.557619699956565,0.77148956,0.003567874,-3.3633137,0.84195226,1.4718975,-0.098733425,29929,0.08641,0.006748622021628541,0.0,9.555447893347589,11991.950711488724,1
30015,2.6395776,-10.3,-1.866503,286998,23.85051238437242,0.023497734,0.01127,1.0,-1.1370763,2.6073234,-8.56385140762952,0.7714471,0.003499753,-3.365685,0.8452021,1.4607689,-0.083827704,30015,0.05922,0.007107196794964806,0.0,9.56168582375479,12033.200602769852,1
30104,2.6428056,-10.03,-1.8736966,287998,23.852322981882818,0.022388857,0.01125,1.0,-1.1520286,2.6169212,-8.56842944459208,0.7714022,0.0033038047,-3.3683984,0.847389,1.4987075,-0.084741734,30104,0.04503,0.007516903843134382,0.0,9.566270263087961,12074.211816549301,1
30213,2.6480284,-8.08,-1.8617965,288998,23.85088508370666,0.022783885,0.01123,1.0,-1.1374063,2.6235378,-8.56727236619998,0.7713798,0.003176466,-3.3690357,0.8446683,1.5125208,-0.08149757,30213,0.07721,0.007685168418338599,0.0,9.565120974414986,12116.866899728775,1
30321,2.6518395,-8.11,-1.8692994,289998,23.850377323880636,0.024040483,0.01121,1.0,-1.1419687,2.626656,-8.566340160284952,0.77133924,0.0032204792,-3.369935,0.8433393,1.4741371,-0.093869425,30321,0.05906,0.00672810490712747,0.0,9.56419643151611,12159.052918195724,1
30425,2.6509283,-8.65,-1.8683869,290998,23.85088091404814,0.024386609,0.01118,1.0,-1.144269,2.618456,-8.566573541495481,0.7712764,0.003054201,-3.370949,0.8439578,1.4679826,-0.10802615,30425,0.07402,0.006775634989566491,0.0,9.56443714050945,12200.723363161087,1
30523,2.6383996,-8.97,-1.8838626,291998,23.85065676894666,0.023625351,0.01116,1.0,-1.1627194,2.6110718,-8.568391049372604,0.7712507,0.002983495,-3.37244,0.84292495,1.4527959,-0.09975054,30523,0.0149,0.0070009778130376244,0.0,9.566261507715494,12242.765590429306,1
30628,2.639282,-8.36,-1.8439132,292998,23.85179615804194,0.022714233,0.01114,1.0,-1.1306121,2.6111605,-8.568532062165339,0.7712279,0.003253056,-3.3729422,0.8437017,1.5041612,-0.10029203,30628,0.00549,0.006865331506313061,0.0,9.566409821078752,12284.106323003769,1
30736,2.6170793,-8.46,-1.8538227,293998,23.850801797441324,0.023205461,0.01112,1.0,-1.1297356,2.5953064,-8.567282665278501,0.77121013,0.0031358066,-3.3739102,0.84301656,1.4898164,-0.0881865,30736,0.03256,0.00678733686558115,0.0,9.565167881311817,12326.545769691467,1
30847,2.6413205,-8.52,-1.8659036,294998,23.849971379518713,0.02364003,0.0111,1.0,-1.1467352,2.6142054,-8.565403442798328,0.7711907,0.0032553575,-3.3742895,0.84206456,1.516906,-0.078434624,30847,0.17871,0.006827566524790091,0.0,9.56329626868091,12368.903731822968,1
30951,2.636954,-8.53,-1.8303726,295998,23.852630715653987,0.02351365,0.01107,1.0,-1.1018863,2.6152923,-8.565603696164906,0.7711629,0.0031141061,-3.3757975,0.8464706,1.4780754,-0.097411335,30951,0.01012,0.006682427603658243,0.0,9.563503602468417,12409.448816299438,1
31045,2.634934,-9.58,-1.8566716,296998,23.852245247173904,0.02278361,0.01105,1.0,-1.1232893,2.6071703,-8.568690610404252,0.7711207,0.0030779638,-3.3776815,0.84483993,1.4442302,-0.110897996,31045,0.13196,0.006691044044159123,0.0,9.566596875503302,12451.574135780334,1
31154,2.638402,-7.56,-1.8573465,297998,23.851535039239028,0.02293282,0.01103,1.0,-1.1257024,2.615062,-8.566700905180715,0.7710973,0.0030545397,-3.3776407,0.8424693,1.4902568,-0.09616987,31154,0.05345,0.006923691311703724,0.0,9.564614495730885,12493.870918989182,1
31268,2.6358392,-7.68,-1.8720946,298998,23.84962972977882,0.023149883,0.01101,1.0,-1.1376064,2.6140544,-8.564282973007547,0.771073,0.0031633778,-3.3779452,0.84578615,1.4962738,-0.08411615,31268,0.03205,0.006822080439224293,0.0,9.56220417039785,12536.79840683937,1
31367,2.6306243,-9.27,-1.8373418,299998,23.849608682521342,0.022030802,0.01099,1.0,-1.1101664,2.6070435,-8.566263907928715,0.7710482,0.0034153643,-3.378905,0.8447744,1.5285556,-0.07023995,31367,0.00973,0.007101621237749486,0.0,9.564191666400994,12578.738879680634,1
31482,2.6432722,-7.72,-1.8849226,300998,23.851368895687813,0.022581756,0.01096,1.0,-1.159688,2.6200612,-8.563051902674545,0.77102387,0.0032561414,-3.3788736,0.84669024,1.5255408,-0.083729565,31482,0.09752,0.00691712011045426,0.0,9.56098723079855,12619.736892938614,1
31597,2.629609,-7.21,-1.8529909,301998,23.85366888838537,0.022920895,0.01094,1.0,-1.1247497,2.602313,-8.55916700952622,0.77100664,0.0031297638,-3.3792605,0.8460075,1.5224488,-0.09120345,31597,0.09955,0.006746534745388399,0.0,9.557109852201158,12660.442358493805,1
31685,2.640213,-9.88,-1.8526127,302998,23.8551593877746,0.022641214,0.01092,1.0,-1.1297367,2.613406,-8.56490452895692,0.7709649,0.003072582,-3.381956,0.8444137,1.507606,-0.08405686,31685,0.11833,0.006918273704140183,0.0,9.56285308505602,12701.570971488953,1
31793,2.639449,-7.89,-1.8384869,303998,23.854378321344726,0.022482973,0.0109,1.0,-1.1128821,2.6147048,-8.563897713333123,0.77094805,0.0032062123,-3.382735,0.8450964,1.5249077,-0.11814091,31793,0.00659,0.006490121697118149,0.0,9.56185323813418,12743.907885789871,1
31889,2.6289132,-9.26,-1.8731513,304998,23.856188408931978,0.022684904,0.01088,1.0,-1.1537976,2.6087701,-8.566370848882059,0.7709071,0.0031941591,-3.3839314,0.84208643,1.4847392,-0.094335414,31889,0.09957,0.00712422096606446,0.0,9.564332528458088,12784.858786821365,1
31979,2.6297135,-10.08,-1.8526868,305998,23.856462047616276,0.022058642,0.01085,1.0,-1.1303107,2.6064904,-8.57018668501204,0.77091146,0.0031866564,-3.386205,0.85113937,1.5532141,-0.07627002,31979,0.01289,0.007037617233718168,0.0,9.568154101128865,12826.629505634308,1
32076,2.6292677,-9.77,-1.8532708,306998,23.856542404164703,0.022615395,0.01083,1.0,-1.1285287,2.6130133,-8.573045267489713,0.77088207,0.0030631642,-3.3876379,0.84822994,1.4711218,-0.09374877,32076,0.00534,0.006700869447734343,0.0,9.57101883027809,12868.503524065018,1
32178,2.6415014,-8.86,-1.8513364,307998,23.856753692469084,0.024646588,0.01081,1.0,-1.1360545,2.620475,-8.573497420597924,0.770866,0.0031687194,-3.3889642,0.84451073,1.5210431,-0.08326454,32178,0.09102,0.006920493226012783,0.0,9.571477406923986,12910.306405067444,1
32265,2.6356902,-9.93,-1.8809245,308998,23.858609093781386,0.021367365,0.01079,1.0,-1.160048,2.612773,-8.578862544552921,0.77086335,0.003113112,-3.3927164,0.8437558,1.5479544,-0.08304006,32265,0.08586,0.006610901130024985,0.0,9.576847977684798,12951.216006994247,1
32364,2.6377275,-9.12,-1.8758736,309998,23.86023411818554,0.022511244,0.01077,1.0,-1.1596045,2.6158419,-8.580397973056483,0.7708318,0.0029981597,-3.394212,0.84413534,1.5098232,-0.09869107,32364,0.09833,0.007192637164807569,0.0,9.578389568656531,12992.244688987732,1
32468,2.6225123,-8.57,-1.8631165,310998,23.8606107788354,0.021422729,0.01075,1.0,-1.1489961,2.600913,-8.58020204509055,0.7708074,0.003270813,-3.3955662,0.84434646,1.5581557,-0.08018804,32468,0.04912,0.006119048801965731,0.0,9.578200073918936,13033.949670553207,1
32569,2.6286004,-8.71,-1.8545084,311998,23.860347753301685,0.021387098,0.01073,1.0,-1.1399851,2.6094747,-8.58101261936197,0.7707768,0.0032181486,-3.3963854,0.8468644,1.5234478,-0.08989463,32569,0.01775,0.006841317325363297,0.0,9.579016856520004,13076.003888368607,1
32666,2.6238537,-9.47,-1.8677132,312998,23.858933815330076,0.021542657,0.0107,1.0,-1.1458156,2.6056776,-8.583756811363497,0.77073324,0.0030898962,-3.3974771,0.8473561,1.5489595,-0.0798058,32666,0.08198,0.006521142344819883,0.0,9.58176697483622,13118.691825151443,1
32770,2.613551,-8.52,-1.8269305,313998,23.85873764343251,0.021662012,0.01068,1.0,-1.1154277,2.5981896,-8.583796155019835,0.77072036,0.0030347565,-3.3984272,0.8435899,1.5788176,-0.07687145,32770,0.04428,0.006470101873850065,0.0,9.581812633506257,13160.713055849075,1
32876,2.6090484,-8.57,-1.8384914,314998,23.858805609577086,0.021970551,0.01066,1.0,-1.1304847,2.5975196,-8.583373889767612,0.7706893,0.0029676307,-3.3988976,0.84364986,1.5248607,-0.08839222,32876,0.22384,0.006662593025045991,0.0,9.581396763596544,13202.588811635971,1
32975,2.6256537,-8.99,-1.8359321,315998,23.85941094885246,0.02072747,0.01064,1.0,-1.1209655,2.6054676,-8.584867323730098,0.7706613,0.0028693436,-3.4011345,0.8401417,1.5488392,-0.09491652,32975,0.10964,0.006530688638785571,0.0,9.58289613343442,13244.16603064537,1
33073,2.6154342,-9.33,-1.8518167,316998,23.85967207143746,0.021639857,0.01062,1.0,-1.141515,2.5994995,-8.586550963021196,0.7706216,0.0027158826,-3.4022977,0.8437081,1.518412,-0.09250965,33073,0.04737,0.006672280594760895,0.0,9.584585613642549,13285.932809591293,1
33175,2.6081738,-8.85,-1.8570685,317998,23.85792158029314,0.021675007,0.0106,1.0,-1.1468705,2.5984774,-8.587279577995478,0.7706128,0.0027013586,-3.4033694,0.84246033,1.5814407,-0.07828307,33175,0.01205,0.006335650547598236,0.0,9.585320271288621,13328.822417736053,1
33287,2.6298795,-7.8,-1.8488886,318998,23.85760179008879,0.022562323,0.01058,1.0,-1.1300945,2.6144607,-8.585273530206988,0.7706044,0.0026771764,-3.4042656,0.84187776,1.5313817,-0.09129331,33287,0.00349,0.006773338601554828,0.0,9.58332081593415,13370.91644024849,1
33388,2.620173,-8.93,-1.871792,319998,23.858083734150178,0.021419102,0.01056,1.0,-1.1678,2.6064038,-8.586078830717623,0.77058214,0.002631736,-3.4059074,0.8429818,1.5481977,-0.09786085,33388,0.14056,0.00679491394429596,0.0,9.58413202348149,13412.560856342316,1
33497,2.612627,-8.05,-1.892261,320998,23.85964993291963,0.022435527,0.01053,1.0,-1.1725386,2.596578,-8.584440397647551,0.7705692,0.0026419794,-3.407122,0.8381719,1.5895914,-0.09107687,33497,0.04648,0.006755871976159726,0.0,9.58249992536645,13453.592190265656,1
33595,2.6148977,-9.17,-1.8586853,321998,23.861058471321485,0.021073222,0.01051,1.0,-1.1366084,2.6008947,-8.586545616907278,0.77056843,0.0027030522,-3.4092224,0.84402865,1.5937233,-0.0948081,33595,0.09508,0.006742881949581405,0.0,9.584610805179341,13494.707302570343,1
33696,2.6248686,-8.83,-1.8644292,322998,23.862026703446915,0.022125645,0.01049,1.0,-1.1319116,2.606326,-8.587488129154796,0.77053696,0.0026955174,-3.4100785,0.8404292,1.5866715,-0.08738589,33696,0.09816,0.00681366536674498,0.0,9.585559116809117,13536.067326307297,1
33801,2.6141133,-8.4,-1.8776956,323998,23.86358433248524,0.02257296,0.01047,1.0,-1.1590984,2.6002095,-8.587024052542825,0.7705137,0.002845572,-3.4101906,0.845459,1.5416354,-0.06847633,33801,0.06186,0.006529097705538225,0.0,9.585101032513831,13577.088650465012,1
33903,2.6207888,-8.59,-1.861068,324998,23.862941402906966,0.02140793,0.01045,1.0,-1.1368451,2.6012692,-8.587735598619592,0.7704793,0.0028952488,-3.4107687,0.8421419,1.5626259,-0.09501708,33903,0.02788,0.006597306571911544,0.0,9.585818364156564,13619.360434770584,1
33995,2.6201038,-9.99,-1.8649385,325998,23.86234409877029,0.021408133,0.01043,1.0,-1.1377573,2.60434,-8.591557581997353,0.770442,0.002951993,-3.412653,0.84175736,1.5539985,-0.09320611,33995,0.00946,0.0067674338375557875,0.0,9.589645536108252,13661.608375549316,1
34098,2.6171353,-8.82,-1.8584516,326998,23.863493651724625,0.021899218,0.01041,1.0,-1.141766,2.6061022,-8.591911549064461,0.7704028,0.0029297157,-3.412734,0.8445327,1.5766628,-0.082644075,34098,0.00972,0.006557313389118127,0.0,9.59000527890199,13702.855280637741,1
34191,2.6200032,-9.42,-1.8689353,327998,23.86347011455963,0.02173925,0.01039,1.0,-1.138459,2.606548,-8.594425433593635,0.7703817,0.0028097655,-3.4147358,0.8400748,1.5756911,-0.082912534,34191,0.07834,0.006075602714608389,0.0,9.592524348512766,13744.773849964142,1
34296,2.6267695,-8.44,-1.8723885,328998,23.86418932208732,0.021978334,0.01037,1.0,-1.154257,2.6084423,-8.594763237695359,0.77034867,0.0028336626,-3.41447,0.8426597,1.5484538,-0.10018622,34296,0.12053,0.005933487671251502,0.0,9.59286797294145,13786.263407468796,1
34383,2.6362648,-10.38,-1.8862846,329998,23.865213443725175,0.021387251,0.01035,1.0,-1.161818,2.6144269,-8.5993950498793,0.7703384,0.0028037683,-3.4168825,0.8425625,1.5745363,-0.06572637,34383,0.03889,0.006441901014492063,0.0,9.597504580752116,13827.573793888092,1
34483,2.61513,-9.03,-1.8675792,330998,23.863996271354427,0.022179198,0.01033,1.0,-1.1512983,2.600058,-8.600643795493431,0.7702985,0.0027307016,-3.4175494,0.84139,1.5795205,-0.062743984,34483,0.07595,0.0060953774376326765,0.0,9.59875880868834,13870.183192968369,1
34582,2.6163547,-9.0,-1.8889158,331998,23.863596906067773,0.02065564,0.01031,1.0,-1.1650869,2.596288,-8.601989474292985,0.77026,0.0027446677,-3.4179413,0.84171623,1.5852786,-0.08545181,34582,0.07196,0.006240784221263631,0.0,9.600109883754554,13912.32014632225,1
34682,2.627801,-9.04,-1.8812127,332998,23.861776084358958,0.021915676,0.01028,1.0,-1.1556886,2.6107929,-8.60325240758895,0.77021253,0.0026412688,-3.4188652,0.84492147,1.6038749,-0.05600989,34682,0.07434,0.006176446514917274,0.0,9.601378236549218,13955.289783239365,1
34781,2.6216269,-8.99,-1.8790591,333998,23.862771681955103,0.021923754,0.01026,1.0,-1.1536233,2.601374,-8.60461171329174,0.7701911,0.0024940826,-3.4197009,0.84161574,1.6421558,-0.08268214,34781,0.05862,0.006460095401303834,0.0,9.602742876858054,13996.613823890686,1
34893,2.6136556,-8.1,-1.8434978,334998,23.862441050781747,0.021925969,0.01024,1.0,-1.1231031,2.6025653,-8.602613704754535,0.7701886,0.0024417583,-3.4204586,0.8413759,1.6283584,-0.075532556,34893,0.06522,0.006328890386085494,0.0,9.600750866936062,14038.714617967606,1
34982,2.6219192,-10.06,-1.9026837,335998,23.859801167970684,0.021084597,0.01022,1.0,-1.1713233,2.6039007,-8.606712023326281,0.77016044,0.0023826717,-3.4221883,0.84076655,1.63957,-0.06970235,34982,0.12958,0.006783024780273834,0.0,9.60485392487565,14082.179379224777,1
35077,2.6123278,-9.79,-1.8831415,336998,23.86073423326558,0.021914834,0.0102,1.0,-1.1580602,2.5958047,-8.609288137526015,0.77012724,0.002313348,-3.4240694,0.8386089,1.6139879,-0.09327221,35077,0.00453,0.00652100996569906,0.0,9.607435071414317,14123.538559436798,1
35183,2.6083913,-8.44,-1.8720348,337998,23.861407825615718,0.02247899,0.01018,1.0,-1.1439373,2.6038978,-8.608674644004207,0.77010167,0.0022380091,-3.4248135,0.84216046,1.5906212,-0.08790565,35183,0.09463,0.0062112790353627345,0.0,9.606827160844727,14165.048536539078,1
35289,2.6179693,-8.45,-1.8655083,338998,23.862949429695995,0.020717349,0.01016,1.0,-1.1432482,2.6029954,-8.608149848394683,0.77006257,0.0020555689,-3.4257798,0.8383707,1.6162463,-0.081233434,35289,0.16755,0.006183299059647308,0.0,9.606307914647624,14206.039408445358,1
35396,2.593105,-8.48,-1.8623977,339998,23.863422009632135,0.022237442,0.01014,1.0,-1.1476386,2.5787268,-8.607272008136512,0.7700383,0.0019378093,-3.4269905,0.8381663,1.5861439,-0.07903928,35396,0.10404,0.006316505280332896,0.0,9.605435642445475,14247.663217067719,1
35483,2.628692,-10.3,-1.8831733,340998,23.864391206778528,0.02080558,0.01012,1.0,-1.1530952,2.6058674,-8.612067750753882,0.7700072,0.0018840258,-3.4282632,0.8445986,1.6008067,-0.09422039,35483,0.00447,0.006267227236021775,0.0,9.61023588760815,14288.988017559052,1
35584,2.6067913,-8.94,-1.8629165,341998,23.864917713327944,0.021877326,0.0101,1.0,-1.1448734,2.5964687,-8.612887814748202,0.7699833,0.0017823145,-3.429427,0.8461831,1.6161221,-0.07504773,35584,0.00656,0.006156815043736889,0.0,9.611061151079136,14330.575286626816,1
35687,2.6276102,-8.65,-1.8756392,342998,23.864400035449112,0.021626683,0.01008,1.0,-1.1595206,2.6087964,-8.61282820074537,0.7699596,0.0017141532,-3.4301078,0.83819956,1.6210752,-0.109571196,35687,0.06563,0.00629956329425439,0.0,9.61100680920223,14372.789573192596,1
35804,2.6271281,-7.23,-1.8928483,343998,23.86527532364697,0.021420803,0.01006,1.0,-1.1643181,2.6064343,-8.609512903586191,0.76991946,0.0016241483,-3.4298928,0.8413439,1.6283705,-0.090751916,35804,0.08929,0.005914325216819171,0.0,9.607697463970506,14414.16431760788,1
35917,2.625652,-8.15,-1.8927786,344998,23.864573455724436,0.02120091,0.01004,1.0,-1.173403,2.6127622,-8.60706629172815,0.7698614,0.0014354247,-3.4302485,0.8384552,1.6107486,-0.086204864,35917,0.16848,0.0060834535904946176,0.0,9.605256563744188,14456.491361141205,1
36007,2.6172335,-9.8,-1.8714273,345998,23.866079717096312,0.022055455,0.01002,1.0,-1.1555836,2.6022644,-8.610409087121948,0.76982087,0.0014848822,-3.4309201,0.8377821,1.5885805,-0.11268121,36007,0.03859,0.006384625071051334,0.0,9.608603882578388,14497.479439496994,1
36098,2.6204896,-10.26,-1.8799951,346998,23.86715577949934,0.021421636,0.01,1.0,-1.1678176,2.6038141,-8.614050639924649,0.7697818,0.001458047,-3.4328678,0.8380878,1.6488893,-0.08540487,36098,0.08297,0.005587701768851416,0.0,9.612249986148818,14538.72439622879,1
36200,2.6120996,-8.51,-1.8720586,347998,23.867994044337287,0.020503148,0.00998,1.0,-1.1556463,2.5965908,-8.614972375690607,0.7697224,0.0014056381,-3.4337301,0.8390349,1.665337,-0.083836555,36200,0.07725,0.005967727865720482,0.0,9.613176795580111,14580.110894680023,1
36302,2.612421,-8.86,-1.8846564,348998,23.869248183529557,0.021206193,0.00996,1.0,-1.1730261,2.5993645,-8.615393091289736,0.7696968,0.0014256728,-3.434577,0.8417951,1.6500796,-0.099886596,36302,0.04038,0.006225578038569488,0.0,9.613602556332985,14621.239735603333,1
36401,2.6084368,-9.09,-1.8607347,349998,23.871198907413877,0.020493798,0.00994,1.0,-1.1560876,2.5929637,-8.616878657179749,0.769663,0.0012892775,-3.4353354,0.8389889,1.6597733,-0.10199972,36401,0.05514,0.006137669497931118,0.0,9.615092991950771,14661.936392784119,1
36507,2.599826,-8.52,-1.8587415,350998,23.871395175452914,0.022007842,0.00992,1.0,-1.1524245,2.5889244,-8.616265373763936,0.7696386,0.0013919855,-3.4372041,0.84301287,1.6311667,-0.054738015,36507,0.0642,0.006016290519973763,0.0,9.614484893308132,14703.706985712051,1
36611,2.6078439,-8.69,-1.8834625,351998,23.87147447074219,0.02060679,0.0099,1.0,-1.1821527,2.5954568,-8.61598972986261,0.7695987,0.0011279522,-3.4371002,0.84026504,1.6065353,-0.08794468,36611,0.05072,0.006309764255535418,0.0,9.61421430717544,14745.549146175385,1
36717,2.6184628,-8.26,-1.9092171,352998,23.86864055513569,0.020244341,0.00988,1.0,-1.1928854,2.5952926,-8.615273578996105,0.7695627,0.0012287288,-3.4372864,0.8372157,1.677683,-0.120391525,36717,0.01375,0.005901206316135085,0.0,9.61350328185854,14789.195856571198,1
36836,2.611342,-7.55,-1.9033024,353998,23.869238371792267,0.021420587,0.00986,1.0,-1.188202,2.5959218,-8.61192854815941,0.76953113,0.0012120026,-3.4365954,0.8418614,1.6410549,-0.097576834,36836,0.00538,0.005870829387401256,0.0,9.610163970029319,14830.7203810215,1
36929,2.6168501,-9.49,-1.9094723,354998,23.869715563548876,0.021496423,0.00984,1.0,-1.185487,2.5988307,-8.614611822686777,0.76951367,0.0012793352,-3.4385285,0.84285146,1.6630712,-0.07551078,36929,0.03754,0.006007603164357183,0.0,9.61285168837499,14872.31798195839,1
37031,2.622768,-8.92,-1.9079472,355998,23.86815614559261,0.020138074,0.00982,1.0,-1.1946044,2.611428,-8.615241284329345,0.7694842,0.0011993769,-3.4395359,0.84111416,1.6498368,-0.10379124,37031,0.11876,0.0060239958340224786,0.0,9.61348599821771,14915.18648648262,1
37132,2.6154082,-8.87,-1.9379349,356998,23.867505980950018,0.019854587,0.0098,1.0,-1.2233651,2.601707,-8.61604545944199,0.7694621,0.0012624185,-3.440003,0.84108144,1.7326709,-0.059970785,37132,0.14877,0.006019142967154012,0.0,9.614294947753958,14957.490752696991,1
37228,2.6090565,-9.5,-1.8977032,357998,23.866947454227663,0.01953858,0.00978,1.0,-1.1925249,2.6024845,-8.618110024712582,0.76942533,0.0012930676,-3.441291,0.8451172,1.69659,-0.078074425,37228,0.09635,0.006001753754396527,0.0,9.616364027076393,14999.739731550217,1
37327,2.6078463,-8.88,-1.8868248,358998,23.86676150333099,0.020398412,0.00976,1.0,-1.1744151,2.5937693,-8.618988935623008,0.76940334,0.0013215764,-3.441754,0.8410632,1.6708678,-0.087068595,37327,0.03315,0.006048773422801939,0.0,9.61724756878399,15041.755872488022,1
37419,2.611038,-9.66,-1.8896888,359998,23.86574401559916,0.020337597,0.00975,1.0,-1.1793293,2.599548,-8.622170555065608,0.76936054,0.0012484518,-3.4425673,0.8405203,1.6793083,-0.07610724,37419,0.08558,0.005755166748142549,0.0,9.620433469627729,15084.298221111298,1
37520,2.6104372,-8.81,-1.9207492,360998,23.866032268909787,0.020308947,0.00973,1.0,-1.2090058,2.6012084,-8.623054371002132,0.76931447,0.0011716525,-3.4427705,0.84253746,1.6806297,-0.08961766,37520,0.07427,0.00586615143433716,0.0,9.621321961620469,15126.016588449478,1
37623,2.62165,-8.42,-1.9266272,361998,23.866610679924626,0.020145796,0.00971,1.0,-1.2219117,2.6022487,-8.623235786619887,0.76925415,0.0010324533,-3.443159,0.8399881,1.6858441,-0.0809392,37623,0.05652,0.005934012368843758,0.0,9.621508120032958,15167.549546718597,1
37730,2.601856,-8.04,-1.9031417,362998,23.867052390692265,0.02143681,0.00969,1.0,-1.1914715,2.5895014,-8.622130930294196,0.7692,0.00088461797,-3.4430034,0.8423162,1.6479344,-0.067258224,37730,0.04419,0.005777078700240478,0.0,9.620408163265306,15209.1676030159,1
37823,2.604981,-9.64,-1.9015377,363998,23.868546692659315,0.019249931,0.00967,1.0,-1.200309,2.5943797,-8.624963646458504,0.769145,0.0007598556,-3.4444234,0.84247154,1.6690505,-0.07854766,37823,0.01626,0.005642602767576392,0.0,9.62324511540597,15250.111566781998,1
37929,2.6075463,-8.57,-1.92886,364998,23.869037608868926,0.021275783,0.00965,1.0,-1.2078077,2.5920427,-8.624878061641487,0.7690907,0.00064651034,-3.444103,0.8407662,1.6885332,-0.11197009,37929,0.18447,0.005784356970369426,0.0,9.623164333359698,15291.693196058273,1
38030,2.6074493,-8.73,-1.8984478,365998,23.866332934665785,0.020969884,0.00963,1.0,-1.20226,2.6002598,-8.625611359453064,0.7690408,0.00061414536,-3.445578,0.84321654,1.6557698,-0.06802224,38030,0.10036,0.006019676225357951,0.0,9.62390218248751,15335.32616853714,1
38131,2.6049619,-8.82,-1.9272101,366998,23.866898041209495,0.0215211,0.00961,1.0,-1.2219554,2.5952616,-8.626366997980647,0.7690027,0.00058346067,-3.446711,0.8438822,1.6709033,-0.09277452,38131,0.09497,0.005796823278202336,0.0,9.624662348220609,15376.862102746964,1
38231,2.6084538,-8.98,-1.9407439,367998,23.867591244531393,0.020827007,0.00959,1.0,-1.2314352,2.5932043,-8.627291988177134,0.76897734,0.00058307976,-3.4478362,0.843089,1.6720172,-0.10352334,38231,0.01641,0.005762508859249854,0.0,9.625591797232612,15418.313319921494,1
38335,2.617175,-8.79,-1.9320712,368998,23.868960787559686,0.019790847,0.00957,1.0,-1.2191255,2.603914,-8.627337941828616,0.7689429,0.0005777229,-3.4487953,0.8420274,1.6949462,-0.079969704,38335,0.11329,0.005829110909392008,0.0,9.625642363375505,15459.324068784714,1
38443,2.6168702,-7.76,-1.8941724,369998,23.869911605576238,0.020332746,0.00955,1.0,-1.1874125,2.6065712,-8.62604375308899,0.76891536,0.00062578864,-3.4501095,0.8413553,1.6816081,-0.069499485,38443,0.02867,0.005539843421211039,0.0,9.624352938116171,15500.602017879486,1
38539,2.6029577,-9.31,-1.9112105,370998,23.871004123168955,0.01917422,0.00953,1.0,-1.2109928,2.5935574,-8.628272658865045,0.76887465,0.0006373116,-3.451376,0.84437525,1.6634605,-0.06629031,38539,0.06846,0.005966988090619137,0.0,9.626586055683852,15541.78442120552,1
38627,2.6138113,-9.97,-1.9243996,371998,23.869837749140945,0.019039573,0.00951,1.0,-1.2056832,2.5984855,-8.632044942656691,0.7688473,0.0006626307,-3.4527457,0.8406408,1.6845158,-0.07656846,38627,0.01347,0.005659977119618172,0.0,9.630362181893494,15584.437728881836,1
38722,2.5974112,-9.7,-1.9400486,372998,23.866878801021308,0.020702142,0.0095,1.0,-1.2269521,2.5871046,-8.634264759051701,0.76880264,0.00078207,-3.452925,0.8454126,1.6487042,-0.08076768,38722,0.00998,0.005331419659185845,0.0,9.63258612674965,15628.268912315369,1
38816,2.6081285,-9.76,-1.9398551,373998,23.868640685594077,0.020171057,0.00948,1.0,-1.2176327,2.5868425,-8.63664468260511,0.7687642,0.00089697144,-3.4539394,0.8436743,1.7168574,-0.061893534,38816,0.09471,0.005669927175648528,0.0,9.634970115416323,15669.01127409935,1
38906,2.6038022,-10.69,-1.9352291,374998,23.868917103879276,0.020342974,0.00946,1.0,-1.2200847,2.58717,-8.640158330334653,0.76875794,0.00093073753,-3.4559546,0.84363306,1.7175477,-0.05855511,38906,0.04386,0.0053750683963056465,0.0,9.63848763686835,15710.725307226181,1
39015,2.5823674,-8.28,-1.9295408,375998,23.868504465708575,0.019917004,0.00944,1.0,-1.2266443,2.5692992,-8.638882481097014,0.76872444,0.00090702076,-3.4563265,0.8393564,1.7227657,-0.08785877,39015,0.04945,0.005937472909853228,0.0,9.637216455209535,15752.893129110336,1
39118,2.5999374,-8.82,-1.9345747,376998,23.870634127042532,0.019600958,0.00942,1.0,-1.2210281,2.5865796,-8.639117541796615,0.76871186,0.00082785974,-3.4574068,0.8383833,1.7203472,-0.072520465,39118,0.06946,0.0056232167837890114,0.0,9.63745590265351,15793.380183935165,1
