reference_action_std,rollout/actions_std,reference_actor_Q_mean,rollout/episodes,total/steps_per_second,rollout/return,total/duration,total/epochs,rollout/episode_steps,rollout/return_history,train/loss_actor,train/param_noise_distance,rollout/error,reference_actor_Q_std,rollout/actions_mean,train/loss_critic,reference_Q_mean,success rate,rollout/Q_mean,errors,reference_action_mean,total/steps,reference_Q_std,total/episodes,rollout/goal_tolerance
0.8672458,0.7605382,-1.3182108,6937,24.539758372707702,-9.387919850079285,2933.9327187538147,1,10.376675796453798,-6.06,0.99299586,0.0,0.08465,3.1003466,0.0019639882,0.09482284,-1.9627581,1.0,-2.7711365,0.012001995629163013,0.0076918113,71998,3.1849852,6937,0.01732
0.86399794,0.76094365,-1.2987067,7059,24.52325972803561,-9.351607876469755,2976.68420958519,1,10.340558152712848,-7.29,0.95810664,0.0,0.13808,3.1200888,0.0020938935,0.09355687,-1.9341928,1.0,-2.7737374,0.012074362279509403,0.047643643,72998,3.1982198,7059,0.01729
0.86554885,0.7614383,-1.3441764,7181,24.505240120624137,-9.31304832196073,3019.6806738376617,1,10.302186325024369,-6.98,0.939617,0.0,0.05024,3.0984342,0.0027219292,0.0888599,-1.9838115,1.0,-2.7787404,0.012033026251281862,0.01751987,73998,3.1694953,7181,0.01725
0.8620018,0.7619002,-1.3184788,7296,24.483136951590364,-9.288377192982455,3063.251255273819,1,10.277686403508772,-7.52,0.9728916,0.0,0.10177,3.0986748,0.0030493424,0.08850371,-1.9641286,1.0,-2.7857814,0.011547386133437787,0.023171851,74998,3.1721408,7296,0.01722
0.86678547,0.7623287,-1.3258262,7400,24.46805665818952,-9.280405405405405,3106.008828639984,1,10.269864864864864,-8.3,0.95088416,0.0,0.04341,3.0957198,0.0029128087,0.08710431,-1.9752836,1.0,-2.7937825,0.011673646730991933,0.032420706,75998,3.1793492,7400,0.01718
0.868275,0.7626014,-1.2947484,7510,24.44499712512415,-9.262450066577896,3149.8469648361206,1,10.252063914780292,-8.05,0.94163346,0.0,0.03591,3.0965304,0.0025733616,0.086844414,-1.9566875,1.0,-2.80106,0.011539314253850795,0.0456841,76998,3.1820414,7510,0.01715
0.87560254,0.76305985,-1.2899199,7640,24.416238173045407,-9.21937172774869,3194.5133991241455,1,10.209162303664922,-6.72,0.9261669,0.0,0.02892,3.1120386,0.0027328038,0.087983094,-1.9451737,1.0,-2.8057952,0.011553719484849451,0.019211924,77998,3.1949403,7640,0.01712
0.8721447,0.7632488,-1.3267373,7743,24.399024438098223,-9.2121916569805,3237.75240278244,1,10.201988893193853,-8.88,0.9571561,0.0,0.0676,3.1227996,0.0029052864,0.09425545,-1.9797245,0.99,-2.811901,0.011491037928354129,-0.0006766543,78998,3.2126245,7743,0.01708
0.874077,0.7637206,-1.2865276,7867,24.384972111959705,-9.178085674335833,3280.6270859241486,1,10.168043726960722,-6.69,0.9481777,0.0,0.07282,3.118466,0.003053259,0.09089944,-1.9442339,1.0,-2.8158953,0.011573459384161284,3.8045768e-05,79998,3.1946084,7867,0.01705
0.87336046,0.7640824,-1.2995759,7993,24.37509981965247,-9.143750781934193,3322.9812636375427,1,10.133867133742024,-7.01,0.982765,0.0,0.01015,3.1188672,0.003050026,0.09252758,-1.9543636,1.0,-2.8183296,0.011637874506932502,0.0027976583,80998,3.196332,7993,0.01701
0.8736528,0.76440173,-1.2876532,8109,24.357864508734913,-9.122086570477247,3366.3870644569397,1,10.112220989024541,-7.77,0.96896315,0.0,0.01455,3.1247852,0.0029868209,0.08833237,-1.9396402,0.99,-2.831897,0.01238804432373903,0.00931893,81998,3.1962118,8109,0.01698
0.87716204,0.76475155,-1.306152,8229,24.34154395493064,-9.096001944343177,3409.7261929512024,1,10.086280228460323,-7.33,0.98887557,0.0,0.01375,3.1173713,0.0031593784,0.09092498,-1.9638758,1.0,-2.8381317,0.011581240166112275,0.008326874,82998,3.195119,8229,0.01695
0.8726884,0.7650644,-1.3146043,8355,24.32605607013835,-9.06295631358468,3453.0052778720856,1,10.053381208856973,-6.7,0.9648866,0.0,0.06556,3.102202,0.0030174777,0.08575797,-1.9647028,1.0,-2.843101,0.011744630555880115,-0.007985783,83998,3.1685011,8355,0.01691
0.8808199,0.7653136,-1.3203101,8464,24.313026139546206,-9.051275992438564,3495.9860410690308,1,10.041824196597354,-8.22,0.938224,0.0,0.04225,3.1269736,0.0019486207,0.090803295,-1.9776399,1.0,-2.8515089,0.011605283590840518,-0.010135249,84998,3.1977334,8464,0.01688
0.8790771,0.7656622,-1.3238986,8601,24.29620922459864,-9.008022322985699,3539.5645141601562,1,9.998721078944309,-6.25,0.9321783,0.0,0.07053,3.099966,0.001145695,0.09490307,-1.9952431,1.0,-2.8555546,0.011467427902282262,0.00038079047,85998,3.167201,8601,0.01684
0.8775219,0.76601654,-1.2928624,8744,24.279295485029085,-8.957227813357731,3583.217645406723,1,9.94807868252516,-5.68,0.97712934,0.0,0.03209,3.1188247,0.0012867051,0.07668661,-1.949624,1.0,-2.8550184,0.011788515299485164,0.005720213,86998,3.2053778,8744,0.01681
0.87903196,0.766399,-1.3102489,8854,24.263709542442918,-8.946916647842784,3626.7331607341766,1,9.93788118364581,-7.83,0.9225502,0.0,0.01757,3.1313453,0.001893415,0.083077386,-1.9667802,1.0,-2.865044,0.011429556847680577,0.0074638403,87998,3.1991017,8854,0.01678
0.87973136,0.7666203,-1.2975092,8997,24.246839235153978,-8.900855840835835,3670.4990344047546,1,9.891963987995998,-6.2,0.949235,0.0,0.08191,3.123979,0.0024269263,0.08844079,-1.9523699,1.0,-2.8643582,0.011183744142513963,-0.016595302,88998,3.1988983,8997,0.01674
0.88419724,0.766802,-1.290713,9138,24.234340024629013,-8.857627489603852,3713.6559076309204,1,9.848872838695558,-6.18,1.0202469,0.0,0.14326,3.1526449,0.0027761275,0.09061465,-1.9406476,1.0,-2.8603852,0.01141318840130622,-0.028322011,89998,3.2175093,9138,0.01671
0.8867552,0.76693434,-1.3285542,9241,24.222590612351283,-8.855210475056811,3756.74102973938,1,9.846445189914512,-8.69,0.94089544,0.0,0.10429,3.1123352,0.0026765354,0.0861097,-1.985212,0.99,-2.8748364,0.011321481203988022,-0.017504783,90998,3.1782026,9241,0.01668
