reference_action_mean,train/loss_actor,reference_Q_std,rollout/Q_mean,total/episodes,reference_Q_mean,rollout/episode_steps,total/steps_per_second,rollout/actions_mean,rollout/return,total/epochs,rollout/episodes,reference_actor_Q_mean,errors,train/param_noise_distance,reference_action_std,total/duration,rollout/error,success rate,rollout/goal_tolerance,total/steps,train/loss_critic,rollout/actions_std,reference_actor_Q_std,rollout/return_history
0.013651311,1.625378,2.3331847,-3.8924634,78208,-2.111771,10.497596153846153,24.39290249205261,-0.0068355403,-9.498631853518821,1,78208,-1.2447064,0.0025849035972532208,0.0,0.86640126,33657.24928665161,0.12539,1.0,0.00388,820998,0.0249574,0.757107,2.34926,-11.41
0.015726402,1.6352301,2.34672,-3.8932204,78289,-2.1074653,10.499482685945663,24.390947248745057,-0.006945002,-9.500517314054337,1,78289,-1.2321055,0.002498239382176214,0.0,0.8660375,33700.946159124374,0.03366,1.0,0.00387,821998,0.026202364,0.75709116,2.3644667,-11.44
0.008147855,1.6314213,2.3485963,-3.8932223,78377,-2.107471,10.500440180154893,24.390809132103485,-0.0069524003,-9.50147364660551,1,78377,-1.2462863,0.0023831879933971863,0.0,0.8668895,33742.13604569435,0.04346,1.0,0.00387,822998,0.026691647,0.75706196,2.3659468,-10.23
0.025717193,1.6542381,2.3436272,-3.8932965,78469,-2.0909758,10.50082198065478,24.391189009408464,-0.0069337543,-9.501854235430553,1,78469,-1.2261009,0.002429176226363881,0.0,0.8625115,33782.608944654465,0.10673,1.0,0.00386,823998,0.02579605,0.75704324,2.356949,-9.75
0.023265898,1.6866372,2.358226,-3.8927755,78566,-2.1196513,10.500700048366978,24.39182115122675,-0.0069920495,-9.501731028689255,1,78566,-1.2498655,0.0025541377802242764,0.0,0.86737126,33822.73077869415,0.07942,1.0,0.00385,824998,0.024720853,0.7570097,2.380276,-9.23
0.012862605,1.6310964,2.3446248,-3.8937528,78645,-2.085596,10.502829169050798,24.39244072453855,-0.0069970065,-9.503859113738953,1,78645,-1.2211161,0.00256605662568306,0.0,0.8673177,33862.86798143387,0.02319,1.0,0.00384,825998,0.025339367,0.7569976,2.3660653,-11.34
0.02068509,1.5802652,2.3516793,-3.8946667,78718,-2.1090207,10.505843644401535,24.39305190007267,-0.007022587,-9.506872633959196,1,78718,-1.2403982,0.0024865407517681774,0.0,0.86315227,33903.014816999435,0.07091,1.0,0.00383,826998,0.025731254,0.7569883,2.3656554,-12.66
0.0036379446,1.5943177,2.3531308,-3.8945763,78805,-2.1214578,10.506896770509485,24.3930018698685,-0.0069969264,-9.507924624072077,1,78805,-1.250926,0.002505928162063563,0.0,0.8624183,33944.079716682434,0.21244,1.0,0.00383,827998,0.024725946,0.75695246,2.3726509,-10.5
-0.0017155508,1.6377939,2.3400617,-3.8948789,78892,-2.1224601,10.508023627237236,24.393739927979077,-0.0070486437,-9.509050347310247,1,78892,-1.245286,0.0023757527761883073,0.0,0.86477286,33984.046827077866,0.08698,1.0,0.00382,828998,0.024620024,0.75694305,2.3537328,-10.65
0.0115445675,1.6353493,2.3376653,-3.8955233,78974,-2.1296325,10.509699394737508,24.393645944946076,-0.0070508057,-9.510725048750222,1,78974,-1.2594714,0.002510883571962281,0.0,0.8605817,34025.17204165459,0.22817,1.0,0.00381,829998,0.02700429,0.7569337,2.355784,-11.13
0.027548874,1.6536924,2.3481674,-3.8958964,79057,-2.1006222,10.511276673792327,24.394037290819103,-0.00707174,-9.512301250996117,1,79057,-1.2244921,0.002444352640514298,0.0,0.8626168,34065.619810819626,0.10068,1.0,0.0038,830998,0.027673319,0.7569237,2.365821,-11.29
0.011973396,1.6479006,2.3402033,-3.8961954,79138,-2.105702,10.513230053830018,24.394520602284107,-0.007001,-9.51425358234982,1,79138,-1.2433667,0.0025035642571412152,0.0,0.863251,34105.93770480156,0.05474,1.0,0.0038,831998,0.026659083,0.75689495,2.3460503,-11.15
0.022436002,1.6164656,2.3553298,-3.8964827,79228,-2.1115675,10.513858736810219,24.394891876663333,-0.0069825756,-9.51488110264048,1,79228,-1.2494597,0.002467975846838507,0.0,0.86434895,34146.41082286835,0.12064,1.0,0.00379,832998,0.026444983,0.7568742,2.3672693,-10.02
0.013365853,1.6606011,2.3421428,-3.8968163,79305,-2.0854359,10.516348275644663,24.395891145465946,-0.006945357,-9.51736964882416,1,79305,-1.2352324,0.0025216818875045156,0.0,0.8641116,34186.00267672539,0.04892,1.0,0.00378,833998,0.027748372,0.75685674,2.3666282,-10.91
0.025108458,1.5978917,2.3493342,-3.8970566,79384,-2.1203945,10.518467197420135,24.395983112952504,-0.006927332,-9.519487554167087,1,79384,-1.2635098,0.002328146605676299,0.0,0.8639193,34226.8641576767,0.10172,1.0,0.00377,834998,0.027103929,0.7568389,2.3564756,-11.8
0.021113394,1.6055821,2.3277,-3.897114,79470,-2.0937815,10.519441298603246,24.396603445030596,-0.006935764,-9.520460551151379,1,79470,-1.2374884,0.0025846290226775328,0.0,0.86370957,34266.9831840992,0.06469,1.0,0.00377,835998,0.027090035,0.7568062,2.3299391,-11.0
0.009717703,1.6245818,2.3499691,-3.8973362,79557,-2.1027226,10.520670714079214,24.39665331692549,-0.0068757897,-9.52168885201805,1,79557,-1.234862,0.0022828196627130252,0.0,0.86569875,34307.90236377716,0.06353,1.0,0.00376,836998,0.027820602,0.75679785,2.3576732,-10.34
-0.008431149,1.6017913,2.3430457,-3.8970678,79646,-2.1141806,10.521557893679532,24.39726715436994,-0.0068592415,-9.522574893905531,1,79646,-1.2519306,0.0024407331009440388,0.0,0.8667527,34348.02737116814,0.0019,1.0,0.00375,837998,0.026189778,0.7567725,2.3617284,-10.13
0.002755493,1.6489809,2.3409517,-3.8982942,79722,-2.123201,10.524020972880761,24.398281535538768,-0.0068722717,-9.525037003587466,1,79722,-1.2529885,0.002246199178904007,0.0,0.8646125,34387.58581328392,0.18112,1.0,0.00374,838998,0.025222125,0.7567578,2.3556297,-11.9
0.010648698,1.6580861,2.3415396,-3.8991182,79799,-2.1152759,10.526197070138723,24.39918387027202,-0.0069163297,-9.527212120452637,1,79799,-1.255981,0.0023995376177718187,0.0,0.8641065,34427.29906320572,0.03129,1.0,0.00374,839998,0.027848352,0.7567376,2.3576684,-11.93
-0.012486488,1.6556461,2.353776,-3.8996403,79879,-2.0813498,10.528361646991074,24.399775904249534,-0.0069400184,-9.529375680717084,1,79879,-1.2159283,0.002407145241797177,0.0,0.8675526,34467.44770526886,0.0156,1.0,0.00373,840998,0.027905075,0.75672334,2.3634472,-12.02
0.00045651197,1.6220648,2.3586993,-3.9003417,79955,-2.1126413,10.53092364455006,24.40036358151203,-0.0069234846,-9.531936714401851,1,79955,-1.2476327,0.0022995889211132824,0.0,0.8672446,34507.60056042671,0.00136,1.0,0.00372,841998,0.02757516,0.75671417,2.3743846,-12.12
0.0020815134,1.6802543,2.346569,-3.9010112,80029,-2.108663,10.533631558560023,24.401376578987236,-0.0069517535,-9.534643691661772,1,80029,-1.2524142,0.0023626201309723954,0.0,0.8641805,34547.14930820465,0.0514,1.0,0.00371,842998,0.029453468,0.7566979,2.3592331,-12.9
-0.0058944076,1.5856988,2.3496559,-3.9010913,80115,-2.1082544,10.53481869812145,24.40183029091267,-0.0069371597,-9.535829744741934,1,80115,-1.2385339,0.0024130802392030694,0.0,0.86286634,34587.487493276596,0.01434,1.0,0.00371,843998,0.027601432,0.7566756,2.3698182,-10.89
0.0018698076,1.644635,2.3280594,-3.9012566,80201,-2.091877,10.535940948367227,24.40178302766384,-0.006975685,-9.536950910836524,1,80201,-1.2359931,0.002493131649413794,0.0,0.8653933,34628.535096883774,0.08054,1.0,0.0037,844998,0.026840374,0.7566531,2.3374734,-10.39
-0.012374331,1.6792953,2.3283098,-3.9017775,80279,-2.1141958,10.538210490912942,24.40156081929147,-0.0070426133,-9.539219472091082,1,80279,-1.2524085,0.002315124354184947,0.0,0.8647965,34669.8314204216,0.09802,1.0,0.00369,845998,0.028914876,0.7566374,2.341431,-11.42
0.004172335,1.6532063,2.3487377,-3.9017081,80372,-2.1003907,10.538458667197531,24.402615120553374,-0.007090631,-9.539466480863982,1,80372,-1.2482011,0.0022496539367315737,0.0,0.8667056,34709.31274437904,0.03492,1.0,0.00368,846998,0.027245127,0.7566122,2.3702672,-9.91
0.005386966,1.6592684,2.3643866,-3.9016309,80454,-2.112821,10.540159594302335,24.403595153251647,-0.0070940442,-9.541166380789022,1,80454,-1.2382514,0.002350931263018799,0.0,0.86483073,34748.896409511566,0.12784,1.0,0.00368,847998,0.026644988,0.7565792,2.3833992,-10.97
0.020650968,1.6438297,2.3346758,-3.901853,80543,-2.135905,10.540891200973393,24.40349677248213,-0.0070128934,-9.541896874961202,1,80543,-1.2849046,0.002406835672802439,0.0,0.8660937,34790.01423096657,0.03182,1.0,0.00367,848998,0.02901188,0.75656027,2.3417144,-10.69
0.0064611137,1.6674141,2.3358853,-3.9028296,80617,-2.0820801,10.54352059739261,24.40368273596948,-0.0069970633,-9.544525348251609,1,80617,-1.2156069,0.0022841153062896384,0.0,0.86551136,34830.72654223442,0.13748,1.0,0.00366,849998,0.027094359,0.7565315,2.3530014,-12.01
0.018223742,1.6589054,2.3381972,-3.9025965,80708,-2.1233094,10.544122020121922,24.404180477543346,-0.0070452997,-9.54512563810279,1,80708,-1.2555225,0.0022173030882470116,0.0,0.86629254,34870.99272942543,0.09445,1.0,0.00366,850998,0.028113598,0.75650626,2.3569984,-11.02
3.4044187e-05,1.600667,2.3530972,-3.9021654,80799,-2.1183987,10.544684958972265,24.403908352266278,-0.0070335087,-9.545687446626815,1,80799,-1.2594156,0.0022221748572247325,0.0,0.86470133,34912.35861492157,0.0018,1.0,0.00365,851998,0.027404493,0.75647473,2.369704,-9.77
-0.00037277243,1.5745625,2.3467722,-3.9021873,80881,-2.0916204,10.546345866149034,24.404597884061197,-0.007051665,-9.547347337446372,1,80881,-1.2268473,0.0021949436129770185,0.0,0.8629733,34952.348080158234,0.16996,1.0,0.00364,852998,0.028983684,0.7564426,2.358533,-10.99
0.006105788,1.6212249,2.3556705,-3.902483,80970,-2.0739384,10.547066814869705,24.405358009081453,-0.007055574,-9.5480671853773,1,80970,-1.2186971,0.002301561560685817,0.0,0.86169153,34992.23406934738,0.06041,1.0,0.00363,853998,0.026912859,0.75642407,2.3672793,-9.96
0.0036043376,1.671445,2.3581855,-3.9025671,81056,-2.0777702,10.548201243584682,24.40551459229238,-0.0070291576,-9.549200552704303,1,81056,-1.2037475,0.002406615478568039,0.0,0.8647663,35032.98390889168,0.08882,1.0,0.00363,854998,0.028713396,0.75641257,2.3783479,-10.38
0.016209772,1.6476548,2.3546703,-3.9036307,81128,-2.0937352,10.551227689576965,24.406320927894516,-0.0069681583,-9.552226111823291,1,81128,-1.2322012,0.00246446685396262,0.0,0.8661062,35072.79948210716,0.00355,1.0,0.00362,855998,0.027249472,0.75639194,2.3644512,-12.13
0.008019413,1.6419863,2.3527288,-3.9038696,81208,-2.091926,10.552913506058516,24.40673621915127,-0.0069444305,-9.55391094473451,1,81208,-1.2311997,0.0022551051599474974,0.0,0.8656411,35113.174998283386,0.01815,1.0,0.00361,856998,0.02731217,0.7563627,2.36875,-11.58
0.008005883,1.6555313,2.3578548,-3.9040647,81289,-2.1103125,10.554786010407312,24.406979421670453,-0.0070007495,-9.555782455190739,1,81289,-1.2516592,0.0023834774144307768,0.0,0.8662249,35153.79700112343,0.0713,1.0,0.0036,857998,0.027030487,0.7563317,2.371829,-11.35
0.002344196,1.6184293,2.3626692,-3.9042103,81376,-2.0917163,10.555937868659065,24.40728487888617,-0.007018217,-9.556933248132127,1,81376,-1.2158318,0.0022973288970984215,0.0,0.8635395,35194.32842540741,0.00203,1.0,0.0036,858998,0.025957158,0.7563017,2.3807929,-10.47
-0.0007515152,1.6193187,2.3651507,-3.9041317,81465,-2.1114087,10.556643957527772,24.407828704061444,-0.0070265285,-9.557638249555025,1,81465,-1.2415155,0.0021973094025716823,0.0,0.86464494,35234.514729976654,0.10268,1.0,0.00359,859998,0.027307678,0.75628316,2.386984,-10.34
0.004498402,1.6090556,2.3562636,-3.9044483,81545,-2.1074486,10.558427861916734,24.408068936435498,-0.007085322,-9.559421178490403,1,81545,-1.2434144,0.002266927578653154,0.0,0.86302835,35275.137998104095,0.06659,1.0,0.00358,860998,0.025574043,0.75625813,2.372928,-11.27
0.0051184543,1.6213536,2.3536131,-3.904922,81618,-2.0961225,10.561395770540813,24.408404511110138,-0.007094177,-9.562388198681663,1,81618,-1.2401857,0.0024321463267947345,0.0,0.8652404,35315.62251877785,0.00275,1.0,0.00358,861998,0.02824322,0.7562337,2.3679438,-12.6
0.0074767172,1.669796,2.3574665,-3.9053383,81698,-2.058377,10.563232882077896,24.408914257789043,-0.0071041984,-9.564224338417096,1,81698,-1.1973467,0.0024000807427204474,0.0,0.8633342,35355.85363960266,0.03855,1.0,0.00357,862998,0.027818492,0.7562064,2.3773272,-11.9
-0.0067858943,1.6248231,2.3480313,-3.9062536,81770,-2.1026797,10.566087807264278,24.408796290984213,-0.0071282145,-9.567078390607803,1,81770,-1.246869,0.002332547147957265,0.0,0.8666782,35396.99335026741,0.08965,1.0,0.00356,863998,0.027610345,0.75618255,2.3586566,-11.79
-0.01210406,1.6255951,2.3550475,-3.906044,81855,-2.097221,10.5673446948873,24.40927726000182,-0.00710904,-9.568334249587686,1,81855,-1.2425444,0.002317650207047088,0.0,0.8667089,35437.26390528679,0.0327,1.0,0.00355,864998,0.028609974,0.7561501,2.3789935,-10.34
-0.00794742,1.6380147,2.361219,-3.9056854,81947,-2.1031523,10.567781614946245,24.408488101661533,-0.007097691,-9.568770058696474,1,81947,-1.2562234,0.0021687934093871796,0.0,0.86167496,35479.378992795944,0.15237,1.0,0.00355,865998,0.029374659,0.7561258,2.3741775,-10.17
0.006478891,1.625567,2.3542795,-3.9062133,82021,-2.094358,10.570414893746724,24.40895112881337,-0.0070370836,-9.571402445715123,1,82021,-1.2304685,0.002199104590950832,0.0,0.8656587,35519.67454171181,0.04272,1.0,0.00354,866998,0.029444499,0.7560976,2.376896,-12.14
0.012334163,1.6219444,2.3687077,-3.9066365,82102,-2.079485,10.572154149716207,24.409788085835363,-0.007024616,-9.573140727387884,1,82102,-1.2347137,0.002266419236486572,0.0,0.8623633,35559.423824071884,0.1631,1.0,0.00353,867998,0.027597241,0.75607365,2.3807836,-11.66
0.008339564,1.6439961,2.3596263,-3.9067578,82186,-2.1170492,10.573418830457742,24.409965632517725,-0.0069331373,-9.574404399776117,1,82186,-1.2729027,0.002199101099904008,0.0,0.86688524,35600.13205599785,0.08907,1.0,0.00353,868998,0.0295086,0.75605756,2.3761122,-10.85
0.01403372,1.6401818,2.3661864,-3.9073029,82272,-2.0773091,10.574666958381952,24.410341394023106,-0.0068963114,-9.575651497471801,1,82272,-1.2171563,0.0022863128547938143,0.0,0.8651811,35640.55028796196,0.1153,1.0,0.00352,869998,0.02767472,0.75604886,2.3785295,-11.01
-0.0042805173,1.5960333,2.3642256,-3.9075303,82361,-2.1025195,10.575296560265175,24.411340075138224,-0.0069162943,-9.576280035453674,1,82361,-1.2401052,0.0023050934348280154,0.0,0.8660578,35680.0567817688,0.07788,1.0,0.00351,870998,0.028641555,0.7560252,2.3748617,-10.18
0.00082283217,1.6708345,2.3594296,-3.9074445,82447,-2.113675,10.576370274236782,24.411420528291902,-0.006875961,-9.577352723567868,1,82447,-1.2465156,0.002272697069960938,0.0,0.864487,35720.903623342514,0.02845,1.0,0.00351,871998,0.02702681,0.755992,2.376248,-10.11
0.0077666887,1.640741,2.3750763,-3.9072936,82537,-2.0941315,10.576989713704156,24.411623017991996,-0.0069018193,-9.57797109175279,1,82537,-1.2240002,0.0021289314584074116,0.0,0.8652849,35761.57141852379,0.04166,1.0,0.0035,872998,0.027165368,0.7559653,2.391557,-9.74
-0.0057340316,1.6131463,2.360516,-3.9071267,82630,-2.08744,10.577223768607043,24.412127131694483,-0.00688215,-9.578204042115454,1,82630,-1.213121,0.0021863747517285805,0.0,0.866923,35801.796184539795,0.08967,1.0,0.00349,873998,0.029476415,0.755935,2.3775003,-9.62
0.009526695,1.6014838,2.363792,-3.9066515,82723,-2.080355,10.577348500417054,24.412912817622537,-0.0069382056,-9.578327671868767,1,82723,-1.2189713,0.002284056909073298,0.0,0.86793905,35841.60589671135,0.09103,1.0,0.00348,874998,0.028283376,0.75589824,2.376295,-9.59
0.024265816,1.6623722,2.3743644,-3.9071963,82802,-2.1093063,10.579406294533948,24.4135778532285,-0.00697545,-9.580384531774595,1,82802,-1.2550366,0.0023539289951660654,0.0,0.8662939,35881.59037017822,0.00713,1.0,0.00348,875998,0.027878469,0.7558769,2.3878362,-11.72
-0.022775486,1.6824555,2.3755677,-3.9083688,82876,-2.0836873,10.581808967614267,24.41358508579991,-0.0070452997,-9.58278633138665,1,82876,-1.2170898,0.0022209273733088414,0.0,0.86512965,35922.54054117203,0.00529,1.0,0.00347,876998,0.027158353,0.7558663,2.3910222,-12.52
0.0007127623,1.6859664,2.3751009,-3.9078188,82971,-2.1231833,10.581829795952803,24.41423015759369,-0.007020516,-9.58280604066481,1,82971,-1.2699528,0.0022118241890051863,0.0,0.8608798,35962.551115989685,0.0589,1.0,0.00346,877998,0.029646488,0.75583726,2.3803997,-9.63
4.297495e-05,1.6383055,2.3718572,-3.907708,83056,-2.1081278,10.583160759005972,24.414071532077177,-0.0069810585,-9.584136004623387,1,83056,-1.247083,0.002128947037847555,0.0,0.86481434,36003.74476027489,0.00415,1.0,0.00346,878998,0.029422738,0.75581384,2.3890958,-10.54
-0.004489109,1.6459919,2.3629076,-3.9076335,83143,-2.1206963,10.58399384193498,24.41479597285255,-0.0070104464,-9.584968067065176,1,83143,-1.2613902,0.002319246324496102,0.0,0.86354107,36043.635219335556,0.00914,1.0,0.00345,879998,0.028403323,0.75578624,2.377551,-11.07
0.0008351356,1.6157247,2.371139,-3.906964,83234,-2.1158652,10.584604848979984,24.415066425218814,-0.00703392,-9.585578008986712,1,83234,-1.2588181,0.002294017199725337,0.0,0.86478853,36084.19426989555,0.02615,1.0,0.00344,880998,0.027005862,0.75574636,2.3941977,-10.33
0.0046233237,1.6445678,2.3727436,-3.9066517,83324,-2.0987341,10.585149536748116,24.41568471180736,-0.007067557,-9.58612164562431,1,83324,-1.2362546,0.0022948742350990753,0.0,0.8646304,36124.23777627945,0.08187,1.0,0.00344,881998,0.027766936,0.75571066,2.3896656,-9.95
-0.003262341,1.6790435,2.3810232,-3.9073358,83405,-2.088105,10.5867993525568,24.415919817730455,-0.007072454,-9.587770517355075,1,83405,-1.2297897,0.002245699987165693,0.0,0.8651407,36164.84681272507,0.14752,1.0,0.00343,882998,0.03032143,0.7556981,2.4064758,-10.47
0.015992409,1.6179588,2.3716974,-3.906848,83483,-2.1068377,10.58898218799037,24.41638322082512,-0.0070205578,-9.589952445408047,1,83483,-1.2635244,0.0021268517677443953,0.0,0.864572,36205.11654019356,0.00268,1.0,0.00342,883998,0.029550772,0.7556517,2.3908916,-11.74
0.003402156,1.6137387,2.3662877,-3.9068027,83562,-2.0809345,10.590842727555588,24.416891873888915,-0.007042796,-9.591812067686268,1,83562,-1.2483884,0.0021522568820725014,0.0,0.86346114,36245.317568302155,0.01988,1.0,0.00342,884998,0.028644746,0.7556143,2.3784373,-12.98
-0.0039685764,1.5806319,2.3863614,-3.9071414,83642,-2.104597,10.592752444943928,24.417386398656014,-0.007077845,-9.593720857942182,1,83642,-1.2570753,0.002082811261168368,0.0,0.86881834,36285.53791689873,0.05991,1.0,0.00341,885998,0.030176515,0.75558406,2.3968017,-12.29
0.010329808,1.6686444,2.3643315,-3.907101,83721,-2.0956266,10.594665615556432,24.418019857681124,-0.0070878486,-9.595633114750182,1,83721,-1.2412367,0.0021615000730575737,0.0,0.86834407,36325.54994916916,0.03953,1.0,0.0034,886998,0.0299553,0.7555512,2.3829436,-11.52
0.023887299,1.6930859,2.3767405,-3.9075449,83804,-2.1435816,10.596021669610042,24.418136256546312,-0.007108136,-9.596988210586607,1,83804,-1.3011107,0.0021735737476882514,0.0,0.8673538,36366.32995533943,0.11687,1.0,0.00339,887998,0.027883643,0.7555364,2.391903,-11.03
0.013452913,1.6464769,2.3816195,-3.9077964,83873,-2.0959637,10.599275094488094,24.41867096623238,-0.007078742,-9.6002408403181,1,83873,-1.2422813,0.002104809325972675,0.0,0.8693733,36406.48589062691,0.14917,1.0,0.00339,888998,0.02742704,0.75550765,2.3971608,-13.12
0.0016537408,1.6597954,2.3742604,-3.9081361,83946,-2.1211402,10.601839277630859,24.41946364302278,-0.00710464,-9.602804183641865,1,83946,-1.2811114,0.0022186937535838436,0.0,0.8677337,36446.25504517555,0.13463,1.0,0.00338,889998,0.029074786,0.7554779,2.3919787,-12.05
-0.009329583,1.6642841,2.384161,-3.9085343,84019,-2.1280851,10.604720360870756,24.42008573209689,-0.00710737,-9.60568442852212,1,84019,-1.2611645,0.0020851992342378763,0.0,0.86710995,36486.27649283409,0.14483,1.0,0.00337,890998,0.028499585,0.7554533,2.40891,-12.92
-0.0063855,1.6562424,2.3916276,-3.9085462,84102,-2.125001,10.605942783762574,24.420127813894716,-0.0070887995,-9.606905899978598,1,84102,-1.2747219,0.0021738870286411812,0.0,0.8655166,36527.16344475746,0.03564,1.0,0.00337,891998,0.029307278,0.7554267,2.4048822,-10.75
0.003024598,1.6335244,2.3843272,-3.9087036,84187,-2.11783,10.607088980483923,24.421382300789993,-0.007080697,-9.608051124282847,1,84187,-1.2656095,0.002220250412982473,0.0,0.86652946,36566.23482656479,0.10501,1.0,0.00336,892998,0.029769568,0.7553958,2.4024618,-10.76
-0.0050851554,1.640801,2.3907077,-3.908607,84271,-2.1224117,10.608548611028706,24.42196357317732,-0.0070196674,-9.609509795777907,1,84271,-1.2722402,0.0020658198264887663,0.0,0.8637591,36606.311254262924,0.05358,1.0,0.00335,893998,0.02893712,0.75535583,2.4086056,-11.22
0.0071114204,1.6737727,2.3812692,-3.9087174,84357,-2.1097207,10.609635240703202,24.422805148134593,-0.007033738,-9.610595445546902,1,84357,-1.2578332,0.0020438334109766938,0.0,0.86500216,36645.99519062042,0.18363,1.0,0.00335,894998,0.029745227,0.75533074,2.3990684,-10.5
0.008238718,1.676461,2.3891134,-3.9087243,84439,-2.1487784,10.61121045962174,24.423559143121707,-0.0069895955,-9.612169731995879,1,84439,-1.3006967,0.00217569946259449,0.0,0.8663566,36685.80794262886,0.00261,1.0,0.00334,895998,0.028658552,0.75529957,2.4100764,-11.11
0.006465132,1.6335187,2.389076,-3.9085734,84526,-2.1060472,10.612119347892955,24.424069544344885,-0.0069626807,-9.613077632917681,1,84526,-1.2532308,0.0022642067673498663,0.0,0.86554337,36725.984519958496,0.00314,1.0,0.00333,896998,0.027391031,0.7552635,2.406322,-10.71
0.0026629816,1.672838,2.3971643,-3.9085798,84606,-2.1335535,10.613868992742832,24.424823571127032,-0.006907454,-9.614826371652129,1,84606,-1.2690992,0.002097426001107845,0.0,0.8647012,36765.79269385338,0.01671,1.0,0.00333,897998,0.027990852,0.7552412,2.4147704,-11.31
0.0030799806,1.6547744,2.3918502,-3.9092312,84690,-2.1128025,10.615161176053844,24.425297323387706,-0.0068916716,-9.616117605384343,1,84690,-1.2601447,0.0021632172743262816,0.0,0.8678904,36806.02074551582,0.15917,1.0,0.00332,898998,0.02871396,0.75522363,2.4022243,-10.93
0.0037704657,1.6346276,2.3800817,-3.9095948,84770,-2.1272092,10.616951751798986,24.425453919246273,-0.006869488,-9.617907278518343,1,84770,-1.2815826,0.0021736604188945597,0.0,0.8663769,36846.72567296028,0.06784,1.0,0.00331,899998,0.02872813,0.7552003,2.3957586,-11.8
0.009515305,1.6519198,2.391223,-3.909764,84856,-2.1402545,10.617858489676628,24.4254697849845,-0.006869189,-9.618813047987178,1,84856,-1.2846808,0.0022439661231952227,0.0,0.86658263,36887.64260959625,0.16885,1.0,0.00331,900998,0.030134402,0.75516343,2.4105716,-10.41
-0.00050111115,1.6456052,2.3831334,-3.909982,84941,-2.0981832,10.618900177770453,24.42572011301016,-0.006864564,-9.619853780859655,1,84941,-1.2452966,0.002254394106226119,0.0,0.86329746,36928.20501613617,0.05872,1.0,0.0033,901998,0.02812698,0.7551435,2.3995922,-10.16
-0.01116851,1.6802822,2.3759217,-3.909965,85024,-2.0926871,10.620518912307114,24.426589836457467,-0.0068712663,-9.62147158449379,1,85024,-1.2355413,0.0020864106397883143,0.0,0.8641219,36967.82915854454,0.11777,1.0,0.00329,902998,0.029851737,0.7551181,2.3957977,-11.11
-0.0025202085,1.6838669,2.378333,-3.910139,85103,-2.0899868,10.6222929861462,24.42748282423394,-0.0068856636,-9.623244773979765,1,85103,-1.2338297,0.002185535782294067,0.0,0.8642388,37007.4152340889,0.03459,1.0,0.00329,903998,0.028602881,0.7550848,2.397645,-11.01
0.018947175,1.7036424,2.3802772,-3.910329,85186,-2.104261,10.623705773249126,24.427670032376934,-0.006907932,-9.624656633719155,1,85186,-1.2516966,0.0021891095283905746,0.0,0.86359894,37048.06880068779,0.00411,1.0,0.00328,904998,0.028214682,0.75505674,2.3954527,-11.17
0.015887516,1.6555617,2.384271,-3.9105384,85260,-2.1333132,10.626307764485105,24.428348899014793,-0.006819226,-9.627257799671593,1,85260,-1.2917383,0.002085276915722238,0.0,0.86468256,37087.97527599335,0.11917,1.0,0.00327,905998,0.03065678,0.75502163,2.3974786,-12.08
0.0066127405,1.6293938,2.3812618,-3.9103782,85346,-2.1312995,10.627317038877042,24.42922366619347,-0.0068015717,-9.628266116748295,1,85346,-1.2713583,0.0021866507613761987,0.0,0.8676994,37127.58180093765,0.1289,1.0,0.00327,906998,0.030017233,0.7549937,2.4091733,-10.47
-0.0009950151,1.6956856,2.4054017,-3.9107132,85410,-2.1532333,10.630862896616321,24.42959255388248,-0.006822292,-9.631811263318113,1,85410,-1.292124,0.0019534349268672782,0.0,0.86360806,37167.9551346302,0.00439,1.0,0.00326,907998,0.030538132,0.7549511,2.427875,-12.74
0.024489453,1.6685271,2.3930578,-3.9113874,85485,-2.1436448,10.633432765982336,24.43041572091046,-0.0068215188,-9.634380300637538,1,85485,-1.2773509,0.0020481416466264306,0.0,0.86513495,37207.63536667824,0.19255,1.0,0.00326,908998,0.02916015,0.75492346,2.402908,-13.15
0.005112653,1.6573081,2.4038188,-3.9120517,85559,-2.1229212,10.635935436365548,24.430404003164075,-0.006826159,-9.636882151497797,1,85559,-1.26507,0.002063723598079889,0.0,0.86107504,37248.58581471443,0.00194,1.0,0.00325,909998,0.028609611,0.754897,2.4242384,-12.21
0.011318505,1.6815903,2.3876903,-3.9122024,85638,-2.1275916,10.637742590905907,24.430819290986634,-0.0068141907,-9.638688432705107,1,85638,-1.2643063,0.0021137693836895785,0.0,0.86309373,37288.884549856186,0.17719,1.0,0.00324,910998,0.030773498,0.75486594,2.4097095,-11.84
-0.00014980634,1.6680269,2.3888075,-3.912232,85720,-2.1293554,10.638929071395241,24.431390965168802,-0.00687626,-9.63987400839944,1,85720,-1.27805,0.0020894283298355924,0.0,0.8627177,37328.942969322205,0.00354,1.0,0.00324,911998,0.028860755,0.7548336,2.400946,-11.16
0.0026736606,1.668408,2.383501,-3.9127643,85798,-2.126664,10.64121541294669,24.431969050842966,-0.0068963943,-9.642159490897225,1,85798,-1.2664614,0.002104500386049751,0.0,0.8643508,37368.98970770836,0.13381,1.0,0.00323,912998,0.029034782,0.7548193,2.4094036,-11.81
-0.010856594,1.6799356,2.4022386,-3.9125443,85888,-2.1507368,10.641731091654247,24.432785661409305,-0.0069394284,-9.64267418032787,1,85888,-1.281538,0.002074064096253851,0.0,0.8641378,37408.669345617294,0.12494,1.0,0.00322,913998,0.028759072,0.75478363,2.4212987,-10.09
