rollout/Q_mean,total/duration,total/episodes,errors,train/param_noise_distance,reference_actor_Q_std,rollout/actions_std,rollout/goal_tolerance,train/loss_actor,reference_action_mean,total/steps_per_second,success rate,train/loss_critic,reference_action_std,rollout/return_history,reference_Q_std,rollout/return,total/steps,total/epochs,rollout/error,reference_actor_Q_mean,reference_Q_mean,rollout/actions_mean,rollout/episodes,rollout/episode_steps
-3.2311077,21835.392849206924,63628,0.004506851641033882,0.0,3.5688396,0.76330006,0.00724,1.4728235,-0.068075866,23.31068662309353,1.0,0.026356818,0.86607826,-7.16,3.5598555,-7.000880115672346,508998,1,0.01203,-2.2608159,-2.973916,-0.010097377,63628,7.999575658515119
-3.2310472,21878.68396449089,63752,0.00439801269351923,0.0,3.5820637,0.7632816,0.00722,1.3946615,-0.0666976,23.310268607916587,1.0,0.028388413,0.86159694,-6.99,3.5631814,-7.000815660685155,509998,1,0.08156,-2.210545,-2.9464748,-0.010158339,63752,7.999513740745388
-3.232051,21920.897438049316,63867,0.004366559045176466,0.0,3.5713582,0.7632793,0.00721,1.4290848,-0.075825684,23.310998167120314,1.0,0.026894964,0.8627032,-7.75,3.5608375,-7.002301658133308,510998,1,0.00697,-2.2393885,-2.9709752,-0.01028958,63867,8.001002082452597
-3.2326238,21963.920738220215,63987,0.0042543191537496245,0.0,3.563157,0.7632651,0.00719,1.5153857,-0.048938375,23.310865400686577,1.0,0.028859928,0.8675199,-7.52,3.5508335,-7.00276618688171,511998,1,0.12726,-2.2240033,-2.9493709,-0.010277622,63987,8.001469048400457
-3.2331598,22006.663733243942,64100,0.00428283137715757,0.0,3.5669346,0.76324135,0.00718,1.4368967,-0.090285085,23.311030068817267,1.0,0.027778598,0.8623232,-8.03,3.557742,-7.004383775351014,512998,1,0.09418,-2.2205205,-2.9461374,-0.010216817,64100,8.003088923556943
-3.2342098,22048.627264261246,64213,0.004420633129350785,0.0,3.5817585,0.7632519,0.00716,1.4552656,-0.08118462,23.31201819684904,1.0,0.02852961,0.8616564,-7.67,3.5703123,-7.005902231635338,513998,1,0.00574,-2.2306092,-2.9580345,-0.010175679,64213,8.00460965848037
-3.234528,22090.08795428276,64318,0.004455808542860225,0.0,3.5597613,0.7632427,0.00715,1.4735962,-0.07757107,23.31353324920346,1.0,0.028828107,0.8662491,-8.56,3.5466526,-7.008349140209583,514998,1,0.05978,-2.2349732,-2.955371,-0.01016401,64318,8.007058677197675
-3.234793,22132.60314655304,64440,0.004195541334272848,0.0,3.577878,0.7632286,0.00714,1.4345909,-0.09458894,23.31393178575843,1.0,0.028343277,0.8602324,-7.44,3.5683484,-7.008721291123526,515998,1,0.02409,-2.2550852,-2.975892,-0.010128446,64440,8.007433271260087
-3.2353928,22175.88410639763,64557,0.0041683893118538715,0.0,3.569629,0.7632341,0.00712,1.4282664,-0.08255809,23.313523714296863,1.0,0.027858442,0.86704135,-7.14,3.554249,-7.009588425732298,516998,1,0.01504,-2.2378073,-2.9540296,-0.010185028,64557,8.008302740214074
-3.235842,22218.586156368256,64682,0.004388879169455847,0.0,3.575804,0.7632217,0.00711,1.4234803,-0.088312894,23.313724660717543,1.0,0.027889447,0.8622587,-7.47,3.5625052,-7.009508054791132,517998,1,0.01538,-2.254575,-2.976443,-0.010167314,64682,8.008224853900622
-3.2359695,22261.70848250389,64799,0.004159398943820088,0.0,3.5660226,0.7632119,0.00709,1.436062,-0.091317,23.313484695386038,1.0,0.02840231,0.8643752,-7.39,3.5541422,-7.010416827420176,518998,1,0.02183,-2.245061,-2.96568,-0.009974805,64799,8.009135943455918
-3.2367709,22305.252244234085,64905,0.00419592830132847,0.0,3.5685706,0.7631966,0.00708,1.4792365,-0.070442356,23.312805177283735,1.0,0.02817141,0.8639042,-8.61,3.554552,-7.012834142207843,519998,1,0.04295,-2.2435274,-2.9663045,-0.009916134,64905,8.011555350127109
-3.2370927,22347.0102558136,65016,0.003840516377606164,0.0,3.5547009,0.76318145,0.00707,1.4550102,-0.08210958,23.313991179847505,1.0,0.026872074,0.8640463,-8.16,3.5453372,-7.014596407038267,520998,1,0.04676,-2.2611752,-2.9789064,-0.009918176,65016,8.013319798203518
-3.2375364,22389.689700841904,65140,0.004045278328353733,0.0,3.5546238,0.7631656,0.00705,1.4618158,-0.08539047,23.314213237192458,1.0,0.027729671,0.8638606,-6.83,3.5475278,-7.014737488486337,521998,1,0.04454,-2.2595048,-2.9723973,-0.00995975,65140,8.01346330979429
-3.2385175,22432.96648788452,65245,0.00411298067175599,0.0,3.560933,0.76314616,0.00704,1.5037246,-0.09268055,23.313813635947703,1.0,0.028028686,0.86737514,-8.52,3.547349,-7.017104758985363,522998,1,0.08001,-2.2678528,-2.995289,-0.010085133,65245,8.01583263085294
-3.2386153,22475.15483236313,65367,0.004164102576311921,0.0,3.5489035,0.7631491,0.00702,1.418956,-0.07563091,23.314544611967182,1.0,0.027778685,0.8634159,-7.27,3.5427015,-7.017424694417673,523998,1,0.12372,-2.2184594,-2.9456918,-0.010152561,65367,8.016154940566341
-3.2387857,22517.907544612885,65473,0.003922604616098624,0.0,3.5680032,0.76311964,0.00701,1.4856038,-0.078494124,23.314688496693776,1.0,0.027515417,0.8678183,-8.27,3.5554502,-7.019809692545018,524998,1,0.25028,-2.2886596,-3.011561,-0.010070426,65473,8.01854199440991
-3.238449,22560.84032726288,65605,0.004060590504445436,0.0,3.553319,0.76311785,0.007,1.4259253,-0.08112048,23.31464574767526,1.0,0.026870498,0.8656553,-6.61,3.5419245,-7.01873332825242,525998,1,0.08088,-2.2658968,-2.9883356,-0.010067485,65605,8.017468180778904
-3.2391193,22605.21429347992,65730,0.004296202367170387,0.0,3.5733094,0.763114,0.00698,1.4435407,-0.070801504,23.31311675076681,1.0,0.026500389,0.86121076,-7.37,3.5562642,-7.018865054008824,526998,1,0.02217,-2.3022034,-3.018826,-0.010080279,65730,8.017602312490492
-3.2396472,22647.87569999695,65842,0.004092418114660833,0.0,3.5767152,0.7630938,0.00697,1.4510394,-0.095747836,23.313356492859555,1.0,0.028532863,0.8587253,-7.63,3.5635517,-7.020458066279883,527998,1,0.00444,-2.2934463,-3.0204732,-0.010009517,65842,8.019197472737766
-3.240495,22690.122275352478,65957,0.004175590183642438,0.0,3.5859876,0.7630909,0.00695,1.4696152,-0.06559005,23.314021563234714,1.0,0.027166117,0.8647338,-7.72,3.5683813,-7.021620146459057,528998,1,0.0231,-2.2679129,-2.9972308,-0.010034308,65957,8.020361750837667
-3.2409084,22734.45335626602,66065,0.00415163861917564,0.0,3.5644748,0.7630929,0.00694,1.436454,-0.11138052,23.312546455132736,1.0,0.02935928,0.86178124,-8.15,3.5516264,-7.023567698478771,529998,1,0.07998,-2.2808812,-3.0014176,-0.009854573,66065,8.022311360024219
-3.2404459,22778.31796336174,66205,0.004109638593263349,0.0,3.5679262,0.76308125,0.00693,1.513432,-0.087781705,23.31155447272686,1.0,0.027239596,0.86425203,-6.61,3.5516446,-7.021780832263424,530998,1,0.03019,-2.2896504,-3.0188303,-0.009740744,66205,8.020527150517333
-3.240439,22820.699256181717,66325,0.00388933104752926,0.0,3.5774076,0.7630713,0.00691,1.4730371,-0.09559374,23.312081458498312,1.0,0.02696607,0.8612871,-7.51,3.557742,-7.022329438371655,531998,1,0.08728,-2.2689133,-2.999669,-0.009812684,66325,8.021078024877497
-3.2401946,22864.22769522667,66466,0.004033726217618436,0.0,3.5641055,0.7630654,0.0069,1.4350985,-0.085767746,23.311436848193793,1.0,0.02632591,0.8621953,-5.53,3.5501783,-7.02032618180724,532998,1,0.02467,-2.2769217,-2.9995415,-0.009685427,66466,8.01907742304336
-3.240269,22906.61911034584,66586,0.003942883565322564,0.0,3.5671852,0.7630496,0.00688,1.479194,-0.08065764,23.311951773748152,1.0,0.028594194,0.8621472,-6.65,3.5518034,-7.020830204547503,533998,1,0.1983,-2.3061943,-3.0349174,-0.0096873455,66586,8.01958369627249
-3.2407048,22948.67166209221,66700,0.003746402697137065,0.0,3.5601556,0.76304287,0.00687,1.4954691,-0.06853934,23.31280903215575,1.0,0.030317137,0.86544424,-7.91,3.5427327,-7.022008995502249,534998,1,0.14485,-2.2740498,-3.0041914,-0.009760552,66700,8.020764617691155
-3.2411246,22991.8336186409,66814,0.004138956366888006,0.0,3.565924,0.76304233,0.00686,1.4621346,-0.06802815,23.31253822076345,1.0,0.026897855,0.86702275,-7.57,3.5425415,-7.02345316849762,535998,1,0.13932,-2.2829895,-3.0050015,-0.009853294,66814,8.022210913880324
-3.2432003,23034.403757810593,66902,0.004052657784743916,0.0,3.5565813,0.7630328,0.00684,1.481089,-0.07250462,23.312867380728825,1.0,0.028909419,0.8624807,-10.39,3.540405,-7.027906490089983,536998,1,0.00309,-2.2916765,-3.018145,-0.009829205,66902,8.026665869480732
-3.244079,23076.98028612137,67002,0.003799687394144865,0.0,3.5550709,0.7630226,0.00683,1.5114392,-0.09540307,23.31318887175005,1.0,0.02642349,0.86466277,-8.93,3.5443516,-7.030745350885049,537998,1,0.03046,-2.3073158,-3.0187178,-0.009678252,67002,8.029506581893077
-3.2448902,23120.52992463112,67106,0.004087683021000752,0.0,3.563878,0.7630025,0.00682,1.4923465,-0.084531724,23.31252794624687,1.0,0.02787517,0.86036146,-8.48,3.5418665,-7.033305516645307,538998,1,0.00321,-2.2625122,-2.9960513,-0.009795582,67106,8.032068667481298
-3.2451746,23164.137778043747,67230,0.004184437616265557,0.0,3.575603,0.7629737,0.0068,1.4973203,-0.0848158,23.311810919715736,1.0,0.027841523,0.8628568,-7.12,3.555062,-7.033348207645396,539998,1,0.05888,-2.3059957,-3.0304105,-0.009750469,67230,8.032113639744162
-3.2445698,23206.95682501793,67363,0.004003847177332934,0.0,3.5733354,0.7629704,0.00679,1.501959,-0.092488445,23.31188893395901,1.0,0.027869422,0.8586842,-6.52,3.5570798,-7.0322729094606835,540998,1,0.03189,-2.3016171,-3.0201874,-0.009707943,67363,8.03104077906269
-3.2448335,23249.71270442009,67475,0.004041189368614833,0.0,3.579961,0.76294947,0.00678,1.4720299,-0.08204041,23.312029997556003,1.0,0.026600871,0.8666284,-8.11,3.56159,-7.033819933308632,541998,1,0.07684,-2.2604818,-2.9920604,-0.009711176,67475,8.032589848091886
-3.245795,23292.039617061615,67589,0.004018432207196755,0.0,3.5774813,0.7629412,0.00676,1.4942833,-0.08733663,23.312599880787143,1.0,0.028130298,0.8585445,-7.83,3.5558183,-7.034946514965453,542998,1,0.23486,-2.2976496,-3.02466,-0.009788843,67589,8.033718504490375
-3.2471054,23335.222158908844,67696,0.003773566284699621,0.0,3.5664313,0.7629208,0.00675,1.4715542,-0.07780198,23.31231287602352,1.0,0.027858248,0.8617846,-7.85,3.5534322,-7.037151382651856,543998,1,0.00424,-2.3048222,-3.0229123,-0.009780436,67696,8.035925313164736
-3.2473838,23378.921972990036,67818,0.004113211315697543,0.0,3.568538,0.7629251,0.00673,1.4957827,-0.06382883,23.31151113937773,1.0,0.028681941,0.86360615,-6.97,3.5446754,-7.037335220737857,544998,1,0.02624,-2.2913926,-3.0160565,-0.009783727,67818,8.03611135686691
-3.248365,23422.430706501007,67923,0.0038839880776950593,0.0,3.5428882,0.76291955,0.00672,1.5120467,-0.079479754,23.310902563518127,1.0,0.028677821,0.867673,-8.7,3.5269663,-7.0396331139672865,545998,1,0.05229,-2.2795556,-3.012989,-0.009813951,67923,8.038411142028474
-3.2483647,23465.305502176285,68048,0.0039016118377749242,0.0,3.559719,0.7629218,0.00671,1.5342207,-0.0662378,23.310925994518538,1.0,0.028892387,0.86226255,-6.91,3.5427473,-7.039545614860098,546998,1,0.03908,-2.3017492,-3.03296,-0.009848011,68048,8.038325887608746
-3.2487118,23507.325133562088,68164,0.003802947060624919,0.0,3.5714943,0.76291,0.00669,1.503141,-0.081140704,23.31179736045797,1.0,0.028441913,0.8632842,-7.57,3.55427,-7.040285194530838,547998,1,0.04423,-2.2604504,-2.9864597,-0.009895068,68164,8.039067542984567
-3.2490091,23551.034890174866,68280,0.0041400654228537954,0.0,3.5809746,0.76290995,0.00668,1.4695656,-0.08069137,23.310992597995497,1.0,0.027857909,0.86422986,-7.68,3.5692623,-7.041622729935559,548998,1,0.10422,-2.327278,-3.0458307,-0.009899635,68280,8.040407147041593
-3.2495048,23592.883239984512,68388,0.0038917607133389753,0.0,3.561212,0.7628842,0.00667,1.505005,-0.098918,23.312029920441425,1.0,0.027595727,0.86122996,-8.29,3.5423543,-7.043428671696789,549998,1,0.12897,-2.2846735,-3.0037963,-0.009941725,68388,8.04221500848102
-3.2492437,23635.32682776451,68509,0.0037355187511290545,0.0,3.5689535,0.7628856,0.00665,1.5018435,-0.07150205,23.31247644744817,1.0,0.027605314,0.86347944,-6.9,3.5506887,-7.043921236625844,550998,1,0.03574,-2.285911,-3.0071988,-0.009988762,68509,8.042709716971492
-3.2498376,23677.841342687607,68613,0.0040342082809891495,0.0,3.5758219,0.7628754,0.00664,1.4918247,-0.097223885,23.312851539588205,1.0,0.028495587,0.8640401,-8.67,3.5597723,-7.046317753195458,551998,1,0.03811,-2.310317,-3.04003,-0.009924977,68613,8.04510806989929
-3.2500815,23720.82549071312,68724,0.003668011192986933,0.0,3.5649748,0.7628648,0.00663,1.4910356,-0.08074815,23.312763723863778,1.0,0.028786827,0.86804134,-8.21,3.551354,-7.047610732786217,552998,1,0.09418,-2.2914963,-3.0177064,-0.009939131,68724,8.046403003317618
-3.2512121,23763.10150909424,68832,0.004084594427741423,0.0,3.5524247,0.76285064,0.00661,1.4999688,-0.10141017,23.313370932998062,1.0,0.02722682,0.8609098,-8.13,3.5402677,-7.049729776847978,553998,1,0.06977,-2.3487444,-3.0670207,-0.010011088,68832,8.048523942352395
-3.2503536,23805.31515455246,68966,0.0039612396907354784,0.0,3.5776343,0.7628457,0.0066,1.4950742,-0.08913798,23.314037070996886,1.0,0.027644739,0.8626649,-6.4,3.5621238,-7.048560160078879,554998,1,0.01077,-2.3360462,-3.0589757,-0.01005884,68966,8.04735666850332
-3.2516286,23848.683875083923,69071,0.0037287463758829582,0.0,3.583198,0.7628407,0.00659,1.5169066,-0.086869545,23.313571638260623,1.0,0.027376361,0.86474574,-8.33,3.5618124,-7.050802797121802,555998,1,0.08081,-2.2988224,-3.0258577,-0.010153311,69071,8.04960113506392
-3.2520647,23892.20930123329,69195,0.0037657995945873,0.0,3.5615163,0.7628112,0.00658,1.5167316,-0.07070202,23.312954987852393,1.0,0.027735407,0.8629954,-6.63,3.5448573,-7.0505383336946315,556998,1,0.13065,-2.2980032,-3.0184917,-0.010179324,69195,8.049338825059614
-3.2523553,23935.156013011932,69308,0.004002297604220995,0.0,3.5402253,0.76280725,0.00656,1.4890562,-0.088902175,23.312904235788313,1.0,0.02994389,0.86133593,-7.99,3.5306864,-7.052129624285797,557998,1,0.04496,-2.312384,-3.0347157,-0.010090497,69308,8.050932071333756
-3.2534873,23978.25997686386,69408,0.0037475059444353046,0.0,3.546483,0.7628216,0.00655,1.5042093,-0.08159474,23.312700777260982,1.0,0.028445365,0.8686835,-9.06,3.53646,-7.0550224757952975,558998,1,0.00167,-2.3036206,-3.0217605,-0.010135294,69408,8.05382664822499
-3.2544158,24021.482614040375,69514,0.0039638513796021145,0.0,3.5667737,0.76280963,0.00654,1.5090971,-0.100737125,23.31238287817778,1.0,0.0266112,0.85542935,-8.19,3.5579915,-7.057024484276549,559998,1,0.03766,-2.3210933,-3.0421314,-0.010016994,69514,8.055830480191041
-3.254873,24064.402403593063,69627,0.003965779656911037,0.0,3.5695243,0.7628087,0.00652,1.5411518,-0.09225035,23.312359500613955,1.0,0.0275024,0.86097676,-7.47,3.5486333,-7.058296350553665,560998,1,0.07837,-2.3075366,-3.038975,-0.0099541135,69627,8.057104284257544
-3.2551224,24107.577461481094,69750,0.0037826079244637346,0.0,3.581993,0.76279473,0.00651,1.5060704,-0.084177494,23.312089358541154,1.0,0.02794133,0.8666141,-6.88,3.5718496,-7.058465949820788,561998,1,0.01098,-2.3275452,-3.0348482,-0.009951183,69750,8.057275985663082
-3.2554586,24150.88751101494,69865,0.0036143874784416324,0.0,3.5742927,0.76277626,0.0065,1.5516461,-0.109963335,23.311689880681328,1.0,0.028265169,0.8610506,-7.85,3.5571785,-7.059557718457024,562998,1,0.087,-2.3042042,-3.0261078,-0.00984095,69865,8.058369713017964
-3.2555225,24194.048649549484,69994,0.003587644383530891,0.0,3.5867257,0.7627524,0.00648,1.5184731,-0.11021038,23.311435310786738,1.0,0.02674392,0.85892045,-6.72,3.574401,-7.05889076206532,563998,1,0.01753,-2.3369925,-3.0589876,-0.009764648,69994,8.05770494613824
-3.2565663,24237.393183469772,70111,0.003961099624731063,0.0,3.5703554,0.76273894,0.00647,1.515369,-0.09493115,23.311005260472328,1.0,0.027268425,0.86015224,-7.68,3.55172,-7.0596910613170545,564998,1,0.03612,-2.3310032,-3.0558703,-0.009710589,70111,8.058507224258676
-3.2565446,24280.587025403976,70228,0.003983088245338268,0.0,3.5810692,0.7627217,0.00646,1.4940405,-0.09102503,23.310721417394685,1.0,0.027978182,0.861696,-7.61,3.5593996,-7.060616847980862,565998,1,0.04286,-2.3394148,-3.0692089,-0.009690947,70228,8.059434983197585
-3.2575188,24323.053726673126,70335,0.003896398678331779,0.0,3.5814815,0.76272243,0.00645,1.5386275,-0.077617176,23.311135450817968,1.0,0.028457401,0.8622963,-8.09,3.572393,-7.062500888604536,566998,1,0.01476,-2.3422892,-3.0613353,-0.009704293,70335,8.061320821781475
-3.2577922,24366.369138002396,70447,0.003667489563621265,0.0,3.5828218,0.7627093,0.00643,1.5241859,-0.09560796,23.310736071634743,1.0,0.026505757,0.863148,-8.08,3.5677946,-7.063906198986472,567998,1,0.06764,-2.3052292,-3.0298913,-0.0096667,70447,8.06272800828992
-3.2584383,24409.122015953064,70565,0.0036524476601131352,0.0,3.5890613,0.76269656,0.00642,1.5255693,-0.10729826,23.310875320633006,1.0,0.028862782,0.8624922,-7.21,3.5719028,-7.064352015871891,568998,1,0.11055,-2.2866087,-3.0207436,-0.009673152,70565,8.063175795365975
-3.258631,24451.439026355743,70679,0.0035831365800358408,0.0,3.5755575,0.7626827,0.00641,1.5242141,-0.092668,23.311429621201842,1.0,0.028220834,0.86166835,-7.54,3.564659,-7.065564028919481,569998,1,0.00722,-2.3265972,-3.0552607,-0.009651305,70679,8.064389705570255
-3.2594862,24493.30444407463,70781,0.0036921844157535803,0.0,3.5941873,0.7626705,0.00639,1.542798,-0.09405833,23.312411818656614,1.0,0.02723156,0.85966957,-8.71,3.5777063,-7.068238651615546,570998,1,0.04513,-2.3436294,-3.072163,-0.00969115,70781,8.067066020542235
-3.2603872,24535.311378479004,70896,0.0038953796185884075,0.0,3.5865524,0.7626612,0.00638,1.5340936,-0.11221349,23.31325619538395,1.0,0.028205678,0.8586446,-7.21,3.5699031,-7.069298691040397,571998,1,0.00653,-2.340297,-3.067985,-0.009633752,70896,8.068127962085308
-3.260859,24577.889389514923,71014,0.0038719920857183355,0.0,3.5842314,0.76265085,0.00637,1.494553,-0.097125344,23.31355597378693,1.0,0.027947627,0.85937274,-7.38,3.565022,-7.06987354606134,572998,1,0.09568,-2.3259683,-3.059973,-0.009664836,71014,8.06870476244121
-3.2606366,24620.742062091827,71138,0.003640485782102085,0.0,3.5849895,0.7626388,0.00636,1.5825249,-0.09412106,23.31359463303,1.0,0.027975388,0.856511,-6.99,3.5610135,-7.069962607888892,573998,1,0.06441,-2.292936,-3.020298,-0.009686306,71138,8.068795861564846
-3.260704,24663.02817773819,71255,0.003852911311938817,0.0,3.5741158,0.7626117,0.00634,1.5405966,-0.089775555,23.314168716679145,1.0,0.029028568,0.8608184,-7.36,3.5585246,-7.070675742053189,574998,1,0.11577,-2.2906885,-3.0188785,-0.009555944,71255,8.069510911514982
-3.2613988,24704.98250246048,71355,0.003880402672615637,0.0,3.5845556,0.76260346,0.00633,1.5517834,-0.07163451,23.315053954911072,1.0,0.026662903,0.8646217,-9.07,3.5719543,-7.073477682012473,575998,1,0.00368,-2.3310375,-3.0563917,-0.009591951,71355,8.072314483918436
-3.2613783,24747.543914079666,71482,0.0039032952737088327,0.0,3.5799265,0.762588,0.00632,1.5648304,-0.10451243,23.31536422374939,1.0,0.027994823,0.8591155,-6.97,3.5627205,-7.0729274502672,576998,1,0.19354,-2.3300648,-3.0611238,-0.00961572,71482,8.071766318793543
-3.2611585,24789.52949810028,71586,0.0036663893435302246,0.0,3.5988524,0.76256794,0.00631,1.5586296,-0.08685281,23.31621501909886,1.0,0.028075412,0.86042887,-8.6,3.5786104,-7.075266113485877,577998,1,0.05097,-2.36263,-3.088086,-0.009547853,71586,8.07410666890174
-3.261332,24831.657415390015,71705,0.0038073154934464225,0.0,3.5974984,0.7625612,0.00629,1.5182701,-0.10887346,23.316929285644548,1.0,0.026900643,0.8570802,-7.88,3.5718687,-7.0758942891011785,578998,1,0.02808,-2.3102865,-3.037049,-0.009610359,71705,8.074736768705112
-3.262451,24873.341261148453,71812,0.003475327983593513,0.0,3.5762358,0.7625569,0.00628,1.5485466,-0.075300395,23.31805742986137,1.0,0.02818788,0.86235327,-8.15,3.5555036,-7.077507937392079,579998,1,0.11868,-2.326361,-3.0564284,-0.009610757,71812,8.076352141703337
-3.2624059,24915.803866386414,71934,0.0036111466446268887,0.0,3.5731378,0.7625465,0.00627,1.5369496,-0.09269323,23.318452943186667,1.0,0.028206306,0.8605592,-7.18,3.5588086,-7.078002057441544,580998,1,0.00584,-2.3288705,-3.0393488,-0.009537258,71934,8.07684822198126
-3.262333,24957.948570489883,72049,0.00364002648487467,0.0,3.576952,0.76251763,0.00626,1.5557618,-0.10503319,23.3191441338312,1.0,0.029691229,0.85839194,-7.76,3.5614588,-7.07890463434607,581998,1,0.02477,-2.3154354,-3.0342836,-0.009545297,72049,8.07775264056406
-3.262443,25001.363579511642,72167,0.003301321954458558,0.0,3.5816956,0.76249737,0.00624,1.5228505,-0.096322216,23.318648126767005,1.0,0.026939742,0.8575426,-7.83,3.5718377,-7.079620879349287,582998,1,0.06151,-2.347395,-3.064466,-0.009528022,72167,8.078470769188133
-3.2619982,25044.648567199707,72284,0.0035505225518209144,0.0,3.5819445,0.7624691,0.00623,1.586539,-0.09782902,23.318274897450397,1.0,0.0291907,0.85946876,-7.48,3.5626485,-7.080391234574733,583998,1,0.00193,-2.307683,-3.0341563,-0.009451458,72284,8.079242985999668
-3.2624204,25086.867436647415,72396,0.003470641006766473,0.0,3.5961015,0.7624694,0.00622,1.5174572,-0.09834468,23.318893898463497,1.0,0.027472533,0.86147076,-8.09,3.5796974,-7.081565279849715,584998,1,0.1327,-2.2902205,-3.0045226,-0.009459411,72396,8.080418807668933
-3.262972,25129.22705435753,72507,0.003786292139662721,0.0,3.6030064,0.76245177,0.00621,1.5156654,-0.109228335,23.3193802074539,1.0,0.030028958,0.85822195,-7.67,3.5864277,-7.083067841725627,585998,1,0.04674,-2.3137083,-3.0471125,-0.009366227,72507,8.081923124663826
-3.2635295,25171.132214784622,72627,0.0036394888204722554,0.0,3.5832267,0.7624411,0.00619,1.6016054,-0.09159801,23.320285912892643,1.0,0.028091585,0.86245936,-7.53,3.570394,-7.083508887879163,586998,1,0.06531,-2.2906942,-3.0074925,-0.009245269,72627,8.08236606220827
-3.262962,25213.29793190956,72757,0.003644583937735127,0.0,3.579406,0.76243365,0.00618,1.5423039,-0.113486044,23.320947604233826,1.0,0.027902432,0.8568242,-6.75,3.5594182,-7.0827549239248455,587998,1,0.06258,-2.3120446,-3.0306535,-0.009253755,72757,8.081614140220186
-3.2639902,25256.042227506638,72860,0.0036860137591125165,0.0,3.5888727,0.7624132,0.00617,1.5537883,-0.090646185,23.321072822665606,1.0,0.027682213,0.85714054,-8.76,3.572874,-7.085094702168543,588998,1,0.06769,-2.3611681,-3.0811353,-0.009204621,72860,8.083955531155642
-3.2646167,25298.224956035614,72967,0.003423493901098035,0.0,3.6149325,0.7623973,0.00616,1.5712537,-0.0857504,23.321715299208734,1.0,0.027539821,0.85759985,-8.66,3.5892007,-7.086929707950169,589998,1,0.14538,-2.3129544,-3.0456371,-0.009151762,72967,8.085792207436238
-3.2651289,25340.773557424545,73075,0.003527132246493939,0.0,3.5879562,0.7623875,0.00614,1.584593,-0.095150255,23.322018906042615,1.0,0.028646246,0.8571261,-8.45,3.5594985,-7.088717071501882,590998,1,0.00402,-2.3056536,-3.0480502,-0.009235647,73075,8.087581252138214
-3.2652423,25383.366859436035,73199,0.003488023719586005,0.0,3.602752,0.76237583,0.00613,1.5644945,-0.09920537,23.32228042395921,1.0,0.028021628,0.859575,-7.18,3.587674,-7.088553122310414,591998,1,0.13075,-2.332193,-3.054921,-0.009222436,73199,8.087419227038621
-3.2651105,25433.74398112297,73315,0.0035707783406596135,0.0,3.5924876,0.76235026,0.00612,1.5500714,-0.06117694,23.31540336492046,1.0,0.029087026,0.86426234,-7.71,3.5776465,-7.089449635136057,592998,1,0.07201,-2.3496494,-3.070426,-0.009257937,73315,8.088317533928937
-3.2651274,25477.44124007225,73431,0.0034227695217145917,0.0,3.6131163,0.7623364,0.00611,1.5763317,-0.10727618,23.31466470289524,1.0,0.028322391,0.85462886,-7.32,3.5948448,-7.090193515000476,593998,1,0.02147,-2.3352566,-3.0690675,-0.009286044,73431,8.089063202189811
-3.2652652,25520.185616731644,73551,0.0035122468035969647,0.0,3.6051257,0.76232594,0.00609,1.53166,-0.08877194,23.31479907457668,1.0,0.02940955,0.85884994,-7.59,3.5830007,-7.0906309907411185,594998,1,0.08294,-2.2778096,-3.002771,-0.009252002,73551,8.089502522059524
-3.2652144,25563.061225414276,73677,0.003638638306612768,0.0,3.6060576,0.76230776,0.00608,1.5443196,-0.10341593,23.31481330598508,1.0,0.02826827,0.8618403,-6.81,3.5885537,-7.090367414525565,595998,1,0.02973,-2.3300555,-3.0654275,-0.009217435,73677,8.089240875714266
-3.264828,25607.109521865845,73786,0.0034271141179481727,0.0,3.5913115,0.7622738,0.00607,1.5213509,-0.12422049,23.313759777932958,1.0,0.0270288,0.8561097,-8.25,3.5727801,-7.092077087794433,596998,1,0.13455,-2.341456,-3.0620427,-0.0092941215,73786,8.090952213156967
-3.2653918,25650.536453723907,73892,0.003511501029155613,0.0,3.5735073,0.76224744,0.00606,1.5062693,-0.11076453,23.313274600663703,1.0,0.03017011,0.85673696,-8.41,3.55505,-7.093893790938126,597998,1,0.06838,-2.277878,-2.9990678,-0.009344611,73892,8.092770529962648
-3.2650218,25693.363314151764,74013,0.0035611609880167477,0.0,3.6025994,0.76221496,0.00605,1.5611821,-0.094050676,23.31333553634355,1.0,0.030483533,0.8588257,-7.44,3.581192,-7.094064556226609,598998,1,0.01902,-2.3593764,-3.083965,-0.009368071,74013,8.092943131612014
-3.264781,25749.43040204048,74134,0.003364577482816388,0.0,3.6251936,0.7621907,0.00603,1.5540851,-0.08633261,23.301408638245213,1.0,0.029930636,0.8598717,-7.56,3.606363,-7.0945315239970865,599998,1,0.11187,-2.3192203,-3.0447075,-0.009344081,74134,8.093411929748834
-3.2658427,25801.739162683487,74233,0.003486029148637788,0.0,3.6034513,0.7621632,0.00602,1.5654387,-0.09456646,23.292925961720083,1.0,0.029286824,0.8576315,-9.01,3.5814276,-7.097032317163525,600998,1,0.16941,-2.3238769,-3.055582,-0.009385151,74233,8.095914216049465
-3.2659771,25845.651040792465,74345,0.003571108409699576,0.0,3.5971854,0.7621373,0.00601,1.5564939,-0.09135876,23.29204240395648,1.0,0.027883757,0.8567153,-7.64,3.5750875,-7.098352276548524,601998,1,0.09442,-2.3182898,-3.0460274,-0.009392643,74345,8.097235859842625
