,desired_goal_x,desired_goal_y,desired_goal_z,achieved_goal_x,achieved_goal_y,achieved_goal_z,episode_length,starting_position_x,starting_position_y,starting_position_z,B_desired_1,B_desired_2,B_desired_3,B_achieved_1,B_achieved_2,B_achieved_3,B_starting_1,B_starting_2,B_starting_3,alpha_desired_1,alpha_desired_2,alpha_desired_3,alpha_achieved_1,alpha_achieved_2,alpha_achieved_3,alpha_starting_1,alpha_starting_2,alpha_starting_3,system_id
0,-0.03512218944587852,-0.09286729557692033,0.13163034286701997,-0.03576606300755228,-0.09344637867620405,0.13177271269592,23.0,0.0,-0.1376789076681183,0.2088283175114893,-0.24445265531539917,-0.17529074847698212,-0.1358025223016739,-0.22315813868772238,-0.17067370761651546,-0.10370652540586889,0.0,0.0,0.0,2.6018764972686768,-0.36549583077430725,-0.5543349385261536,-1.0808395221829414,-0.22267572581768036,1.5035642683506012,0.0,0.0,0.0,0.0
1,0.0194915976901254,0.0530606292866187,0.09231883363704008,0.019093254790961647,0.053859718562317756,0.09259431480212672,10.0,-0.03576606300755228,-0.09344637867620405,0.13177271269592,-0.31328028440475464,-0.24104762077331543,-0.12577803432941437,-0.3133672714466229,-0.21813607832882553,-0.13229581352788955,-0.22315813868772238,-0.17067370761651546,-0.10370652540586889,-3.1272923946380615,2.69077205657959,-1.0641505718231201,-4.1412874683737755,2.8100239485502243,5.259391851723194,-1.0808395221829414,-0.22267572581768036,1.5035642683506012,0.0
2,0.10924972471027894,-0.03308981307764339,0.20941692204730036,0.11001932446021802,-0.03353089652344418,0.20930527172725027,17.0,0.019093254790961647,0.053859718562317756,0.09259431480212672,-0.11836373060941696,-0.06867370009422302,-0.03023262694478035,-0.16116330691147596,-0.11222254717722535,-0.04136716073844582,-0.3133672714466229,-0.21813607832882553,-0.13229581352788955,1.1568818092346191,1.5994632244110107,-0.08595485240221024,-7.450275681912899,1.2999895960092545,1.8671698495745659,-4.1412874683737755,2.8100239485502243,5.259391851723194,0.0
3,-0.0658426108372039,-0.04954865806467333,0.10636028109343867,-0.06679796379735513,-0.049601236503391564,0.10626791037348703,13.0,0.11001932446021802,-0.03353089652344418,0.20930527172725027,-0.2732231318950653,-0.19806788861751556,-0.1293799728155136,-0.2748482779134065,-0.2035743067972362,-0.12829780287574977,-0.16116330691147596,-0.11222254717722535,-0.04136716073844582,-1.365390419960022,-0.8916617035865784,1.0247552394866943,-8.045969605445862,-0.8362002670764923,1.0092538222670555,-7.450275681912899,1.2999895960092545,1.8671698495745659,0.0
4,-0.09153376933456986,0.03594439501997327,0.15362634866968788,-0.09159468448990843,0.03629985236518299,0.1535336060289375,5.0,-0.06679796379735513,-0.049601236503391564,0.10626791037348703,-0.21628259122371674,-0.14106787741184235,-0.13235878944396973,-0.22908268496394157,-0.17736881331074983,-0.0911524664843455,-0.2748482779134065,-0.2035743067972362,-0.12829780287574977,-0.6711859703063965,-2.0499136447906494,-1.6568254232406616,-10.592792704701424,-1.835063099861145,-1.5713981166481972,-8.045969605445862,-0.8362002670764923,1.0092538222670555,0.0
5,0.003893871614387024,0.07375418936254419,0.21174470941913387,0.003175210679289324,0.07331834855153149,0.21224767405219122,4.0,-0.09159468448990843,0.03629985236518299,0.1535336060289375,-0.17834079265594482,-0.17494681477546692,-0.043470583856105804,-0.19068200257606804,-0.14931667188648134,-0.05278725235257298,-0.22908268496394157,-0.17736881331074983,-0.0911524664843455,-0.8224237561225891,2.623425245285034,-2.774071455001831,-12.7579116076231,-3.3758141100406647,-1.4612716808915138,-10.592792704701424,-1.835063099861145,-1.5713981166481972,0.0
6,0.05867207692397462,0.02343838417058881,0.21017056139275234,0.058949855480451,0.023458596575900076,0.20925892955293554,2.0,0.003175210679289324,0.07331834855153149,0.21224767405219122,-0.18474562466144562,-0.0891183614730835,-0.0737343430519104,-0.19579434243496507,-0.14253189612645656,-0.042590328375808895,-0.19068200257606804,-0.14931667188648134,-0.05278725235257298,2.2189154624938965,1.6582515239715576,-2.439345359802246,-12.942230701446533,-4.316535368561745,-2.025170661509037,-12.7579116076231,-3.3758141100406647,-1.4612716808915138,0.0
7,0.052764090820837405,-0.03572168435810986,0.2350090457473134,0.05261091347741801,-0.036565170681030545,0.23504902683045018,3.0,0.058949855480451,0.023458596575900076,0.20925892955293554,-0.168527290225029,-0.12173204123973846,-0.008991138078272343,-0.17129192303400487,-0.12097438855562359,-0.018372282502241433,-0.19579434243496507,-0.14253189612645656,-0.042590328375808895,2.5175187587738037,0.550618052482605,-2.738520622253418,-14.226274080574512,-5.373773202300072,-3.2177941873669624,-12.942230701446533,-4.316535368561745,-2.025170661509037,0.0
8,-0.06259698986008373,0.03977912210874183,0.21014241281555399,-0.0625744271874907,0.03927273175512857,0.2106456704420303,5.0,0.05261091347741801,-0.036565170681030545,0.23504902683045018,-0.17906630039215088,-0.08464986085891724,-0.08210264891386032,-0.19174676737748086,-0.13605446263682097,-0.010450672125443816,-0.17129192303400487,-0.12097438855562359,-0.018372282502241433,-2.684554100036621,-2.4041671752929688,-0.7059805989265442,-16.983405239880085,-8.417144492268562,-0.6708404794335365,-14.226274080574512,-5.373773202300072,-3.2177941873669624,0.0
9,-0.012757345057811058,-0.08788188059406589,0.16725238777898907,-0.013037507046037138,-0.08868950491028545,0.16755622200695594,8.0,-0.0625744271874907,0.03927273175512857,0.2106456704420303,-0.213094100356102,-0.11872357130050659,-0.07007348537445068,-0.21495475724805146,-0.14547354192472994,-0.056026505189947784,-0.19174676737748086,-0.13605446263682097,-0.010450672125443816,-0.785724937915802,-0.07772393524646759,-0.37466275691986084,-20.508843958377838,-6.421467587351799,0.799737311899662,-16.983405239880085,-8.417144492268562,-0.6708404794335365,0.0
