reference_actor_Q_std,total/epochs,train/loss_critic,rollout/Q_mean,reference_Q_mean,reference_action_std,reference_Q_std,success rate,rollout/goal_tolerance,total/episodes,reference_actor_Q_mean,total/steps_per_second,errors,total/steps,rollout/return_history,rollout/actions_mean,rollout/return,rollout/episode_steps,train/loss_actor,total/duration,rollout/actions_std,rollout/episodes,train/param_noise_distance,reference_action_mean,rollout/error
3.37652,1,0.058797926,-3.7880566,-2.1100495,0.82046044,3.3678703,1.0,0.00873,36175,-1.3833401,25.020442054808342,0.005881013700846446,414998,-8.58,-0.00019190671,-10.475687629578438,11.471845196959226,1.2754,16586.357630729675,0.7668716,36175,0.0,-0.11979256,0.16538
3.4548745,1,0.059733152,-3.7877247,-2.0681767,0.8249903,3.4342158,1.0,0.00871,36276,-1.3520284,25.020334981143048,0.0059263341754811115,415998,-8.75,-0.0002557044,-10.471110376006175,11.467278641526077,1.3094287,16626.3961019516,0.76682544,36276,0.0,-0.117380776,0.04548
3.4376452,1,0.05732443,-3.7882583,-2.0966864,0.8186654,3.4213023,1.0,0.0087,36357,-1.369765,25.020556837779118,0.005746943550596525,416998,-10.64,-0.00019862635,-10.472921308138735,11.469098110405149,1.2228106,16666.21581220627,0.7667842,36357,0.0,-0.11488368,0.02235
3.4474418,1,0.055799924,-3.7874959,-2.0349092,0.8232968,3.4291422,1.0,0.00868,36451,-1.3015411,25.020096492157037,0.005838381911346431,417998,-10.04,-3.9475617e-05,-10.471262791144277,11.467449452689912,1.2397989,16706.490325927734,0.7667355,36451,0.0,-0.12221905,0.00518
3.428478,1,0.056664214,-3.7871633,-2.0732985,0.81664,3.4335072,1.0,0.00866,36541,-1.3609076,25.02088338160339,0.0057948551993504595,418998,-9.67,4.0388164e-05,-10.46960947976246,11.465805533510304,1.3140396,16745.931532859802,0.76668245,36541,0.0,-0.123967804,0.03117
3.4182158,1,0.059842736,-3.7869432,-2.0912685,0.8264026,3.4064667,1.0,0.00864,36634,-1.3674054,25.021250229497962,0.005612356278031722,419998,-9.64,8.163301e-05,-10.468062455642299,11.46426816618442,1.2848792,16785.65204167366,0.76665515,36634,0.0,-0.091045745,0.02785
3.4190521,1,0.05802342,-3.787975,-2.0714126,0.8166064,3.4120414,1.0,0.00863,36728,-1.3531663,25.021776981780118,0.005673371302281791,420998,-9.5,0.00019861084,-10.465720975822261,11.461936397299063,1.3197175,16825.26386141777,0.76659983,36728,0.0,-0.09396837,0.17116
3.4497821,1,0.05561561,-3.789166,-2.0775042,0.8305848,3.4390197,1.0,0.00861,36817,-1.3919992,25.021816890302375,0.005549312418748332,421998,-10.74,0.00022269241,-10.465763098568596,11.461987668739985,1.3611591,16865.202149391174,0.76657754,36817,0.0,-0.11353683,0.09659
3.4279954,1,0.063347414,-3.7897866,-2.072932,0.8260396,3.4157662,1.0,0.00859,36907,-1.3638636,25.02146050390603,0.005461377710650751,422998,-10.03,0.00013856101,-10.464789877259056,11.461023654049367,1.3488107,16905.40805697441,0.76654494,36907,0.0,-0.13329852,0.01754
3.4164913,1,0.058140058,-3.7898388,-2.0770392,0.81943864,3.42099,1.0,0.00858,36997,-1.3602769,25.021657926643492,0.005468652421205403,423998,-9.85,0.00010366569,-10.463605157174905,11.45984809579155,1.2979873,16945.240049362183,0.76650727,36997,0.0,-0.12613647,0.03563
3.413471,1,0.060567662,-3.7907443,-2.104371,0.82681656,3.3885527,1.0,0.00856,37086,-1.3944111,25.021019260343834,0.005346365641089501,424998,-10.55,-4.7320675e-05,-10.463490265868522,11.459742220784124,1.3323708,16985.6389772892,0.76647884,37086,0.0,-0.086172424,0.08527
3.4034314,1,0.05982176,-3.791053,-2.0944595,0.8201269,3.4070084,1.0,0.00854,37175,-1.3961232,25.021252654692834,0.005352134226213201,425998,-10.43,-0.000100988,-10.462811028917283,11.459071956960322,1.3253806,17025.44656252861,0.7664381,37175,0.0,-0.14472875,0.12213
3.4044845,1,0.057725135,-3.7917972,-2.080177,0.81649375,3.3907137,1.0,0.00852,37261,-1.3570607,25.020349638110645,0.005568781038163919,426998,-10.5,-6.960858e-05,-10.463218915219667,11.459488473202544,1.3327583,17066.02849984169,0.7663793,37261,0.0,-0.12723854,0.12965
3.4234557,1,0.06076104,-3.7919137,-2.105868,0.82402176,3.4143436,1.0,0.00851,37351,-1.3936414,25.02107724910834,0.005595400410311147,427998,-10.67,-6.149203e-05,-10.461968889721827,11.458247436480951,1.3135954,17105.498525857925,0.76632446,37351,0.0,-0.12777914,0.13847
3.4217358,1,0.05815493,-3.7921789,-2.09342,0.8203524,3.4060779,1.0,0.00849,37442,-1.3664429,25.02081052233364,0.0052406846534719265,428998,-10.48,-0.00016664469,-10.46119331232306,11.457480903797874,1.3044143,17145.647604703903,0.7662741,37442,0.0,-0.12750266,0.27737
3.4291058,1,0.05870235,-3.7931268,-2.1004996,0.8248576,3.412694,1.0,0.00847,37530,-1.3902801,25.020619095520555,0.005576140605726024,429998,-10.24,-0.00011106615,-10.460964561683987,11.457260857980282,1.3127977,17185.74581861496,0.7662235,37530,0.0,-0.12279168,0.0739
3.4440916,1,0.05836114,-3.7936065,-2.0917563,0.82421887,3.436264,1.0,0.00846,37620,-1.3872182,25.01954161425982,0.005388136963811062,430998,-9.98,-7.639285e-05,-10.460047846889951,11.456353003721425,1.2242992,17226.45469069481,0.76618475,37620,0.0,-0.13838248,0.0117
3.4294012,1,0.061674282,-3.7921991,-2.1276784,0.81877226,3.4080055,1.0,0.00844,37727,-1.4141778,25.018923573059304,0.005794572357618417,431998,-8.05,-1.9706486e-05,-10.45365388183529,11.449969517851937,1.3132254,17266.84998011589,0.76614463,37727,0.0,-0.13400818,0.10378
3.413026,1,0.064401194,-3.7935417,-2.1314847,0.8251668,3.3997488,1.0,0.00842,37807,-1.4314017,25.01884234585334,0.005751455922816448,432998,-11.02,-1.9615297e-07,-10.456502764038406,11.452826196207052,1.3139125,17306.87591433525,0.7661227,37807,0.0,-0.1422119,0.12481
3.4554663,1,0.055986177,-3.7950652,-2.1518576,0.8185288,3.4427464,1.0,0.00841,37887,-1.4316926,25.01917734352893,0.005384945871947593,433998,-11.59,-0.00010167129,-10.458758941061578,11.455090136458416,1.3054724,17346.61352133751,0.7660687,37887,0.0,-0.1246837,0.10317
3.3907444,1,0.06456111,-3.7953906,-2.1236873,0.81486183,3.382381,1.0,0.00839,37969,-1.3984296,25.01721496862346,0.005475875245749722,434998,-10.83,-5.3639615e-06,-10.460270220442993,11.456609339197767,1.312784,17387.9466817379,0.7660001,37969,0.0,-0.09267581,0.08127
3.411783,1,0.057538792,-3.7951007,-2.1319816,0.8225661,3.38723,1.0,0.00837,38069,-1.4124693,25.016593419171596,0.005319265257714351,435998,-8.92,-4.6717363e-05,-10.45622422443458,11.452572959625943,1.3100978,17428.352161884308,0.7659535,38069,0.0,-0.10610598,0.01938
3.382595,1,0.05860496,-3.7953336,-2.1224356,0.81536376,3.3773844,1.0,0.00836,38162,-1.3892148,25.015540144310872,0.005581384616621809,436998,-9.73,-7.670397e-05,-10.454535925790053,11.450893559037786,1.3058336,17469.0611307621,0.7659334,38162,0.0,-0.10481236,0.2443
3.4168787,1,0.061643086,-3.7953038,-2.109482,0.8200176,3.4067295,1.0,0.00834,38259,-1.3915422,25.01514775655873,0.005375103643360988,437998,-9.35,-0.00012882378,-10.451841396795524,11.448208264722027,1.3082324,17509.310928821564,0.7659082,38259,0.0,-0.12758683,0.00913
3.3789473,1,0.062031947,-3.7964525,-2.138106,0.816614,3.3638377,1.0,0.00832,38346,-1.423435,25.01446616456046,0.005368334889156874,438998,-10.64,-0.00020192427,-10.452015855630313,11.448390966463256,1.3134825,17549.76488852501,0.76587546,38346,0.0,-0.09274689,0.00331
3.384767,1,0.059694387,-3.7972734,-2.1388326,0.817574,3.3836043,1.0,0.00831,38446,-1.4354961,25.013743591731586,0.005319431630487081,439998,-8.99,-0.00021537198,-10.448213078083546,11.444597617437445,1.3314778,17590.249871492386,0.7658333,38446,0.0,-0.10944448,0.1701
3.3922758,1,0.060674474,-3.798313,-2.1055398,0.81796116,3.3815477,0.99,0.00829,38517,-1.3851428,25.012271250404567,0.0054853116166341765,440998,-12.07,-0.00025362152,-10.452968818963056,11.44933406028507,1.3843704,17631.265692949295,0.76577437,38517,0.0,-0.13731056,0.0568
3.4206128,1,0.06000382,-3.7995803,-2.128976,0.81698745,3.4005067,1.0,0.00827,38595,-1.4060166,25.012301112342605,0.0055780764197812215,441998,-11.7,-0.00018071689,-10.45583624821868,11.452208835341365,1.3902926,17671.224971055984,0.7657208,38595,0.0,-0.11419355,0.03043
3.3976996,1,0.06023542,-3.8000627,-2.1562047,0.81322724,3.377131,1.0,0.00826,38688,-1.4353651,25.011445964506724,0.005212807783925789,442998,-9.39,-0.00025202995,-10.453861662531017,11.450242969396195,1.4396257,17711.810849666595,0.76566267,38688,0.0,-0.12774293,0.12993
3.4163208,1,0.060528103,-3.8007407,-2.1471767,0.82482994,3.414854,1.0,0.00824,38769,-1.465938,25.01159149745382,0.005173025890000294,443998,-11.2,-0.00031374194,-10.45564755345766,11.452036420851712,1.3121359,17751.68925356865,0.7656146,38769,0.0,-0.14540546,0.07001
3.3784747,1,0.062123742,-3.8007994,-2.1268759,0.82627726,3.3769784,1.0,0.00822,38866,-1.4121661,25.010756863321813,0.005332994311760288,444998,-9.2,-0.00028729957,-10.452992332630062,11.449390212525087,1.3396275,17792.264441728592,0.7655695,38866,0.0,-0.107268035,0.07841
3.4189258,1,0.059228588,-3.8002717,-2.1606493,0.818532,3.4062262,1.0,0.00821,38961,-1.456979,25.009841005395074,0.005504302320804579,445998,-9.77,-0.00015167978,-10.450784117450784,11.447190780524114,1.3645102,17832.9002532959,0.76550007,38961,0.0,-0.09078037,0.09244
3.3664346,1,0.059107065,-3.8007536,-2.135563,0.82134926,3.3531055,1.0,0.00819,39037,-1.4067925,25.010336379125434,0.00534019634164827,446998,-11.53,-0.00018757289,-10.454210108358737,11.450623767195225,1.3291168,17872.53050994873,0.76543736,39037,0.0,-0.14925604,0.16763
3.3558798,1,0.05512886,-3.8002074,-2.1552737,0.81237555,3.3388665,1.0,0.00817,39134,-1.4296614,25.01114653595801,0.005125313450813526,447998,-9.26,-0.00022200414,-10.451244442173046,11.44766699034088,1.381569,17911.933759450912,0.7654027,39134,0.0,-0.15880893,0.13795
3.3982677,1,0.056847405,-3.8000212,-2.1500964,0.8130856,3.3960683,1.0,0.00816,39221,-1.4307556,25.01086270898669,0.0053617742069951065,448998,-10.15,-0.0002097989,-10.451263353815557,11.447693837485021,1.3503218,17952.1196539402,0.7653467,39221,0.0,-0.13781865,0.05152
3.4015076,1,0.05929884,-3.80123,-2.1339545,0.8137707,3.3790638,1.0,0.00814,39311,-1.427831,25.01088031013563,0.005495672665064046,449998,-9.79,-0.00019661874,-10.450459159014017,11.44689781486098,1.3360863,17992.089619398117,0.7653223,39311,0.0,-0.15370019,0.06209
3.3810663,1,0.056239337,-3.8024445,-2.1438656,0.81428427,3.3771076,1.0,0.00813,39401,-1.4442918,25.01151535480739,0.005082359064602434,450998,-9.89,-0.00019902717,-10.449531737773153,11.445978528463744,1.3634878,18031.614382505417,0.76527965,39401,0.0,-0.1359045,0.01171
3.3828661,1,0.0645703,-3.8022933,-2.1757169,0.8143225,3.3720353,1.0,0.00811,39494,-1.4613436,25.011601831285873,0.005095654921246815,451998,-9.87,-0.0002427453,-10.447916139160379,11.444371296905858,1.3074489,18071.533484697342,0.7652086,39494,0.0,-0.12196871,0.1315
3.3963459,1,0.059791274,-3.8032591,-2.147375,0.8115164,3.3760488,1.0,0.00809,39574,-1.4364185,25.012028559949247,0.005230159097998935,452998,-11.62,-0.00037022898,-10.450194572193865,11.44665689594178,1.3007182,18111.205930948257,0.7651671,39574,0.0,-0.12872586,0.08335
3.3730724,1,0.05468898,-3.8045702,-2.1438403,0.8175587,3.3740253,1.0,0.00808,39648,-1.4470392,25.011185803974122,0.005014320331256219,453998,-12.44,-0.0004487046,-10.454297820823244,11.450766747376917,1.3607696,18151.798301696777,0.7651089,39648,0.0,-0.107531995,0.00475
3.374898,1,0.057136077,-3.8047354,-2.1800694,0.8205919,3.372074,1.0,0.00806,39733,-1.4571222,25.009848065636703,0.005059181304085111,454998,-11.07,-0.00047692147,-10.454911534492739,11.451388015000125,1.3533572,18192.753462791443,0.7650692,39733,0.0,-0.08607007,0.1598
3.3953443,1,0.06213056,-3.8043802,-2.1764116,0.8190209,3.3839417,1.0,0.00804,39823,-1.4533426,25.01021621756432,0.004901341541759689,455998,-10.2,-0.0005582223,-10.454184767596615,11.450669211259825,1.371921,18232.469325065613,0.76499534,39823,0.0,-0.11528701,0.00587
3.3736255,1,0.05531981,-3.8042943,-2.1579752,0.8204843,3.3710403,1.0,0.00803,39921,-1.4648871,25.00973464064048,0.00528034162004209,456998,-9.18,-0.0007167935,-10.450865459282083,11.447358533102879,1.380999,18272.804832458496,0.7649618,39921,0.0,-0.13558574,0.01045
3.3609767,1,0.061002437,-3.8042238,-2.1637812,0.8201784,3.3657079,1.0,0.00801,40016,-1.4511518,25.008562731606215,0.0051204542376699705,457998,-9.59,-0.0007395633,-10.448845461815274,11.445346861255498,1.3577708,18313.647406101227,0.7649075,40016,0.0,-0.13642062,0.09551
3.3525794,1,0.06042796,-3.8039167,-2.1550057,0.8180277,3.3560796,1.0,0.008,40103,-1.443934,25.008493884221895,0.004994820654834018,458998,-10.15,-0.0006331107,-10.448694611375707,11.445203600728124,1.3476067,18353.684237241745,0.7648612,40103,0.0,-0.13728362,0.14331
3.3744993,1,0.053587966,-3.8038418,-2.1696405,0.81553054,3.3729417,1.0,0.00798,40190,-1.4526178,25.008830166297678,0.005255521316755247,459998,-10.34,-0.00075553847,-10.448992286638468,11.445508833043046,1.365577,18393.423320531845,0.7648106,40190,0.0,-0.12622319,0.08177
3.3941026,1,0.05930836,-3.8047268,-2.1808145,0.8146935,3.38398,1.0,0.00796,40268,-1.4641056,25.009253023464904,0.005102536085823291,460998,-11.4,-0.00084128405,-10.451599284791895,11.44812257872256,1.3873453,18433.097524642944,0.7647744,40268,0.0,-0.13407113,0.12616
3.384952,1,0.057436842,-3.8043787,-2.1478395,0.82267475,3.373123,1.0,0.00795,40367,-1.4370222,25.008493488394432,0.004920721579977506,461998,-9.28,-0.0006853162,-10.448386057918597,11.444917878465082,1.3491983,18473.6437728405,0.7647199,40367,0.0,-0.11635717,0.0305
3.3965304,1,0.060272902,-3.8038902,-2.1257827,0.8156713,3.3728158,1.0,0.00793,40464,-1.4022422,25.007904132377377,0.005421522576975816,462998,-9.23,-0.0006634324,-10.445605970739424,11.442146105179914,1.344295,18514.066494703293,0.7646672,40464,0.0,-0.15297012,0.15619
3.3657472,1,0.05699008,-3.8034546,-2.1432366,0.82320356,3.3549428,1.0,0.00792,40552,-1.4275608,25.00771173732344,0.005202778241922218,463998,-10.18,-0.000619572,-10.445452752022096,11.442000394555139,1.3962845,18554.19659638405,0.76457924,40552,0.0,-0.11054078,0.10537
3.382829,1,0.06060451,-3.8039293,-2.158698,0.8261348,3.37743,1.0,0.0079,40638,-1.4510605,25.00709343589446,0.0050845609635636535,464998,-10.86,-0.00065338024,-10.445814262512918,11.442369211083223,1.3805085,18594.644003391266,0.7645308,40638,0.0,-0.10374534,0.02534
3.378987,1,0.059152838,-3.8046145,-2.1611314,0.82446736,3.3671713,1.0,0.00789,40730,-1.4414923,25.007596507421418,0.004970287067586068,465998,-10.05,-0.00056558097,-10.444635403879204,11.441198134053524,1.3961861,18634.25778889656,0.76448685,40730,0.0,-0.13223617,0.00478
3.3796139,1,0.06197666,-3.8058617,-2.1380515,0.8119095,3.3797703,1.0,0.00787,40817,-1.4247274,25.0068393811677,0.00502017774949175,466998,-10.35,-0.0006444969,-10.44459416419629,11.441164220790357,1.3491403,18674.811033964157,0.76444614,40817,0.0,-0.12238789,0.07641
3.3605309,1,0.05629971,-3.8055704,-2.1309822,0.82171947,3.3625293,1.0,0.00785,40912,-1.4557465,25.00663392977626,0.005242537177265677,467998,-9.7,-0.00063808606,-10.44258408290966,11.439162104028158,1.3731095,18714.953852415085,0.76441205,40912,0.0,-0.10737312,0.03805
3.36909,1,0.05676808,-3.807476,-2.1513681,0.8168671,3.37943,1.0,0.00784,40986,-1.4460169,25.005794025457874,0.005041254945336922,468998,-12.0,-0.0007705878,-10.44600595325233,11.44259015273508,1.3668876,18755.573189258575,0.76437455,40986,0.0,-0.12609063,0.01796
3.377119,1,0.05652224,-3.8069274,-2.218479,0.8216685,3.3739836,1.0,0.00782,41070,-1.5173739,25.005129350706735,0.004964674828078593,469998,-11.19,-0.00062725425,-10.447236425614804,11.443827611395179,1.3281497,18796.063535928726,0.764312,41070,0.0,-0.08338469,0.26299
3.404313,1,0.060401794,-3.807407,-2.1319063,0.8217389,3.3888671,1.0,0.00781,41146,-1.4323739,25.004526623688133,0.005279652781619365,470998,-12.08,-0.00065999746,-10.450201720701891,11.446799202838672,1.3442897,18836.509368419647,0.76426274,41146,0.0,-0.14227127,0.15921
3.3587804,1,0.056183256,-3.8073778,-2.152652,0.8185829,3.3690362,1.0,0.00779,41239,-1.4490554,25.005028021047764,0.005083705310977501,471998,-10.54,-0.00066715165,-10.4487742185795,11.445379373893644,1.3941652,18876.123618125916,0.76423615,41239,0.0,-0.14995949,0.23053
3.3932798,1,0.058584984,-3.8075647,-2.204245,0.81355226,3.3983996,1.0,0.00778,41325,-1.501725,25.005247754848668,0.004744213238115189,472998,-10.14,-0.0007620387,-10.448808227465214,11.445420447670902,1.3703119,18915.94934940338,0.7641986,41325,0.0,-0.10927447,0.02682
3.38098,1,0.054451194,-3.8079317,-2.1473675,0.816564,3.3873835,1.0,0.00776,41417,-1.4559064,25.00596621708135,0.004774746350836694,473998,-10.02,-0.00090046215,-10.447545693797233,11.444165439312359,1.3855624,18955.396319627762,0.7641621,41417,0.0,-0.12877928,0.08283
3.3295853,1,0.054677438,-3.8079736,-2.1354384,0.8194697,3.3457341,1.0,0.00775,41501,-1.4458375,25.00696586196953,0.004786786895601495,474998,-10.75,-0.0008755333,-10.448639791812246,11.445266379123394,1.3923488,18994.627441883087,0.7641388,41501,0.0,-0.13104832,0.03915
3.3446872,1,0.05914029,-3.8096569,-2.123932,0.80977464,3.3431718,1.0,0.00773,41580,-1.4412199,25.007693946761357,0.005025236326596111,475998,-11.66,-0.0010028032,-10.450889850889851,11.447522847522848,1.3871254,19034.0621175766,0.7641207,41580,0.0,-0.14141499,0.01617
3.344214,1,0.058741406,-3.8095133,-2.1600509,0.8172547,3.350027,1.0,0.00771,41675,-1.4604394,25.006897904342672,0.004985731197815821,476998,-9.61,-0.0010434496,-10.449070185962807,11.445710857828434,1.3444579,19074.65699362755,0.76405513,41675,0.0,-0.1181742,0.00704
3.372398,1,0.058076132,-3.8097723,-2.171882,0.8130099,3.369438,1.0,0.0077,41770,-1.4857826,25.007113271520822,0.005052906054589646,477998,-9.76,-0.0010688454,-10.44670816375389,11.44335647593967,1.3922104,19114.481340169907,0.76400197,41770,0.0,-0.12849247,0.01504
3.3900325,1,0.05877583,-3.8093019,-2.1615818,0.8188842,3.397339,1.0,0.00768,41863,-1.4606483,25.00781170055522,0.004859731634473292,478998,-9.69,-0.0012029659,-10.44535747557509,11.442013233643074,1.3527172,19153.935007810593,0.7639469,41863,0.0,-0.11663791,0.01646
3.3720932,1,0.055228833,-3.8098922,-2.1868541,0.82168937,3.3723454,1.0,0.00767,41948,-1.5099075,25.0084130901959,0.0051522522346721025,479998,-10.4,-0.0011452745,-10.445813864784972,11.442476399351579,1.3370218,19193.46094727516,0.7638594,41948,0.0,-0.108291864,0.20282
3.376775,1,0.058685374,-3.8105068,-2.1849031,0.81999344,3.3643138,1.0,0.00765,42042,-1.5034097,25.008130834409574,0.005003378171351096,480998,-10.36,-0.0010822347,-10.443841872413302,11.440511869083299,1.4078183,19233.664570331573,0.7638257,42042,0.0,-0.11744436,0.03036
3.3816388,1,0.05704908,-3.8121617,-2.1294358,0.8165825,3.3827734,1.0,0.00764,42126,-1.4490407,25.00768754274705,0.0046208096091857696,481998,-10.66,-0.0010440701,-10.444998338318378,11.441674975074775,1.3695401,19273.9932141304,0.7638005,42126,0.0,-0.12917317,0.08703
3.3744812,1,0.060642734,-3.8120673,-2.1382623,0.8153535,3.3808005,1.0,0.00762,42214,-1.4554813,25.007916662456623,0.005094448692242498,482998,-10.44,-0.0010815093,-10.444970862746956,11.441654427441133,1.3373817,19313.803965330124,0.76374,42214,0.0,-0.10679799,0.16801
3.392538,1,0.05817309,-3.8116565,-2.158544,0.813221,3.3927584,1.0,0.00761,42306,-1.4669824,25.007773336389693,0.004556766631331254,483998,-9.79,-0.0011958038,-10.443625017727982,11.44031579444996,1.4320318,19353.902224302292,0.7636806,42306,0.0,-0.11157292,0.07758
3.414537,1,0.059069857,-3.8120964,-2.1767612,0.8173237,3.4094796,1.0,0.00759,42383,-1.4757217,25.00782828373988,0.0048206403655729,484998,-11.42,-0.001062375,-10.446452587122195,11.443149375929028,1.379493,19393.847178459167,0.76362467,42383,0.0,-0.116755985,0.15813
3.349316,1,0.05992122,-3.8115897,-2.1294389,0.8133393,3.358928,1.0,0.00758,42477,-1.431801,25.00810053128233,0.0050217367719990426,485998,-9.61,-0.0010799783,-10.444711255502979,11.44141535419168,1.4015381,19433.623093128204,0.76358044,42477,0.0,-0.0970959,0.06943
3.3573227,1,0.057735875,-3.8117816,-2.2017736,0.811767,3.3562536,1.0,0.00756,42561,-1.5253341,25.007195846443196,0.004912593892801875,486998,-10.34,-0.0010648317,-10.445431263363172,11.442141866967411,1.4053409,19474.31463289261,0.7635269,42561,0.0,-0.121535964,0.12498
3.3562636,1,0.055723004,-3.8118923,-2.152738,0.81655973,3.3685746,1.0,0.00755,42642,-1.4827557,25.007085033923758,0.005093108131328668,487998,-10.95,-0.0011631943,-10.447399277707424,11.444116129637447,1.371089,19514.389595508575,0.7634458,42642,0.0,-0.13570896,0.00714
3.354291,1,0.05784133,-3.8120368,-2.1573482,0.81478167,3.3648357,1.0,0.00753,42723,-1.4782512,25.006314528881916,0.004892707641413568,488998,-11.2,-0.0012636376,-10.4490087306603,11.445731807223275,1.3785634,19554.980780363083,0.7634055,42723,0.0,-0.13155796,0.17806
3.3619072,1,0.06129509,-3.8124535,-2.1689758,0.8247984,3.352752,1.0,0.00752,42810,-1.4861498,25.00717356244514,0.004654690874687727,489998,-10.27,-0.001182834,-10.449053959355291,11.445783695398271,1.348599,19594.297563314438,0.7633821,42810,0.0,-0.08882937,0.00899
3.3579113,1,0.061646067,-3.8125327,-2.1364746,0.8176878,3.3589587,1.0,0.0075,42890,-1.4491808,25.006648708958007,0.005130168086887893,490998,-10.95,-0.0011665726,-10.450874329680579,11.447610165539754,1.3806249,19634.698184251785,0.76332945,42890,0.0,-0.082517,0.021
3.3752508,1,0.05884373,-3.8125982,-2.1562436,0.81427205,3.3691492,1.0,0.00749,42982,-1.4670706,25.00614103976003,0.004935178339945698,491998,-10.11,-0.0011718818,-10.449885998790192,11.446628821367083,1.3406879,19675.086980342865,0.7633097,42982,0.0,-0.11775064,0.18417
3.3908188,1,0.059215542,-3.8137424,-2.132328,0.82191026,3.389979,1.0,0.00747,43061,-1.4513763,25.00425428864103,0.0046928831930277545,492998,-11.06,-0.0012740826,-10.451940270778662,11.448689068995147,1.3508103,19716.564801692963,0.76325464,43061,0.0,-0.10297549,0.01407
3.4020815,1,0.05955737,-3.81431,-2.150311,0.8231217,3.402674,1.0,0.00746,43145,-1.4799905,25.00432581817644,0.004588373116307735,493998,-10.92,-0.0011804759,-10.452937767991656,11.449692896048209,1.3702861,19756.501478672028,0.76320994,43145,0.0,-0.10861144,0.01905
3.3267205,1,0.059248533,-3.8143177,-2.1262188,0.8150813,3.3430655,1.0,0.00744,43235,-1.4413643,25.002968035233238,0.004863300767139934,494998,-10.43,-0.0011161788,-10.45224933502949,11.449011217763386,1.3690886,19797.56960463524,0.76317245,43235,0.0,-0.12935072,0.12382
3.3656464,1,0.06226282,-3.814657,-2.174472,0.8080577,3.3684187,1.0,0.00743,43316,-1.4869885,25.001520352205052,0.004524874898446704,495998,-10.66,-0.0012338567,-10.45394311570782,11.45071105365223,1.4329907,19838.71352672577,0.7631181,43316,0.0,-0.10133728,0.14618
3.3315384,1,0.059316333,-3.815198,-2.1163378,0.8174071,3.353555,1.0,0.00741,43403,-1.4397517,25.00016816446414,0.00485780359364311,496998,-10.42,-0.0011856332,-10.454046955279589,11.450821371794577,1.355915,19879.78627705574,0.7630733,43403,0.0,-0.09992374,0.00669
3.3497956,1,0.061854415,-3.8154583,-2.125889,0.8180375,3.3563797,1.0,0.0074,43492,-1.4518787,25.00017595673555,0.004651317369512138,497998,-9.91,-0.0011466768,-10.453485698519268,11.450266715717833,1.3432858,19919.779799222946,0.76301295,43492,0.0,-0.12086415,0.08832
3.376922,1,0.05947418,-3.815697,-2.1018574,0.8188297,3.380859,1.0,0.00738,43579,-1.4183092,24.999677499538432,0.004523588469919866,498998,-10.37,-0.0011845567,-10.453635925560476,11.450423369053903,1.36715,19960.177486658096,0.76296777,43579,0.0,-0.11483788,0.07746
3.3672884,1,0.052900728,-3.8172388,-2.1624274,0.81390965,3.3670676,1.0,0.00737,43659,-1.4774939,24.997290999115986,0.004642481001572114,499998,-10.83,-0.0013582048,-10.455530360292265,11.452323690418929,1.4186373,20002.087426900864,0.7629109,43659,0.0,-0.15778257,0.11966
3.353958,1,0.058773946,-3.8182495,-2.1099532,0.8180576,3.3538885,1.0,0.00735,43731,-1.4240607,24.995539735577143,0.004669506656900113,500998,-12.63,-0.0014165622,-10.459536713086827,11.456335322768746,1.3684005,20043.495971679688,0.76284057,43731,0.0,-0.14150386,0.19392
3.355913,1,0.056706406,-3.8193078,-2.1036372,0.81747985,3.3567219,1.0,0.00734,43805,-1.4154913,24.99410748439914,0.004901154270062403,501998,-12.23,-0.0014133662,-10.462983677662367,11.459787695468554,1.4312919,20084.653965473175,0.762792,43805,0.0,-0.10153594,0.27163
3.3739479,1,0.065764666,-3.8198273,-2.1339478,0.81333333,3.3902009,1.0,0.00732,43883,-1.4785328,24.99193886323467,0.00476819792713792,502998,-11.73,-0.0013116589,-10.465328259234784,11.462137957751294,1.3839285,20126.40966963768,0.76273555,43883,0.0,-0.13725768,0.15903
3.3769584,1,0.060542546,-3.8201249,-2.1495893,0.8119658,3.3901868,1.0,0.00731,43964,-1.4655833,24.990230200599935,0.0047660463006110945,503998,-11.32,-0.0012953696,-10.466609043763079,11.463424620143755,1.3664317,20167.801414966583,0.7626868,43964,0.0,-0.13195193,0.20871
3.3935764,1,0.061208677,-3.8207088,-2.1336472,0.81949353,3.3950436,1.0,0.00729,44050,-1.4463539,24.988543270583367,0.004659230817806921,504998,-10.74,-0.0012243453,-10.466923950056753,11.463745743473325,1.3841344,20209.18124485016,0.76264304,44050,0.0,-0.12166647,0.06274
3.3820603,1,0.061457563,-3.8216732,-2.1265237,0.8223942,3.3758755,1.0,0.00728,44142,-1.4288756,24.987810598773386,0.004486674218268713,505998,-10.49,-0.0012374605,-10.466154682615196,11.46298309999547,1.3969874,20249.79331421852,0.7626032,44142,0.0,-0.13069779,0.25006
3.343807,1,0.057362743,-3.8219147,-2.1871858,0.82065845,3.365745,1.0,0.00727,44232,-1.5075059,24.988447896010648,0.004434943360405367,506998,-10.0,-0.0011081451,-10.465409658166033,11.462244528847894,1.3640248,20289.295361995697,0.7625439,44232,0.0,-0.12902331,0.16714
