reference_actor_Q_std,total/epochs,train/loss_critic,rollout/Q_mean,reference_Q_mean,reference_action_std,reference_Q_std,success rate,rollout/goal_tolerance,total/episodes,reference_actor_Q_mean,total/steps_per_second,errors,total/steps,rollout/return_history,rollout/actions_mean,rollout/return,rollout/episode_steps,train/loss_actor,total/duration,rollout/actions_std,rollout/episodes,train/param_noise_distance,reference_action_mean,rollout/error
3.0641704,1,0.19120035,-4.1935353,-2.037436,0.8416813,3.0582728,0.97,0.00111,103836,-1.266914,25.306563645993716,0.0013619672121038483,1449998,-30.21,-0.0069129914,-12.966293000500789,13.963336415116144,3.20277,57297.30912041664,0.7102023,103836,0.0,-0.05423591,0.00865
3.024506,1,0.17157257,-4.1940804,-1.9825695,0.8391478,3.0423293,0.97,0.0011,103879,-1.2133324,25.306710734048863,0.0008536327094725107,1450998,-25.3,-0.0068989946,-12.971052859577007,13.968078244881063,3.220874,57336.49130654335,0.7101165,103879,0.0,-0.03898798,0.0036
3.0562887,1,0.19240075,-4.194274,-1.9734323,0.84338146,3.0563502,0.97,0.0011,103912,-1.2110473,25.307023791904392,0.0008714801367703106,1451998,-27.33,-0.0069144354,-12.976268380937716,13.973294710909231,3.2220862,57375.296753168106,0.71003807,103912,0.0,-0.036867123,0.11884
3.0467036,1,0.17807904,-4.194498,-2.0388374,0.84675735,3.0464242,0.98,0.0011,103947,-1.2579603,25.307070839799838,0.0008680093537220936,1452998,-26.93,-0.006915213,-12.981230819552271,13.978248530501121,3.212092,57414.70473599434,0.7099567,103947,0.0,-0.05427709,0.16554
3.0328681,1,0.17639655,-4.195756,-2.0508652,0.8457275,3.0426853,0.98,0.0011,103982,-1.2750595,25.307701749554912,0.0008902364573118625,1453998,-28.32,-0.006933162,-12.98584370371795,13.982852801446404,3.2505987,57452.7870759964,0.7098838,103982,0.0,-0.029297752,0.02912
3.0379636,1,0.19207495,-4.1967373,-1.9398233,0.834935,3.036582,0.97,0.00109,104011,-1.1549938,25.30816617840023,0.0013363079519645167,1454998,-28.95,-0.0069055804,-12.991597042620493,13.988597359894626,3.2289844,57491.24570083618,0.70981646,104011,0.0,-0.03709145,0.01775
3.0351822,1,0.16399914,-4.197058,-2.0304892,0.83355707,3.0352802,0.98,0.00109,104047,-1.2610626,25.308745802335512,0.0012748722132789854,1455998,-28.86,-0.0068981247,-12.996491969975107,13.993493325131912,3.2091355,57529.44106245041,0.7097338,104047,0.0,-0.053675264,0.08126
3.0360384,1,0.18965478,-4.1975784,-1.9787908,0.83721447,3.0538845,0.98,0.00109,104082,-1.2298422,25.309606777871625,0.0012549596313856765,1456998,-29.34,-0.006906386,-13.00155646509483,13.998549220806671,3.249018,57566.99472999573,0.7096539,104082,0.0,-0.058017045,0.01876
3.022114,1,0.17500143,-4.198461,-2.0323558,0.84335375,3.0298717,0.98,0.00109,104117,-1.2654433,25.310363874378428,0.0008305967427019587,1457998,-28.07,-0.006910148,-13.00641585908161,14.003400021130075,3.2395008,57604.7822637558,0.7095731,104117,0.0,-0.032090258,0.13319
3.0090985,1,0.15356219,-4.198945,-1.9032617,0.8420358,3.020402,0.98,0.00109,104157,-1.1390102,25.31088092557211,0.0008396071879614749,1458998,-26.28,-0.006918256,-13.010714594314353,14.00769991455207,3.1852827,57643.11421203613,0.70949566,104157,0.0,-0.032114238,0.00087
2.9864976,1,0.18727301,-4.1994786,-1.9849409,0.8467548,2.9928644,0.97,0.00108,104188,-1.2391493,25.311738489192155,0.0008815122637860533,1459998,-27.03,-0.0069071767,-13.016143893730565,14.013110914884631,3.217117,57680.66862034798,0.7094053,104188,0.0,-0.04187865,0.10892
2.995678,1,0.18873653,-4.200011,-2.061674,0.8405336,3.0099444,0.98,0.00108,104218,-1.3015012,25.312732491588136,0.0008618059300176331,1460998,-28.64,-0.0068637906,-13.021618146577367,14.018586040799095,3.251672,57717.90937566757,0.70932734,104218,0.0,-0.038997084,0.05844
2.9987886,1,0.23692276,-4.200095,-2.0517578,0.8338357,2.9879317,0.98,0.00108,104254,-1.2837231,25.313537616652933,0.0008686156462307982,1461998,-29.57,-0.006865314,-13.026329924990888,14.023298866230553,3.2585657,57755.57814717293,0.7092457,104254,0.0,-0.0613081,0.04469
3.0630314,1,0.18310764,-4.200201,-2.0162325,0.8407904,3.0607936,1.0,0.00108,104289,-1.2442577,25.314198200451784,0.000796875957038163,1462998,-28.46,-0.0068678865,-13.031172990440027,14.028142948920788,3.2445688,57793.57451558113,0.7091581,104289,0.0,-0.027226165,0.00246
3.0381477,1,0.18146071,-4.200315,-2.0191736,0.84219205,3.03564,1.0,0.00107,104322,-1.2374457,25.31490572680276,0.0008098708385169308,1463998,-27.58,-0.0068837344,-13.036061425202737,14.033032342171355,3.2494226,57831.461661338806,0.70908445,104322,0.0,-0.04958715,0.00248
3.0392299,1,0.18311827,-4.2008176,-2.0075922,0.84140605,3.0435295,0.99,0.00107,104346,-1.2361245,25.315784005830086,0.0011230717801786081,1464998,-31.92,-0.006884292,-13.04273283115788,14.03969486132674,3.2297409,57868.956365823746,0.7089873,104346,0.0,-0.035287112,0.00397
3.0130253,1,0.16605127,-4.2014327,-1.9558313,0.8424913,3.0095747,0.99,0.00107,104384,-1.2047694,25.31637406043384,0.0011072308208664888,1465998,-30.62,-0.006870066,-13.047229460453709,14.044192596566523,3.2298346,57907.107728004456,0.70892143,104384,0.0,-0.04066405,0.04894
3.0004523,1,0.19137365,-4.201568,-2.0100904,0.8442173,3.0175467,0.99,0.00107,104419,-1.2763892,25.316808711473165,0.0010800503797362818,1466998,-29.48,-0.0068707033,-13.051810494258708,14.048774648291978,3.2672079,57945.613000392914,0.7088444,104419,0.0,-0.03879528,0.00294
2.97932,1,0.17492402,-4.202059,-1.9933269,0.8394059,2.9829514,1.0,0.00107,104462,-1.2443538,25.317294494650227,0.0006994893126551137,1467998,-24.08,-0.006868424,-13.055723612414084,14.05268901610155,3.2502248,57983.99984288216,0.70878065,104462,0.0,-0.03780113,0.06247
2.9997175,1,0.18542095,-4.202428,-1.9611251,0.8331781,2.995157,0.99,0.00106,104487,-1.2029464,25.317952630646516,0.000995592390735763,1468998,-27.09,-0.006864848,-13.061318632939983,14.058275192129164,3.2590325,58021.99022293091,0.70870453,104487,0.0,-0.04388984,0.07892
2.9904213,1,0.1869648,-4.2026443,-2.017109,0.8424234,3.01017,0.98,0.00106,104531,-1.2593896,25.31856775367481,0.0013592714827256392,1469998,-25.06,-0.0068584667,-13.065836928757976,14.06278520247582,3.2700489,58060.07726430893,0.7086382,104531,0.0,-0.0655873,0.20814
3.0059273,1,0.19541197,-4.203399,-1.9776797,0.83704305,3.00397,0.98,0.00106,104572,-1.234642,25.31863238631364,0.001182231399510828,1470998,-25.67,-0.006835515,-13.069837050070765,14.066776957502965,3.270907,58099.425654411316,0.70857185,104572,0.0,-0.03918867,0.11201
3.020977,1,0.18892023,-4.2040515,-2.0312996,0.83811605,3.0114644,0.99,0.00106,104602,-1.2552149,25.319199107012732,0.0008327622295939618,1471998,-25.82,-0.0068174833,-13.075428768092388,14.07236955316342,3.293187,58137.62093257904,0.7084936,104602,0.0,-0.022523627,0.19161
2.9924128,1,0.16393708,-4.2042103,-1.9632758,0.83015877,3.0004284,0.98,0.00106,104629,-1.221749,25.319715378445313,0.001134666680079311,1472998,-28.94,-0.0068055815,-13.081038717755115,14.077970734691148,3.3224952,58175.93041563034,0.70842767,104629,0.0,-0.063023284,0.05317
3.0136003,1,0.17918238,-4.2048244,-2.0025127,0.8405289,3.0173104,0.98,0.00105,104655,-1.2395602,25.320395837053184,0.0019744438814403385,1473998,-31.17,-0.006788037,-13.086512827862979,14.083436051789212,3.3019075,58213.86085295677,0.7083599,104655,0.0,-0.030772815,0.00334
2.9830463,1,0.18640183,-4.205518,-2.060172,0.8382262,2.9803145,0.96,0.00105,104684,-1.3137052,25.321004926999958,0.0031943292557551077,1474998,-34.39,-0.0067762816,-13.092545183600167,14.089450154751443,3.3176303,58251.95343756676,0.7082949,104684,0.0,-0.043993145,0.05044
2.9990857,1,0.19719908,-4.206753,-2.0095885,0.8380262,3.0090559,0.95,0.00105,104707,-1.3058972,25.321576559570254,0.003695654845858949,1475998,-34.4,-0.00675127,-13.098780406276562,14.09566695636395,3.3008,58290.13041615486,0.7082294,104707,0.0,-0.042282347,0.00262
2.9670208,1,0.16904826,-4.2068763,-1.9448916,0.8300072,2.980115,0.95,0.00105,104739,-1.2078013,25.32190702186406,0.0036860570826558387,1476998,-34.88,-0.0067524337,-13.104488299487297,14.1013662532581,3.2910178,58328.86120009422,0.70814395,104739,0.0,-0.040270492,0.17187
2.9987116,1,0.17895447,-4.207664,-1.9977579,0.8292397,2.9797254,0.94,0.00104,104766,-1.26005,25.322197811358606,0.0034281135130836142,1477998,-34.88,-0.0067288643,-13.11043659202413,14.1072962602371,3.3154187,58367.68241882324,0.7080878,104766,0.0,-0.06718943,0.02032
2.996239,1,0.18941928,-4.208163,-2.0080733,0.83846086,3.0064785,0.97,0.00104,104790,-1.2818112,25.322776316751405,0.002048318655201252,1478998,-35.45,-0.0067167496,-13.11707223971753,14.11393262715908,3.3287106,58405.839134693146,0.70799714,104790,0.0,-0.060029846,0.05286
3.010363,1,0.18368877,-4.2087474,-2.0772703,0.8341577,2.998658,0.97,0.00104,104826,-1.3238795,25.323259128562885,0.00203954591446943,1479998,-32.59,-0.006735984,-13.121191307500048,14.118052773166962,3.3387458,58444.21496009827,0.70793474,104826,0.0,-0.044860747,0.09249
2.9927976,1,0.19059011,-4.2087226,-2.0407424,0.8355984,2.9905066,0.97,0.00104,104858,-1.2906156,25.32399636994888,0.0011723228168043817,1480998,-32.32,-0.006734373,-13.126685612924145,14.123528962978504,3.3843951,58482.001749038696,0.7078435,104858,0.0,-0.026910568,0.00185
2.958657,1,0.19502863,-4.2092214,-2.0562458,0.8364805,2.958908,0.97,0.00104,104890,-1.3349433,25.32471582853659,0.0008985308592413568,1481998,-28.85,-0.006732284,-13.132071694155782,14.128906473448374,3.338976,58519.82743000984,0.7077722,104890,0.0,-0.03663123,0.05225
3.0015616,1,0.18126139,-4.2097006,-2.0275004,0.83451396,3.0012507,0.97,0.00103,104923,-1.2831142,25.325356030176554,0.0008957269650852484,1482998,-30.26,-0.0067306682,-13.137338810365696,14.134174585171984,3.372746,58557.83422088623,0.7076997,104923,0.0,-0.051323935,0.00103
2.9975104,1,0.16651644,-4.209964,-2.053866,0.83227086,2.98547,0.96,0.00103,104948,-1.3099505,25.325338881613753,0.0012917288465372268,1483998,-33.46,-0.0067385216,-13.14349963791592,14.14031710942562,3.3828878,58597.36001706123,0.70763844,104948,0.0,-0.02757139,0.08163
2.9837468,1,0.17315148,-4.2102375,-1.9778489,0.8357501,2.974798,0.96,0.00103,104976,-1.2398391,25.325818280079154,0.0019704768457581723,1484998,-34.27,-0.0067378664,-13.149234110653865,14.146042905044963,3.3913746,58635.73621106148,0.7075386,104976,0.0,-0.05082281,0.00342
2.987859,1,0.1725059,-4.211268,-2.052232,0.8324623,2.9914002,0.95,0.00103,105006,-1.325454,25.32638144260178,0.002358818301640767,1485998,-33.69,-0.0067261364,-13.154734015199132,14.15152467478049,3.3497071,58673.91689443588,0.7074686,105006,0.0,-0.04333907,0.04754
2.9754684,1,0.18961811,-4.2121434,-2.0348392,0.828565,2.973415,0.94,0.00103,105030,-1.2989802,25.32657697336525,0.0031558422968095893,1486998,-37.16,-0.0067102583,-13.161001618585166,14.157783490431305,3.4117985,58712.9481241703,0.70739204,105030,0.0,-0.060984734,0.00391
2.9639447,1,0.19369407,-4.21418,-2.0412955,0.8359541,2.957631,0.93,0.00102,105054,-1.3044019,25.326771579670165,0.002932109321537715,1487998,-35.82,-0.0066853785,-13.167209244769357,14.1639632950673,3.3911026,58751.980895757675,0.7073024,105054,0.0,-0.04903226,0.0048
2.9606538,1,0.16766632,-4.214507,-1.9898663,0.8273501,2.9565501,0.94,0.00102,105083,-1.275685,25.326505606075024,0.0019145041112654906,1488998,-36.26,-0.0067102727,-13.172977551078672,14.16972298088178,3.3835092,58792.0822224617,0.7072019,105083,0.0,-0.043444913,0.00702
2.978836,1,0.1806309,-4.214876,-1.9919312,0.83071995,2.9813352,0.96,0.00102,105123,-1.2507169,25.326884605992326,0.0010714910785802974,1489998,-30.24,-0.0066928254,-13.176916564405506,14.1736632325942,3.3571844,58830.68617320061,0.7071411,105123,0.0,-0.06645089,0.04894
2.945109,1,0.200733,-4.2153044,-2.0593424,0.83395934,2.9527514,0.98,0.00102,105154,-1.339344,25.32705796266769,0.0009006996828938707,1490998,-28.37,-0.006684282,-13.18166688856344,14.178405005991213,3.4049826,58869.766958236694,0.70706135,105154,0.0,-0.048366547,0.00113
2.960639,1,0.17412132,-4.2153068,-2.134854,0.8307528,2.9457297,0.99,0.00102,105191,-1.392205,25.32753830980672,0.000787321480292039,1491998,-27.39,-0.0066736965,-13.186441805857916,14.183181070623913,3.4117794,58908.13318490982,0.70697623,105191,0.0,-0.03807961,0.00178
2.937905,1,0.20242964,-4.2157326,-2.0929725,0.83285534,2.9336815,0.99,0.00101,105224,-1.3681128,25.327628428926957,0.0018225989224399735,1492998,-27.61,-0.006691583,-13.191933399224512,14.188664183076105,3.4529357,58947.40615725517,0.7068945,105224,0.0,-0.062441915,0.12096
2.9306016,1,0.1993706,-4.2155976,-2.092194,0.83494496,2.9334629,0.98,0.00101,105257,-1.3608499,25.32838704997252,0.0018235520553674547,1493998,-27.83,-0.006671653,-13.196461993026592,14.193184301281624,3.4148605,58985.12199187279,0.7068071,105257,0.0,-0.055417944,0.00182
2.931448,1,0.18059328,-4.216119,-2.071763,0.83377945,2.9253113,0.96,0.00101,105279,-1.3436191,25.32881930028892,0.002533641811853948,1494998,-32.59,-0.0066704485,-13.203440382222476,14.20014437827107,3.3892264,59023.59609723091,0.70674634,105279,0.0,-0.052458435,0.08143
2.9703102,1,0.17371929,-4.2160683,-2.1161988,0.8317455,2.956225,0.95,0.00101,105310,-1.3795722,25.329304714161488,0.002585731040374477,1495998,-32.84,-0.0066776485,-13.208926027917578,14.205621498433198,3.3970976,59061.94492435455,0.70666146,105310,0.0,-0.049394418,0.14142
2.948823,1,0.20004894,-4.2167215,-2.1001694,0.8392291,2.9420724,0.96,0.00101,105337,-1.3539734,25.330140729921027,0.0015054038425318188,1496998,-34.49,-0.0066984687,-13.214739360338722,14.211435677871973,3.4394095,59099.47425723076,0.7065823,105337,0.0,-0.017485028,0.01569
2.9144435,1,0.16779096,-4.2176404,-2.1159449,0.8310541,2.9109836,0.96,0.001,105362,-1.3749089,25.330909633986643,0.002478597712792127,1497998,-37.39,-0.0067370622,-13.220857614699797,14.217545225033694,3.405825,59137.15779042244,0.7064864,105362,0.0,-0.040227648,0.02546
2.91165,1,0.21058087,-4.218402,-2.0750098,0.83062637,2.920601,0.98,0.001,105393,-1.3540208,25.331599504314994,0.002549866306192558,1498998,-33.35,-0.006738168,-13.225783496057613,14.222462592392285,3.4458354,59175.0236594677,0.70639133,105393,0.0,-0.04766375,0.15067
2.9437668,1,0.17934759,-4.219209,-2.1020432,0.8319437,2.941447,0.96,0.001,105421,-1.3726649,25.332297734194043,0.002568583166516631,1499998,-35.09,-0.0067255525,-13.231889282021609,14.228550288841882,3.4468472,59212.86792612076,0.70630914,105421,0.0,-0.036470942,0.00672
2.9132736,1,0.20822993,-4.219326,-2.2236648,0.8256189,2.8900635,0.97,0.001,105455,-1.5101557,25.33312464527924,0.0015941384343475225,1500998,-31.02,-0.00672861,-13.23675501398701,14.233417097340098,3.4583783,59250.40913891792,0.7062373,105455,0.0,-0.07355821,0.03876
2.937245,1,0.17849325,-4.2205057,-2.137528,0.8270206,2.931737,0.98,0.001,105474,-1.4173002,25.334027477239662,0.000752221112702104,1501998,-34.71,-0.00675533,-13.243567135028538,14.240229819671198,3.495713,59287.77022719383,0.7061631,105474,0.0,-0.052269693,0.15465
2.9272966,1,0.20624322,-4.2215576,-2.1183677,0.8294997,2.9321306,0.99,0.001,105499,-1.3714564,25.334746785390465,0.0007672034695694503,1502998,-35.03,-0.006726689,-13.249822273196902,14.24647626991725,3.4977005,59325.55840134621,0.70608103,105499,0.0,-0.044076666,0.0018
2.9253945,1,0.17636102,-4.222334,-2.133019,0.8310862,2.9359753,0.98,0.001,105531,-1.4062295,25.335183377247144,0.0015353603245786807,1503998,-34.7,-0.006726828,-13.254484464280639,14.251129999715724,3.4624147,59364.00686764717,0.7060283,105531,0.0,-0.037644327,0.00201
2.91303,1,0.18698092,-4.223311,-2.1885793,0.8252786,2.8965368,0.97,0.001,105556,-1.4621255,25.335859830456787,0.0019460614575766983,1504998,-38.15,-0.006716244,-13.261103111144795,14.257739967410664,3.4657822,59401.89162993431,0.705947,105556,0.0,-0.066854626,0.00156
2.9163418,1,0.17005487,-4.2235937,-2.1745822,0.83418095,2.915931,0.98,0.001,105598,-1.4477228,25.336160182450808,0.0019020170247058927,1505998,-29.03,-0.0067160493,-13.264815621507983,14.261453815413171,3.426907,59440.6567196846,0.70589095,105598,0.0,-0.045317817,0.04608
2.941499,1,0.19165197,-4.2238655,-2.206782,0.8317505,2.92696,0.97,0.001,105619,-1.4582253,25.336914884782715,0.001935000940324533,1506998,-34.07,-0.0067016473,-13.271523116106003,14.268152510438462,3.4281678,59478.354284763336,0.7058161,105619,0.0,-0.038023394,0.17687
2.9078789,1,0.18776253,-4.2241244,-2.1202776,0.83467335,2.88243,0.99,0.001,105650,-1.3736749,25.33713037829739,0.0007512654023588654,1507998,-30.18,-0.0067174314,-13.276346426881211,14.272976810222433,3.5265436,59517.316187143326,0.7057397,105650,0.0,-0.04290999,0.05
2.9088883,1,0.18104763,-4.2240644,-2.1302109,0.8338663,2.9103668,0.98,0.001,105676,-1.3829894,25.337364737032154,0.0007677142633180694,1508998,-34.03,-0.0066932645,-13.28204133388849,14.278663083386956,3.4937356,59556.23308348656,0.7056408,105676,0.0,-0.031184703,0.12459
2.8736727,1,0.1823513,-4.2246866,-2.2025769,0.84031355,2.8638802,0.95,0.001,105704,-1.4531372,25.33767967932857,0.004582463340969875,1509998,-35.31,-0.006674137,-13.287671232876713,14.284265496102323,3.483639,59594.95972442627,0.70554614,105704,0.0,-0.040061448,0.08418
2.8845048,1,0.17474215,-4.226133,-2.1521215,0.834091,2.8775206,0.95,0.001,105734,-1.4164343,25.338019422260583,0.004613326569090173,1510998,-33.62,-0.0066733914,-13.292649478880966,14.289235250723515,3.5082848,59633.62703371048,0.7054464,105734,0.0,-0.04262684,0.01038
2.8681283,1,0.20588173,-4.2272797,-2.1885085,0.8426549,2.867151,0.93,0.001,105756,-1.4377942,25.338794999809924,0.004749937051957731,1511998,-37.77,-0.006676688,-13.300484133287945,14.297051703922236,3.5561411,59671.26692533493,0.70536155,105756,0.0,-0.032369517,0.06063
2.8967369,1,0.1649212,-4.227424,-2.202208,0.83009,2.9094715,0.95,0.001,105790,-1.4419799,25.33935828264845,0.0031347527359177427,1512998,-35.35,-0.0066550057,-13.305161168352397,14.30172984214009,3.4841578,59709.40475773811,0.70527846,105790,0.0,-0.043903664,0.00703
2.8848624,1,0.19056168,-4.2289658,-2.2045398,0.8355074,2.8648396,0.94,0.001,105813,-1.4515052,25.33963789330903,0.0010215165287153186,1513998,-37.5,-0.006636018,-13.31152126865319,14.308062336385888,3.5762777,59748.20975637436,0.7052011,105813,0.0,-0.0052020797,0.00132
2.8623266,1,0.18264067,-4.2291903,-2.2129533,0.83619386,2.8630936,0.95,0.001,105846,-1.470793,25.340322037985906,0.000972072201695537,1514998,-33.5,-0.0066589843,-13.31664871605918,14.31318141450787,3.5206747,59786.05945611,0.70511603,105846,0.0,-0.041324712,0.08726
2.8874888,1,0.17651063,-4.229819,-2.300867,0.8334485,2.8901782,0.94,0.001,105871,-1.5541916,25.341014491532913,0.0013364374047827848,1515998,-34.49,-0.006664612,-13.322326227201028,14.318840853491514,3.5753431,59823.88749694824,0.70502573,105871,0.0,-0.04310954,0.00338
2.877886,1,0.17602874,-4.2306733,-2.1572165,0.83369905,2.8730502,0.93,0.001,105892,-1.3987188,25.34166467232596,0.0013716842570249052,1516998,-38.33,-0.006669284,-13.328872813810298,14.325378687719564,3.5595312,59861.813326597214,0.7049252,105892,0.0,-0.04567471,0.00181
2.8392909,1,0.17860165,-4.231138,-2.1959515,0.8391788,2.8417723,0.96,0.001,105932,-1.4752716,25.34223177683483,0.0012287355894450658,1517998,-33.37,-0.0066684256,-13.33339312011479,14.329900313408602,3.534983,59899.93357205391,0.70485944,105932,0.0,-0.051330537,0.17676
2.879353,1,0.17615639,-4.2314196,-2.2028341,0.8372889,2.8700144,0.99,0.001,105963,-1.4477154,25.342609552030446,0.0007508236738811401,1518998,-32.25,-0.006673126,-13.33858988514859,14.335098100280286,3.5412514,59938.4998960495,0.7047658,105963,0.0,-0.021077842,0.10643
2.8461185,1,0.18494374,-4.2316084,-2.2183824,0.83107007,2.8378325,0.99,0.001,105990,-1.4711592,25.34309960850383,0.0007490682211363814,1519998,-29.97,-0.0066533317,-13.344098499858477,14.340598169638644,3.5097551,59976.79934501648,0.7046771,105990,0.0,-0.04825801,0.06518
2.8757496,1,0.1844265,-4.232337,-2.2343864,0.82751197,2.863104,0.99,0.001,106023,-1.5057797,25.34372552265055,0.0007561219837425942,1520998,-30.85,-0.0066467975,-13.349075200664007,14.345575959933223,3.610381,60014.77559566498,0.70459515,106023,0.0,-0.044842523,0.02088
2.8592331,1,0.16508731,-4.232561,-2.280658,0.83276427,2.837808,0.99,0.001,106059,-1.5350726,25.344288486230642,0.0007444732304931834,1521998,-30.98,-0.006670418,-13.35385021544612,14.350352162475604,3.562329,60052.89913058281,0.70452636,106059,0.0,-0.024034968,0.00127
2.8118515,1,0.16867684,-4.2333913,-2.1835113,0.8320353,2.8252206,0.99,0.001,106087,-1.4441462,25.34438015461656,0.001953198631775161,1522998,-29.67,-0.0066820057,-13.35947854119732,14.355971985257383,3.5647256,60092.13840341568,0.70445037,106087,0.0,-0.053704828,0.10973
2.8540683,1,0.21750844,-4.23404,-2.2155647,0.8357749,2.8546777,0.98,0.001,106116,-1.5017192,25.34450356421285,0.0027440429549591113,1523998,-31.61,-0.006685875,-13.364987372309548,14.3614723510121,3.5589156,60131.30208444595,0.7043908,106116,0.0,-0.049822208,0.0316
2.8304777,1,0.18828422,-4.234482,-2.2137764,0.8282856,2.8185945,0.96,0.001,106140,-1.4849076,25.34468670938986,0.003166507620471284,1524998,-34.65,-0.0066941786,-13.371104201997362,14.367571132466553,3.572711,60170.323566675186,0.7042965,106140,0.0,-0.07034271,0.00152
2.8464777,1,0.18374373,-4.2348137,-2.2000637,0.8279059,2.8410282,0.95,0.001,106167,-1.4796988,25.34493467012819,0.0032544296191046444,1525998,-36.03,-0.006685499,-13.376388143208342,14.372846553072048,3.5604444,60209.190509319305,0.7042081,106167,0.0,-0.056741614,0.00466
2.8536227,1,0.17534208,-4.235626,-2.1982145,0.83639294,2.8555236,0.96,0.001,106195,-1.4512045,25.3452844960028,0.0020339716237908283,1526998,-36.96,-0.006671069,-13.382682800508498,14.379142144168746,3.5622377,60247.81454873085,0.7041242,106195,0.0,-0.044206608,0.18139
2.8568208,1,0.18695097,-4.236255,-2.211263,0.8337036,2.8474412,0.98,0.001,106230,-1.5032997,25.34588611024878,0.000812231213374132,1527998,-31.97,-0.006679538,-13.387414101477924,14.383865198154947,3.6238985,60285.83863091469,0.704046,106230,0.0,-0.057565644,0.1779
2.8214307,1,0.16595416,-4.2364774,-2.2730477,0.8383764,2.809779,0.98,0.001,106266,-1.5380297,25.346713765480015,0.0019321333681008646,1528998,-30.63,-0.0066848034,-13.391922157604501,14.388365046204807,3.6209588,60323.32294225693,0.703981,106266,0.0,-0.038002968,0.18186
2.8619618,1,0.17955178,-4.2371597,-2.2333882,0.8296695,2.8541315,0.97,0.001,106303,-1.5161514,25.34742051403008,0.0023675112255350833,1529998,-27.27,-0.0067059724,-13.396348174557632,14.392782894179845,3.5740702,60361.092725515366,0.70392,106303,0.0,-0.04006423,0.01666
2.8431854,1,0.19255282,-4.2373757,-2.2401137,0.8325602,2.8321216,0.98,0.001,106333,-1.5041404,25.347711053573413,0.0023599714456964687,1530998,-27.94,-0.006698542,-13.401267715572777,14.397703441076617,3.6156409,60399.85215091705,0.70383084,106333,0.0,-0.037398566,0.00146
2.8523216,1,0.16166252,-4.237873,-2.2253537,0.8296029,2.8532634,0.97,0.001,106365,-1.4881454,25.348045237037798,0.0016192865378453119,1531998,-28.38,-0.006708512,-13.406129835942274,14.40254783058337,3.6005845,60438.506625413895,0.7037758,106365,0.0,-0.034816306,0.00596
2.8072968,1,0.16746767,-4.2390513,-2.2816055,0.83506775,2.8097327,0.97,0.001,106391,-1.5478568,25.348236708893406,0.001204786243496245,1532998,-32.17,-0.0067250063,-13.412638287073154,14.409047757799062,3.6297736,60477.500569581985,0.7036984,106391,0.0,-0.040895168,0.12839
2.8358512,1,0.15492874,-4.239885,-2.311145,0.8288137,2.8396318,0.96,0.001,106414,-1.5670414,25.34846599625804,0.0012369761985843743,1533998,-35.71,-0.0067207627,-13.418882853759843,14.415283703272125,3.6263776,60516.40364456177,0.7036161,106414,0.0,-0.053794224,0.19024
2.812083,1,0.17983122,-4.240355,-2.318409,0.8299019,2.8070467,0.96,0.001,106454,-1.5626962,25.34882080785992,0.001241314903290112,1534998,-34.37,-0.0067317034,-13.422736581058485,14.419138782948503,3.599106,60555.00615334511,0.7035484,106454,0.0,-0.04354769,0.02896
2.8221138,1,0.1734852,-4.2411323,-2.2020721,0.8298547,2.8130143,0.98,0.001,106481,-1.4846975,25.349452448968485,0.0007823459611914259,1535998,-33.23,-0.0067326976,-13.428649242587879,14.42504296541167,3.6158292,60592.945867061615,0.70347613,106481,0.0,-0.07872314,0.00938
2.837628,1,0.17224447,-4.241521,-2.263115,0.83547884,2.8341038,0.99,0.001,106506,-1.5391539,25.350187237649877,0.00077378053883838,1536998,-32.09,-0.0067265467,-13.434679736352882,14.43107430567292,3.6602888,60630.63698863983,0.7033952,106506,0.0,-0.057932157,0.03466
2.837492,1,0.18302742,-4.2424326,-2.2951212,0.83070445,2.8170354,0.99,0.001,106529,-1.5851165,25.350829467196487,0.0007890007159223868,1537998,-35.65,-0.006742913,-13.44095973866271,14.437355086408395,3.6374216,60668.547433137894,0.70331526,106529,0.0,-0.07511077,0.07483
2.8383665,1,0.20216522,-4.2437425,-2.269316,0.83362263,2.8191311,0.97,0.001,106548,-1.5334153,25.351697410769393,0.002297397811230239,1538998,-39.97,-0.0067285793,-13.446897173105079,14.443274392761948,3.6899734,60705.91546845436,0.70326626,106548,0.0,-0.027801352,0.03439
2.841661,1,0.17483373,-4.2442064,-2.3106794,0.83436596,2.8238165,0.97,0.001,106578,-1.5414577,25.35223621934971,0.002298503862877991,1539998,-39.81,-0.006725161,-13.453048471541969,14.449417328154029,3.6305892,60744.0695438385,0.7031864,106578,0.0,-0.03286782,0.03565
2.8405697,1,0.19199795,-4.245189,-2.341854,0.82985926,2.8492925,0.96,0.001,106611,-1.6165732,25.352710660914816,0.0030559332930536693,1540998,-35.55,-0.006704109,-13.456725853804954,14.45308645449344,3.6299822,60782.37631511688,0.70312196,106611,0.0,-0.03247358,0.00742
2.819193,1,0.159073,-4.2457457,-2.2924132,0.83425546,2.8126104,0.96,0.001,106645,-1.5779189,25.35287684597078,0.0018653349748211042,1541998,-31.36,-0.0066803447,-13.46280650757185,14.459149514745183,3.6497953,60821.421149492264,0.70306414,106645,0.0,-0.05387554,0.00816
