rollout/actions_std,total/episodes,reference_action_mean,rollout/episode_steps,rollout/return,rollout/return_history,reference_action_std,total/steps,total/epochs,errors,total/duration,success rate,rollout/Q_mean,reference_Q_std,train/loss_critic,reference_actor_Q_mean,rollout/episodes,reference_actor_Q_std,rollout/error,rollout/goal_tolerance,reference_Q_mean,total/steps_per_second,train/param_noise_distance,train/loss_actor,rollout/actions_mean
0.76696664,48477,-0.019825662,11.139303174701405,-10.141696062050045,-10.99,0.82387936,539998,1,0.0043350682213257755,23081.04268693924,0.99,-3.8169353,2.3187747,0.0354102,-0.73130023,48477,2.2364655,0.00361,0.0068,-1.5404172,23.395736809826452,0.0,1.751351,-0.0013500333
0.7669405,48562,-0.019709146,11.140356657468804,-10.142745356451547,-10.54,0.8253129,540998,1,0.004049633120648753,23123.632931947708,1.0,-3.817576,2.318636,0.038004972,-0.71960247,48562,2.233881,0.01271,0.00679,-1.5616052,23.395891190287617,0.0,1.7320486,-0.0014022586
0.7668986,48653,-0.017595509,11.14007358230736,-10.14245781349557,-10.48,0.8285619,541998,1,0.004051021952392765,23166.025072336197,1.0,-3.8175564,2.3121002,0.040329143,-0.7380339,48653,2.219912,0.0141,0.00678,-1.5444505,23.396245074742197,0.0,1.7073755,-0.001393477
0.7668524,48736,-0.045630146,11.14159963887065,-10.143979809586343,-11.49,0.82588047,542998,1,0.004181811562103853,23208.64799809456,1.0,-3.8181586,2.329793,0.03629038,-0.6911541,48736,2.2357068,0.10277,0.00676,-1.5307602,23.396365012067072,0.0,1.6472772,-0.0014679487
0.7668286,48824,-0.060447443,11.142061281337048,-10.14443716205145,-10.38,0.81804615,543998,1,0.0038914227143038334,23251.6225836277,1.0,-3.8185296,2.3306625,0.038451523,-0.68491703,48824,2.233813,0.00495,0.00675,-1.4820704,23.396130658986717,0.0,1.6825999,-0.0014319529
0.7667885,48901,-0.026309928,11.144782315290076,-10.147154454919121,-11.77,0.825387,544998,1,0.0038706152783768684,23294.56976914406,1.0,-3.8188765,2.3403282,0.03611142,-0.6865419,48901,2.2543516,0.01057,0.00673,-1.5184023,23.395924689792007,0.0,1.7124215,-0.001406786
0.76678705,48996,-0.017414674,11.14364437913299,-10.146011919340355,-9.56,0.82673717,545998,1,0.00428527160029823,23336.66421675682,1.0,-3.8189912,2.3270152,0.036938146,-0.73961973,48996,2.2481277,0.00901,0.00672,-1.5588467,23.39657437449641,0.0,1.6691557,-0.0013762632
0.7667681,49081,-0.06169484,11.144821825146186,-10.147185265173896,-10.57,0.8210583,546998,1,0.0039932445703693585,23379.296016693115,1.0,-3.819777,2.3315296,0.035827786,-0.7411227,49081,2.245279,0.1345,0.00671,-1.5596569,23.396683955301153,0.0,1.6634463,-0.0014105462
0.7667401,49164,-0.0224236,11.146367260597184,-10.148726710601252,-11.05,0.8102139,547998,1,0.004009863344553469,23423.354528188705,1.0,-3.8205073,2.3273053,0.036980487,-0.71328175,49164,2.2393901,0.00624,0.00669,-1.512319,23.395368043484755,0.0,1.6975154,-0.001485449
0.7667013,49251,-0.032281954,11.14690057054679,-10.149255852673042,-10.6,0.83769304,548998,1,0.004254264696942142,23464.924923181534,1.0,-3.8207445,2.3239527,0.03908717,-0.6849015,49251,2.2437289,0.04441,0.00668,-1.5059117,23.396537674733082,0.0,1.7159659,-0.0014939494
0.7666627,49339,-0.023296455,11.147347939763677,-10.149699021058392,-10.21,0.823574,549998,1,0.003825265835599753,23507.25167965889,1.0,-3.8209991,2.3147585,0.038333643,-0.74641407,49339,2.2346601,0.06087,0.00667,-1.5690908,23.396950332391256,0.0,1.7332591,-0.0014130635
0.7666366,49428,-0.0311987,11.147345634053574,-10.14969248199401,-10.4,0.8241905,550998,1,0.004040710030916122,23550.024506807327,1.0,-3.8211312,2.3206465,0.035507202,-0.7333278,49428,2.2328837,0.05844,0.00665,-1.5545251,23.3969183276531,0.0,1.6683359,-0.0013927456
0.7666102,49520,-0.034201946,11.1468295638126,-10.149172051696285,-9.88,0.8267823,551998,1,0.0038601238173124374,23592.43311715126,1.0,-3.821626,2.3318682,0.03804843,-0.73993003,49520,2.242784,0.02735,0.00664,-1.5638086,23.39724763694287,0.0,1.7004743,-0.0014499371
0.7665974,49608,-0.02944173,11.147032736655378,-10.14937106918239,-10.19,0.82278347,552998,1,0.003743838564876793,23634.233680009842,1.0,-3.8224719,2.338556,0.03891692,-0.73620594,49608,2.258204,0.02361,0.00663,-1.5775032,23.39817772334769,0.0,1.7461516,-0.0014527929
0.766571,49694,-0.004310841,11.148066164929368,-10.150400450758642,-10.73,0.81338495,553998,1,0.004009787832882933,23675.422601222992,1.0,-3.823829,2.3294892,0.039714757,-0.6907735,49694,2.2527685,0.13594,0.00661,-1.5243692,23.39970902869469,0.0,1.7427418,-0.0014837441
0.76653117,49768,-0.032841574,11.151723999357017,-10.154054814338531,-11.73,0.81945235,554998,1,0.004001030379058973,23717.24817800522,1.0,-3.8247387,2.3246083,0.039726436,-0.7449674,49768,2.2448206,0.01721,0.0066,-1.5689737,23.4006068425211,0.0,1.6886566,-0.0014400634
0.76649773,49862,-0.009717082,11.150675865388472,-10.153002286310215,-9.79,0.82312435,555998,1,0.003920112433279359,23759.433885335922,1.0,-3.8249753,2.303205,0.035203956,-0.74240124,49862,2.2174032,0.07789,0.00659,-1.5515937,23.401146790082244,0.0,1.7419524,-0.0015804407
0.7664707,49948,-0.043631148,11.151277328421559,-10.153599743733484,-10.17,0.8232439,556998,1,0.0038411640389092866,23801.509174346924,1.0,-3.8253577,2.3182926,0.034123935,-0.7726557,49948,2.2342253,0.07577,0.00658,-1.5857515,23.401793387132273,0.0,1.6713895,-0.0016512973
0.7664439,50052,-0.009281655,11.148365699672341,-10.150683289379046,-8.65,0.82490826,557998,1,0.0039727754059210455,23844.283863306046,1.0,-3.824753,2.3129244,0.034964245,-0.79202795,50052,2.2192142,0.07994,0.00656,-1.5592779,23.40175126243581,0.0,1.7252291,-0.0016992948
0.7664161,50140,-0.039750338,11.148703629836458,-10.151017151974472,-10.01,0.82694954,558998,1,0.003968907180132114,23886.993183851242,1.0,-3.8247218,2.3241398,0.033606883,-0.73829424,50140,2.2320027,0.09126,0.00655,-1.5407004,23.40177332900608,0.0,1.6989348,-0.0016953151
0.76637346,50234,-0.045675844,11.147748536847553,-10.150057729824422,-9.58,0.82898253,559998,1,0.003921462213788714,23929.085596323013,1.0,-3.8247943,2.3125572,0.03540726,-0.73822546,50234,2.232917,0.15328,0.00654,-1.5569379,23.402398630980297,0.0,1.76298,-0.0016465334
0.7663429,50332,-0.031589475,11.145851545736312,-10.148156242549472,-9.07,0.8273999,560998,1,0.003707938103970402,23971.29020857811,1.0,-3.824607,2.3215551,0.03632002,-0.7434978,50332,2.2343078,0.04954,0.00652,-1.5604012,23.402912196993352,0.0,1.7279123,-0.0017046845
0.7663125,50427,-0.04479717,11.1446249033256,-10.146925258294168,-9.52,0.82896256,561998,1,0.0038812512101129484,24014.448676347733,1.0,-3.8241704,2.3087006,0.037651736,-0.7334726,50427,2.2273743,0.09178,0.00651,-1.5496732,23.40249437221193,0.0,1.6882383,-0.0017171805
0.7662702,50523,-0.042164285,11.143182313005958,-10.145478297013241,-9.29,0.8239549,562998,1,0.0037195188091615978,24058.479979515076,1.0,-3.8242202,2.3308609,0.03582282,-0.7666589,50523,2.2386234,0.09329,0.0065,-1.6015701,23.401229025248995,0.0,1.7494075,-0.0017416567
0.76624286,50598,-0.039385065,11.146507767105419,-10.148820111466856,-11.73,0.82418895,563998,1,0.004178425326689771,24101.549025297165,0.99,-3.8247802,2.3185534,0.03753486,-0.7127053,50598,2.244254,0.12015,0.00648,-1.5221796,23.400902548131803,0.0,1.6891063,-0.0016568212
0.7661993,50680,-0.054981817,11.148303078137332,-10.150611681136542,-10.66,0.82817173,564998,1,0.004014051690015629,24144.992324113846,1.0,-3.8250895,2.3143349,0.0402063,-0.74779725,50680,2.2264643,0.08281,0.00647,-1.5729223,23.400214521324607,0.0,1.707615,-0.001566757
0.7661711,50759,-0.049065348,11.150712188971413,-10.153017198920388,-11.45,0.8172801,565998,1,0.003732032457080707,24187.694507598877,1.0,-3.826269,2.3145552,0.03601198,-0.8215127,50759,2.236805,0.15768,0.00646,-1.6447095,23.4002459317561,0.0,1.6897615,-0.0015914574
0.7661422,50854,-0.026210228,11.149368781216817,-10.151669485192905,-9.64,0.8261556,566998,1,0.004060529986142701,24229.943941116333,1.0,-3.8261914,2.319692,0.035173524,-0.7760713,50854,2.2217832,0.04441,0.00645,-1.5729665,23.400714478659953,0.0,1.7367558,-0.0015799174
0.7661051,50941,0.011593789,11.150134469288,-10.152431243988143,-10.83,0.82679975,567998,1,0.0038237888819914203,24271.12472963333,1.0,-3.8266616,2.3089528,0.039420594,-0.77175426,50941,2.2249677,0.06307,0.00643,-1.5902398,23.402211736257716,0.0,1.7504786,-0.0015269626
0.7660747,51032,-0.018820932,11.149788368082772,-10.15208104718608,-9.76,0.8301643,568998,1,0.0038958330422227466,24313.323946237564,1.0,-3.8270874,2.3111022,0.036095224,-0.7179265,51032,2.2332,0.02298,0.00642,-1.5536535,23.402723595432178,0.0,1.7053365,-0.0016130524
0.7660418,51126,-0.02285719,11.148769706216015,-10.151058170011344,-9.8,0.8296319,569998,1,0.003926380475045224,24355.44225025177,1.0,-3.8268232,2.3067336,0.036000237,-0.75885284,51126,2.2022529,0.03302,0.00641,-1.5665672,23.403311430081207,0.0,1.7435728,-0.0016577491
0.76599205,51210,-0.027693948,11.150029291154071,-10.152314001171646,-11.23,0.8316254,570998,1,0.004077103848824429,24398.522157669067,1.0,-3.8269541,2.3153298,0.03540322,-0.7466278,51210,2.2178783,0.02096,0.00639,-1.5521331,23.40297483224905,0.0,1.7109244,-0.0016359106
0.7659777,51306,-0.02670539,11.148423186371964,-10.150703621408802,-9.5,0.83098716,571998,1,0.0037194795920734323,24440.30812048912,1.0,-3.8278706,2.304834,0.037308007,-0.80317223,51306,2.2162228,0.13798,0.00638,-1.6195338,23.403878428213233,0.0,1.7231071,-0.0016203128
0.7659446,51389,-0.0057772696,11.14993481095176,-10.15221156278581,-11.33,0.8203023,572998,1,0.003556366148076116,24482.110647439957,1.0,-3.8283286,2.3136852,0.034422595,-0.77779114,51389,2.233338,0.00858,0.00637,-1.6117389,23.40476310443917,0.0,1.6892856,-0.0016787837
0.765906,51476,-0.058631763,11.150749864014298,-10.153022767891834,-10.5,0.8232134,573998,1,0.0031603987347497025,24524.36166357994,1.0,-3.8280897,2.3096669,0.03807167,-0.814255,51476,2.222443,0.02834,0.00636,-1.6523547,23.405216734037133,0.0,1.711584,-0.0017680997
0.7658621,51562,-0.037338138,11.151603894340793,-10.153873007253404,-10.5,0.82489747,574998,1,0.003792843439932628,24567.16583967209,1.0,-3.8283634,2.310875,0.03336052,-0.8148348,51562,2.221962,0.19021,0.00634,-1.6380823,23.40514179586272,0.0,1.7637554,-0.0016983621
0.76583743,51651,-0.04056345,11.151710518673404,-10.153975721670442,-10.39,0.82843715,575998,1,0.003822554468711305,24610.308619260788,1.0,-3.8287673,2.3107276,0.041928064,-0.8185246,51651,2.214101,0.07771,0.00633,-1.6360157,23.404745097312844,0.0,1.738236,-0.0017160483
0.76580274,51736,-0.033618808,11.152389052110715,-10.154650533477655,-10.49,0.8256627,576998,1,0.0035579953509348216,24653.792120456696,1.0,-3.8293335,2.3260355,0.038232632,-0.79269326,51736,2.236611,0.04402,0.00632,-1.6098375,23.404026333183484,0.0,1.7108535,-0.0017973018
0.76575464,51829,-0.0449992,11.151729726600937,-10.15398715005113,-10.04,0.8268216,577998,1,0.003589366879203296,24696.254045963287,1.0,-3.8291552,2.295536,0.03610145,-0.7988019,51829,2.1995487,0.16736,0.00631,-1.5984869,23.404278192322707,0.0,1.7297871,-0.0018422469
0.7657444,51920,-0.015676051,11.151463790446842,-10.153717257318952,-10.2,0.8246079,578998,1,0.0038901276769103743,24738.954406023026,1.0,-3.82924,2.3072336,0.039001446,-0.79161704,51920,2.2168698,0.03878,0.00629,-1.6053243,23.404303613536523,0.0,1.7354153,-0.0018432456
0.7657129,52003,-0.024184227,11.15304886256562,-10.155298732765417,-11.32,0.8205697,579998,1,0.0037107143236172467,24780.57051539421,1.0,-3.8295426,2.3241067,0.03529384,-0.8279791,52003,2.2300248,0.03003,0.00628,-1.6536789,23.40535298167139,0.0,1.7840794,-0.0019223759
0.76568586,52082,-0.034065094,11.155312776007065,-10.157559233516379,-11.71,0.8147945,580998,1,0.003455593439048089,24822.387142419815,1.0,-3.830297,2.3001902,0.037804436,-0.86104953,52082,2.21137,0.02135,0.00627,-1.6932034,23.40620975196672,0.0,1.7437408,-0.0019227164
0.7656599,52178,-0.059883874,11.154126260109624,-10.156368584460884,-9.67,0.82302135,581998,1,0.00357287066573197,24864.423166036606,1.0,-3.8303223,2.2987812,0.04344301,-0.84097147,52178,2.2239242,0.00157,0.00626,-1.6941216,23.40685710316322,0.0,1.7452246,-0.0018506331
0.7656224,52263,-0.051682074,11.155119300461129,-10.15735797791937,-10.66,0.8234306,582998,1,0.0034661774203080674,24907.75964283943,1.0,-3.8305018,2.3108938,0.036918804,-0.79837525,52263,2.2073367,0.00344,0.00624,-1.6254659,23.40628014561728,0.0,1.7515107,-0.0017469842
0.76556486,52340,-0.052064955,11.157565915170043,-10.159801299197554,-11.37,0.82440454,583998,1,0.0038073779679395014,24950.63651895523,1.0,-3.8306968,2.3069894,0.03499179,-0.8175812,52340,2.2250092,0.04723,0.00623,-1.6685139,23.406136334691553,0.0,1.750437,-0.001735949
0.7655235,52426,-0.039251406,11.158375615152787,-10.160607332239728,-10.63,0.819961,584998,1,0.003766392874623549,24992.581654787064,1.0,-3.8306577,2.319011,0.03438895,-0.8407328,52426,2.2409701,0.13426,0.00622,-1.6820344,23.40686560837743,0.0,1.7159418,-0.0018468656
0.765474,52527,-0.05049841,11.156091153121253,-10.158318579016505,-8.83,0.81649494,585998,1,0.0034116474686737915,25034.69102191925,1.0,-3.8303668,2.3153315,0.03530543,-0.83758664,52527,2.240774,0.1457,0.00621,-1.6681132,23.407438880988245,0.0,1.7085794,-0.0019105924
0.7654566,52610,-0.027967751,11.157365519863143,-10.159589431666983,-10.88,0.82884544,586998,1,0.0034569110388609787,25077.49867272377,1.0,-3.8309844,2.3163426,0.039762314,-0.846711,52610,2.2266824,0.0246,0.00619,-1.6654053,23.407358431583308,0.0,1.7934947,-0.001976219
0.76544935,52705,-0.046554834,11.156171141257945,-10.158391044492932,-9.64,0.8271205,587998,1,0.0037083785023880305,25119.08028626442,1.0,-3.8308878,2.3113658,0.035792034,-0.80031157,52705,2.22346,0.05366,0.00618,-1.6268696,23.40842074228045,0.0,1.7396746,-0.0020025189
0.76539844,52799,-0.042100042,11.15524915244607,-10.157465103505748,-9.7,0.8234036,588998,1,0.0035490670282058968,25161.32680416107,1.0,-3.8301766,2.3155942,0.0344874,-0.8462056,52799,2.2408862,0.01777,0.00617,-1.6941754,23.40886093107753,0.0,1.7258312,-0.0020463925
0.7653756,52881,-0.079497494,11.15701291579206,-10.159225430683989,-11.15,0.8246719,589998,1,0.0036832382197756835,25203.35187959671,1.0,-3.830639,2.3148935,0.03621186,-0.894019,52881,2.2328455,0.20857,0.00616,-1.715357,23.40950532368002,0.0,1.7780436,-0.0019486384
0.7653507,52958,-0.046342447,11.159673703689716,-10.161883001623929,-12.19,0.827847,590998,1,0.0038644578308632744,25245.811493635178,1.0,-3.8311756,2.3093476,0.040472116,-0.87828386,52958,2.2197618,0.08159,0.00614,-1.704318,23.409744628292056,0.0,1.7382922,-0.0018785065
0.7653439,53037,-0.057857856,11.161962403605031,-10.164168410732131,-12.08,0.82928586,591998,1,0.0038365978502097314,25287.454988479614,1.0,-3.8324146,2.328219,0.035275456,-0.8678137,53037,2.2440925,0.09983,0.00613,-1.6968837,23.410738655578456,0.0,1.7644942,-0.0019321352
0.76533306,53119,-0.063183755,11.163538470227225,-10.16574107193283,-11.83,0.821715,592998,1,0.003661779525419977,25329.973001003265,1.0,-3.8330564,2.3019872,0.034934342,-0.91244864,53119,2.234081,0.14808,0.00612,-1.7362244,23.410921124018277,0.0,1.7285651,-0.0018272202
0.7653069,53217,-0.06697487,11.161734032358082,-10.163932577935622,-9.18,0.8214139,593998,1,0.0036931137636866036,25373.456290960312,1.0,-3.8324957,2.3166616,0.035595544,-0.8791144,53217,2.2274802,0.02592,0.00611,-1.7085416,23.410212356903898,0.0,1.738879,-0.00182167
0.7653005,53306,-0.06306059,11.161932990657712,-10.164127865531084,-10.18,0.8205111,594998,1,0.003949664420421456,25416.705390691757,1.0,-3.8329206,2.3012912,0.038815726,-0.8999505,53306,2.2261112,0.10667,0.00609,-1.7334616,23.409721710741604,0.0,1.7438269,-0.0017362797
0.76526815,53396,-0.040545356,11.161772417409544,-10.163963592778485,-10.13,0.8288055,595998,1,0.0037098975212252272,25458.776275634766,1.0,-3.8334744,2.317255,0.03551383,-0.86718535,53396,2.2304323,0.10947,0.00608,-1.7044833,23.410316094823372,0.0,1.7612739,-0.0018000259
0.76525635,53488,-0.05298099,11.161232425964702,-10.163419832485792,-9.62,0.8214654,596998,1,0.003825184149647391,25501.145531654358,1.0,-3.8340235,2.309077,0.03571558,-0.8517245,53488,2.225072,0.04549,0.00607,-1.6609243,23.410634603020142,0.0,1.7548842,-0.001670357
0.7652177,53575,-0.07058979,11.161679888007466,-10.163863742417172,-10.14,0.8214201,597998,1,0.003707728498432637,25543.66000509262,1.0,-3.8340573,2.3182988,0.03836809,-0.9198133,53575,2.2334454,0.00739,0.00606,-1.741519,23.410818961761063,0.0,1.7466549,-0.0017045625
0.76520985,53654,-0.033696502,11.164107056323854,-10.166287695232414,-11.23,0.8294813,598998,1,0.003543208202667403,25586.02960252762,1.0,-3.83525,2.3204222,0.036372315,-0.8542868,53654,2.2456486,0.13829,0.00605,-1.7007086,23.41113526816312,0.0,1.8026662,-0.0017044018
0.76518047,53753,-0.04683869,11.162167692965975,-10.164344315666103,-9.07,0.8287643,599998,1,0.003454395345475685,25645.61577296257,1.0,-3.834833,2.3096318,0.035864983,-0.8924444,53753,2.2292466,0.00394,0.00603,-1.7244706,23.395733809307107,0.0,1.7595689,-0.0017034905
0.76516557,53825,-0.026488015,11.165777984208082,-10.167970274036229,-11.85,0.82753515,600998,1,0.004873041900889869,25687.75584435463,0.99,-3.8357005,2.3022957,0.037615277,-0.87525594,53825,2.2328432,0.11963,0.00602,-1.7092028,23.396282790973377,0.0,1.7775464,-0.0016658361
0.76510847,53910,-0.06447089,11.166573919495455,-10.168762752736042,-10.78,0.82541317,601998,1,0.003451808645927655,25730.16679763794,1.0,-3.8351083,2.3173516,0.0364022,-0.9016093,53910,2.2220848,0.03916,0.00601,-1.7178595,23.396583657408087,0.0,1.7981715,-0.0016405878
0.76506895,53987,-0.023826191,11.169170355826402,-10.171356067201364,-10.99,0.829808,602998,1,0.003437819864795819,25771.100945949554,1.0,-3.8357093,2.3065324,0.03462604,-0.90320134,53987,2.216832,0.13191,0.006,-1.7252486,23.398224284817495,0.0,1.7554481,-0.0015801261
0.76503986,54072,-0.042067695,11.1699030921734,-10.172085367657937,-11.02,0.82640773,603998,1,0.0035445322397214176,25813.294231176376,1.0,-3.8359163,2.3130183,0.036577765,-0.88232106,54072,2.2320707,0.00807,0.00599,-1.7024633,23.398718295726578,0.0,1.7498217,-0.0016668373
0.7650106,54156,-0.05352254,11.171301425511485,-10.17348031612379,-11.42,0.8268483,604998,1,0.003778548017639769,25855.257566690445,1.0,-3.836638,2.3011472,0.03591784,-0.9263981,54156,2.2129292,0.04491,0.00597,-1.725646,23.399418800585618,0.0,1.8186961,-0.0016187889
0.764976,54255,-0.059920173,11.169035111971247,-10.171210026725648,-8.85,0.8289163,605998,1,0.0034972585952148592,25898.492229938507,1.0,-3.8360367,2.28508,0.037485946,-0.9448402,54255,2.2112432,0.05504,0.00596,-1.7861273,23.39896834995938,0.0,1.764891,-0.0015815707
0.7649253,54344,-0.0433455,11.16947593110555,-10.171647283968792,-9.99,0.83389604,606998,1,0.0032694523766420396,25941.85448026657,1.0,-3.8361874,2.3095596,0.03748814,-0.90823185,54344,2.238152,0.05797,0.00595,-1.7592869,23.398404322317464,0.0,1.7809575,-0.0017042406
0.7648946,54421,-0.050253972,11.17212105620992,-10.174289336836884,-11.38,0.832573,607998,1,0.0034249227673595574,25984.062861442566,1.0,-3.836631,2.3023982,0.03880878,-0.9552487,54421,2.2234595,0.11284,0.00594,-1.7930653,23.398881200453097,0.0,1.7752731,-0.0016940504
0.7648627,54511,-0.054479707,11.171873566803031,-10.17403826750564,-10.36,0.8312949,608998,1,0.003690971538879849,26027.124497890472,1.0,-3.8371506,2.3051097,0.036857262,-0.8967644,54511,2.223522,0.04423,0.00593,-1.7081922,23.398589423482413,0.0,1.7779912,-0.0017353398
0.7648321,54599,-0.039064273,11.172329163537794,-10.174490375281598,-10.46,0.8329192,609998,1,0.0037470988386296557,26068.84078192711,1.0,-3.836848,2.3036048,0.039128896,-0.8989624,54599,2.2210226,0.07855,0.00591,-1.7378764,23.39950614232516,0.0,1.8047734,-0.0017419932
0.7647842,54693,-0.07104949,11.171374764595104,-10.173532261898233,-9.66,0.821463,610998,1,0.003549480202707704,26110.40805363655,1.0,-3.8364174,2.3023028,0.036166366,-0.88241935,54693,2.2109394,0.04599,0.0059,-1.704705,23.40055347832462,0.0,1.7800245,-0.0018618115
0.764741,54772,-0.04762334,11.173482801431389,-10.17563718688381,-11.33,0.82683563,611998,1,0.003623053285995909,26152.158167362213,1.0,-3.8368273,2.3150225,0.040890455,-0.9453498,54772,2.2314568,0.02657,0.00589,-1.7675922,23.40143387339141,0.0,1.7698717,-0.0019193538
0.7647044,54855,-0.06862863,11.174624008750342,-10.176775134445355,-11.02,0.83032656,612998,1,0.0037423794945603077,26194.301310777664,1.0,-3.8372762,2.3165045,0.036235683,-0.9542981,54855,2.236941,0.10738,0.00588,-1.7770648,23.401960324392448,0.0,1.8274169,-0.001914454
0.7646525,54943,-0.042450506,11.17509054838651,-10.177238228709754,-10.67,0.8201381,613998,1,0.0035679231999846527,26235.923483133316,1.0,-3.8366282,2.3153567,0.035943564,-0.90848327,54943,2.23324,0.11862,0.00587,-1.7330896,23.40294979114153,0.0,1.7301645,-0.0019164932
0.7646186,55030,-0.055309176,11.175431582773033,-10.177575867708523,-10.33,0.83189857,614998,1,0.0033811019153899384,26279.048008918762,1.0,-3.8369346,2.2971287,0.03806594,-0.91334856,55030,2.219053,0.09831,0.00586,-1.7403755,23.402598137926372,0.0,1.7861536,-0.0019490555
0.7645826,55107,-0.022011787,11.178053604805196,-10.18019489357069,-11.08,0.82651734,615998,1,0.0036892971972118794,26321.332986593246,1.0,-3.8377488,2.322885,0.037904393,-0.9391486,55107,2.254481,0.01953,0.00584,-1.7611623,23.402994077608387,0.0,1.8201315,-0.0019028137
0.76456445,55187,-0.062989384,11.180060521499628,-10.182198706217044,-11.74,0.8316229,616998,1,0.0034159836801454435,26364.936213970184,1.0,-3.8380754,2.3086708,0.039161764,-0.98771673,55187,2.2282465,0.01303,0.00583,-1.7999986,23.402218575179663,0.0,1.7993504,-0.0018487826
0.7645285,55276,-0.047072336,11.180060062233157,-10.182194804255012,-10.12,0.8306653,617998,1,0.0035312932010006758,26406.634422779083,1.0,-3.8383434,2.300455,0.040035687,-0.9533067,55276,2.2223098,0.03191,0.00582,-1.7923133,23.403133852866084,0.0,1.7592208,-0.001929516
0.76449597,55359,-0.018984562,11.18148810491519,-10.18361964630864,-11.45,0.83549744,618998,1,0.0035553046615759824,26448.366347551346,1.0,-3.8385897,2.309178,0.03537359,-0.9993034,55359,2.2375283,0.09162,0.00581,-1.809846,23.404016409403233,0.0,1.7512543,-0.0019227599
0.76442325,55435,-0.086927496,11.184143591593758,-10.186272210697213,-11.8,0.826886,619998,1,0.003577870224319635,26491.59124660492,1.0,-3.8386927,2.3301797,0.040958658,-0.92558324,55435,2.2562733,0.03462,0.0058,-1.7466867,23.40357716637565,0.0,1.7571698,-0.001876872
0.7643913,55521,-0.08216081,11.184939032077953,-10.187064354028205,-10.28,0.82528883,620998,1,0.0032927065634820664,26534.271533966064,1.0,-3.838928,2.3110616,0.037655387,-0.9430339,55521,2.232226,0.12753,0.00579,-1.775368,23.40361970009507,0.0,1.8342646,-0.0019118111
0.76435536,55613,-0.045228112,11.184399331091651,-10.186521137144194,-9.84,0.83136004,621998,1,0.0034752706932382467,26577.153535842896,1.0,-3.83914,2.317682,0.042056844,-0.9489392,55613,2.241065,0.01076,0.00577,-1.7885296,23.403484468761913,0.0,1.7806286,-0.0019683281
0.76431996,55691,-0.047191102,11.18661902282236,-10.18873785710438,-11.16,0.82683164,622998,1,0.003594106797876524,26619.716800928116,1.0,-3.8398366,2.3233187,0.03918492,-0.9648983,55691,2.2447715,0.04007,0.00576,-1.8211683,23.40362989805657,0.0,1.7643372,-0.0019547062
0.76427436,55771,-0.06159756,11.187014756773234,-10.189130551720428,-11.08,0.82605815,623998,1,0.003651619235822725,26662.9054107666,1.0,-3.8398898,2.3234918,0.03880743,-0.975283,55771,2.2446246,0.0113,0.00575,-1.80864,23.403225957064183,0.0,1.7288983,-0.0019423707
0.7642401,55843,-0.03315382,11.190498361477715,-10.192611428469101,-12.48,0.8272693,624998,1,0.0033770319962470037,26705.61172604561,1.0,-3.8406456,2.320578,0.0403111,-0.92867076,55843,2.2366698,0.01213,0.00574,-1.76439,23.403245969851657,0.0,1.8192754,-0.0018622775
0.7641854,55940,-0.08484001,11.190543439399356,-10.19265284233107,-10.15,0.82811856,625998,1,0.003291453519730278,26748.82233285904,1.0,-3.839727,2.3234205,0.03830698,-0.9921726,55940,2.2504005,0.10428,0.00573,-1.8098712,23.4028247004731,0.0,1.8194538,-0.0019071791
0.76413155,56023,-0.053179502,11.191617728432965,-10.193724006211735,-10.82,0.82727784,626998,1,0.003187786332882428,26791.661311626434,1.0,-3.8401356,2.3108668,0.03969275,-0.93697655,56023,2.230934,0.05688,0.00572,-1.7394614,23.40272940550759,0.0,1.7888253,-0.0019204817
0.7641018,56109,-0.044050504,11.192411199629293,-10.194514249050954,-11.08,0.83534545,627998,1,0.0034506430005363992,26833.492278575897,1.0,-3.8404665,2.3137534,0.036595,-0.96212316,56109,2.2394893,0.14026,0.00571,-1.7744046,23.403513544951405,0.0,1.8558953,-0.0019322655
0.764072,56199,-0.045024425,11.19215644406484,-10.194256125553835,-9.89,0.83132833,628998,1,0.003477078200120309,26876.33242201805,1.0,-3.8404562,2.3120286,0.037100855,-1.0085347,56199,2.234653,0.0265,0.00569,-1.8316158,23.40341643805173,0.0,1.8205359,-0.0018574013
0.7640376,56277,-0.042576563,11.194448886756579,-10.19654565808412,-11.88,0.83727854,629998,1,0.003426170329654058,26918.793809890747,1.0,-3.841088,2.3238118,0.037864536,-0.9817877,56277,2.2611635,0.09843,0.00568,-1.8287122,23.403648932015685,0.0,1.8083148,-0.0020621952
0.7640076,56370,-0.037539903,11.193755543728933,-10.195848855774347,-9.78,0.834153,630998,1,0.0033299676077883362,26960.56336903572,1.0,-3.8410468,2.305729,0.03905117,-0.98303753,56370,2.2368476,0.16936,0.00567,-1.8231964,23.404481255191534,0.0,1.8193774,-0.0020647668
0.763981,56458,-0.07453001,11.19391406000921,-10.196004109249353,-10.06,0.82971156,631998,1,0.003516561206016542,27003.665506839752,1.0,-3.8416476,2.3242273,0.0413263,-1.005755,56458,2.235666,0.01849,0.00566,-1.815357,23.404155996522817,0.0,1.7654325,-0.0020095874
