rollout/return_history,reference_Q_mean,total/steps_per_second,reference_actor_Q_std,reference_actor_Q_mean,success rate,rollout/error,total/epochs,total/steps,rollout/actions_std,train/loss_critic,rollout/return,rollout/goal_tolerance,reference_action_mean,total/duration,reference_action_std,rollout/actions_mean,rollout/episode_steps,total/episodes,reference_Q_std,train/loss_actor,rollout/episodes,rollout/Q_mean,train/param_noise_distance,errors
-4.14,0.015815735,19.041798479423935,1.1987929,0.30334643,1.0,0.01288,1,866998,0.7570238,0.007994423,-3.0287770787059842,0.00354,0.029185636,45531.30844950676,0.8262459,-0.02061845,4.028688791204706,215206,1.5298139,0.6110227,215206,-1.463847,0.0,0.0015649653101141988
-3.95,-0.007922694,19.04182365950367,1.172332,0.29648483,1.0,0.00362,1,867998,0.7570006,0.008208961,-3.029627360045309,0.00353,0.09531639,45583.76421928406,0.8208038,-0.020623561,4.0295391557455815,215409,1.498736,0.59242487,215409,-1.4640253,0.0,0.0016045890264002802
-3.75,0.02429846,19.042742682885986,1.1742922,0.30882975,1.0,0.05394,1,868998,0.75697565,0.00787429,-3.030373300806523,0.00353,0.07367779,45634.077741384506,0.8263175,-0.02062386,4.0302851815951435,215617,1.4937501,0.596355,215617,-1.464179,0.0,0.0015781165710914552
-3.49,-0.005338788,19.043554670332167,1.1675212,0.28392336,1.0,0.00196,1,869998,0.7569508,0.008398229,-3.031056994194478,0.00352,0.13159028,45684.64318037033,0.83235884,-0.020613281,4.0309689615389965,215829,1.4942825,0.6274869,215829,-1.4643925,0.0,0.0016197561414730893
-3.97,-0.01366277,19.044384974779344,1.1829866,0.2774181,1.0,0.00867,1,870998,0.7569304,0.00799833,-3.031683507449906,0.00351,0.09888127,45735.16031908989,0.83087176,-0.020610977,4.031595561994603,216043,1.5037817,0.6033402,216043,-1.4645258,0.0,0.001672819444859917
-4.18,0.00018467009,19.045328068836756,1.1979065,0.29343852,1.0,0.0048,1,871998,0.75690794,0.008159452,-3.0324906241473872,0.00351,0.10754407,45785.40190267563,0.833048,-0.02065303,4.032402761656809,216247,1.5175462,0.61429757,216247,-1.4647907,0.0,0.001700562981032246
-4.11,0.007569626,19.046235354439453,1.2015834,0.2954885,1.0,0.01519,1,872998,0.75687903,0.007903906,-3.0333658275159507,0.0035,0.10807061,45835.72468543053,0.8394948,-0.02068321,4.033278047022624,216449,1.5200074,0.60811883,216449,-1.4649986,0.0,0.0015862481479376688
-3.98,0.00666894,19.045942237695414,1.1768904,0.29258525,1.0,0.06182,1,873998,0.7568563,0.007944588,-3.03406735930656,0.00349,0.112301834,45888.934718608856,0.8351652,-0.020669922,4.033979663895799,216659,1.4929079,0.58737415,216659,-1.4652076,0.0,0.0016060097681805227
-3.96,-0.017468527,19.046646539091505,1.193088,0.2779312,1.0,0.05,1,874998,0.75683266,0.008138917,-3.0350000230566687,0.00348,0.1347254,45939.74053144455,0.8310959,-0.02065166,4.034912407715684,216857,1.5187423,0.59413856,216857,-1.465457,0.0,0.001533247865772373
-4.09,-0.015679508,19.047744227833242,1.1838402,0.28256524,1.0,0.00121,1,875998,0.75681126,0.007908756,-3.0358380171381185,0.00348,0.11271802,45989.59275817871,0.83624506,-0.02064385,4.035750483737216,217060,1.5061768,0.6213958,217060,-1.4657178,0.0,0.0017012257336635362
-4.08,-0.038582712,19.047923534100935,1.1974739,0.27041715,1.0,0.00181,1,876998,0.7567875,0.0085153,-3.0367441624972957,0.00347,0.10749308,46041.658999204636,0.8371965,-0.020661013,4.036656709273264,217259,1.5248891,0.5994972,217259,-1.4659976,0.0,0.0016918425487334535
-3.43,0.02112332,19.04812552296855,1.1873989,0.31643164,1.0,0.00093,1,877998,0.7567571,0.007840445,-3.037388721306651,0.00346,0.14604004,46093.6693713665,0.839266,-0.020701682,4.037301353737493,217472,1.5009937,0.5893536,217472,-1.4661063,0.0,0.0017047274158289991
-3.59,0.020051599,19.04875028195692,1.2032547,0.3123639,1.0,0.01853,1,878998,0.7567437,0.007970543,-3.038004281396139,0.00346,0.13209872,46144.65447807312,0.8471229,-0.020719318,4.037916999715186,217686,1.525908,0.61331564,217686,-1.4663368,0.0,0.0014928656672239732
-3.32,0.021429598,19.04933130737775,1.2131712,0.31885013,1.0,0.07182,1,879998,0.7567367,0.008056039,-3.038498074866801,0.00345,0.13261704,46195.74229669571,0.8383327,-0.020713143,4.038410881706416,217907,1.526479,0.6082222,217907,-1.4664798,0.0,0.0014365422519796145
-3.87,-0.009488374,19.04939621133088,1.1924117,0.2905338,1.0,0.02369,1,880998,0.75672096,0.008004538,-3.039426145325166,0.00344,0.14091013,46248.080003499985,0.84219104,-0.020739917,4.039339030921028,218104,1.511118,0.6068706,218104,-1.4666703,0.0,0.001516706295244593
-3.6,0.033011034,19.050117877338163,1.2046416,0.3230796,1.0,0.00172,1,881998,0.75670946,0.007947737,-3.0402689790066284,0.00344,0.1154187,46298.82112431526,0.8426733,-0.020725574,4.040181945608707,218307,1.5261874,0.6059981,218307,-1.4669403,0.0,0.0016078692477038265
-3.91,0.016593024,19.050767926626822,1.2024726,0.3181285,1.0,0.01593,1,882998,0.7566829,0.008046153,-3.0409024345597655,0.00343,0.14382686,46349.732640743256,0.8369757,-0.020717882,4.040815485996705,218520,1.5158403,0.60196024,218520,-1.4669191,0.0,0.0015413244148510768
-3.75,0.0012946725,19.051592424708662,1.2175171,0.2979035,1.0,0.06324,1,883998,0.75665736,0.008371271,-3.04158551639007,0.00342,0.17850025,46400.21580839157,0.83531064,-0.0207116,4.041498651305262,218730,1.5316532,0.5915462,218730,-1.4671426,0.0,0.001487107894671476
-4.1,0.0015878975,19.052203596391802,1.1984842,0.29506433,1.0,0.00609,1,884998,0.7566364,0.007819839,-3.0424886607073525,0.00342,0.167364,46451.21471238136,0.84017885,-0.020670973,4.042401874580343,218929,1.5281211,0.6153711,218929,-1.4674233,0.0,0.0014588941136656414
-4.22,0.024249822,19.053043705171937,1.20223,0.3196713,1.0,0.03136,1,885998,0.75661534,0.00802273,-3.0436209296488146,0.00341,0.18060245,46501.651584386826,0.8387089,-0.020675778,4.043534217191885,219115,1.531505,0.59579736,219115,-1.4677781,0.0,0.0015156642149505328
-3.58,0.00030691922,19.054491912379035,1.2049968,0.29989156,1.0,0.01091,1,886998,0.75659543,0.008426154,-3.0443594349860024,0.0034,0.17803657,46550.598361730576,0.8402276,-0.020680794,4.044272804369831,219322,1.5301932,0.6197052,219322,-1.4678502,0.0,0.0015266024425961075
-4.33,0.020032242,19.055053472686655,1.231125,0.3431957,1.0,0.00141,1,887998,0.7565771,0.008534612,-3.045441914072643,0.00339,0.16235708,46601.70601320267,0.84736276,-0.020636572,4.045355358045838,219511,1.5518546,0.6116098,219511,-1.4681429,0.0,0.0015627313036970368
-4.32,0.045817107,19.055880929882154,1.2355568,0.3637857,1.0,0.00203,1,888998,0.7565613,0.007848283,-3.0463660858958255,0.00339,0.1688264,46652.15968084335,0.8376385,-0.020626012,4.0462796074790175,219708,1.5618389,0.6354006,219708,-1.4684243,0.0,0.0016229461012521494
-4.09,0.033688053,19.056054163333453,1.2268863,0.34928906,1.0,0.0101,1,889998,0.75654405,0.008384229,-3.0472979118160652,0.00338,0.1695342,46704.212339639664,0.8474692,-0.020616304,4.047211510477299,219904,1.5507463,0.6184143,219904,-1.468624,0.0,0.0014742902272209194
-3.96,0.055695087,19.05591352266873,1.2360866,0.36870342,1.0,0.01704,1,890998,0.7565236,0.0075375587,-3.0478189367714266,0.00337,0.17815028,46757.03418469429,0.83967596,-0.020583225,4.0477326210010816,220122,1.5545844,0.60280824,220122,-1.4687296,0.0,0.0017075416255953727
-3.66,0.042424068,19.056542114208348,1.2397469,0.3527246,1.0,0.02416,1,891998,0.75651544,0.007826318,-3.04827883546257,0.00337,0.17543703,46807.96729302406,0.8428811,-0.020536967,4.048192607048039,220345,1.5685852,0.61314464,220345,-1.468831,0.0,0.0015616105095464148
-4.16,0.07678549,19.057012283441956,1.2326219,0.38167977,1.0,0.01651,1,892998,0.7564958,0.007978855,-3.0491418984787684,0.00336,0.14352553,46859.28658270836,0.835923,-0.020564323,4.049055748259993,220545,1.5525379,0.61874914,220545,-1.4690264,0.0,0.0015537708716964846
-4.0,0.07049322,19.056908715344274,1.2623069,0.38031095,1.0,0.05301,1,893998,0.7564778,0.008344757,-3.0499483574030117,0.00335,0.124567926,46912.01565551758,0.8482968,-0.020570945,4.049862286408031,220748,1.5896099,0.60291934,220748,-1.4692527,0.0,0.0015305210258152368
-4.01,0.08595884,19.057182092995966,1.2652781,0.40837446,1.0,0.01835,1,894998,0.7564723,0.008030707,-3.0509000058838707,0.00335,0.10303647,46963.816351890564,0.84598696,-0.020580228,4.050814010853478,220943,1.5856771,0.61058307,220943,-1.4696674,0.0,0.001484971372827256
-4.55,0.079806834,19.05795629893777,1.2451209,0.3907231,1.0,0.0125,1,895998,0.75645685,0.008469159,-3.052001320496181,0.00334,0.1002452,47014.38002824783,0.8505799,-0.020598479,4.051915397799474,221129,1.5748192,0.61478764,221129,-1.4700196,0.0,0.0015628827240897112
-3.86,0.10044734,19.05843340596217,1.2699614,0.41425237,1.0,0.00918,1,896998,0.75645137,0.008069239,-3.052770925388779,0.00333,0.111967444,47065.67328453064,0.8446495,-0.020612914,4.0526850822738485,221334,1.5930436,0.60795397,221334,-1.4703797,0.0,0.0014968910486022758
-3.38,0.11135033,19.058771212453372,1.2681556,0.43427026,1.0,0.00796,1,897998,0.75644386,0.008028941,-3.053282961638976,0.00333,0.13644652,47117.30835056305,0.85314983,-0.020624178,4.053197203377973,221553,1.5915347,0.61928535,221553,-1.470588,0.0,0.0015683650962361097
-4.05,0.12737752,19.059183987449725,1.268272,0.4483968,1.0,0.00637,1,898998,0.7564302,0.007695088,-3.0540499102625382,0.00332,0.11969348,47168.75604915619,0.8567324,-0.020614887,4.053964231279142,221758,1.5881865,0.6145197,221758,-1.4707189,0.0,0.0014199928905670811
-4.16,0.13230248,19.060071575812223,1.2688259,0.44736424,1.0,0.01382,1,899998,0.7564199,0.008411963,-3.054948322625409,0.00331,0.09964614,47219.02519726753,0.8622208,-0.02060111,4.054862719302197,221954,1.588861,0.5976774,221954,-1.4709526,0.0,0.0014319793478527042
-3.91,0.106531575,19.06065676125559,1.2769026,0.43796718,1.0,0.01077,1,900998,0.7564092,0.007982355,-3.055826641218625,0.00331,0.07194034,47270.03960490227,0.85245365,-0.020558933,4.0557411141920845,222152,1.5893837,0.620541,222152,-1.4711417,0.0,0.0013694034028660796
-3.73,0.13031818,19.06122104292114,1.2771959,0.4441141,1.0,0.01678,1,901998,0.7564034,0.0082217455,-3.056520957006656,0.0033,0.057946533,47321.10277557373,0.85142446,-0.020555833,4.05643550998381,222360,1.5959581,0.6121943,222360,-1.4714159,0.0,0.001446212735143018
-3.89,0.11796963,19.061773042774288,1.2716101,0.4281761,1.0,0.00609,1,902998,0.7563772,0.007421937,-3.0572589051435966,0.00329,0.08820493,47372.193445682526,0.85100335,-0.02056486,4.057173537974911,222568,1.5919682,0.6060717,222568,-1.471544,0.0,0.0015192498512818515
-3.83,0.10227963,19.061928727932408,1.2930548,0.41961062,1.0,0.04934,1,903998,0.7563638,0.008205526,-3.058009722901788,0.00329,0.06412253,47424.26712965965,0.85088533,-0.02059277,4.057924434289613,222773,1.6102704,0.60969806,222773,-1.4717517,0.0,0.001480388478445459
-3.95,0.12105073,19.062832160065668,1.2896909,0.43395674,1.0,0.10452,1,904998,0.7563479,0.007503914,-3.05871352267682,0.00328,0.070542164,47474.47768521309,0.84967214,-0.02060891,4.058628313623133,222981,1.6092768,0.6205823,222981,-1.4719788,0.0,0.001302828508983656
-4.02,0.092035234,19.063466765215267,1.2970111,0.41713154,1.0,0.00179,1,905998,0.7563356,0.00762449,-3.0596068626528483,0.00327,0.04366657,47525.35365986824,0.8507822,-0.020642381,4.059521729194951,223179,1.6266869,0.60958445,223179,-1.4721797,0.0,0.0016124952465451843
-3.9,0.1133697,19.064142478238026,1.2969896,0.42933607,1.0,0.04636,1,906998,0.756322,0.008142936,-3.060512590934527,0.00327,0.08116975,47576.12365913391,0.8643969,-0.02064679,4.060427532176833,223375,1.609477,0.6314252,223375,-1.4725616,0.0,0.0014163401265788616
-3.6,0.115851566,19.060687107936523,1.290258,0.4425527,1.0,0.04887,1,907998,0.7563081,0.008314202,-3.0609989534602895,0.00326,0.08170957,47637.21238684654,0.86087865,-0.02066324,4.060913978013721,223594,1.6177558,0.5949503,223594,-1.4726143,0.0,0.0015813829431730656
-3.78,0.121359915,19.061309916199196,1.3128214,0.43537724,1.0,0.01102,1,908998,0.7562887,0.008372342,-3.0616792446928773,0.00326,0.01582562,47688.11818265915,0.851008,-0.020633314,4.061594348601226,223803,1.6329387,0.6187475,223803,-1.4727777,0.0,0.0014102923844249717
-3.9,0.11378226,19.06201832770065,1.3029623,0.43689966,1.0,0.00866,1,909998,0.7562677,0.008008334,-3.062417413663798,0.00325,0.03854078,47738.80626678467,0.8556956,-0.020651449,4.062332595264455,224008,1.6221514,0.60744286,224008,-1.4728857,0.0,0.0013762934856089964
-4.43,0.10509659,19.062735716857745,1.2974219,0.4149089,1.0,0.01185,1,910998,0.7562454,0.008251529,-3.0633669637202168,0.00324,0.0066114864,47789.46807694435,0.8487759,-0.020664876,4.063282218713481,224202,1.6195477,0.60761184,224202,-1.4730921,0.0,0.001312370164620632
-4.07,0.12570588,19.062995814997706,1.2802477,0.4307148,1.0,0.00225,1,911998,0.7562293,0.007945269,-3.064273904963926,0.00324,0.03344485,47841.27368283272,0.85185176,-0.020642465,4.064189234354877,224399,1.6083819,0.6032289,224399,-1.4732298,0.0,0.0014561814421690778
-3.69,0.121190876,19.063908828456928,1.299132,0.42030224,1.0,0.02673,1,912998,0.75620955,0.007424504,-3.06482260599342,0.00323,0.035559535,47891.437596321106,0.8516335,-0.020636765,4.06473801605428,224613,1.6284015,0.5976645,224613,-1.4733524,0.0,0.001315052196996565
-4.06,0.09880847,19.064089582374606,1.3017906,0.4159665,1.0,0.00119,1,913998,0.7561944,0.007705423,-3.065649534061339,0.00322,0.03570792,47943.43816161156,0.85516036,-0.020622054,4.065565020127661,224815,1.6268215,0.5940546,224815,-1.4736137,0.0,0.0013962708058138354
-3.38,0.09516668,19.064220519734633,1.3097712,0.40770125,1.0,0.01316,1,914998,0.7561741,0.008641303,-3.066123635200171,0.00322,0.037872583,47995.56315732002,0.84730273,-0.020632925,4.066039203139095,225033,1.6414105,0.59892637,225033,-1.4736576,0.0,0.0014502633102512306
-3.9,0.098741025,19.064215711771002,1.2994847,0.40490186,1.0,0.03956,1,915998,0.7561571,0.007550241,-3.06687119015801,0.00321,0.044963222,48048.02955698967,0.8528545,-0.020646552,4.066786835317152,225239,1.6315205,0.61406875,225239,-1.4739565,0.0,0.0014998350696289733
-3.73,0.09978393,19.064845833497113,1.2964042,0.40689445,1.0,0.0061,1,916998,0.7561412,0.0082212025,-3.067623014447239,0.0032,0.031890195,48098.89405918121,0.83945286,-0.020638598,4.067538735190139,225441,1.6225717,0.63666767,225441,-1.4742525,0.0,0.0015647744164141413
-3.79,0.1022391,19.065236430351053,1.3166932,0.41341656,1.0,0.04139,1,917998,0.7561216,0.007518438,-3.0683542508686097,0.0032,0.057055134,48150.36012554169,0.85873836,-0.020609926,4.06827004892576,225648,1.6398964,0.6137979,225648,-1.4743696,0.0,0.0013859252789564375
-4.26,0.112090275,19.065881916808326,1.3038026,0.4176429,1.0,0.01205,1,918998,0.7561093,0.0076513235,-3.069314252062292,0.00319,0.05598429,48201.179678440094,0.84845465,-0.020558931,4.069230122077037,225841,1.6224091,0.6103009,225841,-1.4745677,0.0,0.0014275218445870185
-3.99,0.11693519,19.065942547727847,1.2997663,0.42074364,1.0,0.02685,1,919998,0.7560967,0.0070134373,-3.0702277513316463,0.00318,0.057291895,48253.47593998909,0.8633764,-0.020546539,4.070143693924861,226036,1.6310081,0.6012838,226036,-1.4747841,0.0,0.0014506096460159767
-4.22,0.09849581,19.066555564479124,1.3287923,0.40729603,1.0,0.01601,1,920998,0.7560921,0.006822342,-3.071301956935917,0.00318,0.068264306,48304.37238049507,0.8591966,-0.02055906,4.071217968269966,226221,1.6637126,0.61579007,226221,-1.475048,0.0,0.0014136422500844082
-3.85,0.105101526,19.067201112801413,1.3110403,0.41227996,1.0,0.04111,1,921998,0.75607437,0.0076294215,-3.071978412659156,0.00317,0.0473633,48355.18304681778,0.8563334,-0.020539762,4.071894501146055,226429,1.6382987,0.60998917,226429,-1.4751028,0.0,0.001294077666057436
-3.63,0.11114541,19.067724135026484,1.3185191,0.41350862,1.0,0.01274,1,922998,0.7560584,0.008001055,-3.072630924068673,0.00317,0.054945987,48406.30132174492,0.8517151,-0.020533264,4.072547090306611,226639,1.6522812,0.59828997,226639,-1.4752772,0.0,0.0014183617916421224
-3.95,0.09688324,19.06744818477156,1.3160582,0.39327356,1.0,0.03426,1,923998,0.7560427,0.00792514,-3.073219866784806,0.00316,0.09641985,48459.44727611542,0.8554961,-0.02058123,4.073136111368255,226851,1.6448236,0.6221495,226851,-1.4754939,0.0,0.0014129926954709721
-3.6,0.060028076,19.067896600504017,1.3159316,0.3815218,1.0,0.0242,1,924998,0.75603324,0.0076189935,-3.07376269454696,0.00315,0.050591648,48510.751834869385,0.85782677,-0.020538948,4.073679018435168,227066,1.6486008,0.60457,227066,-1.4755796,0.0,0.0013010224971324365
-3.47,0.086306676,19.0686135954911,1.3134019,0.39964956,1.0,0.01901,1,925998,0.7560185,0.007874922,-3.074357947720643,0.00315,0.08515098,48561.36998963356,0.8628431,-0.020531077,4.074274350027939,227279,1.6466829,0.6207933,227279,-1.475691,0.0,0.0014146879311243204
-3.68,0.10555701,19.069190375953486,1.308233,0.40341762,1.0,0.02294,1,926998,0.7559991,0.008019465,-3.0750193416795613,0.00314,0.050015498,48612.34177875519,0.8588608,-0.02053528,4.0749358207905475,227488,1.6395017,0.6138127,227488,-1.4757967,0.0,0.0015014656586566893
-4.41,0.06699537,19.06936813814168,1.3101737,0.37049857,1.0,0.03222,1,927998,0.7559835,0.0075740223,-3.0758723675253092,0.00313,0.039263505,48664.328743219376,0.8525563,-0.020525014,4.075788918901114,227685,1.6453272,0.62868845,227685,-1.4760689,0.0,0.0015470948582302433
-3.56,0.062257096,19.069674614782667,1.2815771,0.35947716,1.0,0.04374,1,928998,0.75597274,0.007819962,-3.0763300498014523,0.00313,0.038385134,48715.98591828346,0.85875195,-0.020485058,4.076246681731424,227905,1.6113397,0.62804633,227905,-1.4761647,0.0,0.001343979483232372
-3.67,0.07608019,19.07014708924107,1.3134372,0.380262,1.0,0.02683,1,929998,0.7559669,0.0082888715,-3.077171277887621,0.00312,0.07766501,48767.21693062782,0.8621066,-0.02047391,4.077087982183487,228103,1.6459719,0.6260412,228103,-1.4763769,0.0,0.0013432203014528113
-3.53,0.025299206,19.0708237981207,1.3262144,0.34373707,1.0,0.03124,1,930998,0.75595284,0.007703116,-3.077649109590841,0.00312,0.05453061,48817.92259502411,0.85505515,-0.020431267,4.077565893781589,228322,1.6647962,0.6111399,228322,-1.4764547,0.0,0.001434468105226238
-3.86,0.09290239,19.07095083884074,1.2931249,0.38689947,1.0,0.01378,1,931998,0.75593793,0.007832629,-3.0782647506694905,0.00311,0.07389537,48870.0331659317,0.8596025,-0.020401172,4.078181611327954,228532,1.63598,0.5979292,228532,-1.4765335,0.0,0.0014837644996191631
-3.64,0.09774682,19.070509235756813,1.3021156,0.38503796,1.0,0.0028,1,932998,0.7559177,0.008232315,-3.0788964033872075,0.0031,0.08642074,48923.601801395416,0.8574747,-0.020380922,4.07881334073611,228743,1.6333965,0.60300714,228743,-1.4766979,0.0,0.0014790767695736864
-3.78,0.052575484,19.070504806941997,1.3141847,0.3622805,1.0,0.01414,1,933998,0.75590914,0.008518412,-3.079425741190447,0.0031,0.07092452,48976.05015993118,0.86695147,-0.02040619,4.079342755813344,228956,1.6430278,0.64017916,228956,-1.4769255,0.0,0.0012417215054528854
-3.74,0.07224721,19.07077099714446,1.3257883,0.38048044,1.0,0.02671,1,934998,0.7559031,0.008151962,-3.080072960212248,0.00309,-0.020757696,49027.80281615257,0.85382384,-0.020397315,4.079990050880148,229166,1.6548178,0.59973705,229166,-1.4771596,0.0,0.0014003279982132202
-3.99,0.028692245,19.07147021466178,1.3083725,0.33839846,1.0,0.00973,1,935998,0.755892,0.007913214,-3.0807596393631305,0.00308,0.012657206,49078.43965172768,0.8538074,-0.020455848,4.080676804492266,229372,1.6444969,0.61980605,229372,-1.4773086,0.0,0.0013729296969392057
-3.98,0.0652812,19.071740045747877,1.3034925,0.35763186,1.0,0.00137,1,936998,0.7558814,0.007400674,-3.0815198452799946,0.00308,0.053361315,49130.17887997627,0.8599205,-0.020494223,4.081437084015751,229576,1.6344926,0.6178201,229576,-1.4776001,0.0,0.0013146867520386978
-3.49,0.040345103,19.071932293361844,1.3134893,0.34344313,1.0,0.01678,1,937998,0.7558671,0.0076189786,-3.082181884647689,0.00307,0.033090096,49182.116713285446,0.85917616,-0.02047642,4.082099197938925,229783,1.647175,0.6336323,229783,-1.4777069,0.0,0.0013811360619057878
-4.04,0.010789216,19.07257872018616,1.303905,0.3192612,1.0,0.01477,1,938998,0.75585604,0.008392382,-3.0831224399279917,0.00307,0.02303055,49232.88107895851,0.8543032,-0.020481898,4.08303982189291,229974,1.6302243,0.63591707,229974,-1.478002,0.0,0.0013875326507990636
-4.06,0.02060707,19.073226225226133,1.300684,0.3265248,1.0,0.02712,1,939998,0.75582963,0.0076179313,-3.0839100684261975,0.00306,0.022732526,49283.63921761513,0.85441726,-0.020460598,4.0838275225372,230175,1.6328995,0.6185288,230175,-1.4780923,0.0,0.0012666178223449032
-3.95,0.0134932995,19.07406839992435,1.288198,0.3117649,1.0,0.06471,1,940998,0.75581163,0.007828153,-3.084776295627488,0.00305,0.040539462,49333.89040398598,0.86157525,-0.020475294,4.084693819968659,230371,1.613152,0.6361163,230371,-1.4782611,0.0,0.0013480751429656703
-3.9,-0.0078111887,19.074627655306905,1.285043,0.29878828,1.0,0.02537,1,941998,0.75579536,0.0077732666,-3.085516643174672,0.00305,0.044356864,49384.86963009834,0.86459565,-0.020482915,4.085434240485742,230575,1.6178982,0.6242535,230575,-1.4784657,0.0,0.0014082749202516942
-3.41,0.02864042,19.075612364202648,1.3045399,0.32567024,1.0,0.00514,1,942998,0.75578684,0.008289512,-3.085986143427227,0.00304,0.070144475,49434.74327301979,0.85874075,-0.020496253,4.085903818573354,230793,1.6301568,0.6203955,230793,-1.4785737,0.0,0.0013258844196869842
-3.85,0.017614633,19.076278205397333,1.3087593,0.3223482,1.0,0.00163,1,943998,0.755771,0.0073628784,-3.0867507954717635,0.00304,0.086636685,49485.43892240524,0.85987574,-0.020471903,4.086668542609147,230995,1.6428212,0.61200666,230995,-1.4787805,0.0,0.0012231922033641887
-3.64,0.011800304,19.076685747739692,1.3135389,0.3059256,1.0,0.00197,1,944998,0.7557611,0.007699754,-3.0874170638662295,0.00303,0.031690437,49536.801753520966,0.8644779,-0.020448068,4.087334884646326,231202,1.6475513,0.6352132,231202,-1.479047,0.0,0.0015489604125450555
-4.23,-0.01045464,19.07697790122879,1.3001834,0.2928647,1.0,0.00358,1,945998,0.75574017,0.008232798,-3.0882902038064617,0.00302,0.052130044,49588.46232867241,0.86278844,-0.020436957,4.088208093484762,231396,1.6377337,0.6260883,231396,-1.4792408,0.0,0.0014136696488057177
-4.28,0.0044379234,19.077663872086625,1.3030366,0.31131917,1.0,0.00055,1,946998,0.75572485,0.007318714,-3.08904615304902,0.00302,0.048800826,49639.09660792351,0.8580122,-0.020460756,4.08896411469825,231599,1.6285164,0.6278609,231599,-1.4793881,0.0,0.0012996998868784013
-4.02,-0.03701207,19.07785946763584,1.3078858,0.29074,1.0,0.04667,1,947998,0.7557125,0.008099014,-3.089757250768972,0.00301,0.067086615,49691.00446557999,0.8652172,-0.020469602,4.089675284616678,231803,1.6407995,0.6208566,231803,-1.479595,0.0,0.0014819893594509592
-4.53,-0.0037899464,19.078124051305288,1.2922508,0.30766478,1.0,0.06307,1,948998,0.75569606,0.007901704,-3.0907053230054355,0.00301,0.086999655,49742.731384277344,0.86250985,-0.020485617,4.0906234239826205,231993,1.6242486,0.6140655,231993,-1.4798632,0.0,0.001285819599286599
-3.71,-0.06142582,19.07814147519589,1.3139626,0.25521553,1.0,0.0032,1,949998,0.75568026,0.008061703,-3.091427070233768,0.003,0.053156793,49795.10196185112,0.87059516,-0.020489285,4.091345242812107,232196,1.6458151,0.6395353,232196,-1.4800453,0.0,0.0013843214476637845
-3.93,-0.06429528,19.078412567626728,1.3102369,0.25560364,1.0,0.01543,1,950998,0.755668,0.0071689845,-3.0920896370114113,0.00299,0.039476275,49846.809666633606,0.865772,-0.020489998,4.092007882824737,232404,1.6379726,0.6092298,232404,-1.4801606,0.0,0.001304517415586296
-4.16,-0.03330344,19.078658952341762,1.2999104,0.28671336,1.0,0.0106,1,951998,0.7556558,0.007951755,-3.0929367710093336,0.00299,0.022337338,49898.58052277565,0.868583,-0.020462103,4.092855085361502,232599,1.6229442,0.6064737,232599,-1.4803234,0.0,0.0013746079844331263
-3.85,-0.042290777,19.07913556792193,1.2962916,0.2796852,1.0,0.00997,1,952998,0.7556322,0.008165499,-3.0937203338502313,0.00298,0.019914905,49949.74728322029,0.8728649,-0.02046641,4.093638718379374,232799,1.6276902,0.6327532,232799,-1.4803869,0.0,0.001336196573368123
-4.08,-0.050127,19.080045246229144,1.2721229,0.25865522,1.0,0.02101,1,953998,0.7556154,0.0080704605,-3.094481092193529,0.00298,0.049667496,49999.77660894394,0.86612105,-0.020496605,4.0943995467791705,232999,1.5904733,0.63830274,232999,-1.4806641,0.0,0.0012453832419888774
-4.67,-0.09355621,19.08071854137723,1.3038088,0.22512478,1.0,0.04542,1,954998,0.7555981,0.0072122784,-3.0954590482398396,0.00297,0.044692535,50050.42121076584,0.8630035,-0.020504648,4.095377569267847,233189,1.634753,0.6294228,233189,-1.4810311,0.0,0.001276785467678106
-4.51,-0.06450525,19.0812884138775,1.2745275,0.24177112,1.0,0.00681,1,955998,0.75558966,0.007983596,-3.0962915354457228,0.00296,0.031920653,50101.33379173279,0.8769954,-0.020466559,4.096210124900915,233385,1.6115103,0.62555295,233385,-1.481356,0.0,0.0012369441553142077
-4.19,-0.10399866,19.081399932958178,1.2742026,0.22433907,1.0,0.00096,1,956998,0.7555822,0.008069554,-3.097213778694911,0.00296,0.045249958,50153.448036432266,0.8671536,-0.020455832,4.097132435417719,233578,1.6145511,0.6236464,233578,-1.4817027,0.0,0.0012292162378046414
-4.41,-0.11382283,19.08210597122755,1.2936232,0.22401647,1.0,0.02754,1,957998,0.75556475,0.0076021804,-3.0980870249644954,0.00295,0.034216624,50203.99747514725,0.87436545,-0.020470252,4.09800574919152,233772,1.6155934,0.6304288,233772,-1.4819043,0.0,0.0012301764708589002
-4.45,-0.10613768,19.082407990528342,1.2949771,0.21862365,1.0,0.00213,1,958998,0.7555486,0.007722082,-3.0990199305018313,0.00295,0.067947954,50255.60717892647,0.86301243,-0.020449983,4.098938721079829,233963,1.6121833,0.6365106,233963,-1.4821671,0.0,0.0013611854587763097
-3.82,-0.10676892,19.082943509185977,1.2730922,0.22428614,1.0,0.01199,1,959998,0.7555388,0.008068639,-3.0995362462421427,0.00294,0.04599456,50306.59968876839,0.8666673,-0.020485546,4.099455110685979,234176,1.6038855,0.66047823,234176,-1.4823261,0.0,0.0013058753909844132
